 ,Area,Mean,X,Y,XM,YM,Circ.,AR,Round,Solidity
1,2.918,0,32.938,25.554,32.938,25.554,0.294,2.374,0.421,0.161
2,11.501,0,33.755,28.468,33.755,28.468,0.132,1.591,0.628,0.160
3,21.286,0,33.537,28.872,33.537,28.872,0.083,1.118,0.895,0.210
4,40.855,0,33.215,29.756,33.215,29.756,0.067,1.162,0.861,0.334
5,56.992,0,33.216,29.532,33.216,29.532,0.118,1.214,0.824,0.565
6,73.986,0,33.279,29.177,33.279,29.177,0.252,1.207,0.828,0.697
7,77.076,0,33.019,28.419,33.019,28.419,0.255,1.114,0.897,0.647
8,77.248,0,33.430,28.428,33.430,28.428,0.334,1.057,0.946,0.590
9,74.501,0,33.934,28.500,33.934,28.500,0.374,1.164,0.859,0.664
10,75.531,0,34.336,28.413,34.336,28.413,0.223,1.173,0.853,0.531
11,77.591,0,34.346,27.974,34.346,27.974,0.262,1.183,0.846,0.483
12,73.643,0,34.107,28.342,34.107,28.342,0.344,1.098,0.911,0.759
13,75.359,0,34.114,28.301,34.114,28.301,0.318,1.271,0.787,0.704
14,76.561,0,33.901,28.023,33.901,28.023,0.339,1.265,0.791,0.706
15,75.016,0,34.055,28.517,34.055,28.517,0.450,1.360,0.735,0.708
16,77.419,0,33.548,28.631,33.548,28.631,0.302,1.393,0.718,0.689
17,65.746,0,32.414,28.512,32.414,28.512,0.331,1.185,0.844,0.562
18,65.403,0,32.276,28.062,32.276,28.062,0.444,1.324,0.755,0.666
19,67.291,0,32.193,28.148,32.193,28.148,0.355,1.174,0.852,0.611
20,61.455,0,31.141,28.502,31.141,28.502,0.379,1.357,0.737,0.694
21,63.343,0,31.149,28.445,31.149,28.445,0.294,1.271,0.787,0.484
22,61.798,0,31.283,28.516,31.283,28.516,0.367,1.300,0.769,0.637
23,63.686,0,30.888,28.389,30.888,28.389,0.300,1.344,0.744,0.619
24,66.605,0,31.148,28.523,31.148,28.523,0.267,1.360,0.735,0.436
25,64.545,0,30.642,28.696,30.642,28.696,0.305,1.559,0.641,0.461
26,63.686,0,30.189,29.020,30.189,29.020,0.350,1.582,0.632,0.515
27,62.828,0,30.051,28.655,30.051,28.655,0.340,1.533,0.652,0.687
28,64.373,0,29.817,29.086,29.817,29.086,0.324,1.527,0.655,0.525
29,62.828,0,29.531,29.233,29.531,29.233,0.365,1.590,0.629,0.717
30,62.141,0,29.365,29.245,29.365,29.245,0.348,1.696,0.589,0.742
31,61.283,0,29.400,29.199,29.400,29.199,0.340,1.796,0.557,0.736
