 ,Area,Mean,X,Y,XM,YM,Circ.,AR,Round,Solidity
1,0.687,0,30.867,26.931,30.867,26.931,0.393,2.126,0.470,0.009
2,2.747,0,30.038,22.322,30.038,22.322,0.211,1.317,0.760,0.013
3,3.433,0,32.607,24.693,32.607,24.693,0.221,4.880,0.205,0.057
4,5.665,0,27.741,22.028,27.741,22.028,0.301,1.854,0.539,0.040
5,14.935,0,27.495,24.200,27.495,24.200,0.183,2.383,0.420,0.126
6,14.935,0,27.243,23.457,27.243,23.457,0.179,1.613,0.620,0.150
7,28.496,0,28.226,24.402,28.226,24.402,0.161,1.493,0.670,0.263
8,33.131,0,29.587,25.343,29.587,25.343,0.179,1.160,0.862,0.201
9,37.766,0,29.509,25.948,29.509,25.948,0.214,1.038,0.963,0.405
10,55.275,0,29.309,26.906,29.309,26.906,0.233,1.111,0.900,0.613
11,52.872,0,27.293,26.335,27.293,26.335,0.217,1.488,0.672,0.324
12,48.237,0,27.235,25.180,27.235,25.180,0.195,1.090,0.918,0.315
13,51.155,0,28.220,22.979,28.220,22.979,0.215,1.256,0.796,0.326
14,57.163,0,29.328,22.793,29.328,22.793,0.195,1.288,0.776,0.617
15,57.335,0,29.372,23.243,29.372,23.243,0.265,1.066,0.938,0.526
16,57.163,0,29.086,23.380,29.086,23.380,0.228,1.184,0.845,0.351
17,59.223,0,29.656,22.375,29.656,22.375,0.274,1.589,0.629,0.661
18,61.970,0,29.322,22.763,29.322,22.763,0.295,1.515,0.660,0.557
19,61.283,0,29.770,23.125,29.770,23.125,0.292,1.258,0.795,0.534
20,67.806,0,30.423,23.162,30.423,23.162,0.290,1.393,0.718,0.604
21,58.880,0,30.221,23.043,30.221,23.043,0.334,1.350,0.741,0.457
22,58.193,0,30.548,23.445,30.548,23.445,0.357,1.307,0.765,0.496
23,59.567,0,31.089,24.537,31.089,24.537,0.375,1.297,0.771,0.591
24,56.820,0,32.010,24.715,32.010,24.715,0.272,1.433,0.698,0.337
25,57.678,0,31.851,24.742,31.851,24.742,0.233,1.308,0.764,0.365
26,59.738,0,32.211,24.489,32.211,24.489,0.238,1.427,0.701,0.419
27,58.880,0,31.839,25.184,31.839,25.184,0.244,1.595,0.627,0.571
28,55.447,0,31.794,24.865,31.794,24.865,0.312,1.556,0.643,0.369
29,54.245,0,31.655,25.559,31.655,25.559,0.288,1.321,0.757,0.337
30,57.163,0,31.754,25.922,31.754,25.922,0.382,1.572,0.636,0.708
31,54.760,0,32.068,26.634,32.068,26.634,0.261,1.314,0.761,0.436
