 ,Area,Mean,X,Y,XM,YM,Circ.,AR,Round,Solidity
1,30.727,0,18.120,28.943,18.120,28.943,0.199,1.994,0.501,0.432
2,10.815,0,18.161,28.789,18.161,28.789,0.256,2.056,0.486,0.289
3,35.706,0,18.798,27.748,18.798,27.748,0.449,1.873,0.534,0.742
4,53.902,0,19.044,27.610,19.044,27.610,0.488,1.233,0.811,0.652
5,49.953,0,19.687,27.800,19.687,27.800,0.580,1.275,0.785,0.846
6,49.953,0,19.958,27.376,19.958,27.376,0.443,1.312,0.762,0.662
7,48.752,0,20.156,27.385,20.156,27.385,0.646,1.234,0.810,0.840
8,47.550,0,20.045,27.029,20.045,27.029,0.529,1.062,0.942,0.804
9,45.834,0,20.411,26.792,20.411,26.792,0.650,1.138,0.879,0.856
10,42.400,0,20.344,26.489,20.344,26.489,0.698,1.093,0.915,0.847
11,44.632,0,20.553,26.292,20.553,26.292,0.436,1.274,0.785,0.327
12,44.289,0,20.604,26.028,20.604,26.028,0.519,1.138,0.878,0.811
13,43.430,0,20.660,25.856,20.660,25.856,0.766,1.026,0.975,0.880
14,49.438,0,20.884,25.691,20.884,25.691,0.528,1.106,0.904,0.808
15,48.237,0,20.987,25.733,20.987,25.733,0.439,1.080,0.926,0.511
16,45.147,0,20.759,26.007,20.759,26.007,0.744,1.096,0.913,0.874
17,48.580,0,20.938,25.980,20.938,25.980,0.760,1.233,0.811,0.890
18,46.692,0,20.980,25.805,20.980,25.805,0.694,1.492,0.670,0.904
19,46.692,0,21.242,25.823,21.242,25.823,0.718,1.571,0.637,0.885
20,48.923,0,21.417,25.783,21.417,25.783,0.663,1.569,0.637,0.866
21,51.327,0,21.407,26.114,21.407,26.114,0.571,1.270,0.788,0.827
22,49.610,0,21.366,26.228,21.366,26.228,0.683,1.086,0.921,0.834
23,49.953,0,21.548,26.171,21.548,26.171,0.656,1.202,0.832,0.835
24,47.894,0,21.633,26.159,21.633,26.159,0.584,1.139,0.878,0.825
25,45.319,0,21.680,26.010,21.680,26.010,0.653,1.243,0.804,0.814
26,49.095,0,21.778,25.768,21.778,25.768,0.582,1.370,0.730,0.828
27,47.550,0,21.707,26.012,21.707,26.012,0.692,1.278,0.782,0.859
28,46.177,0,21.512,25.624,21.512,25.624,0.695,1.035,0.966,0.835
29,47.035,0,21.643,25.910,21.643,25.910,0.654,1.065,0.939,0.860
30,45.834,0,21.339,25.738,21.339,25.738,0.712,1.380,0.724,0.328
31,45.834,0,21.718,25.616,21.718,25.616,0.852,1.073,0.932,0.896
