 ,Area,Mean,X,Y,XM,YM,Circ.,AR,Round,Solidity
1,1252.785,255,18.437,16.987,18.437,16.987,0.135,1.085,0.921,1.000
2,1252.785,255,18.437,16.987,18.437,16.987,0.135,1.085,0.921,1.000
3,1252.785,255,18.437,16.987,18.437,16.987,0.135,1.085,0.921,1.000
4,1.373,0,6.992,12.067,6.992,12.067,0.359,1.533,0.652,0.055
5,4.292,0,7.052,13.847,7.052,13.847,0.295,1.645,0.608,0.177
6,10.300,0,10.406,14.736,10.406,14.736,0.484,1.324,0.755,0.456
7,16.651,0,12.269,14.311,12.269,14.311,0.367,1.012,0.988,0.433
8,22.144,0,13.520,14.442,13.520,14.442,0.353,1.099,0.910,0.488
9,23.346,0,13.910,14.590,13.910,14.590,0.416,1.127,0.887,0.528
10,26.264,0,14.216,14.795,14.216,14.795,0.490,1.423,0.703,0.703
11,31.929,0,15.265,15.094,15.265,15.094,0.325,1.230,0.813,0.496
12,32.787,0,16.181,15.199,16.181,15.199,0.383,1.213,0.824,0.739
13,30.727,0,16.537,15.025,16.537,15.025,0.552,1.294,0.773,0.414
14,32.616,0,16.939,14.737,16.939,14.737,0.483,1.178,0.849,0.766
15,33.989,0,16.686,15.133,16.686,15.133,0.418,1.180,0.847,0.686
16,31.586,0,16.059,14.476,16.059,14.476,0.495,1.070,0.934,0.765
17,36.221,0,15.947,14.638,15.947,14.638,0.597,1.291,0.774,0.810
18,35.534,0,15.907,14.766,15.907,14.766,0.370,1.391,0.719,0.538
19,30.899,0,15.921,15.240,15.921,15.240,0.738,1.210,0.827,0.891
20,36.221,0,17.147,16.462,17.147,16.462,0.499,1.092,0.916,0.781
21,32.444,0,17.137,16.460,17.137,16.460,0.577,1.084,0.923,0.789
22,34.676,0,16.743,15.845,16.743,15.845,0.607,1.191,0.840,0.852
23,34.161,0,15.822,15.177,15.822,15.177,0.625,1.210,0.826,0.734
24,37.422,0,15.839,14.898,15.839,14.898,0.478,1.305,0.767,0.756
25,36.392,0,15.668,15.072,15.668,15.072,0.472,1.436,0.696,0.787
26,38.280,0,15.914,14.731,15.914,14.731,0.451,1.169,0.855,0.801
27,36.736,0,15.953,14.983,15.953,14.983,0.506,1.272,0.786,0.709
28,38.109,0,16.239,15.309,16.239,15.309,0.425,1.117,0.895,0.706
29,39.997,0,16.289,15.429,16.289,15.429,0.362,1.115,0.897,0.681
30,33.989,0,15.974,16.002,15.974,16.002,0.461,1.140,0.877,0.535
31,39.997,0,16.158,16.060,16.158,16.060,0.436,1.247,0.802,0.643
