 ,Area,Mean,X,Y,XM,YM,Circ.,AR,Round,Solidity
1,2568.055,255,28.174,22.788,28.174,22.788,0.133,1.236,0.809,1.000
2,2568.055,255,28.174,22.788,28.174,22.788,0.133,1.236,0.809,1.000
3,2568.055,255,28.174,22.788,28.174,22.788,0.133,1.236,0.809,1.000
4,1.888,0,28.682,20.170,28.682,20.170,0.530,4.290,0.233,0.393
5,8.583,0,29.292,20.103,29.292,20.103,0.163,1.522,0.657,0.237
6,15.278,0,29.251,20.500,29.251,20.500,0.148,1.117,0.896,0.324
7,19.569,0,29.220,20.861,29.220,20.861,0.158,1.054,0.949,0.435
8,26.264,0,28.790,21.145,28.790,21.145,0.265,1.274,0.785,0.585
9,28.496,0,28.601,21.123,28.601,21.123,0.330,1.127,0.888,0.661
10,33.989,0,28.446,21.245,28.446,21.245,0.427,1.136,0.880,0.597
11,37.766,0,28.309,21.138,28.309,21.138,0.537,1.039,0.963,0.748
12,36.049,0,28.186,21.560,28.186,21.560,0.604,1.065,0.939,0.803
13,35.706,0,28.096,21.738,28.096,21.738,0.574,1.154,0.867,0.830
14,32.616,0,28.002,21.966,28.002,21.966,0.821,1.115,0.897,0.870
15,32.272,0,27.843,22.109,27.843,22.109,0.830,1.109,0.902,0.879
16,29.869,0,27.795,22.290,27.795,22.290,0.768,1.084,0.923,0.868
17,28.496,0,27.872,22.386,27.872,22.386,0.817,1.150,0.869,0.902
18,30.556,0,27.601,22.655,27.601,22.655,0.630,1.107,0.903,0.815
19,33.817,0,27.399,22.833,27.399,22.833,0.603,1.085,0.922,0.858
20,33.646,0,27.614,22.650,27.614,22.650,0.691,1.077,0.928,0.845
21,30.556,0,27.438,22.830,27.438,22.830,0.793,1.204,0.831,0.908
22,31.414,0,27.512,22.823,27.512,22.823,0.833,1.150,0.870,0.906
23,31.071,0,27.017,22.837,27.017,22.837,0.792,1.042,0.959,0.874
24,29.526,0,27.263,23.091,27.263,23.091,0.776,1.104,0.906,0.878
25,27.294,0,27.354,22.875,27.354,22.875,0.828,1.152,0.868,0.903
26,28.667,0,27.324,22.727,27.324,22.727,0.803,1.132,0.884,0.900
27,30.041,0,27.117,22.981,27.117,22.981,0.746,1.277,0.783,0.893
28,29.182,0,27.309,22.866,27.309,22.866,0.697,1.198,0.835,0.883
29,28.496,0,27.265,22.700,27.265,22.700,0.733,1.212,0.825,0.680
30,29.011,0,27.069,22.983,27.069,22.983,0.753,1.191,0.840,0.887
31,27.123,0,27.091,23.089,27.091,23.089,0.642,1.295,0.772,0.845
