 ,Area,Mean,X,Y,XM,YM,Circ.,AR,Round,Solidity
1,30.727,0,20.824,27.025,20.824,27.025,0.162,1.620,0.617,0.515
2,35.362,0,21.826,26.106,21.826,26.106,0.588,1.302,0.768,0.783
3,15.106,0,22.698,26.112,22.698,26.112,0.336,1.220,0.819,0.743
4,41.542,0,22.094,26.172,22.094,26.172,0.381,1.101,0.908,0.551
5,55.275,0,22.081,27.438,22.081,27.438,0.332,1.311,0.763,0.673
6,56.992,0,21.996,28.029,21.996,28.029,0.312,1.229,0.814,0.653
7,61.798,0,22.444,28.138,22.444,28.138,0.300,1.189,0.841,0.682
8,60.768,0,22.077,27.460,22.077,27.460,0.250,1.124,0.889,0.551
9,61.455,0,21.434,27.063,21.434,27.063,0.275,1.025,0.975,0.477
10,61.455,0,21.641,27.045,21.641,27.045,0.216,1.080,0.926,0.348
11,55.962,0,22.042,27.235,22.042,27.235,0.303,1.120,0.893,0.549
12,58.193,0,22.330,26.675,22.330,26.675,0.249,1.114,0.898,0.577
13,58.537,0,21.945,26.825,21.945,26.825,0.205,1.206,0.829,0.569
14,55.962,0,22.111,26.382,22.111,26.382,0.303,1.052,0.951,0.626
15,56.133,0,22.270,26.325,22.270,26.325,0.326,1.094,0.914,0.533
16,54.932,0,22.164,26.709,22.164,26.709,0.327,1.040,0.962,0.686
17,51.670,0,22.291,26.353,22.291,26.353,0.526,1.118,0.894,0.801
18,53.043,0,22.092,26.519,22.092,26.519,0.468,1.044,0.958,0.841
19,53.730,0,21.834,26.622,21.834,26.622,0.512,1.051,0.951,0.736
20,52.013,0,21.910,26.327,21.910,26.327,0.547,1.071,0.933,0.869
21,49.438,0,21.710,26.583,21.710,26.583,0.800,1.051,0.952,0.897
22,49.953,0,21.651,26.494,21.651,26.494,0.697,1.047,0.955,0.793
23,48.409,0,21.483,26.699,21.483,26.699,0.770,1.067,0.937,0.891
24,48.409,0,21.756,26.827,21.756,26.827,0.682,1.081,0.925,0.706
25,46.005,0,21.722,26.906,21.722,26.906,0.895,1.042,0.960,0.927
26,46.864,0,21.665,26.851,21.665,26.851,0.745,1.027,0.974,0.702
27,49.438,0,21.489,27.116,21.489,27.116,0.431,1.020,0.980,0.644
28,47.894,0,21.508,26.880,21.508,26.880,0.606,1.063,0.940,0.783
29,48.065,0,21.508,26.915,21.508,26.915,0.531,1.040,0.962,0.763
30,48.065,0,21.511,27.319,21.511,27.319,0.778,1.090,0.918,0.885
31,50.297,0,21.373,27.326,21.373,27.326,0.720,1.139,0.878,0.875
