 ,Area,Mean,X,Y,XM,YM,Circ.,AR,Round,Solidity
1,2510.548,255,25.895,24.238,25.895,24.238,0.135,1.068,0.936,1.000
2,2510.548,255,25.895,24.238,25.895,24.238,0.135,1.068,0.936,1.000
3,2510.548,255,25.895,24.238,25.895,24.238,0.135,1.068,0.936,1.000
4,49.267,0,41.140,31.283,41.140,31.283,0.592,1.209,0.827,0.777
5,56.477,0,38.668,30.750,38.668,30.750,0.630,1.384,0.723,0.862
6,66.948,0,38.876,31.346,38.876,31.346,0.498,1.053,0.950,0.852
7,72.956,0,37.497,30.588,37.497,30.588,0.563,1.490,0.671,0.325
8,70.381,0,39.225,30.612,39.225,30.612,0.382,1.779,0.562,0.789
9,74.329,0,38.326,31.043,38.326,31.043,0.357,1.860,0.538,0.764
10,83.084,0,39.247,30.200,39.247,30.200,0.287,1.657,0.603,0.436
11,80.853,0,39.773,29.351,39.773,29.351,0.302,1.863,0.537,0.734
12,64.373,0,38.136,25.804,38.136,25.804,0.543,1.397,0.716,0.834
13,60.081,0,35.158,24.773,35.158,24.773,0.657,1.371,0.729,0.848
14,60.081,0,35.785,26.618,35.785,26.618,0.483,1.194,0.838,0.694
15,65.403,0,36.351,30.744,36.351,30.744,0.725,1.435,0.697,0.892
16,53.902,0,35.767,31.343,35.767,31.343,0.434,1.730,0.578,0.808
17,62.313,0,36.251,29.851,36.251,29.851,0.447,1.511,0.662,0.723
18,69.866,0,35.097,28.855,35.097,28.855,0.454,2.083,0.480,0.733
19,86.517,0,30.296,31.531,30.296,31.531,0.481,1.270,0.788,0.799
20,60.768,0,27.809,32.178,27.809,32.178,0.674,1.083,0.923,0.842
21,56.648,0,28.677,28.969,28.677,28.969,0.674,1.806,0.554,0.842
22,63.000,0,29.799,27.451,29.799,27.451,0.475,1.234,0.810,0.716
23,72.098,0,27.310,31.149,27.310,31.149,0.516,1.190,0.841,0.733
24,75.703,0,26.054,31.660,26.054,31.660,0.476,1.942,0.515,0.727
25,67.806,0,28.013,30.030,28.013,30.030,0.418,1.379,0.725,0.694
26,71.926,0,27.156,31.700,27.156,31.700,0.467,2.373,0.421,0.705
27,72.098,0,24.693,34.025,24.693,34.025,0.643,2.022,0.495,0.848
28,71.068,0,24.531,34.679,24.531,34.679,0.608,1.570,0.637,0.784
29,64.030,0,25.476,32.992,25.476,32.992,0.449,1.839,0.544,0.692
30,61.111,0,27.533,30.849,27.533,30.849,0.517,1.132,0.884,0.708
31,76.904,0,24.051,28.835,24.051,28.835,0.535,1.292,0.774,0.645
