 ,Area,Mean,X,Y,XM,YM,Circ.,AR,Round,Solidity
1,2113.495,255,22.373,23.616,22.373,23.616,0.135,1.056,0.947,1.000
2,2113.495,255,22.373,23.616,22.373,23.616,0.135,1.056,0.947,1.000
3,2113.495,255,22.373,23.616,22.373,23.616,0.135,1.056,0.947,1.000
4,2113.495,255,22.373,23.616,22.373,23.616,0.135,1.056,0.947,1.000
5,2113.495,255,22.373,23.616,22.373,23.616,0.135,1.056,0.947,1.000
6,2113.495,255,22.373,23.616,22.373,23.616,0.135,1.056,0.947,1.000
7,2113.495,255,22.373,23.616,22.373,23.616,0.135,1.056,0.947,1.000
8,3.948,0,25.030,21.860,25.030,21.860,0.608,2.323,0.430,0.311
9,37.422,0,22.624,23.679,22.624,23.679,0.571,1.128,0.887,0.736
10,36.392,0,22.725,22.846,22.725,22.846,0.834,1.211,0.826,0.904
11,40.169,0,23.390,24.110,23.390,24.110,0.539,1.570,0.637,0.761
12,39.825,0,23.625,23.948,23.625,23.948,0.623,1.248,0.802,0.835
13,38.624,0,22.192,24.229,22.192,24.229,0.766,1.598,0.626,0.867
14,39.139,0,22.399,24.794,22.399,24.794,0.597,1.343,0.744,0.799
15,33.817,0,22.747,24.124,22.747,24.124,0.633,1.553,0.644,0.814
16,32.444,0,23.245,25.292,23.245,25.292,0.752,1.500,0.666,0.879
17,17.166,0,22.427,25.675,22.427,25.675,0.868,1.187,0.842,0.901
18,19.054,0,22.588,25.350,22.588,25.350,0.730,1.291,0.774,0.796
19,21.801,0,21.631,26.417,21.631,26.417,0.701,1.403,0.713,0.799
20,12.875,0,21.724,26.210,21.724,26.210,0.663,1.812,0.552,0.806
21,8.068,0,22.060,26.442,22.060,26.442,0.947,1.050,0.953,0.887
22,5.665,0,21.702,26.284,21.702,26.284,0.732,1.089,0.918,0.825
23,4.292,0,21.536,25.978,21.536,25.978,0.821,1.057,0.946,0.806
24,9.956,0,21.866,26.638,21.866,26.638,0.392,3.015,0.332,0.768
25,4.120,0,21.769,26.396,21.769,26.396,0.941,1.266,0.790,0.889
26,2.918,0,21.679,26.553,21.679,26.553,0.321,1.613,0.620,0.567
27,3.777,0,21.639,26.159,21.639,26.159,0.629,1.435,0.697,0.759
28,3.948,0,21.734,26.291,21.734,26.291,0.696,1.669,0.599,0.730
29,4.635,0,21.660,26.616,21.660,26.616,0.643,1.555,0.643,0.806
30,4.292,0,21.454,26.459,21.454,26.459,0.896,1.324,0.755,0.847
31,3.262,0,21.577,26.658,21.577,26.658,0.681,1.519,0.658,0.792
