 ,Area,Mean,X,Y,XM,YM,Circ.,AR,Round,Solidity
1,64.716,0,24.892,31.945,24.892,31.945,0.120,1.097,0.911,0.462
2,139.732,0,26.441,34.355,26.441,34.355,0.162,1.622,0.617,0.607
3,101.967,0,29.425,34.731,29.425,34.731,0.159,1.696,0.590,0.550
4,97.675,0,29.804,31.007,29.804,31.007,0.178,1.939,0.516,0.581
5,103.855,0,30.038,27.592,30.038,27.592,0.130,1.415,0.706,0.508
6,74.501,0,25.058,25.813,25.058,25.813,0.100,1.344,0.744,0.419
7,121.880,0,19.589,27.989,19.589,27.989,0.189,1.456,0.687,0.561
8,95.272,0,21.698,32.635,21.698,32.635,0.273,1.364,0.733,0.701
9,89.779,0,26.820,31.616,26.820,31.616,0.270,1.983,0.504,0.591
10,108.147,0,27.278,28.930,27.278,28.930,0.157,1.627,0.615,0.509
11,105.915,0,23.672,23.768,23.672,23.768,0.290,3.540,0.282,0.652
12,77.076,0,24.561,26.079,24.561,26.079,0.306,1.345,0.744,0.682
13,77.248,0,25.042,30.220,25.042,30.220,0.466,1.742,0.574,0.822
14,82.741,0,21.920,30.655,21.920,30.655,0.388,2.526,0.396,0.641
15,79.823,0,24.490,26.650,24.490,26.650,0.378,2.569,0.389,0.620
16,59.223,0,25.428,28.871,25.428,28.871,0.690,1.377,0.726,0.863
17,72.269,0,23.040,32.925,23.040,32.925,0.476,2.306,0.434,0.743
18,73.814,0,24.187,29.067,24.187,29.067,0.456,1.345,0.743,0.868
19,58.880,0,25.130,28.133,25.130,28.133,0.647,1.504,0.665,0.853
20,74.501,0,21.433,30.374,21.433,30.374,0.542,1.643,0.609,0.783
21,51.155,0,22.782,29.002,22.782,29.002,0.609,1.516,0.660,0.827
22,32.787,0,24.212,30.142,24.212,30.142,0.767,1.456,0.687,0.890
23,23.174,0,24.354,30.542,24.354,30.542,0.629,1.801,0.555,0.818
24,35.534,0,24.638,29.996,24.638,29.996,0.788,1.508,0.663,0.912
25,30.556,0,24.694,30.476,24.694,30.476,0.642,1.290,0.775,0.824
26,33.989,0,25.428,29.925,25.428,29.925,0.646,1.284,0.779,0.827
27,39.654,0,25.563,29.550,25.563,29.550,0.687,1.360,0.735,0.774
28,52.528,0,26.791,29.742,26.791,29.742,0.701,1.316,0.760,0.852
29,42.744,0,25.111,29.955,25.111,29.955,0.662,1.370,0.730,0.844
30,52.185,0,27.806,29.910,27.806,29.910,0.628,1.815,0.551,0.833
31,53.558,0,25.871,28.215,25.871,28.215,0.517,1.082,0.924,0.768
