 ,Area,Mean,X,Y,XM,YM,Circ.,AR,Round,Solidity
1,5.836,0,16.414,18.437,16.414,18.437,0.654,1.309,0.764,0.764
2,68.321,0,16.784,18.272,16.784,18.272,0.108,1.282,0.780,0.374
3,75.016,0,19.438,19.519,19.438,19.519,0.277,1.497,0.668,0.733
4,68.150,0,16.843,18.869,16.843,18.869,0.195,1.343,0.744,0.536
5,91.496,0,16.293,18.736,16.293,18.736,0.137,1.654,0.605,0.467
6,95.272,0,19.308,18.774,19.308,18.774,0.190,1.793,0.558,0.626
7,82.912,0,20.177,19.111,20.177,19.111,0.115,1.106,0.904,0.434
8,74.673,0,18.115,19.504,18.115,19.504,0.152,1.138,0.879,0.467
9,61.970,0,17.742,18.011,17.742,18.011,0.220,1.207,0.829,0.576
10,61.970,0,19.863,18.694,19.863,18.694,0.198,1.461,0.684,0.513
11,58.022,0,18.305,17.984,18.305,17.984,0.518,1.691,0.592,0.754
12,64.201,0,17.851,19.788,17.851,19.788,0.459,1.565,0.639,0.726
13,34.332,0,17.474,18.959,17.474,18.959,0.633,1.100,0.909,0.826
14,39.654,0,16.443,18.577,16.443,18.577,0.626,1.953,0.512,0.797
15,35.706,0,16.611,17.891,16.611,17.891,0.321,1.208,0.828,0.555
16,29.354,0,16.194,18.517,16.194,18.517,0.472,1.712,0.584,0.527
17,47.379,0,21.142,19.173,21.142,19.173,0.456,1.993,0.502,0.728
18,83.084,0,20.985,15.498,20.985,15.498,0.183,1.247,0.802,0.599
19,106.430,0,19.952,16.770,19.952,16.770,0.228,1.377,0.726,0.655
20,89.607,0,20.742,15.578,20.742,15.578,0.159,1.048,0.955,0.556
21,80.338,0,13.842,17.999,13.842,17.999,0.337,1.958,0.511,0.625
22,81.024,0,17.133,17.739,17.133,17.739,0.402,1.724,0.580,0.779
23,80.509,0,17.289,14.850,17.289,14.850,0.433,1.526,0.655,0.811
24,75.531,0,17.633,18.857,17.633,18.857,0.218,1.211,0.825,0.682
25,76.733,0,17.835,17.257,17.835,17.257,0.330,1.553,0.644,0.609
26,76.389,0,16.706,18.868,16.706,18.868,0.544,1.456,0.687,0.730
27,73.128,0,19.131,19.018,19.131,19.018,0.456,2.071,0.483,0.714
28,62.485,0,16.351,18.161,16.351,18.161,0.519,1.406,0.711,0.766
29,53.215,0,14.700,18.338,14.700,18.338,0.675,1.438,0.695,0.840
30,66.605,0,14.533,18.534,14.533,18.534,0.481,1.510,0.662,0.705
31,78.278,0,16.303,16.745,16.303,16.745,0.383,1.772,0.564,0.589
