 ,Area,Mean,X,Y,XM,YM,Circ.,AR,Round,Solidity
1,2722.550,255,26.931,25.274,26.931,25.274,0.135,1.066,0.938,1.000
2,2722.550,255,26.931,25.274,26.931,25.274,0.135,1.066,0.938,1.000
3,4.120,0,30.815,16.642,30.815,16.642,1.000,1.222,0.818,0.906
4,56.305,0,31.013,17.121,31.013,17.121,0.291,2.018,0.496,0.663
5,47.035,0,29.247,17.397,29.247,17.397,0.170,2.489,0.402,0.382
6,62.485,0,28.259,20.600,28.259,20.600,0.137,1.502,0.666,0.446
7,42.915,0,26.586,24.186,26.586,24.186,0.115,1.799,0.556,0.306
8,55.962,0,27.622,26.044,27.622,26.044,0.210,1.660,0.602,0.472
9,33.131,0,24.781,24.959,24.781,24.959,0.167,1.581,0.633,0.221
10,27.294,0,24.363,24.556,24.363,24.556,0.163,2.913,0.343,0.236
11,33.474,0,27.051,23.821,27.051,23.821,0.136,1.811,0.552,0.253
12,52.872,0,27.351,25.025,27.351,25.025,0.176,3.712,0.269,0.450
13,62.313,0,28.414,24.585,28.414,24.585,0.113,1.795,0.557,0.339
14,64.373,0,31.213,25.572,31.213,25.572,0.196,1.752,0.571,0.459
15,85.831,0,29.906,26.729,29.906,26.729,0.226,3.224,0.310,0.588
16,52.185,0,28.634,28.840,28.634,28.840,0.155,1.124,0.890,0.365
17,56.648,0,29.492,27.098,29.492,27.098,0.200,1.914,0.522,0.473
18,50.983,0,30.836,24.148,30.836,24.148,0.209,1.078,0.927,0.403
19,37.422,0,30.384,27.891,30.384,27.891,0.175,1.190,0.840,0.499
20,50.640,0,28.517,27.450,28.517,27.450,0.232,1.931,0.518,0.646
21,49.610,0,31.268,28.665,31.268,28.665,0.324,1.426,0.701,0.707
22,50.812,0,32.992,26.045,32.992,26.045,0.426,1.897,0.527,0.650
23,33.989,0,30.120,27.069,30.120,27.069,0.507,1.099,0.910,0.815
24,23.174,0,29.240,28.120,29.240,28.120,0.821,1.132,0.884,0.915
25,18.196,0,28.752,28.029,28.752,28.029,0.705,1.587,0.630,0.855
26,15.278,0,28.958,28.004,28.958,28.004,0.586,2.124,0.471,0.777
27,10.471,0,27.423,28.204,27.423,28.204,0.863,1.465,0.682,0.865
28,9.441,0,26.829,28.539,26.829,28.539,0.879,1.319,0.758,0.859
29,7.725,0,26.309,28.584,26.309,28.584,0.951,1.210,0.826,0.891
30,7.553,0,26.178,28.861,26.178,28.861,0.870,1.609,0.622,0.854
31,8.755,0,24.855,29.185,24.855,29.185,0.527,3.157,0.317,0.493
