 ,Area,Mean,X,Y,XM,YM,Circ.,AR,Round,Solidity
1,0.172,0,29.624,26.724,29.624,26.724,1.000,1.000,1.000,1.000
2,13.390,0,27.834,26.177,27.834,26.177,0.357,1.964,0.509,0.405
3,46.520,0,28.627,27.069,28.627,27.069,0.128,2.141,0.467,0.396
4,70.381,0,26.541,25.072,26.541,25.072,0.252,1.998,0.501,0.523
5,78.449,0,26.573,22.012,26.573,22.012,0.352,2.079,0.481,0.644
6,104.885,0,24.692,21.290,24.692,21.290,0.365,1.273,0.786,0.813
7,58.880,0,22.322,19.179,22.322,19.179,0.320,2.048,0.488,0.718
8,50.125,0,23.857,22.918,23.857,22.918,0.212,1.716,0.583,0.557
9,52.013,0,24.586,24.090,24.586,24.090,0.304,1.423,0.703,0.654
10,32.444,0,26.114,22.600,26.114,22.600,0.413,2.103,0.475,0.657
11,47.894,0,22.194,20.833,22.194,20.833,0.567,1.788,0.559,0.775
12,66.261,0,20.788,24.999,20.788,24.999,0.288,1.071,0.934,0.651
13,34.676,0,21.233,21.752,21.233,21.752,0.656,1.688,0.592,0.861
14,1.717,0,18.686,24.445,18.686,24.445,0.449,1.545,0.647,0.714
15,13.733,0,19.691,25.476,19.691,25.476,0.654,2.068,0.483,0.816
16,11.158,0,22.931,27.578,22.931,27.578,0.401,2.624,0.381,0.400
17,2324.639,255,25.274,22.995,25.274,22.995,0.135,1.099,0.910,1.000
18,2324.639,255,25.274,22.995,25.274,22.995,0.135,1.099,0.910,1.000
19,7.210,0,21.091,28.253,21.091,28.253,0.830,1.383,0.723,0.832
20,16.651,0,20.663,29.577,20.663,29.577,0.783,1.612,0.620,0.874
21,3.262,0,18.655,26.615,18.655,26.615,0.453,22.786,0.044,0.053
22,32.444,0,18.268,29.096,18.268,29.096,0.842,1.412,0.708,0.906
23,45.662,0,18.127,28.501,18.127,28.501,0.700,2.003,0.499,0.893
24,43.945,0,17.957,29.791,17.957,29.791,0.724,1.201,0.833,0.874
25,40.684,0,16.208,29.496,16.208,29.496,0.829,1.242,0.805,0.915
26,33.474,0,16.013,30.200,16.013,30.200,0.853,1.151,0.869,0.901
27,29.526,0,16.590,29.323,16.590,29.323,0.896,1.044,0.958,0.930
28,23.174,0,16.378,29.731,16.378,29.731,0.792,1.623,0.616,0.888
29,29.869,0,14.689,28.255,14.689,28.255,0.699,2.010,0.498,0.225
30,24.204,0,15.349,28.825,15.349,28.825,0.493,1.888,0.530,0.716
31,28.324,0,16.210,29.021,16.210,29.021,0.638,1.619,0.618,0.821
