 ,Area,Mean,X,Y,XM,YM,Circ.,AR,Round,Solidity
1,67.463,0,26.842,22.972,26.842,22.972,0.333,1.741,0.574,0.781
2,98.705,0,25.155,22.782,25.155,22.782,0.568,1.459,0.686,0.812
3,110.550,0,28.271,23.010,28.271,23.010,0.431,1.483,0.674,0.844
4,129.089,0,28.374,20.630,28.374,20.630,0.330,1.365,0.733,0.769
5,106.945,0,27.881,17.806,27.881,17.806,0.267,1.284,0.779,0.639
6,123.425,0,30.718,16.034,30.718,16.034,0.491,1.717,0.582,0.861
7,117.931,0,33.191,19.316,33.191,19.316,0.548,1.416,0.706,0.784
8,124.969,0,32.374,20.980,32.374,20.980,0.352,1.689,0.592,0.817
9,122.223,0,31.236,23.089,31.236,23.089,0.352,1.786,0.560,0.741
10,108.147,0,31.051,18.913,31.051,18.913,0.440,1.182,0.846,0.816
11,142.651,0,30.746,21.720,30.746,21.720,0.213,1.711,0.585,0.591
12,143.166,0,32.273,23.998,32.273,23.998,0.263,2.243,0.446,0.555
13,141.277,0,31.465,24.894,31.465,24.894,0.286,2.343,0.427,0.571
14,150.204,0,29.500,25.118,29.500,25.118,0.250,2.374,0.421,0.676
15,166.683,0,30.224,25.073,30.224,25.073,0.262,2.642,0.379,0.662
16,132.179,0,29.766,28.811,29.766,28.811,0.266,2.503,0.399,0.669
17,120.506,0,28.425,29.105,28.425,29.105,0.244,2.658,0.376,0.719
18,109.520,0,25.924,29.541,25.924,29.541,0.279,2.062,0.485,0.718
19,98.534,0,24.613,29.685,24.613,29.685,0.332,1.079,0.927,0.660
20,91.839,0,24.727,29.883,24.727,29.883,0.398,1.038,0.963,0.564
21,101.624,0,25.532,31.550,25.532,31.550,0.419,1.599,0.625,0.876
22,93.384,0,25.787,32.540,25.787,32.540,0.310,1.404,0.712,0.743
23,94.242,0,24.974,30.692,24.974,30.692,0.239,1.980,0.505,0.654
24,128.574,0,25.445,28.575,25.445,28.575,0.297,2.399,0.417,0.646
25,107.632,0,25.994,28.696,25.994,28.696,0.347,1.948,0.513,0.706
26,100.937,0,26.504,27.368,26.504,27.368,0.276,2.023,0.494,0.713
27,94.757,0,26.077,29.901,26.077,29.901,0.412,2.265,0.442,0.751
28,90.981,0,26.378,31.778,26.378,31.778,0.268,1.794,0.557,0.720
29,74.673,0,24.710,33.064,24.710,33.064,0.490,1.353,0.739,0.654
30,77.763,0,24.664,31.544,24.664,31.544,0.870,1.191,0.840,0.943
31,72.098,0,25.156,32.132,25.156,32.132,0.624,1.087,0.920,0.890
