 ,Area,Mean,X,Y,XM,YM,Circ.,AR,Round,Solidity
1,2722.550,255,26.931,25.274,26.931,25.274,0.135,1.066,0.938,1.000
2,0.172,0,39.568,0.207,39.568,0.207,1.000,1.000,1.000,1.000
3,0.343,0,42.261,14.916,42.261,14.916,0.785,96.535,0.010,0.031
4,12.875,0,32.010,16.449,32.010,16.449,0.309,5.023,0.199,0.392
5,53.043,0,28.861,16.811,28.861,16.811,0.249,1.590,0.629,0.624
6,52.700,0,27.761,20.216,27.761,20.216,0.228,1.246,0.803,0.487
7,42.744,0,25.655,25.775,25.655,25.775,0.246,1.374,0.728,0.411
8,62.656,0,26.734,28.229,26.734,28.229,0.486,2.016,0.496,0.709
9,98.534,0,24.275,28.561,24.275,28.561,0.620,1.061,0.943,0.797
10,58.022,0,22.350,25.999,22.350,25.999,0.244,2.249,0.445,0.539
11,77.419,0,23.812,23.239,23.812,23.239,0.282,1.282,0.780,0.655
12,98.705,0,26.751,24.667,26.751,24.667,0.342,1.943,0.515,0.709
13,106.258,0,27.989,26.137,27.989,26.137,0.314,1.691,0.592,0.684
14,107.803,0,28.838,25.407,28.838,25.407,0.292,1.666,0.600,0.738
15,99.220,0,30.040,26.168,30.040,26.168,0.339,2.189,0.457,0.773
16,69.180,0,29.391,28.620,29.391,28.620,0.341,1.337,0.748,0.638
17,57.678,0,30.051,28.142,30.051,28.142,0.457,1.502,0.666,0.543
18,68.493,0,31.882,24.638,31.882,24.638,0.600,1.583,0.632,0.745
19,62.656,0,31.210,27.566,31.210,27.566,0.457,1.262,0.792,0.644
20,62.828,0,29.562,28.324,29.562,28.324,0.460,1.558,0.642,0.721
21,59.052,0,31.951,29.076,31.951,29.076,0.773,1.348,0.742,0.917
22,60.940,0,33.079,26.414,33.079,26.414,0.803,1.923,0.520,0.939
23,38.280,0,31.696,26.707,31.696,26.707,0.678,1.461,0.685,0.840
24,28.324,0,31.073,28.213,31.073,28.213,0.704,1.261,0.793,0.771
25,14.935,0,30.648,27.619,30.648,27.619,0.765,1.726,0.579,0.870
26,23.861,0,32.435,26.989,32.435,26.989,0.901,1.152,0.868,0.924
27,2722.550,255,26.931,25.274,26.931,25.274,0.135,1.066,0.938,1.000
28,0.172,0,53.654,40.396,53.654,40.396,1.000,1.000,1.000,1.000
29,2722.550,255,26.931,25.274,26.931,25.274,0.135,1.066,0.938,1.000
30,2722.550,255,26.931,25.274,26.931,25.274,0.135,1.066,0.938,1.000
31,2722.550,255,26.931,25.274,26.931,25.274,0.135,1.066,0.938,1.000
