 ,Area,Mean,X,Y,XM,YM,Circ.,AR,Round,Solidity
1,20.771,0,25.320,34.702,25.320,34.702,0.393,2.564,0.390,0.313
2,97.675,0,25.265,35.561,25.265,35.561,0.414,1.881,0.532,0.642
3,107.288,0,28.948,35.599,28.948,35.599,0.385,1.710,0.585,0.664
4,78.793,0,30.997,34.907,30.997,34.907,0.507,1.700,0.588,0.742
5,90.122,0,30.153,27.587,30.153,27.587,0.383,1.374,0.728,0.263
6,87.719,0,25.529,24.999,25.529,24.999,0.502,1.471,0.680,0.778
7,101.280,0,20.505,27.449,20.505,27.449,0.569,1.406,0.711,0.789
8,85.659,0,19.857,33.158,19.857,33.158,0.534,1.379,0.725,0.821
9,78.106,0,25.413,32.735,25.413,32.735,0.274,1.774,0.564,0.643
10,106.087,0,26.596,29.720,26.596,29.720,0.215,1.701,0.588,0.337
11,70.038,0,23.469,25.290,23.469,25.290,0.472,1.980,0.505,0.785
12,63.858,0,23.783,24.710,23.783,24.710,0.569,1.479,0.676,0.770
13,76.046,0,24.291,27.079,24.291,27.079,0.539,1.506,0.664,0.803
14,49.610,0,20.760,31.495,20.760,31.495,0.440,1.903,0.525,0.583
15,84.801,0,23.092,27.364,23.092,27.364,0.401,2.096,0.477,0.717
16,49.095,0,26.573,27.325,26.573,27.325,0.331,1.284,0.779,0.618
17,40.169,0,21.736,32.515,21.736,32.515,0.400,1.771,0.565,0.616
18,61.111,0,23.109,30.041,23.109,30.041,0.303,1.495,0.669,0.609
19,53.387,0,24.841,26.913,24.841,26.913,0.412,1.530,0.654,0.712
20,52.357,0,20.696,30.261,20.696,30.261,0.382,1.153,0.867,0.676
21,47.550,0,20.929,28.765,20.929,28.765,0.607,1.666,0.600,0.394
22,29.354,0,22.963,28.245,22.963,28.245,0.736,1.719,0.582,0.870
23,3.090,0,22.580,29.071,22.580,29.071,1.000,1.248,0.801,0.947
24,7.896,0,21.229,26.498,21.229,26.498,0.383,10.190,0.098,0.097
25,25.749,0,25.022,29.337,25.022,29.337,0.615,1.735,0.576,0.809
26,17.509,0,27.012,29.522,27.012,29.522,0.767,1.685,0.594,0.291
27,14.935,0,25.214,27.914,25.214,27.914,0.573,2.163,0.462,0.731
28,36.392,0,28.506,29.509,28.506,29.509,0.708,1.589,0.629,0.860
29,41.199,0,25.305,28.683,25.305,28.683,0.696,1.678,0.596,0.842
30,42.400,0,28.285,29.258,28.285,29.258,0.536,1.563,0.640,0.255
31,46.520,0,26.838,27.078,26.838,27.078,0.772,1.398,0.715,0.869
