 ,Area,Mean,X,Y,XM,YM,Circ.,AR,Round,Solidity
1,88.234,0,23.335,30.898,23.335,30.898,0.307,1.280,0.781,0.695
2,86.861,0,24.655,30.611,24.655,30.611,0.261,1.060,0.944,0.637
3,58.365,0,25.706,30.805,25.706,30.805,0.268,1.606,0.623,0.582
4,88.234,0,25.721,32.443,25.721,32.443,0.636,1.528,0.655,0.839
5,94.585,0,25.272,32.335,25.272,32.335,0.561,1.487,0.672,0.872
6,92.182,0,25.100,28.423,25.100,28.423,0.348,1.322,0.756,0.721
7,92.525,0,24.881,27.611,24.881,27.611,0.628,1.254,0.797,0.845
8,83.256,0,24.592,26.304,24.592,26.304,0.422,1.409,0.710,0.802
9,86.517,0,24.589,26.509,24.589,26.509,0.674,1.159,0.863,0.890
10,61.283,0,23.280,28.054,23.280,28.054,0.349,1.307,0.765,0.657
11,72.956,0,24.098,25.441,24.098,25.441,0.334,1.076,0.930,0.619
12,60.425,0,27.369,25.507,27.369,25.507,0.680,1.669,0.599,0.826
13,85.831,0,28.340,27.817,28.340,27.817,0.588,1.681,0.595,0.834
14,68.836,0,29.480,28.205,29.480,28.205,0.335,2.350,0.426,0.765
15,61.111,0,27.961,26.017,27.961,26.017,0.702,1.577,0.634,0.881
16,51.155,0,26.389,24.777,26.389,24.777,0.883,1.207,0.828,0.934
17,59.223,0,27.587,26.031,27.587,26.031,0.749,1.048,0.955,0.870
18,58.193,0,28.880,26.996,28.880,26.996,0.638,1.209,0.827,0.807
19,48.237,0,30.548,28.254,30.548,28.254,0.829,1.251,0.799,0.901
20,44.117,0,30.611,26.993,30.611,26.993,0.770,1.310,0.763,0.895
21,49.438,0,30.474,25.540,30.474,25.540,0.658,1.718,0.582,0.897
22,50.125,0,29.972,27.266,29.972,27.266,0.881,1.339,0.747,0.950
23,41.542,0,30.314,27.039,30.314,27.039,0.799,1.631,0.613,0.244
24,43.774,0,30.620,27.814,30.620,27.814,0.845,1.236,0.809,0.912
25,47.722,0,30.757,26.269,30.757,26.269,0.839,1.152,0.868,0.930
26,47.379,0,31.149,26.677,31.149,26.677,0.836,1.209,0.827,0.917
27,56.305,0,31.615,26.351,31.615,26.351,0.857,1.203,0.831,0.919
28,46.864,0,32.207,26.833,32.207,26.833,0.871,1.160,0.862,0.921
29,53.730,0,32.414,25.416,32.414,25.416,0.785,1.316,0.760,0.914
30,30.727,0,32.573,26.052,32.573,26.052,0.920,1.066,0.938,0.950
31,26.264,0,32.400,26.299,32.400,26.299,0.797,1.187,0.842,0.897
