 ,Area,Mean,X,Y,XM,YM,Circ.,AR,Round,Solidity
1,0.343,0,18.023,10.358,18.023,10.358,1.000,2.000,0.500,1.000
2,0.515,0,18.575,10.013,18.575,10.013,1.000,1.464,0.683,0.857
3,56.992,0,19.503,15.032,19.503,15.032,0.808,1.252,0.798,0.917
4,75.016,0,20.876,14.659,20.876,14.659,0.713,1.198,0.835,0.877
5,73.643,0,20.773,15.107,20.773,15.107,0.758,1.265,0.791,0.924
6,59.223,0,22.237,16.439,22.237,16.439,0.336,1.238,0.808,0.387
7,65.575,0,22.165,16.619,22.165,16.619,0.366,1.424,0.702,0.684
8,69.866,0,22.056,16.784,22.056,16.784,0.373,1.569,0.637,0.679
9,73.814,0,20.443,16.581,20.443,16.581,0.335,1.821,0.549,0.657
10,84.457,0,20.470,16.897,20.470,16.897,0.302,1.313,0.762,0.733
11,91.324,0,22.369,18.222,22.369,18.222,0.335,1.314,0.761,0.689
12,82.397,0,20.479,16.807,20.479,16.807,0.274,1.199,0.834,0.694
13,66.433,0,19.209,18.616,19.209,18.616,0.323,1.530,0.653,0.629
14,67.635,0,19.437,19.595,19.437,19.595,0.343,1.568,0.638,0.594
15,67.635,0,19.294,18.200,19.294,18.200,0.308,1.600,0.625,0.607
16,55.447,0,20.660,18.128,20.660,18.128,0.246,1.478,0.676,0.507
17,66.261,0,20.905,19.303,20.905,19.303,0.180,1.130,0.885,0.511
18,64.030,0,20.647,19.033,20.647,19.033,0.199,1.196,0.836,0.543
19,69.008,0,21.324,17.413,21.324,17.413,0.259,1.380,0.725,0.590
20,71.583,0,19.810,18.161,19.810,18.161,0.270,1.759,0.568,0.572
21,61.970,0,19.803,18.000,19.803,18.000,0.269,1.557,0.642,0.595
22,59.910,0,21.777,19.364,21.777,19.364,0.207,1.203,0.831,0.509
23,68.665,0,20.200,18.433,20.200,18.433,0.262,1.439,0.695,0.602
24,41.199,0,19.035,18.617,19.035,18.617,0.303,1.732,0.577,0.516
25,37.422,0,19.876,20.933,19.876,20.933,0.247,2.292,0.436,0.429
26,47.035,0,22.668,24.200,22.668,24.200,0.436,1.764,0.567,0.577
27,43.259,0,22.602,22.883,22.602,22.883,0.311,2.767,0.361,0.559
28,30.041,0,23.172,24.240,23.172,24.240,0.363,2.617,0.382,0.552
29,15.278,0,25.048,23.521,25.048,23.521,0.407,1.649,0.606,0.685
30,24.891,0,22.183,23.506,22.183,23.506,0.337,2.109,0.474,0.479
31,35.019,0,19.382,24.445,19.382,24.445,0.497,2.052,0.487,0.699
