 ,Area,Mean,X,Y,XM,YM,Circ.,AR,Round,Solidity
1,44.804,0,24.584,16.678,24.584,16.678,0.459,1.893,0.528,0.549
2,48.923,0,23.085,18.318,23.085,18.318,0.176,1.697,0.589,0.504
3,54.417,0,19.957,20.484,19.957,20.484,0.272,1.586,0.631,0.534
4,70.553,0,18.450,18.693,18.450,18.693,0.324,1.866,0.536,0.599
5,80.338,0,18.454,21.129,18.454,21.129,0.339,1.653,0.605,0.707
6,52.528,0,20.629,21.584,20.629,21.584,0.270,2.334,0.428,0.288
7,64.545,0,19.181,20.261,19.181,20.261,0.369,2.408,0.415,0.711
8,51.327,0,16.664,20.133,16.664,20.133,0.350,2.154,0.464,0.653
9,29.526,0,21.388,20.600,21.388,20.600,0.365,3.400,0.294,0.480
10,28.667,0,17.963,20.405,17.963,20.405,0.192,1.944,0.514,0.553
11,17.681,0,18.341,23.204,18.341,23.204,0.451,2.577,0.388,0.736
12,20.256,0,18.083,19.631,18.083,19.631,0.447,2.439,0.410,0.678
13,31.586,0,19.340,22.653,19.340,22.653,0.435,1.370,0.730,0.827
14,27.466,0,19.631,21.433,19.631,21.433,0.396,1.378,0.726,0.590
15,24.719,0,18.000,20.592,18.000,20.592,0.550,2.316,0.432,0.774
16,22.831,0,16.783,21.596,16.783,21.596,0.871,1.428,0.700,0.930
17,18.024,0,15.939,22.363,15.939,22.363,0.884,1.204,0.831,0.917
18,3.262,0,19.724,21.556,19.724,21.556,0.241,4.961,0.202,0.212
19,14.248,0,17.539,24.103,17.539,24.103,0.532,1.484,0.674,0.765
20,5.150,0,17.208,22.442,17.208,22.442,0.460,2.425,0.412,0.392
21,1282.311,255,18.644,17.194,18.644,17.194,0.135,1.084,0.922,1.000
22,1282.311,255,18.644,17.194,18.644,17.194,0.135,1.084,0.922,1.000
23,9.956,0,14.866,19.995,14.866,19.995,0.721,2.144,0.466,0.859
24,12.703,0,14.232,18.549,14.232,18.549,0.740,1.467,0.681,0.836
25,0.343,0,16.158,21.959,16.158,21.959,0.785,10.149,0.099,0.222
26,1282.311,255,18.644,17.194,18.644,17.194,0.135,1.084,0.922,1.000
27,14.076,0,19.847,23.424,19.847,23.424,0.725,1.547,0.646,0.850
28,3.433,0,19.784,20.861,19.784,20.861,0.925,1.664,0.601,0.930
29,12.016,0,19.958,19.556,19.958,19.556,0.426,2.530,0.395,0.648
30,24.891,0,22.015,21.243,22.015,21.243,0.572,1.439,0.695,0.841
31,20.771,0,20.252,23.454,20.252,23.454,0.692,2.029,0.493,0.874
