 ,Area,Mean,X,Y,XM,YM,Circ.,AR,Round,Solidity
1,1282.311,255,18.644,17.194,18.644,17.194,0.135,1.084,0.922,1.000
2,1282.311,255,18.644,17.194,18.644,17.194,0.135,1.084,0.922,1.000
3,1282.311,255,18.644,17.194,18.644,17.194,0.135,1.084,0.922,1.000
4,1282.311,255,18.644,17.194,18.644,17.194,0.135,1.084,0.922,1.000
5,1282.311,255,18.644,17.194,18.644,17.194,0.135,1.084,0.922,1.000
6,1282.311,255,18.644,17.194,18.644,17.194,0.135,1.084,0.922,1.000
7,1282.311,255,18.644,17.194,18.644,17.194,0.135,1.084,0.922,1.000
8,1282.311,255,18.644,17.194,18.644,17.194,0.135,1.084,0.922,1.000
9,1282.311,255,18.644,17.194,18.644,17.194,0.135,1.084,0.922,1.000
10,1282.311,255,18.644,17.194,18.644,17.194,0.135,1.084,0.922,1.000
11,1282.311,255,18.644,17.194,18.644,17.194,0.135,1.084,0.922,1.000
12,1282.311,255,18.644,17.194,18.644,17.194,0.135,1.084,0.922,1.000
13,1282.311,255,18.644,17.194,18.644,17.194,0.135,1.084,0.922,1.000
14,1282.311,255,18.644,17.194,18.644,17.194,0.135,1.084,0.922,1.000
15,1282.311,255,18.644,17.194,18.644,17.194,0.135,1.084,0.922,1.000
16,1282.311,255,18.644,17.194,18.644,17.194,0.135,1.084,0.922,1.000
17,1282.311,255,18.644,17.194,18.644,17.194,0.135,1.084,0.922,1.000
18,1282.311,255,18.644,17.194,18.644,17.194,0.135,1.084,0.922,1.000
19,1282.311,255,18.644,17.194,18.644,17.194,0.135,1.084,0.922,1.000
20,1282.311,255,18.644,17.194,18.644,17.194,0.135,1.084,0.922,1.000
21,1282.311,255,18.644,17.194,18.644,17.194,0.135,1.084,0.922,1.000
22,1282.311,255,18.644,17.194,18.644,17.194,0.135,1.084,0.922,1.000
23,1282.311,255,18.644,17.194,18.644,17.194,0.135,1.084,0.922,1.000
24,1282.311,255,18.644,17.194,18.644,17.194,0.135,1.084,0.922,1.000
25,1282.311,255,18.644,17.194,18.644,17.194,0.135,1.084,0.922,1.000
26,1282.311,255,18.644,17.194,18.644,17.194,0.135,1.084,0.922,1.000
27,1282.311,255,18.644,17.194,18.644,17.194,0.135,1.084,0.922,1.000
28,1282.311,255,18.644,17.194,18.644,17.194,0.135,1.084,0.922,1.000
29,6.351,0,16.164,16.534,16.164,16.534,0.602,1.696,0.590,0.779
30,12.875,0,14.758,16.200,14.758,16.200,0.854,1.379,0.725,0.888
31,11.330,0,15.292,18.469,15.292,18.469,0.820,1.250,0.800,0.874
