Condition,VH + ζ + 221 + Her 1,VH + ζ + 221 + Her 2,VH + ζ + 221 + Her 3,VL + ζ + 221 + Her 1,VL + ζ + 221 + Her 2,VL + ζ + 221 + Her 3,VH + ζ + 221 1,VH + ζ + 221 2,VH + ζ + 221 3,VL + ζ + 221 1,VL + ζ + 221 2,VL + ζ + 221 3,,,,,,,
Seconds,,,,,,,,,,,,,,,,,,,
674,3.099641,3.519569,2.889677,4.478645,5.174374,4.130781,1.666669,1.800002,1.600002,4.082237,4.698684,3.774013,,,,,,,
674.5,3.099911,3.519893,2.88992,4.47904,5.174848,4.131136,1.666695,1.800034,1.600025,4.08269,4.699227,3.774421,,,,,,,
675,3.099911,3.519893,2.88992,4.479337,5.175204,4.131403,1.666391,1.799669,1.599752,4.083924,4.700709,3.775531,,,,,,,
675.5,3.101349,3.521619,2.891214,4.479337,5.175204,4.131403,1.666415,1.799698,1.599774,4.083924,4.700709,3.775531,,,,,,,
676,3.101608,3.52193,2.891447,4.47904,5.174848,4.131136,1.666315,1.799578,1.599683,4.087377,4.704853,3.77864,,,,,,,
676.5,3.102066,3.522479,2.891859,4.478645,5.174374,4.130781,1.666367,1.799641,1.599731,4.087163,4.704596,3.778447,,,,,,,
677,3.101479,3.521774,2.891331,4.478812,5.174574,4.130931,1.666341,1.799609,1.599707,4.086338,4.703606,3.777705,,,,,,,
677.5,3.102877,3.523452,2.892589,4.478978,5.174774,4.13108,1.666145,1.799374,1.599531,4.086338,4.703606,3.777705,,,,,,,
678,3.103258,3.52391,2.892933,4.484473,5.181368,4.136026,1.665976,1.799171,1.599378,4.087268,4.704721,3.778541,,,,,,,
678.5,3.10323,3.523876,2.892907,4.485495,5.182594,4.136946,1.665976,1.799171,1.599378,4.086751,4.704101,3.778076,,,,,,,
679,3.100676,3.520812,2.890609,4.485459,5.182551,4.136913,1.666367,1.799641,1.599731,4.087377,4.704853,3.77864,,,,,,,
679.5,3.099776,3.519731,2.889798,4.485862,5.183034,4.137276,1.666642,1.799971,1.599978,4.087372,4.704847,3.778635,,,,,,,
680,3.100294,3.520352,2.890264,4.485836,5.183003,4.137252,1.666415,1.799698,1.599774,4.086751,4.704101,3.778076,,,,,,,
680.5,3.102066,3.522479,2.891859,4.485495,5.182594,4.136946,1.666415,1.799698,1.599774,4.088203,4.705843,3.779382,,,,,,,
681,3.102877,3.523452,2.892589,4.485836,5.183003,4.137252,1.666529,1.799834,1.599876,4.088843,4.706612,3.779959,,,,,,,
681.5,3.103994,3.524792,2.893594,4.485849,5.183019,4.137264,1.666415,1.799698,1.599774,4.088203,4.705843,3.779382,,,,,,,
682,3.103244,3.523893,2.89292,4.486862,5.184234,4.138176,1.666415,1.799698,1.599774,4.088904,4.706685,3.780014,,,,,,,
682.5,3.103244,3.523893,2.89292,4.486862,5.184234,4.138176,1.666367,1.799641,1.599731,4.090326,4.708391,3.781293,,,,,,,
683,3.103258,3.52391,2.892933,4.487257,5.184708,4.138531,1.666391,1.799669,1.599752,4.090391,4.708469,3.781352,,,,,,,
683.5,3.103823,3.524588,2.893441,4.490096,5.188115,4.141086,1.666642,1.799971,1.599978,4.090391,4.708469,3.781352,,,,,,,
684,3.103668,3.524401,2.893301,4.491696,5.190035,4.142526,1.666703,1.800044,1.600033,4.090631,4.708757,3.781568,,,,,,,
684.5,3.103994,3.524792,2.893594,4.493553,5.192264,4.144198,1.666529,1.799834,1.599876,4.092189,4.710626,3.78297,,,,,,,
685,3.104803,3.525763,2.894322,4.493715,5.192458,4.144344,1.666669,1.800002,1.600002,4.095325,4.71439,3.785792,,,,,,,
685.5,3.105671,3.526805,2.895104,4.494111,5.192933,4.1447,1.666703,1.800044,1.600033,4.095519,4.714623,3.785967,,,,,,,
686,3.105462,3.526554,2.894915,4.493715,5.192458,4.144344,1.666642,1.799971,1.599978,4.097106,4.716528,3.787396,,,,,,,
686.5,3.106368,3.527642,2.895731,4.498249,5.197899,4.148424,1.665962,1.799155,1.599366,4.096313,4.715575,3.786681,,,,,,,
687,3.10796,3.529552,2.897164,4.500459,5.200551,4.150413,1.665962,1.799155,1.599366,4.096313,4.715575,3.786681,,,,,,,
687.5,3.107487,3.528984,2.896738,4.503374,5.204049,4.153037,1.666145,1.799374,1.599531,4.097737,4.717285,3.787964,,,,,,,
688,3.107717,3.52926,2.896945,4.501141,5.201369,4.151027,1.665962,1.799155,1.599366,4.103752,4.724503,3.793377,,,,,,,
688.5,3.109365,3.531238,2.898429,4.502812,5.203374,4.152531,1.665962,1.799155,1.599366,4.104032,4.724839,3.793629,,,,,,,
689,3.107013,3.528416,2.896312,4.506418,5.207702,4.155776,1.665948,1.799138,1.599354,4.104032,4.724839,3.793629,,,,,,,
689.5,3.106925,3.52831,2.896232,4.506418,5.207702,4.155776,1.665976,1.799171,1.599378,4.104032,4.724839,3.793629,,,,,,,
690,3.105393,3.526471,2.894853,4.507253,5.208704,4.156528,1.666341,1.799609,1.599707,4.104512,4.725415,3.794061,,,,,,,
690.5,3.105671,3.526805,2.895104,4.508338,5.210006,4.157504,1.665948,1.799138,1.599354,4.103958,4.72475,3.793562,,,,,,,
691,3.105811,3.526974,2.89523,4.509014,5.210817,4.158113,1.665619,1.798743,1.599057,4.103958,4.72475,3.793562,,,,,,,
691.5,3.107013,3.528416,2.896312,4.50867,5.210404,4.157803,1.665528,1.798634,1.598976,4.102314,4.722777,3.792083,,,,,,,
692,3.107294,3.528753,2.896565,4.50867,5.210404,4.157803,1.665528,1.798634,1.598976,4.103431,4.724117,3.793087,,,,,,,
692.5,3.107294,3.528753,2.896565,4.511055,5.213266,4.15995,1.665452,1.798542,1.598907,4.105123,4.726148,3.794611,,,,,,,
693,3.110333,3.532399,2.899299,4.511755,5.214106,4.16058,1.665356,1.798427,1.59882,4.104512,4.725415,3.794061,,,,,,,
693.5,3.110855,3.533026,2.899769,4.513639,5.216367,4.162275,1.665452,1.798542,1.598907,4.105252,4.726302,3.794726,,,,,,,
694,3.113914,3.536696,2.902522,4.51445,5.21734,4.163005,1.66549,1.798588,1.598941,4.104512,4.725415,3.794061,,,,,,,
694.5,3.115045,3.538054,2.903541,4.516459,5.219751,4.164813,1.665404,1.798484,1.598863,4.104107,4.724928,3.793696,,,,,,,
695,3.115117,3.538141,2.903606,4.515455,5.218546,4.16391,1.664763,1.797716,1.598287,4.105123,4.726148,3.794611,,,,,,,
695.5,3.114995,3.537994,2.903495,4.517703,5.221244,4.165933,1.664752,1.797703,1.598277,4.106104,4.727325,3.795493,,,,,,,
696,3.114995,3.537994,2.903495,4.517703,5.221244,4.165933,1.664525,1.79743,1.598073,4.107869,4.729443,3.797082,,,,,,,
696.5,3.115095,3.538114,2.903586,4.517195,5.220634,4.165476,1.664737,1.797685,1.598264,4.106965,4.728358,3.796269,,,,,,,
697,3.112833,3.535399,2.901549,4.521406,5.225687,4.169265,1.66444,1.797328,1.597996,4.106244,4.727492,3.795619,,,,,,,
697.5,3.115095,3.538114,2.903586,4.521406,5.225687,4.169265,1.664355,1.797226,1.597919,4.105678,4.726813,3.79511,,,,,,,
698,3.115124,3.538148,2.903611,4.52574,5.230888,4.173166,1.66444,1.797328,1.597996,4.104995,4.725994,3.794495,,,,,,,
698.5,3.115117,3.538141,2.903606,4.527394,5.232873,4.174655,1.664763,1.797716,1.598287,4.106104,4.727325,3.795493,,,,,,,
699,3.115124,3.538148,2.903611,4.528004,5.233605,4.175204,1.66431,1.797172,1.597879,4.106244,4.727492,3.795619,,,,,,,
699.5,3.115323,3.538388,2.903791,4.527394,5.232873,4.174655,1.664243,1.797091,1.597818,4.106244,4.727492,3.795619,,,,,,,
700,3.115323,3.538388,2.903791,4.528004,5.233605,4.175204,1.664265,1.797118,1.597838,4.105678,4.726813,3.79511,,,,,,,
700.5,3.117813,3.541376,2.906032,4.528832,5.234598,4.175949,1.66415,1.79698,1.597735,4.108051,4.729662,3.797246,,,,,,,
701,3.116229,3.539474,2.904606,4.529624,5.235549,4.176662,1.664185,1.797022,1.597767,4.109861,4.731833,3.798874,,,,,,,
701.5,3.115734,3.538881,2.904161,4.530532,5.236638,4.177479,1.664009,1.796811,1.597608,4.109497,4.731396,3.798547,,,,,,,
702,3.116187,3.539424,2.904568,4.529532,5.235438,4.176579,1.663903,1.796684,1.597513,4.111505,4.733806,3.800355,,,,,,,
702.5,3.116187,3.539424,2.904568,4.529154,5.234985,4.176239,1.663903,1.796684,1.597513,4.11315,4.735779,3.801835,,,,,,,
703,3.115734,3.538881,2.904161,4.528795,5.234554,4.175916,1.663478,1.796174,1.597131,4.108051,4.729662,3.797246,,,,,,,
703.5,3.116602,3.539922,2.904942,4.528777,5.234532,4.175899,1.663915,1.796698,1.597524,4.107869,4.729443,3.797082,,,,,,,
704,3.116145,3.539375,2.904531,4.531003,5.237204,4.177903,1.663478,1.796174,1.597131,4.108292,4.729951,3.797463,,,,,,,
704.5,3.117634,3.541161,2.905871,4.533026,5.239631,4.179723,1.663478,1.796174,1.597131,4.109861,4.731833,3.798874,,,,,,,
705,3.116229,3.539474,2.904606,4.533481,5.240177,4.180133,1.663915,1.796698,1.597524,4.11315,4.735779,3.801835,,,,,,,
705.5,3.115117,3.538141,2.903606,4.536607,5.243928,4.182946,1.663927,1.796713,1.597534,4.116474,4.739768,3.804826,,,,,,,
706,3.115106,3.538128,2.903596,4.537741,5.245289,4.183967,1.663506,1.796207,1.597155,4.117162,4.740594,3.805446,,,,,,,
706.5,3.11512,3.538144,2.903608,4.539023,5.246828,4.185121,1.663927,1.796713,1.597534,4.116474,4.739768,3.804826,,,,,,,
707,3.115124,3.538148,2.903611,4.539704,5.247645,4.185734,1.664009,1.796811,1.597608,4.117755,4.741306,3.805979,,,,,,,
707.5,3.112833,3.535399,2.901549,4.540364,5.248437,4.186328,1.66408,1.796896,1.597672,4.11802,4.741624,3.806218,,,,,,,
708,3.112717,3.535261,2.901445,4.540651,5.248781,4.186586,1.664355,1.797226,1.597919,4.118301,4.741961,3.806471,,,,,,,
708.5,3.111289,3.533547,2.90016,4.540057,5.248068,4.186051,1.66444,1.797328,1.597996,4.119274,4.743129,3.807346,,,,,,,
709,3.109805,3.531766,2.898825,4.540364,5.248437,4.186328,1.664525,1.79743,1.598073,4.121582,4.745898,3.809424,,,,,,,
709.5,3.111598,3.533917,2.900438,4.540364,5.248437,4.186328,1.664741,1.797689,1.598267,4.12299,4.747589,3.810691,,,,,,,
710,3.112833,3.535399,2.901549,4.539727,5.247672,4.185754,1.664737,1.797685,1.598264,4.124333,4.7492,3.8119,,,,,,,
710.5,3.1121,3.53452,2.90089,4.540651,5.248781,4.186586,1.664009,1.796811,1.597608,4.126159,4.751391,3.813543,,,,,,,
711,3.112717,3.535261,2.901445,4.539751,5.247701,4.185776,1.66408,1.796896,1.597672,4.127604,4.753125,3.814844,,,,,,,
711.5,3.11042,3.532505,2.899378,4.539751,5.247701,4.185776,1.663988,1.796786,1.597589,4.129008,4.754809,3.816107,,,,,,,
712,3.11512,3.538144,2.903608,4.539727,5.247672,4.185754,1.664185,1.797022,1.597767,4.129335,4.755202,3.816402,,,,,,,
712.5,3.11512,3.538144,2.903608,4.540651,5.248781,4.186586,1.664185,1.797022,1.597767,4.13094,4.757127,3.817846,,,,,,,
713,3.11512,3.538144,2.903608,4.539751,5.247701,4.185776,1.663903,1.796684,1.597513,4.135108,4.76213,3.821597,,,,,,,
713.5,3.115224,3.538268,2.903701,4.540967,5.24916,4.18687,1.663947,1.796737,1.597553,4.139769,4.767723,3.825792,,,,,,,
714,3.115124,3.538149,2.903611,4.540969,5.249163,4.186872,1.663927,1.796713,1.597534,4.140792,4.76895,3.826713,,,,,,,
714.5,3.115117,3.538141,2.903606,4.541388,5.249666,4.187249,1.663947,1.796737,1.597553,4.142844,4.771413,3.82856,,,,,,,
715,3.115323,3.538388,2.903791,4.545834,5.255001,4.191251,1.663915,1.796698,1.597524,4.143086,4.771703,3.828777,,,,,,,
715.5,3.116602,3.539922,2.904942,4.543844,5.252613,4.18946,1.663478,1.796174,1.597131,4.145403,4.774484,3.830863,,,,,,,
716,3.116145,3.539375,2.904531,4.54615,5.25538,4.191535,1.663329,1.795995,1.596996,4.143233,4.77188,3.82891,,,,,,,
716.5,3.115224,3.538268,2.903701,4.547141,5.256569,4.192427,1.662978,1.795573,1.59668,4.144213,4.773056,3.829792,,,,,,,
717,3.116145,3.539375,2.904531,4.548126,5.257751,4.193313,1.662564,1.795077,1.596308,4.145685,4.774822,3.831116,,,,,,,
717.5,3.116602,3.539922,2.904942,4.550981,5.261177,4.195883,1.662377,1.794852,1.596139,4.146166,4.775399,3.831549,,,,,,,
718,3.117634,3.541161,2.905871,4.550981,5.261177,4.195883,1.661473,1.793768,1.595326,4.147411,4.776893,3.83267,,,,,,,
718.5,3.117992,3.54159,2.906193,4.551012,5.261214,4.195911,1.660976,1.793171,1.594878,4.146888,4.776265,3.832199,,,,,,,
719,3.117992,3.54159,2.906193,4.551509,5.261811,4.196358,1.659972,1.791967,1.593975,4.147225,4.77667,3.832502,,,,,,,
719.5,3.118253,3.541904,2.906428,4.551945,5.262334,4.196751,1.659469,1.791363,1.593522,4.144675,4.773609,3.830207,,,,,,,
720,3.118253,3.541904,2.906428,4.551101,5.261321,4.195991,1.660023,1.792028,1.594021,4.145136,4.774163,3.830622,,,,,,,
720.5,3.118037,3.541645,2.906234,4.551031,5.261237,4.195928,1.660074,1.792089,1.594067,4.145403,4.774484,3.830863,,,,,,,
721,3.118829,3.542595,2.906946,4.551075,5.26129,4.195968,1.660074,1.792089,1.594067,4.146888,4.776265,3.832199,,,,,,,
721.5,3.119265,3.543118,2.907339,4.551101,5.261321,4.195991,1.659469,1.791363,1.593522,4.147225,4.77667,3.832502,,,,,,,
722,3.11955,3.54346,2.907595,4.550997,5.261196,4.195897,1.659236,1.791084,1.593313,4.147286,4.776743,3.832557,,,,,,,
722.5,3.11955,3.54346,2.907595,4.551049,5.261259,4.195944,1.658723,1.790468,1.592851,4.147676,4.777211,3.832909,,,,,,,
723,3.11987,3.543844,2.907883,4.551075,5.26129,4.195968,1.659177,1.791013,1.59326,4.148414,4.778096,3.833572,,,,,,,
723.5,3.119999,3.543999,2.907999,4.551509,5.261811,4.196358,1.659207,1.791048,1.593286,4.149325,4.77919,3.834393,,,,,,,
724,3.120751,3.544901,2.908676,4.551101,5.261321,4.195991,1.659207,1.791048,1.593286,4.149372,4.779246,3.834435,,,,,,,
724.5,3.121629,3.545955,2.909466,4.551101,5.261321,4.195991,1.659177,1.791013,1.59326,4.150099,4.780119,3.835089,,,,,,,
725,3.122823,3.547388,2.910541,4.551031,5.261237,4.195928,1.659207,1.791048,1.593286,4.153725,4.78447,3.838353,,,,,,,
725.5,3.122575,3.54709,2.910318,4.551917,5.2623,4.196725,1.659177,1.791013,1.59326,4.155053,4.786063,3.839547,,,,,,,
726,3.123521,3.548225,2.911169,4.554991,5.265989,4.199492,1.659177,1.791013,1.59326,4.155467,4.786561,3.839921,,,,,,,
726.5,3.123125,3.54775,2.910812,4.55672,5.268064,4.201048,1.659236,1.791084,1.593313,4.155638,4.786765,3.840074,,,,,,,
727,3.12415,3.54898,2.911735,4.55672,5.268064,4.201048,1.659455,1.791346,1.59351,4.155971,4.787165,3.840374,,,,,,,
727.5,3.125124,3.550149,2.912612,4.55672,5.268064,4.201048,1.65935,1.79122,1.593415,4.156736,4.788084,3.841063,,,,,,,
728,3.124314,3.549177,2.911883,4.558242,5.26989,4.202418,1.659293,1.791152,1.593364,4.158799,4.790559,3.842919,,,,,,,
728.5,3.123521,3.548225,2.911169,4.557476,5.268971,4.201728,1.65935,1.79122,1.593415,4.158799,4.790559,3.842919,,,,,,,
729,3.12397,3.548764,2.911573,4.558106,5.269727,4.202295,1.659207,1.791048,1.593286,4.157948,4.789538,3.842153,,,,,,,
729.5,3.124232,3.549078,2.911809,4.55672,5.268064,4.201048,1.659092,1.79091,1.593182,4.160728,4.792874,3.844655,,,,,,,
730,3.12415,3.54898,2.911735,4.557476,5.268971,4.201728,1.658864,1.790637,1.592978,4.160835,4.793002,3.844752,,,,,,,
730.5,3.123521,3.548225,2.911169,4.559982,5.271978,4.203984,1.658671,1.790405,1.592804,4.160835,4.793002,3.844752,,,,,,,
731,3.12415,3.54898,2.911735,4.559844,5.271813,4.20386,1.658588,1.790305,1.592729,4.161748,4.794098,3.845573,,,,,,,
731.5,3.12415,3.54898,2.911735,4.56499,5.277988,4.208491,1.658588,1.790305,1.592729,4.164951,4.797941,3.848456,,,,,,,
732,3.123521,3.548225,2.911169,4.564557,5.277468,4.208101,1.658504,1.790205,1.592653,4.167999,4.801599,3.851199,,,,,,,
732.5,3.123252,3.547902,2.910927,4.56499,5.277988,4.208491,1.658421,1.790105,1.592579,4.168265,4.801917,3.851438,,,,,,,
733,3.124314,3.549177,2.911883,4.559844,5.271813,4.20386,1.658333,1.789999,1.592499,4.168675,4.80241,3.851808,,,,,,,
733.5,3.125975,3.55117,2.913378,4.562855,5.275426,4.20657,1.658248,1.789898,1.592423,4.168556,4.802267,3.8517,,,,,,,
734,3.125975,3.55117,2.913378,4.559982,5.271978,4.203984,1.657537,1.789044,1.591783,4.168556,4.802267,3.8517,,,,,,,
734.5,3.124681,3.549617,2.912213,4.560567,5.27268,4.20451,1.658248,1.789898,1.592423,4.171849,4.806218,3.854664,,,,,,,
735,3.124681,3.549617,2.912213,4.565201,5.278241,4.208681,1.658248,1.789898,1.592423,4.171587,4.805904,3.854428,,,,,,,
735.5,3.123521,3.548225,2.911169,4.564773,5.277728,4.208296,1.657537,1.789044,1.591783,4.171128,4.805354,3.854015,,,,,,,
736,3.12415,3.54898,2.911735,4.562855,5.275426,4.20657,1.657198,1.788638,1.591478,4.171587,4.805904,3.854428,,,,,,,
736.5,3.124681,3.549617,2.912213,4.559844,5.271813,4.20386,1.656568,1.787882,1.590912,4.171226,4.805472,3.854104,,,,,,,
737,3.124232,3.549078,2.911809,4.564557,5.277468,4.208101,1.656388,1.787666,1.590749,4.171849,4.806218,3.854664,,,,,,,
737.5,3.124314,3.549177,2.911883,4.559982,5.271978,4.203984,1.656278,1.787533,1.59065,4.169166,4.802999,3.852249,,,,,,,
738,3.123188,3.547826,2.910869,4.5596,5.27152,4.20364,1.656333,1.787599,1.590699,4.170392,4.804471,3.853353,,,,,,,
738.5,3.121912,3.546294,2.90972,4.559844,5.271813,4.20386,1.656333,1.787599,1.590699,4.171226,4.805472,3.854104,,,,,,,
739,3.121291,3.54555,2.909162,4.559293,5.271152,4.203364,1.656319,1.787583,1.590687,4.171226,4.805472,3.854104,,,,,,,
739.5,3.122243,3.546692,2.910019,4.564773,5.277728,4.208296,1.656278,1.787533,1.59065,4.175093,4.810111,3.857583,,,,,,,
740,3.121912,3.546294,2.90972,4.565096,5.278115,4.208586,1.656252,1.787503,1.590627,4.174109,4.808931,3.856698,,,,,,,
740.5,3.121291,3.54555,2.909162,4.565096,5.278115,4.208586,1.656278,1.787533,1.59065,4.173608,4.808329,3.856247,,,,,,,
741,3.123071,3.547685,2.910764,4.566461,5.279753,4.209815,1.656236,1.787483,1.590612,4.171849,4.806218,3.854664,,,,,,,
741.5,3.121629,3.545955,2.909466,4.56499,5.277988,4.208491,1.656252,1.787503,1.590627,4.172728,4.807274,3.855455,,,,,,,
742,3.121234,3.545481,2.909111,4.562855,5.275426,4.20657,1.656236,1.787483,1.590612,4.171587,4.805904,3.854428,,,,,,,
742.5,3.11987,3.543844,2.907883,4.564773,5.277728,4.208296,1.656236,1.787483,1.590612,4.171325,4.80559,3.854192,,,,,,,
743,3.120268,3.544321,2.908241,4.567443,5.280932,4.210699,1.655773,1.786927,1.590196,4.174109,4.808931,3.856698,,,,,,,
743.5,3.121629,3.545955,2.909466,4.567443,5.280932,4.210699,1.65622,1.787463,1.590598,4.175093,4.810111,3.857583,,,,,,,
744,3.121347,3.545616,2.909212,4.567443,5.280932,4.210699,1.655773,1.786927,1.590196,4.175679,4.810814,3.858111,,,,,,,
744.5,3.122575,3.54709,2.910318,4.566461,5.279753,4.209815,1.655106,1.786128,1.589596,4.175575,4.81069,3.858018,,,,,,,
745,3.123188,3.547826,2.910869,4.569003,5.282804,4.212103,1.655106,1.786128,1.589596,4.175785,4.810942,3.858206,,,,,,,
745.5,3.12415,3.54898,2.911735,4.569497,5.283396,4.212547,1.65622,1.787463,1.590598,4.177198,4.812638,3.859478,,,,,,,
746,3.125047,3.550057,2.912543,4.569003,5.282804,4.212103,1.656056,1.787267,1.590451,4.178927,4.814713,3.861035,,,,,,,
746.5,3.125588,3.550706,2.913029,4.568003,5.281604,4.211203,1.656265,1.787518,1.590639,4.180119,4.816142,3.862107,,,,,,,
747,3.125201,3.550241,2.912681,4.567495,5.280994,4.210746,1.656252,1.787503,1.590627,4.17943,4.815316,3.861487,,,,,,,
747.5,3.127103,3.552523,2.914393,4.568003,5.281604,4.211203,1.656056,1.787267,1.590451,4.178885,4.814662,3.860996,,,,,,,
748,3.12752,3.553024,2.914768,4.567443,5.280932,4.210699,1.656236,1.787483,1.590612,4.180347,4.816416,3.862312,,,,,,,
748.5,3.125975,3.55117,2.913378,4.571018,5.285222,4.213916,1.656278,1.787533,1.59065,4.183264,4.819917,3.864937,,,,,,,
749,3.126251,3.551501,2.913626,4.57067,5.284804,4.213603,1.656291,1.78755,1.590662,4.185213,4.822255,3.866691,,,,,,,
749.5,3.127103,3.552523,2.914393,4.567495,5.280994,4.210746,1.656265,1.787518,1.590639,4.185632,4.822758,3.867069,,,,,,,
750,3.12752,3.553024,2.914768,4.566461,5.279753,4.209815,1.656236,1.787483,1.590612,4.187873,4.825448,3.869086,,,,,,,
750.5,3.128163,3.553795,2.915346,4.565366,5.278439,4.208829,1.655474,1.786569,1.589927,4.185632,4.822758,3.867069,,,,,,,
751,3.129644,3.555573,2.91668,4.565201,5.278241,4.208681,1.655011,1.786014,1.58951,4.188249,4.825899,3.869424,,,,,,,
751.5,3.134813,3.561776,2.921332,4.567495,5.280994,4.210746,1.655298,1.786357,1.589768,4.186885,4.824262,3.868196,,,,,,,
752,3.134813,3.561776,2.921332,4.568003,5.281604,4.211203,1.655091,1.78611,1.589582,4.187957,4.825549,3.869162,,,,,,,
752.5,3.136152,3.563383,2.922537,4.568003,5.281604,4.211203,1.654731,1.785677,1.589258,4.189139,4.826967,3.870225,,,,,,,
753,3.136152,3.563383,2.922537,4.569504,5.283405,4.212554,1.654731,1.785677,1.589258,4.188249,4.825899,3.869424,,,,,,,
753.5,3.134813,3.561776,2.921332,4.57067,5.284804,4.213603,1.654623,1.785548,1.589161,4.187873,4.825448,3.869086,,,,,,,
754,3.136152,3.563383,2.922537,4.573941,5.288729,4.216547,1.654447,1.785337,1.589003,4.188541,4.826249,3.869687,,,,,,,
754.5,3.136273,3.563528,2.922646,4.577771,5.293325,4.219994,1.654447,1.785337,1.589003,4.189139,4.826967,3.870225,,,,,,,
755,3.132644,3.559173,2.91938,4.574038,5.288846,4.216634,1.654367,1.78524,1.58893,4.19133,4.829597,3.872197,,,,,,,
755.5,3.129105,3.554926,2.916194,4.577771,5.293325,4.219994,1.653768,1.784521,1.588391,4.191239,4.829486,3.872115,,,,,,,
756,3.131547,3.557856,2.918392,4.581265,5.297518,4.223139,1.653596,1.784316,1.588237,4.191425,4.82971,3.872282,,,,,,,
756.5,3.130846,3.557016,2.917762,4.58169,5.298028,4.223521,1.653596,1.784316,1.588237,4.191239,4.829486,3.872115,,,,,,,
757,3.134133,3.56096,2.92072,4.582745,5.299294,4.224471,1.653249,1.783899,1.587924,4.191239,4.829486,3.872115,,,,,,,
757.5,3.133453,3.560144,2.920108,4.585407,5.302488,4.226866,1.653596,1.784316,1.588237,4.191428,4.829713,3.872285,,,,,,,
758,3.136273,3.563528,2.922646,4.58557,5.302684,4.227013,1.653756,1.784507,1.58838,4.196366,4.835639,3.876729,,,,,,,
758.5,3.134133,3.56096,2.92072,4.586397,5.303676,4.227757,1.65367,1.784404,1.588303,4.197683,4.837219,3.877915,,,,,,,
759,3.130146,3.556175,2.917131,4.587928,5.305514,4.229135,1.653057,1.783668,1.587751,4.199608,4.83953,3.879648,,,,,,,
759.5,3.130846,3.557016,2.917762,4.589274,5.307129,4.230347,1.652884,1.78346,1.587595,4.203518,4.844222,3.883166,,,,,,,
760,3.131547,3.557856,2.918392,4.589801,5.307761,4.230821,1.65323,1.783876,1.587907,4.201813,4.842176,3.881632,,,,,,,
760.5,3.130846,3.557016,2.917762,4.589871,5.307845,4.230884,1.652884,1.78346,1.587595,4.201813,4.842176,3.881632,,,,,,,
761,3.130846,3.557016,2.917762,4.59006,5.308072,4.231054,1.652531,1.783037,1.587278,4.201727,4.842073,3.881554,,,,,,,
761.5,3.132644,3.559173,2.91938,4.589421,5.307305,4.230479,1.652215,1.782658,1.586994,4.202666,4.843199,3.882399,,,,,,,
762,3.130846,3.557016,2.917762,4.589665,5.307598,4.230699,1.652199,1.782639,1.586979,4.203664,4.844397,3.883298,,,,,,,
762.5,3.130146,3.556175,2.917131,4.589421,5.307305,4.230479,1.652215,1.782658,1.586994,4.203664,4.844397,3.883298,,,,,,,
763,3.129895,3.555874,2.916905,4.59006,5.308072,4.231054,1.652077,1.782493,1.58687,4.203591,4.844309,3.883232,,,,,,,
763.5,3.130846,3.557016,2.917762,4.589801,5.307761,4.230821,1.651933,1.78232,1.58674,4.20625,4.8475,3.885625,,,,,,,
764,3.128113,3.553735,2.915302,4.589801,5.307761,4.230821,1.652077,1.782493,1.58687,4.206796,4.848155,3.886116,,,,,,,
764.5,3.128163,3.553795,2.915346,4.590249,5.308299,4.231224,1.652178,1.782613,1.58696,4.209105,4.850926,3.888195,,,,,,,
765,3.128113,3.553735,2.915302,4.590618,5.308742,4.231556,1.651982,1.782378,1.586784,4.20769,4.849228,3.886921,,,,,,,
765.5,3.128113,3.553735,2.915302,4.590618,5.308742,4.231556,1.652077,1.782493,1.58687,4.210908,4.853089,3.889817,,,,,,,
766,3.127873,3.553447,2.915086,4.591057,5.309268,4.231951,1.651982,1.782378,1.586784,4.211785,4.854142,3.890606,,,,,,,
766.5,3.128163,3.553795,2.915346,4.591817,5.31018,4.232635,1.652077,1.782493,1.58687,4.210958,4.853149,3.889862,,,,,,,
767,3.127103,3.552523,2.914393,4.592043,5.310452,4.232839,1.651571,1.781886,1.586414,4.214377,4.857252,3.892939,,,,,,,
767.5,3.127577,3.553092,2.914819,4.593061,5.311673,4.233755,1.651571,1.781886,1.586414,4.210958,4.853149,3.889862,,,,,,,
768,3.128163,3.553795,2.915346,4.593061,5.311673,4.233755,1.651571,1.781886,1.586414,4.214377,4.857252,3.892939,,,,,,,
768.5,3.126502,3.551802,2.913851,4.59227,5.310724,4.233043,1.651123,1.781347,1.58601,4.20855,4.85026,3.887695,,,,,,,
769,3.127577,3.553092,2.914819,4.59227,5.310724,4.233043,1.651045,1.781254,1.58594,4.20769,4.849228,3.886921,,,,,,,
769.5,3.128113,3.553735,2.915302,4.592272,5.310726,4.233045,1.6509,1.78108,1.58581,4.214079,4.856895,3.892671,,,,,,,
770,3.128389,3.554067,2.91555,4.591494,5.309793,4.232345,1.651039,1.781247,1.585935,4.214674,4.857609,3.893207,,,,,,,
770.5,3.128565,3.554278,2.915709,4.591749,5.310099,4.232574,1.651051,1.781261,1.585946,4.210908,4.853089,3.889817,,,,,,,
771,3.131547,3.557856,2.918392,4.592043,5.310452,4.232839,1.651039,1.781247,1.585935,4.210858,4.85303,3.889772,,,,,,,
771.5,3.131547,3.557856,2.918392,4.591817,5.31018,4.232635,1.651045,1.781254,1.58594,4.215572,4.858686,3.894014,,,,,,,
772,3.129105,3.554926,2.916194,4.591817,5.31018,4.232635,1.651039,1.781247,1.585935,4.212612,4.855134,3.891351,,,,,,,
