Condition,VH + ζ + 221 + Her 1,VH + ζ + 221 + Her 2,VH + ζ + 221 + Her 3,VL + ζ + 221 + Her 1,VL + ζ + 221 + Her 2,VL + ζ + 221 + Her 3,VH + ζ + 221 1,VH + ζ + 221 2,VH + ζ + 221 3,VL + ζ + 221 1,VL + ζ + 221 2,VL + ζ + 221 3,,,,,,,
Seconds,,,,,,,,,,,,,,,,,,,
328.5,2.807054,3.168465,2.626349,2.94312,3.331744,2.748808,1.681543,1.817852,1.613389,2.916078,3.299294,2.72447,,,,,,,
329,2.808334,3.17,2.6275,2.94312,3.331744,2.748808,1.683683,1.820419,1.615314,2.918959,3.302751,2.727063,,,,,,,
329.5,2.809713,3.171656,2.628742,2.962967,3.35556,2.76667,1.682863,1.819436,1.614577,2.921013,3.305216,2.728912,,,,,,,
330,2.815449,3.178539,2.633904,2.965966,3.359159,2.769369,1.683157,1.819789,1.614842,2.923966,3.308759,2.731569,,,,,,,
330.5,2.819561,3.183474,2.637605,2.96919,3.363028,2.772271,1.683157,1.819789,1.614842,2.9248,3.30976,2.73232,,,,,,,
331,2.817688,3.181226,2.635919,2.969833,3.3638,2.77285,1.683157,1.819789,1.614842,2.9248,3.30976,2.73232,,,,,,,
331.5,2.819561,3.183474,2.637605,2.973633,3.36836,2.77627,1.682863,1.819436,1.614577,2.925449,3.310539,2.732904,,,,,,,
332,2.818625,3.18235,2.636762,2.97676,3.372112,2.779084,1.684293,1.821152,1.615864,2.927959,3.313551,2.735163,,,,,,,
332.5,2.817041,3.180449,2.635337,2.984924,3.381909,2.786432,1.684315,1.821178,1.615884,2.932695,3.319234,2.739425,,,,,,,
333,2.812353,3.174823,2.631117,2.990579,3.388695,2.791521,1.685257,1.822309,1.616732,2.930576,3.316691,2.737518,,,,,,,
333.5,2.811829,3.174195,2.630646,3.008511,3.410213,2.80766,1.685257,1.822309,1.616732,2.936053,3.323263,2.742447,,,,,,,
334,2.812091,3.174509,2.630882,3.026327,3.431592,2.823694,1.685257,1.822309,1.616732,2.945123,3.334148,2.750611,,,,,,,
334.5,2.818625,3.18235,2.636762,3.021723,3.426068,2.819551,1.686816,1.824179,1.618134,2.947781,3.337337,2.753003,,,,,,,
335,2.817688,3.181226,2.635919,3.035753,3.442904,2.832178,1.686037,1.823244,1.617433,2.954638,3.345566,2.759174,,,,,,,
335.5,2.820175,3.18421,2.638157,3.046032,3.455238,2.841429,1.684478,1.821373,1.61603,2.960266,3.352319,2.76424,,,,,,,
336,2.823305,3.187966,2.640975,3.048922,3.458706,2.84403,1.685072,1.822087,1.616565,2.968737,3.362484,2.771863,,,,,,,
336.5,2.821601,3.185921,2.63944,3.048922,3.458706,2.84403,1.686037,1.823244,1.617433,2.973684,3.368421,2.776316,,,,,,,
337,2.821601,3.185921,2.63944,3.061166,3.473399,2.855049,1.686844,1.824213,1.61816,2.974768,3.369722,2.777291,,,,,,,
337.5,2.823305,3.187966,2.640975,3.071055,3.485266,2.86395,1.686037,1.823244,1.617433,2.974695,3.369634,2.777226,,,,,,,
338,2.823305,3.187966,2.640975,3.073635,3.488362,2.866272,1.686037,1.823244,1.617433,2.986332,3.383598,2.787698,,,,,,,
338.5,2.827193,3.192632,2.644474,3.079991,3.495989,2.871992,1.687194,1.824632,1.618474,2.991062,3.389275,2.791956,,,,,,,
339,2.824549,3.189458,2.642094,3.082948,3.499538,2.874653,1.687019,1.824423,1.618317,2.985827,3.382992,2.787244,,,,,,,
339.5,2.827245,3.192694,2.644521,3.083287,3.499944,2.874958,1.687194,1.824632,1.618474,2.989685,3.387622,2.790716,,,,,,,
340,2.825871,3.191045,2.643284,3.083625,3.50035,2.875263,1.687868,1.825441,1.619081,2.995241,3.394289,2.795717,,,,,,,
340.5,2.828812,3.194574,2.645931,3.088791,3.506549,2.879912,1.687557,1.825068,1.618801,3.005051,3.406061,2.804546,,,,,,,
341,2.828054,3.193665,2.645249,3.096649,3.515979,2.886984,1.687868,1.825441,1.619081,3.005709,3.406851,2.805138,,,,,,,
341.5,2.824042,3.188851,2.641638,3.101075,3.52129,2.890968,1.68876,1.826513,1.619884,3.006031,3.407238,2.805428,,,,,,,
342,2.825871,3.191045,2.643284,3.101846,3.522215,2.891661,1.688841,1.826609,1.619956,3.007602,3.409122,2.806842,,,,,,,
342.5,2.825871,3.191045,2.643284,3.107604,3.529125,2.896844,1.689972,1.827966,1.620974,3.008569,3.410283,2.807712,,,,,,,
343,2.828812,3.194574,2.645931,3.107604,3.529125,2.896844,1.688582,1.826298,1.619724,3.013609,3.416331,2.812248,,,,,,,
343.5,2.827297,3.192756,2.644567,3.105002,3.526002,2.894502,1.688841,1.826609,1.619956,3.016694,3.420033,2.815025,,,,,,,
344,2.824549,3.189458,2.642094,3.102986,3.523583,2.892687,1.688841,1.826609,1.619956,3.019036,3.422843,2.817132,,,,,,,
344.5,2.827245,3.192694,2.644521,3.103994,3.524793,2.893595,1.688404,1.826084,1.619563,3.030714,3.436857,2.827643,,,,,,,
345,2.827245,3.192694,2.644521,3.102986,3.523583,2.892687,1.687739,1.825286,1.618965,3.030751,3.436902,2.827676,,,,,,,
345.5,2.827297,3.192756,2.644567,3.118655,3.542386,2.90679,1.688136,1.825763,1.619322,3.035567,3.442681,2.832011,,,,,,,
346,2.828054,3.193665,2.645249,3.115245,3.538294,2.903721,1.688404,1.826084,1.619563,3.036973,3.444367,2.833275,,,,,,,
346.5,2.823536,3.188243,2.641182,3.119115,3.542938,2.907204,1.687868,1.825441,1.619081,3.035567,3.442681,2.832011,,,,,,,
347,2.824549,3.189458,2.642094,3.122358,3.54683,2.910122,1.68876,1.826513,1.619884,3.039433,3.44732,2.83549,,,,,,,
347.5,2.827245,3.192694,2.644521,3.125356,3.550427,2.91282,1.688404,1.826084,1.619563,3.039433,3.44732,2.83549,,,,,,,
348,2.827245,3.192694,2.644521,3.128495,3.554194,2.915646,1.688404,1.826084,1.619563,3.04802,3.457624,2.843218,,,,,,,
348.5,2.828812,3.194574,2.645931,3.128495,3.554194,2.915646,1.68876,1.826513,1.619884,3.047837,3.457404,2.843053,,,,,,,
349,2.830593,3.196711,2.647533,3.131729,3.558075,2.918556,1.688921,1.826705,1.620029,3.047837,3.457404,2.843053,,,,,,,
349.5,2.834334,3.201201,2.6509,3.15124,3.581488,2.936116,1.689252,1.827102,1.620327,3.050146,3.460175,2.845131,,,,,,,
350,2.832719,3.199262,2.649447,3.15565,3.58678,2.940085,1.688921,1.826705,1.620029,3.051391,3.461669,2.846252,,,,,,,
350.5,2.833307,3.199969,2.649977,3.162871,3.595445,2.946584,1.68876,1.826513,1.619884,3.05957,3.471484,2.853613,,,,,,,
351,2.836134,3.203361,2.65252,3.172219,3.606663,2.954997,1.688582,1.826298,1.619724,3.069091,3.48291,2.862182,,,,,,,
351.5,2.835574,3.202688,2.652016,3.18645,3.62374,2.967805,1.688582,1.826298,1.619724,3.072441,3.48693,2.865197,,,,,,,
352,2.834674,3.201608,2.651206,3.196744,3.636093,2.97707,1.688921,1.826705,1.620029,3.074791,3.489749,2.867312,,,,,,,
352.5,2.834674,3.201608,2.651206,3.194362,3.633234,2.974926,1.689972,1.827966,1.620974,3.079362,3.495235,2.871426,,,,,,,
353,2.834674,3.201608,2.651206,3.194385,3.633262,2.974947,1.69036,1.828432,1.621324,3.078283,3.49394,2.870455,,,,,,,
353.5,2.834334,3.201201,2.6509,3.195565,3.634678,2.976009,1.69079,1.828948,1.621711,3.07974,3.495689,2.871766,,,,,,,
354,2.834334,3.201201,2.6509,3.215002,3.658002,2.993502,1.692177,1.830612,1.622959,3.081958,3.49835,2.873762,,,,,,,
354.5,2.835574,3.202688,2.652016,3.217829,3.661395,2.996046,1.692923,1.831507,1.62363,3.083368,3.500041,2.875031,,,,,,,
355,2.836134,3.203361,2.65252,3.217829,3.661395,2.996046,1.692923,1.831507,1.62363,3.086432,3.503718,2.877789,,,,,,,
355.5,2.837364,3.204836,2.653627,3.224742,3.66969,3.002268,1.692177,1.830612,1.622959,3.082352,3.498822,2.874117,,,,,,,
356,2.837813,3.205375,2.654031,3.230544,3.676653,3.00749,1.692923,1.831507,1.62363,3.088481,3.506178,2.879633,,,,,,,
356.5,2.837813,3.205375,2.654031,3.247633,3.69716,3.02287,1.692923,1.831507,1.62363,3.09829,3.517948,2.888461,,,,,,,
357,2.840852,3.209023,2.656767,3.253437,3.704124,3.028093,1.692177,1.830612,1.622959,3.099191,3.519029,2.889272,,,,,,,
357.5,2.843683,3.212419,2.659314,3.257275,3.70873,3.031548,1.69324,1.831888,1.623916,3.102709,3.523251,2.892439,,,,,,,
358,2.843,3.211601,2.6587,3.255238,3.706286,3.029714,1.693371,1.832045,1.624034,3.109229,3.531075,2.898306,,,,,,,
358.5,2.841627,3.209953,2.657465,3.255238,3.706286,3.029714,1.6938,1.832559,1.62442,3.112148,3.534577,2.900933,,,,,,,
359,2.841326,3.209591,2.657193,3.262992,3.71559,3.036693,1.6938,1.832559,1.62442,3.114621,3.537545,2.903159,,,,,,,
359.5,2.842761,3.211314,2.658485,3.263088,3.715706,3.036779,1.69416,1.832992,1.624744,3.111904,3.534285,2.900714,,,,,,,
360,2.843342,3.21201,2.659007,3.278496,3.734195,3.050646,1.694425,1.83331,1.624983,3.112148,3.534577,2.900933,,,,,,,
360.5,2.843683,3.212419,2.659314,3.281788,3.738146,3.053609,1.694688,1.833626,1.62522,3.118496,3.542196,2.906647,,,,,,,
361,2.843342,3.21201,2.659007,3.283434,3.740121,3.055091,1.694316,1.833179,1.624884,3.121362,3.545634,2.909226,,,,,,,
361.5,2.844179,3.213015,2.659761,3.305686,3.766823,3.075117,1.69416,1.832992,1.624744,3.127412,3.552894,2.91467,,,,,,,
362,2.846115,3.215338,2.661504,3.305686,3.766823,3.075117,1.694031,1.832837,1.624628,3.127412,3.552894,2.91467,,,,,,,
362.5,2.847684,3.217221,2.662916,3.307266,3.768719,3.076539,1.694316,1.833179,1.624884,3.13265,3.55918,2.919385,,,,,,,
363,2.848165,3.217798,2.663349,3.31427,3.777124,3.082843,1.694031,1.832837,1.624628,3.147114,3.576536,2.932402,,,,,,,
363.5,2.847684,3.217221,2.662916,3.316885,3.780262,3.085197,1.6938,1.832559,1.62442,3.152215,3.582658,2.936993,,,,,,,
364,2.847706,3.217247,2.662936,3.327532,3.793038,3.094779,1.693469,1.832163,1.624122,3.152286,3.582743,2.937058,,,,,,,
364.5,2.847779,3.217335,2.663001,3.331199,3.797439,3.098079,1.693469,1.832163,1.624122,3.156796,3.588155,2.941116,,,,,,,
365,2.847779,3.217335,2.663001,3.328857,3.794628,3.095971,1.69324,1.831888,1.623916,3.158692,3.59043,2.942823,,,,,,,
365.5,2.847684,3.217221,2.662916,3.33718,3.804616,3.103462,1.693568,1.832282,1.624211,3.164397,3.597277,2.947958,,,,,,,
366,2.847852,3.217423,2.663067,3.334189,3.801027,3.10077,1.693568,1.832282,1.624211,3.166967,3.600361,2.95027,,,,,,,
366.5,2.847779,3.217335,2.663001,3.344819,3.813783,3.110337,1.694302,1.833162,1.624872,3.165651,3.598781,2.949086,,,,,,,
367,2.848143,3.217772,2.663329,3.346415,3.815698,3.111774,1.694302,1.833162,1.624872,3.168542,3.602251,2.951688,,,,,,,
367.5,2.847779,3.217335,2.663001,3.349463,3.819356,3.114517,1.694031,1.832837,1.624628,3.177027,3.612432,2.959324,,,,,,,
368,2.847706,3.217247,2.662936,3.346072,3.815286,3.111465,1.6938,1.832559,1.62442,3.179634,3.61556,2.96167,,,,,,,
368.5,2.848724,3.218468,2.663851,3.347359,3.816831,3.112623,1.693177,1.831812,1.623859,3.182756,3.619307,2.96448,,,,,,,
369,2.848982,3.218779,2.664084,3.349578,3.819494,3.11462,1.692701,1.831242,1.623431,3.194403,3.633284,2.974963,,,,,,,
369.5,2.848958,3.21875,2.664063,3.352366,3.822839,3.117129,1.691221,1.829465,1.622099,3.193194,3.631832,2.973874,,,,,,,
370,2.84966,3.219592,2.664694,3.35973,3.831676,3.123757,1.69079,1.828948,1.621711,3.198847,3.638616,2.978962,,,,,,,
370.5,2.850283,3.22034,2.665255,3.365645,3.838774,3.129081,1.689972,1.827966,1.620974,3.207952,3.649542,2.987157,,,,,,,
371,2.852204,3.222644,2.666983,3.365645,3.838774,3.129081,1.69079,1.828948,1.621711,3.20836,3.650032,2.987524,,,,,,,
371.5,2.852378,3.222854,2.667141,3.372246,3.846695,3.135021,1.692177,1.830612,1.622959,3.214061,3.656874,2.992655,,,,,,,
372,2.850283,3.22034,2.665255,3.381514,3.857817,3.143363,1.693144,1.831773,1.623829,3.218624,3.662349,2.996762,,,,,,,
372.5,2.853765,3.224518,2.668388,3.384896,3.861875,3.146406,1.692923,1.831507,1.62363,3.227975,3.673569,3.005177,,,,,,,
373,2.853765,3.224518,2.668388,3.389606,3.867527,3.150645,1.692701,1.831242,1.623431,3.235701,3.682842,3.012131,,,,,,,
373.5,2.851709,3.222051,2.666538,3.391054,3.869265,3.151949,1.69316,1.831792,1.623844,3.233428,3.680114,3.010086,,,,,,,
374,2.851869,3.222243,2.666682,3.404441,3.885329,3.163997,1.69324,1.831888,1.623916,3.227975,3.673569,3.005177,,,,,,,
374.5,2.856127,3.227352,2.670514,3.411247,3.893496,3.170122,1.69416,1.832992,1.624744,3.230078,3.676094,3.00707,,,,,,,
375,2.856127,3.227352,2.670514,3.407042,3.88845,3.166338,1.693469,1.832163,1.624122,3.235701,3.682842,3.012131,,,,,,,
375.5,2.852378,3.222854,2.667141,3.408613,3.890336,3.167752,1.693305,1.831967,1.623975,3.2366,3.68392,3.01294,,,,,,,
376,2.856687,3.228024,2.671018,3.411247,3.893496,3.170122,1.6938,1.832559,1.62442,3.238164,3.685796,3.014347,,,,,,,
376.5,2.85653,3.227836,2.670877,3.419532,3.903438,3.177579,1.6938,1.832559,1.62442,3.238164,3.685796,3.014347,,,,,,,
377,2.857152,3.228583,2.671437,3.426501,3.911801,3.183851,1.6938,1.832559,1.62442,3.233428,3.680114,3.010086,,,,,,,
377.5,2.856581,3.227897,2.670923,3.427203,3.912644,3.184483,1.694425,1.83331,1.624983,3.238164,3.685796,3.014347,,,,,,,
378,2.856148,3.227377,2.670533,3.429387,3.915264,3.186448,1.695452,1.834543,1.625907,3.242085,3.690502,3.017877,,,,,,,
378.5,2.85653,3.227836,2.670877,3.429334,3.915201,3.186401,1.695643,1.834771,1.626079,3.244443,3.693331,3.019998,,,,,,,
379,2.856556,3.227867,2.6709,3.429334,3.915201,3.186401,1.697003,1.836404,1.627303,3.248768,3.698521,3.023891,,,,,,,
379.5,2.857152,3.228583,2.671437,3.438324,3.925989,3.194492,1.698653,1.838384,1.628788,3.253153,3.703783,3.027837,,,,,,,
380,2.856634,3.227961,2.670971,3.438324,3.925989,3.194492,1.698534,1.838241,1.628681,3.258261,3.709914,3.032435,,,,,,,
380.5,2.85653,3.227836,2.670877,3.440955,3.929146,3.19686,1.697948,1.837538,1.628153,3.253153,3.703783,3.027837,,,,,,,
381,2.856137,3.227365,2.670523,3.445613,3.934736,3.201052,1.698534,1.838241,1.628681,3.251893,3.702272,3.026704,,,,,,,
381.5,2.856137,3.227365,2.670523,3.445282,3.934338,3.200754,1.697194,1.836633,1.627475,3.252388,3.702866,3.02715,,,,,,,
382,2.856137,3.227365,2.670523,3.447563,3.937076,3.202807,1.697194,1.836633,1.627475,3.254318,3.705181,3.028886,,,,,,,
382.5,2.857152,3.228583,2.671437,3.452179,3.942615,3.206961,1.697508,1.83701,1.627758,3.259603,3.711524,3.033643,,,,,,,
383,2.861606,3.233927,2.675445,3.455138,3.946166,3.209624,1.697447,1.836936,1.627702,3.259603,3.711524,3.033643,,,,,,,
383.5,2.861868,3.234242,2.675682,3.455447,3.946536,3.209902,1.698534,1.838241,1.628681,3.261521,3.713825,3.035368,,,,,,,
384,2.861608,3.23393,2.675447,3.457378,3.948854,3.21164,1.69845,1.83814,1.628605,3.263897,3.716677,3.037507,,,,,,,
384.5,2.860862,3.233035,2.674776,3.462428,3.954914,3.216185,1.697948,1.837538,1.628153,3.266864,3.720237,3.040177,,,,,,,
385,2.859158,3.23099,2.673242,3.46598,3.959176,3.219382,1.697508,1.83701,1.627758,3.268679,3.722415,3.041811,,,,,,,
385.5,2.861868,3.234242,2.675682,3.469559,3.963471,3.222603,1.697948,1.837538,1.628153,3.292132,3.750559,3.062919,,,,,,,
386,2.861868,3.234242,2.675682,3.478521,3.974225,3.230669,1.697508,1.83701,1.627758,3.292132,3.750559,3.062919,,,,,,,
386.5,2.862898,3.235478,2.676608,3.484537,3.981444,3.236083,1.697948,1.837538,1.628153,3.296166,3.755399,3.066549,,,,,,,
387,2.864177,3.237013,2.67776,3.48544,3.982528,3.236896,1.698534,1.838241,1.628681,3.294405,3.753286,3.064964,,,,,,,
387.5,2.865594,3.238713,2.679035,3.487607,3.985128,3.238846,1.69845,1.83814,1.628605,3.297173,3.756608,3.067456,,,,,,,
388,2.86627,3.239524,2.679643,3.502641,4.003169,3.252377,1.698619,1.838342,1.628757,3.300862,3.761034,3.070776,,,,,,,
388.5,2.865594,3.238713,2.679035,3.50317,4.003804,3.252853,1.698653,1.838384,1.628788,3.30054,3.760649,3.070486,,,,,,,
389,2.865778,3.238934,2.679201,3.504781,4.005737,3.254303,1.698534,1.838241,1.628681,3.301273,3.761527,3.071145,,,,,,,
389.5,2.86627,3.239524,2.679643,3.505489,4.006587,3.25494,1.697728,1.837274,1.627955,3.312026,3.774431,3.080823,,,,,,,
390,2.865594,3.238713,2.679035,3.518759,4.022511,3.266883,1.698199,1.837839,1.628379,3.317764,3.781317,3.085988,,,,,,,
390.5,2.867514,3.241017,2.680763,3.530174,4.036209,3.277157,1.698619,1.838342,1.628757,3.322543,3.787051,3.090289,,,,,,,
391,2.86986,3.243832,2.682874,3.532507,4.039008,3.279256,1.698941,1.838729,1.629047,3.323974,3.788769,3.091577,,,,,,,
391.5,2.874766,3.249719,2.687289,3.530007,4.036008,3.277006,1.69845,1.83814,1.628605,3.320802,3.784963,3.088722,,,,,,,
392,2.87655,3.25186,2.688895,3.531208,4.03745,3.278087,1.69845,1.83814,1.628605,3.323855,3.788626,3.09147,,,,,,,
392.5,2.879672,3.255607,2.691705,3.533639,4.040367,3.280275,1.699194,1.839032,1.629274,3.32314,3.787767,3.090826,,,,,,,
393,2.879396,3.255275,2.691456,3.533205,4.039846,3.279885,1.699277,1.839133,1.629349,3.32314,3.787767,3.090826,,,,,,,
393.5,2.884569,3.261483,2.696112,3.535399,4.042479,3.281859,1.698941,1.838729,1.629047,3.325138,3.790165,3.092624,,,,,,,
394,2.882334,3.2588,2.6941,3.539412,4.047294,3.285471,1.69936,1.839232,1.629424,3.330213,3.796256,3.097192,,,,,,,
394.5,2.882923,3.259507,2.694631,3.541706,4.050047,3.287535,1.699635,1.839562,1.629672,3.331311,3.797573,3.09818,,,,,,,
395,2.881253,3.257504,2.693128,3.544531,4.053437,3.290078,1.699536,1.839443,1.629582,3.326677,3.792012,3.094009,,,,,,,
395.5,2.880762,3.256914,2.692686,3.554181,4.065017,3.298763,1.700728,1.840873,1.630655,3.331311,3.797573,3.09818,,,,,,,
396,2.875453,3.250544,2.687908,3.561404,4.073685,3.305264,1.699672,1.839606,1.629705,3.334849,3.801819,3.101364,,,,,,,
396.5,2.875959,3.251151,2.688363,3.563499,4.076199,3.307149,1.699635,1.839562,1.629672,3.337289,3.804747,3.10356,,,,,,,
397,2.875959,3.251151,2.688363,3.562424,4.074909,3.306182,1.699235,1.839082,1.629312,3.337289,3.804747,3.10356,,,,,,,
397.5,2.875959,3.251151,2.688363,3.562879,4.075455,3.306591,1.699443,1.839332,1.629499,3.337725,3.80527,3.103952,,,,,,,
398,2.874919,3.249903,2.687427,3.563664,4.076397,3.307298,1.700728,1.840873,1.630655,3.337962,3.805554,3.104166,,,,,,,
398.5,2.874766,3.249719,2.687289,3.565486,4.078583,3.308937,1.700931,1.841118,1.630838,3.337872,3.805447,3.104085,,,,,,,
399,2.86986,3.243832,2.682874,3.572211,4.086653,3.31499,1.699672,1.839606,1.629705,3.337945,3.805534,3.104151,,,,,,,
399.5,2.869883,3.24386,2.682895,3.579872,4.095846,3.321885,1.699657,1.839588,1.629691,3.3455,3.8146,3.11095,,,,,,,
400,2.867514,3.241017,2.680763,3.582346,4.098815,3.324111,1.699536,1.839443,1.629582,3.350155,3.820186,3.115139,,,,,,,
400.5,2.865594,3.238713,2.679035,3.58771,4.105252,3.328939,1.69936,1.839232,1.629424,3.353603,3.824324,3.118243,,,,,,,
401,2.865594,3.238713,2.679035,3.589097,4.106916,3.330187,1.69936,1.839232,1.629424,3.35428,3.825136,3.118852,,,,,,,
401.5,2.868268,3.241922,2.681441,3.593825,4.11259,3.334443,1.699235,1.839082,1.629312,3.354673,3.825608,3.119206,,,,,,,
402,2.874139,3.248967,2.686725,3.593643,4.112372,3.334279,1.69936,1.839232,1.629424,3.35921,3.831052,3.123289,,,,,,,
402.5,2.874933,3.24992,2.68744,3.594764,4.113717,3.335288,1.700181,1.840217,1.630162,3.360563,3.832675,3.124506,,,,,,,
403,2.87655,3.25186,2.688895,3.598803,4.118564,3.338923,1.700849,1.841019,1.630764,3.358387,3.830064,3.122548,,,,,,,
403.5,2.87714,3.252568,2.689426,3.596713,4.116056,3.337042,1.700962,1.841154,1.630866,3.362298,3.834758,3.126069,,,,,,,
404,2.879778,3.255734,2.6918,3.600937,4.121124,3.340843,1.700993,1.841191,1.630893,3.366514,3.839816,3.129862,,,,,,,
404.5,2.882923,3.259507,2.694631,3.594764,4.113717,3.335288,1.701145,1.841374,1.631031,3.373565,3.848279,3.136209,,,,,,,
405,2.887574,3.265088,2.698816,3.596713,4.116056,3.337042,1.701,1.8412,1.6309,3.371786,3.846143,3.134607,,,,,,,
405.5,2.887419,3.264903,2.698677,3.600937,4.121124,3.340843,1.701334,1.841601,1.631201,3.371029,3.845235,3.133926,,,,,,,
406,2.886652,3.263983,2.697987,3.604602,4.125522,3.344142,1.701538,1.841846,1.631385,3.373054,3.847665,3.135748,,,,,,,
406.5,2.884569,3.261483,2.696112,3.606216,4.127459,3.345594,1.701477,1.841772,1.631329,3.378313,3.853976,3.140482,,,,,,,
407,2.887419,3.264903,2.698677,3.609736,4.131683,3.348762,1.7016,1.84192,1.63144,3.378408,3.854089,3.140567,,,,,,,
407.5,2.890038,3.268046,2.701034,3.609937,4.131924,3.348943,1.701817,1.84218,1.631635,3.380131,3.856157,3.142118,,,,,,,
408,2.890786,3.268943,2.701707,3.607976,4.129571,3.347178,1.701851,1.842221,1.631666,3.382788,3.859345,3.144509,,,,,,,
408.5,2.88845,3.26614,2.699605,3.604602,4.125522,3.344142,1.701834,1.8422,1.63165,3.385405,3.862486,3.146865,,,,,,,
409,2.894562,3.273474,2.705106,3.607976,4.129571,3.347178,1.701851,1.842221,1.631666,3.389839,3.867807,3.150855,,,,,,,
409.5,2.896805,3.276166,2.707124,3.612716,4.135259,3.351444,1.701851,1.842221,1.631666,3.389451,3.867342,3.150506,,,,,,,
410,2.903669,3.284402,2.713302,3.612716,4.135259,3.351444,1.702316,1.84278,1.632085,3.389451,3.867342,3.150506,,,,,,,
410.5,2.910814,3.292977,2.719732,3.615994,4.139193,3.354395,1.702948,1.843538,1.632653,3.390408,3.86849,3.151367,,,,,,,
411,2.912565,3.295078,2.721308,3.616539,4.139847,3.354885,1.702334,1.842801,1.632101,3.389451,3.867342,3.150506,,,,,,,
411.5,2.914304,3.297165,2.722874,3.619658,4.14359,3.357692,1.702576,1.843091,1.632318,3.390227,3.868272,3.151204,,,,,,,
412,2.914571,3.297486,2.723114,3.624662,4.149594,3.362196,1.702316,1.84278,1.632085,3.390227,3.868272,3.151204,,,,,,,
412.5,2.914839,3.297807,2.723355,3.629651,4.155581,3.366686,1.702352,1.842822,1.632117,3.390614,3.868737,3.151553,,,,,,,
413,2.914996,3.297996,2.723497,3.630415,4.156498,3.367374,1.702576,1.843091,1.632318,3.390763,3.868915,3.151687,,,,,,,
413.5,2.914852,3.297822,2.723367,3.624261,4.149113,3.361835,1.702948,1.843538,1.632653,3.394231,3.873077,3.154808,,,,,,,
414,2.914852,3.297822,2.723367,3.625554,4.150665,3.362999,1.702576,1.843091,1.632318,3.397927,3.877513,3.158135,,,,,,,
414.5,2.915157,3.298188,2.723641,3.631179,4.157415,3.368061,1.703098,1.843718,1.632789,3.396484,3.875781,3.156836,,,,,,,
415,2.914852,3.297822,2.723367,3.64036,4.168432,3.376324,1.703576,1.844291,1.633218,3.404742,3.88569,3.164268,,,,,,,
415.5,2.914852,3.297822,2.723367,3.64493,4.173916,3.380437,1.703791,1.844549,1.633412,3.404742,3.88569,3.164268,,,,,,,
416,2.914996,3.297996,2.723497,3.647872,4.177446,3.383085,1.703576,1.844291,1.633218,3.40665,3.88798,3.165985,,,,,,,
416.5,2.91553,3.298636,2.723977,3.653277,4.183932,3.387949,1.704098,1.844917,1.633688,3.40665,3.88798,3.165985,,,,,,,
417,2.91553,3.298636,2.723977,3.656442,4.18773,3.390798,1.703576,1.844291,1.633218,3.41251,3.895012,3.171259,,,,,,,
417.5,2.918517,3.302221,2.726666,3.659238,4.191086,3.393314,1.703098,1.843718,1.632789,3.41251,3.895012,3.171259,,,,,,,
418,2.920323,3.304388,2.728291,3.659455,4.191346,3.39351,1.703791,1.844549,1.633412,3.416102,3.899323,3.174492,,,,,,,
418.5,2.920571,3.304686,2.728514,3.661012,4.193214,3.394911,1.703791,1.844549,1.633412,3.414028,3.896834,3.172625,,,,,,,
419,2.922339,3.306807,2.730105,3.660468,4.192562,3.394421,1.704404,1.845285,1.633964,3.423147,3.907777,3.180832,,,,,,,
419.5,2.924739,3.309687,2.732265,3.661012,4.193214,3.394911,1.704404,1.845285,1.633964,3.418592,3.90231,3.176733,,,,,,,
420,2.925745,3.310894,2.733171,3.664317,4.19718,3.397885,1.704098,1.844917,1.633688,3.426641,3.911969,3.183977,,,,,,,
420.5,2.924509,3.309411,2.732058,3.664317,4.19718,3.397885,1.704419,1.845303,1.633977,3.426641,3.911969,3.183977,,,,,,,
421,2.924509,3.309411,2.732058,3.660468,4.192562,3.394421,1.704419,1.845303,1.633977,3.42765,3.91318,3.184885,,,,,,,
421.5,2.920899,3.305079,2.728809,3.662826,4.195391,3.396543,1.704532,1.845439,1.634079,3.428698,3.914437,3.185828,,,,,,,
422,2.920075,3.30409,2.728067,3.668931,4.202717,3.402038,1.704434,1.845321,1.633991,3.430408,3.91649,3.187367,,,,,,,
422.5,2.918517,3.302221,2.726666,3.676795,4.212154,3.409116,1.704532,1.845439,1.634079,3.433595,3.920314,3.190236,,,,,,,
423,2.915424,3.298508,2.723881,3.679721,4.215665,3.411749,1.704434,1.845321,1.633991,3.436838,3.924206,3.193155,,,,,,,
423.5,2.915424,3.298508,2.723881,3.683595,4.220314,3.415236,1.703361,1.844033,1.633025,3.436838,3.924206,3.193155,,,,,,,
424,2.914865,3.297838,2.723378,3.684573,4.221488,3.416116,1.703791,1.844549,1.633412,3.437229,3.924675,3.193506,,,,,,,
424.5,2.920735,3.304882,2.728662,3.684328,4.221194,3.415895,1.704532,1.845439,1.634079,3.436448,3.923738,3.192803,,,,,,,
425,2.91896,3.302752,2.727064,3.688961,4.226753,3.420065,1.704419,1.845303,1.633977,3.436442,3.923731,3.192798,,,,,,,
425.5,2.917771,3.301325,2.725994,3.690604,4.228725,3.421544,1.703791,1.844549,1.633412,3.436838,3.924206,3.193155,,,,,,,
426,2.917771,3.301325,2.725994,3.692345,4.230814,3.423111,1.703791,1.844549,1.633412,3.44022,3.928264,3.196198,,,,,,,
426.5,2.919403,3.303284,2.727463,3.692437,4.230924,3.423193,1.703791,1.844549,1.633412,3.440373,3.928448,3.196336,,,,,,,
