NK-92 VL,NK-92 VH
642.9368978,16.86715791
230.6938703,491.0429128
145.9450803,199.1696727
917.6212175,153.9988555
849.4931126,269.6237563
158.7893766,94.23842359
359.8955958,249.5331898
11.16837842,27.82497205
9.096486421,143.7415006
337.9249127,159.8481741
618.3838304,268.9507859
10.52331374,805.8722756
432.3939108,646.8074592
390.4597427,607.6104769
1082.076228,3.051176345
852.3642071,0.397249359
501.766196,437.9221262
185.5308331,16.22451
137.9397195,193.3663712
75.98176168,188.3209281
421.7547349,23.61893345
251.6126,1.64065274
777.2181252,141.9001934
60.60608,127.6704279
0.098439,82.28165782
98.17433,420.6155
431.9303596,206.9371333
125.3424419,3.468510944
1.88842919,385.9173096
64.55951143,38.29697466
266.8469,361.6998
831.6885843,275.3486
489.1730142,280.6393378
538.2973013,432.8212677
681.0320779,762.2533328
349.7040505,2.892657
657.2397006,2.550361089
1062.467646,282.4293331
1049.911126,94.68136858
569.4203691,208.565133
415.4602319,83.20478758
368.9677,256.4682569
4.785400705,405.8881643
265.5219344,379.9804519
425.244988,256.3207693
596.9382703,196.183339
227.0017313,232.4720689
25.94802321,785.9191305
13.44624516,257.2228691
637.055929,221.5142297
99.18237,30.14491623
404.1345971,491.722687
511.544,551.2016026
566.309,375.379662
273.598594,415.841393
702.6507107,547.8705188
1262.958669,66.82634498
423.0729615,291.0667202
381.1265432,396.598395
26.97553821,13.82331267
872.4312146,626.7142
676.2592452,101.7341133
411.6526995,316.02991
20.16211559,252.8902518
1396.446207,265.8166363
68.05639376,418.5862907
205.0944609,456.0093791
452.4150798,176.2035236
1109.7331,631.1528571
244.1114275,712.0311636
163.5479754,143.818567
74.8687707,413.6685602
405.4622669,551.6771819
526.3484557,186.4451014
617.9946678,210.0151896
40.27515307,795.9834435
335.2597559,139.1246918
153.0264087,915.295544
612.7897616,111.6757789
5.192215781,335.1976206
789.0405,637.9426696
122.4450102,515.0314084
472.8416,246.7190379
191.128044,210.2350922
12.40424036,61.39903606
656.9345,278.5955802
892.8390787,363.7525624
171.7478474,479.5538089
405.1058134,22.36059004
35.83367336,327.4745245
221.8086475,204.2890202
367.2291024,102.4770488
143.3396496,351.0365085
648.8850878,347.4462942
80.27918273,33.80488746
140.1512918,506.6804636
277.7143478,262.0804333
355.541382,278.2836324
202.7396238,219.9679131
333.4521382,23.30158
372.5268545,332.6904681
159.9631374,0.637119177
26.70569553,492.1872178
108.1011049,97.70276995
79.00543583,17.90184628
207.6383406,
28.21361056,
91.77006,
0.770480687,
14.50226844,
