"FSC-A", "FSC-H", "SSC-A", "FL-A", "PE-A", "PerCP-A", "Cy55PerCP-A", "Cy7PE-A", "APC-A", "Alexa700-A", "Cy7APC-A", "PacB-A", "AmCy-A", "QDot605-A", "BUV395-A", "BUV737-A", "BUV496-A", "Time", "Comp-FL-A", "Comp-PE-A", "Comp-PerCP-A", "Comp-Cy55PerCP-A", "Comp-Cy7PE-A", "Comp-APC-A", "Comp-Alexa700-A", "Comp-Cy7APC-A", "Comp-PacB-A", "Comp-AmCy-A", "Comp-QDot605-A", "Comp-BUV395-A", "Comp-BUV737-A", "Comp-BUV496-A", "Event #"
184826,159072,143655,683.86,173.6,124.62,266.6,205.84,242.56,-37.76,-35.84,996.84,3032.41,1599.63,1099.52,41.6,33956.5,29.841,674.234,41.5232,114.852,-4.48424,184.047,242.251,-25.2424,-3.292,799.247,2571.24,147.646,665.916,-741.573,24370.4,15079
220532,172836,210664,486.7,130.2,58.9,132.68,-52.08,496,63.36,51.2,1286.52,3590.47,1456.92,1466.88,712.32,56499.2,29.85,475.984,16.7163,52.0416,19.3019,-66.744,495.036,-154.791,60.8246,1057.23,3024.05,-113.816,587.116,-186.724,45261.3,15084
190441,156008,140045,965.96,218.24,102.92,496.62,-35.96,384.64,193.92,-25.6,1271.61,3254.64,1468.28,1328,349.44,44053.8,29.857,952.93,56.5835,77.6947,316.98,-101.393,378.036,81.7869,-20.6231,1064.88,2633.82,26.2802,673.075,-577.685,34090.4,15087
135519,118597,98081.5,456.94,139.5,68.2,104.16,32.24,96,-81.28,8.96,687.28,1860.91,886.79,282.88,-14.08,7538.56,29.871,451.764,71.1746,60.62,-44.4404,26.0999,96.3484,-82.2102,37.7881,569.276,1539.99,16.5011,271.176,-254.898,1764.97,15092
225784,155721,191864,564.82,185.38,346.58,852.5,234.98,590.08,273.92,138.24,1520.11,3882.99,2134.97,1713.28,567.68,57137.9,29.89,547.578,-9.36333,337.821,69.4809,144.316,585.045,160.281,133.829,1275.18,3177.03,66.6512,868.178,-1029.72,45184.9,15101
191684,140088,159967,390.6,145.08,93.62,24.8,-32.24,131.2,199.04,160.64,945.01,2489.26,1209.13,1090.56,369.28,45376.6,29.916,385.291,38.4278,95.243,-200.747,-23.1925,132.15,217.041,152.279,787.508,2047.1,48.5953,343.163,-399.927,37705.4,15113
237228,156058,166687,613.8,283.96,91.76,389.98,34.1,279.68,0.64,108.8,1136.71,2791.01,1805.53,1811.2,528.64,69671,29.925,601.401,136.954,65.6754,199.174,-9.85569,273.364,-46.4529,147.799,962.082,2255.13,552.451,637.623,-649.785,61101.1,15120
146602,115561,153672,383.16,195.3,187.86,255.44,42.16,194.56,34.56,-5.12,1049.38,2561.68,1530.05,1111.04,618.24,35164.2,29.947,375.487,78.0655,185.767,-208.601,29.3152,197.897,-10.9918,3.37421,891.784,2076.84,206.962,579.677,-227.97,27346.5,15132
171816,132989,189084,327.98,122.14,226.3,434,166.16,348.16,-19.84,101.12,1176.47,2996.2,1470.41,1188.48,667.52,29928.3,29.968,317.334,6.90664,226.021,-96.9855,125.108,348.083,-155.094,114.311,989.932,2470.02,-86.7354,808.194,-262.222,20627.9,15141
169845,142648,226534,571.02,324.26,382.54,903.96,252.34,549.12,493.44,120.32,1563.42,3771.52,2298.98,1121.92,451.2,26950.4,29.975,552.73,151.924,362.252,23.6965,160.407,545.251,370.226,62.2962,1328.3,3028.64,224.855,833.331,-840.003,15522.9,15142
180506,133128,239280,1527.68,570.4,132.06,506.54,-50.84,76.16,172.8,-20.48,710.71,3230.5,2202.42,260.48,42.88,3084.16,29.978,1515.92,388.709,79.0679,232.342,-106.209,70.8894,171.417,-25.917,483.311,2853.69,573.738,400.939,-325.564,-7472.67,15144
178195,140985,125755,579.7,151.28,156.24,106.64,18.6,150.4,245.12,-1.92,839.22,2158.4,1344.03,377.6,188.8,11955.2,29.981,574.799,40.5984,159.251,-294.008,26.0026,155.319,248.584,-32.116,703.846,1742.64,233.724,261.088,-270.736,5416.87,15145
180732,140653,224244,825.84,317.44,111.6,225.68,244.28,233.6,135.04,102.4,835.67,2841.42,1777.84,1059.84,181.12,35470.1,30.042,815.655,173.148,90.3606,-28.4876,229.532,232.123,119.261,90.1043,645.77,2439.14,394.107,556.436,-578.685,26373.3,15176
219494,154075,177481,419.74,217,297.6,751.44,125.86,173.44,47.36,161.92,886.08,2791.72,1588.98,1331.2,700.8,59195.5,30.046,408.705,48.077,286.981,80.4265,43.1828,167.925,71.3997,188.069,701.497,2393.67,-21.9709,365.531,-677.769,50325.8,15178
214032,160929,156559,398.04,104.16,19.22,621.86,86.8,277.12,-61.44,-28.8,931.52,2732.08,1510.88,1500.16,318.72,53493.8,30.055,384.258,16.4555,-13.0181,647.647,-6.97943,264.288,-144.89,14.8147,751.958,2326.11,378.1,661.232,-631.286,44838.1,15186
224058,166525,171694,306.28,217.62,35.96,-84.94,114.08,176,-10.24,-17.92,1243.92,2990.52,1847.42,1148.16,417.92,27018.2,30.059,298.094,155.235,26.7786,-207.675,141.184,180.338,-83.0933,-18.5338,1061.24,2431.84,564.248,802.158,-79.3976,17867.8,15190
237182,162877,205007,583.42,221.96,196.54,398.04,81.22,737.92,379.52,116.48,1601.05,3444.21,1829.67,778.24,289.92,22412.8,30.064,567.708,97.5381,183.207,-54.0495,45.8919,736.884,115.511,73.1968,1394.37,2686,199.495,555.6,-498.211,12207.4,15193
238517,178720,202526,1112.28,411.68,202.12,823.98,57.04,17.92,-70.4,-45.44,1404.38,4354.43,2290.46,1350.4,512.64,57418.2,30.068,1096.96,203.41,160.783,421.449,-45.4452,8.65569,7.7078,7.84793,1116.45,3699.67,175.784,517.619,-703.978,43697.6,15197
149393,128037,126985,163.68,106.02,107.88,186.62,79.36,183.04,3.2,-30.72,775.32,2183.96,1178.6,1149.44,566.4,44300.8,30.072,157.256,22.1755,106.632,-72.0425,65.8108,184.419,-40.385,-21.6284,636.055,1849.27,106.891,421.727,-242.612,37464.6,15198
234091,170686,209458,425.94,130.82,128.34,507.16,48.98,243.2,279.68,149.12,981.93,2949.34,1494.55,1461.12,529.92,46959.4,30.072,414.922,15.1094,113.352,241.779,-16.2706,235.539,216.652,128.384,787.788,2500.78,89.8741,721.663,-509.371,37625.7,15199
196595,147132,181061,742.14,352.16,125.86,378.2,100.44,619.52,135.04,69.76,1200.61,2852.07,1580.46,1477.12,259.2,39344.6,30.073,727.097,213.603,95.1427,127.456,61.213,615.608,-68.5626,79.5839,1024.43,2273.36,248.681,914.611,-660.278,30625.9,15201
197428,147332,169197,538.78,182.28,105.4,197.16,54.56,92.8,183.68,-44.8,825.02,2804.5,1263.09,1488,370.56,61185.9,30.097,532.319,42.7841,98.9064,-20.4876,38.0829,92.7396,264.08,-45.6238,637.4,2423.86,-86.2654,464.168,-669.873,52261.8,15214
213180,160220,165923,753.92,283.34,256.68,401.76,112.22,-51.2,-131.2,63.36,1046.54,2744.86,2035.57,200.96,119.68,5646.08,30.13,746.046,140.203,247.936,-237.56,88.7935,-49.0265,-17.4133,106.584,873.863,2240.42,523.572,283.851,-422.606,-2782.91,15229
220233,155549,218794,772.52,282.1,217,142.6,36.58,67.84,86.4,0.64,1150.91,3561.36,1836.77,1475.84,437.12,57980.2,30.201,766.09,92.8517,218.81,-375.067,45.5544,73.5584,209.817,24.0245,918.861,3019.96,0.370298,568.64,-703.492,46768.6,15259
248784,163534,228985,515.84,300.7,118.42,122.76,137.02,128.64,240.64,56.96,1067.13,2607.83,1322.73,1455.36,501.12,61863.7,30.217,507.961,159.391,106.829,-146.352,136.396,129.917,284.85,30.3658,904.69,2094.4,86.8712,383.54,-530.28,53984,15267
242352,194821,207192,705.56,239.94,163.06,153.76,-40.3,390.4,147.2,-35.84,1288.65,3939.79,2120.06,1087.36,417.92,29292.2,30.229,695.539,103.955,157.4,-242.701,-39.0641,394.929,32.7528,-34.4516,1032.91,3355.62,206.828,767.931,-341.714,16852,15273
181684,142665,175061,466.24,159.34,95.48,181.04,11.78,314.88,140.16,0.64,1280.84,3221.98,1593.24,1420.8,359.04,57566.1,30.251,456.423,35.503,88.7556,-26.9164,-1.4292,314.573,104.063,11.2463,1079.19,2633.82,152.083,501.207,-626.553,47721.1,15282
185697,154045,116162,715.48,189.1,145.7,226.92,40.3,615.04,481.92,231.04,1025.95,3055.84,1890.02,478.72,236.16,17355.5,30.275,703.842,66.0901,136.922,-133.11,26.7533,614.101,256.301,162.761,826.482,2566.09,405.202,317.839,-352.012,7790.46,15295
220754,152983,217319,628.68,232.5,138.26,192.2,66.34,42.24,62.08,-22.4,1307.82,3544.32,1505.2,1655.68,488.96,77070.7,30.278,620.813,60.4935,133.419,-102.852,54.7919,43.2561,189.012,2.80016,1081.86,2937.97,-155.621,366.785,-747.051,66156.7,15302
145526,119077,133386,353.4,188.48,58.28,56.42,55.18,488.96,259.2,81.28,989.74,2636.94,1180.73,1342.72,459.52,55065,30.293,343.923,87.6203,49.1982,-60.8637,55.2672,488.973,100.617,53.5461,822.544,2187.42,7.50832,423.182,-409.935,46910.5,15312
187857,152439,178089,763.84,238.7,422.22,559.86,96.1,540.8,37.76,37.12,1606.73,4062.62,1859.49,1097.6,656.64,32774.4,30.297,751.357,26.1242,431.325,-432.889,59.0136,547.201,-87.6836,65.7372,1354.9,3313,-424.775,739.825,-587.676,20319,15315
145263,122996,130218,350.92,79.98,53.94,212.66,-20.46,250.24,109.44,-19.84,832.83,2460.86,874.01,956.16,654.08,36647.7,30.309,343.746,-0.581299,46.9761,112.731,-50.428,248.439,-31.7985,-35.4375,672.988,2094.12,-225.471,375.391,22.3056,28915.9,15319
140617,120801,183247,400.52,206.46,81.22,144.46,104.78,344.96,147.2,-23.68,878.98,3087.79,1507.33,350.72,234.88,10053.8,30.328,391.126,142.796,66.7656,-36.4263,94.6004,346.125,-0.959766,-52.7295,672.752,2715.86,43.7812,350.814,-97.6731,146.596,15329
156829,127684,136494,554.9,146.94,254.82,480.5,116.56,205.44,-4.48,38.4,1013.17,3039.51,1412.19,1368.96,584.96,55061.1,30.334,546.192,-25.2664,256.741,-98.0253,71.3052,205.427,16.1845,71.2,815.734,2576.42,-230.381,503.097,-644.821,45486.1,15332
215656,164829,152987,412.3,177.32,88.04,253.58,-57.04,288,128,81.92,1010.33,2462.28,1117.54,455.68,87.04,11982.1,30.338,403.103,108.445,72.5265,77.5828,-86.1591,284.907,31.8052,85.4684,856.877,1993.95,-3.75317,382.628,-308.467,4477.71,15333
155253,127636,136269,311.86,152.52,117.8,496,122.14,-10.88,74.24,-34.56,618.41,1877.95,1072.81,1062.4,416.64,45515.5,30.355,304.215,51.3264,100.943,252.815,59.7471,-16.3586,143.854,-30.8115,493.975,1594.86,125.949,288.507,-475.958,39626.6,15340
152053,126584,145012,308.14,164.92,62.62,211.42,-8.68,62.72,166.4,-44.8,570.13,2155.56,1033.05,737.28,348.16,37559,30.373,302.457,86.3366,49.8703,88.6048,-33.4182,61.0599,182.379,-59.6999,422.931,1909.13,5.4685,123.888,-267.551,30640.6,15349
188197,138411,190476,658.44,197.78,262.26,184.14,107.26,172.8,73.6,-9.6,1177.18,3265.29,1608.86,1473.28,459.52,67946.9,30.382,652.098,-3.67531,275.174,-442.867,114.184,179.841,189.52,17.0924,969.623,2709.7,-133.576,359.606,-853.319,57867.6,15358
198829,149149,178905,1181.72,257.92,171.12,558.62,203.36,195.2,29.44,143.36,1589.69,4291.95,2712.2,839.04,95.36,14672.6,30.391,1166.42,85.5456,146.234,157.883,144.275,188.979,10.9863,161.92,1315.21,3527.63,721.355,846.267,-620.253,1348.73,15368
203652,143420,167077,787.4,218.24,68.2,29.14,-11.78,220.16,38.4,-62.72,1272.32,3656.5,1706.13,1256.32,377.6,56961.3,30.393,779.164,68.117,60.9152,-119.612,-3.64987,222.758,31.009,-41.5041,1037.03,3069.59,84.765,371.642,-471.335,45585.2,15369
137906,120909,117267,182.9,214.52,92.38,-33.48,88.04,300.8,95.36,-24.32,769.64,2133.55,1074.23,807.04,360.32,29866.9,30.43,176.728,146.978,88.2104,-259.588,108.732,306.133,4.64361,-38.0794,634.934,1796.8,24.163,355.06,-185.766,23229.2,15389
158543,125628,112688,405.48,249.86,137.02,465.62,6.82,218.88,321.28,101.76,1121.09,3209.91,1622.35,759.04,250.24,19591,30.442,393.672,164.9,112.773,182.004,-49.3695,213.082,263.532,70.1866,912.227,2700.58,85.1129,568.372,-410.473,9560.67,15400
155832,126385,143524,457.56,132.68,94.24,198.4,97.96,352.64,296.96,-58.88,859.1,2233.66,1231.14,1116.16,341.76,44721.3,30.531,449.287,19.604,87.9355,-16.7378,82.4064,353.236,224.418,-94.9576,717.57,1823.19,193.365,369.861,-492.385,37917.8,15435
177939,142386,118176,624.34,239.32,443.3,1216.44,86.8,170.88,67.2,68.48,964.89,2345.84,1379.53,481.28,517.12,11482.2,30.537,611.175,61.6388,425.427,220.317,-54.1967,163.366,66.344,93.5521,817.26,1871.54,-195.387,425.72,-590.909,4369.49,15439
190620,144245,166186,543.74,367.04,118.42,359.6,50.84,307.84,147.84,-25.6,1155.17,3000.46,1970.96,1255.68,155.52,38857.6,30.559,530.828,253.104,87.0932,104.937,17.6156,305.1,112.89,-14.9643,965.226,2461.17,558.926,700.693,-699.448,29615.6,15450
236877,165574,228593,564.82,240.56,171.12,102.92,-14.26,149.12,184.96,194.56,1090.56,3131.81,1439.17,1633.28,261.12,78687.4,30.575,558.193,63.7945,173.062,-277.878,-7.70164,150.111,325.779,221.88,888.19,2618.3,-121.494,299.406,-1035.16,68929.9,15455
170153,143463,132205,380.06,71.3,333.56,501.58,64.48,213.12,-119.68,139.52,734.14,2368.56,1542.83,826.88,426.24,28274.6,30.599,373.546,-77.5533,348.445,-309.203,27.829,215.454,-101.063,198.637,579.638,2040.56,44.0057,467.018,-586.993,20673.1,15467
240428,183259,187482,578.46,229.4,207.08,522.66,0.62,460.8,85.12,40.96,1234.69,2897.51,1625.9,791.04,140.8,19831,30.629,565.397,106.806,189.727,64.6595,-53.4161,457.854,-34.0679,67.9043,1056.38,2315.28,167.758,616.755,-628.408,11048.2,15478
205468,166561,237393,871.72,408.58,387.5,600.78,163.06,455.04,246.4,206.72,1618.09,4134.33,2478.61,680.32,328.32,19102.7,30.655,856.407,210.47,374.673,-320.477,121.347,456.741,171.938,195.299,1358.86,3362.82,207.719,580.578,-704.896,6443.33,15490
206743,161222,162403,436.48,221.34,115.94,207.7,13.64,311.04,277.12,58.88,1050.09,2783.91,1716.78,766.08,360.32,20863.4,30.696,426.856,133.027,102.857,-78.5132,0.446578,311.303,164.869,22.8942,873.615,2297.32,396.477,516.693,-219.092,12277.7,15500
214250,156544,202711,470.58,184.14,107.26,544.98,-0.62,430.08,44.16,173.44,1192.09,3462.67,1965.99,1657.6,313.6,64970.9,30.718,455.786,55.8924,82.9631,345.578,-70.6675,419.795,-42.7838,222.511,966.413,2934.97,384.087,645.443,-888.98,54024.9,15507
207251,161124,171454,464.38,216.38,97.34,301.32,189.1,545.92,97.28,-62.72,1057.19,3021.76,1318.47,1537.92,463.36,57024.6,30.731,451.704,94.5489,79.5015,121.455,155.447,544.262,-74.7747,-63.2898,862.642,2550.75,-81.2183,633.202,-565.214,47554,15512
220713,145396,131978,720.44,163.68,182.9,122.14,65.72,194.56,-60.8,-141.44,1050.09,2723.56,1150.2,911.36,104.96,38178.6,30.8,714.761,5.68324,189.139,-296.845,71.9007,201.096,7.49784,-95.9768,880.018,2219.57,-231.994,362.788,-699.154,29871.3,15547
113946,95457,103920,567.92,200.88,289.54,1181.1,101.06,316.16,166.4,36.48,399.02,1667.79,1061.45,246.4,407.04,8213.12,30.813,554.204,73.1097,255.952,574.818,-53.7233,303.15,40.5883,28.6331,280.445,1473.82,-60.9521,210.527,-415.238,2781.03,15549
242864,191489,166167,926.9,336.04,264.12,568.54,-0.62,292.48,142.08,19.84,1351.13,3596.86,2059,501.76,117.76,11136.6,30.816,914.03,172.153,243.592,-33.4483,-53.4982,291.329,111.075,34.4398,1122.37,2946.64,194.95,527.292,-606.754,75.8597,15553
239315,166973,168858,877.3,230.02,212.04,654.72,16.74,305.92,104.32,26.24,1351.84,3349.78,2162.66,548.48,219.52,12748.2,30.827,863.398,82.553,189.953,164.96,-55.0444,301.074,24.1553,39.8054,1141.7,2699.33,519.455,523.323,-483.095,2554.54,15554
141312,122033,112372,569.78,115.94,95.48,131.44,75.64,316.16,120.32,17.92,861.23,2132.13,1064.29,827.52,310.4,32744.3,30.841,562.725,1.75876,93.4175,-92.2594,69.0632,317.382,34.3855,9.39955,728.581,1716,72.5051,319.124,-327.115,26267.7,15560
198178,158244,144787,300.7,64.48,8.68,197.78,102.92,472.32,-96.64,101.76,1204.16,3189.32,1647.91,790.4,169.6,25023.4,30.85,288.21,15.1603,-5.57656,195.993,75.7953,467.336,-302.045,132.211,1002.61,2673.54,336.208,538.435,-294.983,15059.9,15566
151540,110184,238806,1001.3,304.42,168.64,634.26,119.66,95.36,-87.04,19.84,1060.03,2715.04,1723.17,32.64,65.28,3089.92,30.853,989.029,164.539,136.113,266.209,44.8834,88.9459,-94.9151,49.2397,887.539,2192.16,389.548,160.941,-348.762,-5182.42,15570
202266,159172,159101,618.14,234.36,169.88,497.86,68.82,296.96,110.72,33.92,3603.96,8135.89,2879.76,1769.6,703.36,84496.6,30.864,595.811,61.2864,154.194,185.096,6.17404,291.834,85.9794,55.5776,3108.57,6519.99,-574.467,611.044,-767.001,60175.2,15576
218765,172599,215118,468.1,205.22,505.3,1375.78,169.88,386.56,284.16,-49.28,1118.25,3067.2,2076.04,1105.28,639.36,38809.6,30.882,451.532,1.90194,491.189,223.057,15.7102,380.04,267.752,-50.4784,920.002,2542.91,96.219,564.845,-1006.27,29353.3,15586
209406,167924,137757,585.9,-41.54,106.02,378.82,66.34,247.04,163.84,117.12,1095.53,3097.02,1450.53,1651.84,508.8,60074.9,30.91,576.895,-186.975,109.741,150.129,18.3679,241.551,133.51,121.996,895.009,2586.64,55.7024,675.321,-633.918,50376.6,15595
224385,168397,197660,399.9,164.3,182.9,406.1,208.94,411.52,131.2,88.32,1172.21,2945.08,1457.63,1424,312.96,57800.3,30.92,387.996,24.3764,175.883,7.78167,169.358,409.083,88.1209,97.677,987.586,2406.44,3.1297,503.687,-869.137,48775.1,15600
237139,168809,132572,402.38,110.36,93,137.02,66.34,343.04,156.8,-8.96,1025.24,2673.86,1287.94,1141.76,430.08,33989.8,30.931,394.15,14.9804,90.5397,-80.2041,58.3657,344.477,40.7872,-24.1907,857.172,2203.74,59.5836,641.634,-283.815,25733.9,15606
184912,143968,149215,306.28,262.26,17.98,17.98,55.18,120.32,86.4,3.2,876.14,2078.88,1016.72,884.48,108.8,40219.5,30.965,299.24,192.039,-0.621448,0.980226,58.9887,119.87,110.978,6.10047,747.641,1673.27,142.586,225.595,-444.106,33957.2,15625
206611,160689,193756,327.36,84.32,70.68,450.12,104.16,305.92,24.32,60.8,996.13,3014.66,1490.29,1475.2,824.32,81470.1,31.001,315.865,-39.7031,57.0816,319.24,41.7238,298.496,-77.7014,71.3827,798.074,2591.76,148.849,69.2207,-387.3,71981.3,15639
191087,136188,208031,980.84,452.6,165.54,554.9,141.36,320.64,188.16,58.24,1128.19,3253.93,2270.58,937.6,364.16,27623.7,31.038,965.674,293.345,124.252,182.957,82.959,315.468,86.8926,40.621,916.432,2705.28,670.096,601.902,-438.132,17462.9,15650
161684,130485,145428,471.82,264.12,133.3,304.42,-35.34,165.76,35.2,-2.56,1193.51,3189.32,1636.55,1370.24,636.16,58302.1,31.082,462.165,132.926,118.131,9.44584,-64.1398,164.729,19.2963,19.9922,991.056,2649.11,123.043,424.445,-382.206,48450.4,15673
225907,173852,224921,853.74,280.86,239.94,272.8,48.98,543.36,119.68,64.64,1599.63,4210.3,2465.12,1005.44,286.08,30195.2,31.093,840.42,109.036,234.257,-312.264,43.2406,547.476,-10.5155,79.8401,1335.01,3463.72,377.331,703.455,-618.839,17205.4,15678
212701,160086,187054,380.68,195.3,276.52,435.24,38.44,590.08,267.52,37.12,1493.13,3594.73,1968.12,859.52,386.56,25746.6,31.105,367.408,68.6571,274.572,-221.387,7.23026,592.783,100.965,22.3992,1271.8,2912.88,107.577,593.021,-553.507,14844,15684
187809,145721,112022,634.26,337.28,139.5,418.5,95.48,278.4,67.2,37.12,1361.07,3302.92,1754.41,1175.68,417.92,36272.6,31.134,620.899,210.742,111.443,122.771,50.522,274.841,-13.9272,45.6506,1155.78,2666.66,213.108,678.389,-423.476,26203.5,15700
184822,152909,164999,600.78,178.56,132.06,430.28,-56.42,294.4,82.56,0,1139.55,3270.97,1916.29,1256.32,506.88,40922.9,31.135,589.543,51.5269,116.374,131.419,-104.183,290.945,-8.68283,18.8743,928.12,2751.04,372.33,668.932,-397.697,30665.6,15701
157983,132840,127381,313.1,203.36,81.84,233.74,13.02,167.04,-51.2,3.2,925.84,2445.95,1444.14,1063.68,333.44,37749.1,31.158,304.514,120.745,66.2628,52.0693,-9.11693,165.349,-78.0641,36.1493,771.298,2033.27,312.378,493.667,-367.298,30153.7,15715
141074,108856,144851,1111.66,197.78,187.86,373.24,104.16,184.32,174.72,58.24,1019.56,2962.12,1446.27,709.12,257.28,24425,31.164,1103.11,12.6703,180.501,-53.369,69.3768,183.555,172.455,47.4589,826.928,2443.67,-39.8934,413.901,-478.549,15223.7,15716
210725,159576,194711,1073.22,219.48,341,398.66,26.04,319.36,193.92,42.24,1476.8,3687.74,1936.88,728.32,342.4,14458.9,31.209,1063.78,9.65076,348.702,-426.202,7.82178,325.46,166.564,42.5233,1247.71,2956.44,-53.663,680.113,-539.935,3250.73,15738
168907,135228,236943,664.02,342.86,504.68,1270.38,197.16,591.36,231.68,-7.04,1500.23,3838.97,1926.23,2331.52,881.28,84553,31.292,644.736,74.5334,486.376,165.187,56.9283,585.456,177.34,19.9818,1257.42,3130.55,-362.441,957.216,-1352.19,72766.7,15776
187888,137529,202410,495.38,335.42,204.6,453.22,153.14,471.68,241.92,17.28,1084.17,2580.14,1492.42,847.36,396.16,21955.2,31.293,482.347,219.31,181.409,-8.84196,110.799,471.063,78.5528,-14.691,924.886,2065.97,142.857,580.113,-379.279,14146.3,15777
140671,107065,168273,1100.5,238.7,107.88,313.1,55.18,78.72,60.8,-73.6,516.88,2197.45,1167.24,355.2,-0.64,11445.8,31.303,1094.08,89.4865,88.9142,89.6364,21.8574,77.1984,91.0674,-66.0051,364.017,1919.45,59.6896,279.763,-402.942,4327.12,15786
186441,133145,180889,397.42,8.06,34.1,339.14,13.02,109.44,275.2,-63.36,764.67,2214.49,1191.38,1137.92,124.16,47006.1,31.321,390.104,-85.0143,25.3005,291.217,-34.128,103.575,330.708,-77.1503,618.792,1854.05,260.641,352.864,-695.108,40143.9,15801
198950,161081,204146,584.04,141.98,122.76,422.22,45.88,284.16,122.24,-11.52,971.99,2555.29,1149.49,622.72,106.88,13665.3,31.33,573.989,43.3746,107.362,175.412,-5.89778,280.243,44.398,-9.24277,809.289,2095.19,-59.8475,530.267,-436.306,5790.31,15804
213713,157413,217162,466.86,207.7,138.26,347.82,139.5,495.36,120.32,69.76,1003.23,3251.09,1461.18,1117.44,485.76,43112.3,31.347,454.721,90.2145,123.683,60.2285,101.49,492.991,-55.6895,63.1038,788.556,2815.26,-126.305,494.934,-410.743,32734.6,15812
164506,117776,191695,1088.1,433.38,256.06,681.38,225.68,296.96,306.56,13.44,828.57,2355.07,1388.05,567.04,472.96,19648,31.366,1075.44,243.512,222.783,114.957,152.137,293.71,215.373,-40.4159,674.746,1913.81,41.1383,310.699,-340.124,12414.7,15817
215700,164616,190062,779.96,284.58,89.9,336.66,47.12,188.8,83.84,-5.76,916.61,3030.99,1259.54,1141.12,332.16,50184.3,31.424,770.094,139.487,65.64,187.494,5.03055,184.55,73.0608,6.42022,714.152,2603.75,-156.191,355.551,-530.658,40558.5,15844
155976,125953,187569,543.74,226.92,283.96,179.8,99.2,130.56,72.96,71.68,1032.34,2912.42,1637.26,1457.92,752.64,63247.4,31.48,538.32,36.7931,297.481,-525.352,109.798,138.332,146.286,83.6033,847.284,2427.82,-8.64509,397.088,-528.206,54198.9,15880
177242,143676,164424,603.26,215.14,335.42,820.88,179.18,492.16,344.96,215.68,1231.85,3395.93,2288.33,1294.08,544,38505.6,31.493,587.676,37.6986,323.39,33.5568,94.6128,486.826,232.449,190.11,1013.3,2814.85,409.101,767.26,-786.298,27920.3,15892
214882,161235,206317,784.92,146.94,51.46,557.38,94.24,524.8,388.48,116.48,1596.79,4051.26,1731.69,2178.56,704,80209.9,31.51,767.891,-18.152,24.7263,513.381,10.805,512.769,202.591,80.1369,1339.16,3300.41,62.4231,847.107,-685.295,67775.8,15903
173249,125348,172783,584.66,384.4,342.24,660.3,76.88,144,175.36,-32,1171.5,3453.44,1884.34,1190.4,561.28,48908.2,31.512,573.368,198.966,326.724,-118.913,17.4546,144.73,252.577,-24.5095,947.129,2910.68,-80.4081,454.147,-737.092,38143.8,15904
162547,133969,136745,571.02,197.16,220.72,711.76,9.3,257.92,195.84,29.44,869.75,2400.51,1620.22,390.4,167.68,8712.96,31.538,559.392,82.9836,199.615,215.522,-73.1736,251.946,142.019,26.6686,714.209,1983.57,322.688,382.877,-498.527,1288.33,15915
207259,168628,185994,616.9,146.94,208.32,651,109.12,428.16,-62.08,70.4,1202.74,3505.98,1691.22,1224.96,394.88,35850.9,31.563,602.952,4.36296,193.822,209.694,31.1222,422.127,-188.37,116.848,975.609,2966.56,-61.3645,790.542,-626.74,24763.9,15924
228501,162120,192371,763.84,174.22,352.78,473.06,195.92,130.56,162.56,178.56,1270.9,3348.36,1323.44,1553.92,943.36,72320,31.595,756.189,-66.189,367.846,-351.946,160.529,133.319,233.763,171.958,1059.26,2734.42,-555.35,330.787,-613.416,62056.8,15938
236507,160504,171880,342.24,44.64,342.86,816.54,41.54,206.72,104.96,4.48,981.93,2805.21,1866.59,1203.2,424.96,47104,31.6,332.178,-118.381,348.037,12.4918,-42.8057,203.935,178.267,41.8847,800.38,2357.43,222.607,490.14,-946.095,38355.8,15940
148762,114282,186990,559.86,233.12,249.24,462.52,150.04,-17.28,106.24,-39.04,739.82,2286.2,1207,668.16,371.2,24965.8,31.637,553.43,91.1759,242.838,-113.224,108.996,-15.9094,204.326,-44.2414,589.798,1929.28,-126.797,320.361,-443.071,17815.9,15950
150972,124660,129514,329.84,58.9,135.16,122.76,13.02,106.24,58.24,0.64,871.17,2397.67,1382.37,960.64,354.56,40405.1,31.654,325.126,-48.0144,144.364,-219.458,14.1558,109.495,102.823,15.1369,718.834,2000.91,196.078,322.584,-428.571,32980.3,15962
154908,107885,248765,1158.16,432.14,267.84,708.66,265.36,21.12,14.72,-34.56,1398.7,3379.6,1880.08,188.8,75.52,5036.8,31.662,1144.52,248.327,234.36,115.36,191.174,17.9321,93.6508,-26.8689,1187.68,2682.08,134.487,310.899,-549.549,-5108.57,15966
181303,136304,196606,247.38,313.72,433.38,1229.46,19.22,327.04,48,22.4,1020.98,2557.42,1690.51,1384.32,723.2,57521.3,31.674,231.808,136.892,409.015,268.626,-121.626,318.869,39.6951,75.798,859.36,2093.93,20.5704,456.45,-938.77,49688.4,15973
242609,172468,179656,606.98,297.6,83.7,559.86,85.56,124.8,190.08,90.88,1430.65,3455.57,2050.48,315.52,172.16,8294.4,31.681,592.077,218.896,43.9112,394.024,11.9958,115.317,128.829,65.5135,1213.79,2789.84,551.163,355.68,-237.982,-2164.75,15975
