"FSC-A", "FSC-H", "SSC-A", "FL-A", "PE-A", "PerCP-A", "Cy55PerCP-A", "Cy7PE-A", "APC-A", "Alexa700-A", "Cy7APC-A", "PacB-A", "AmCy-A", "QDot605-A", "BUV395-A", "BUV737-A", "BUV496-A", "Time", "Comp-FL-A", "Comp-PE-A", "Comp-PerCP-A", "Comp-Cy55PerCP-A", "Comp-Cy7PE-A", "Comp-APC-A", "Comp-Alexa700-A", "Comp-Cy7APC-A", "Comp-PacB-A", "Comp-AmCy-A", "Comp-QDot605-A", "Comp-BUV395-A", "Comp-BUV737-A", "Comp-BUV496-A", "Event #"
217416,160033,135557,305.66,78.74,101.06,-71.3,17.36,515.84,45.44,0.64,933.65,2325.96,1202.74,1130.24,340.48,44078.1,158.858,299.105,-20.8698,111.289,-329.595,45.466,521.987,-98.6261,16.9744,790.993,1904.8,102.189,432.816,-417.291,36943.4,74962
158198,120828,192315,757.02,497.24,339.14,1480.56,182.28,327.04,202.88,-8.96,864.07,2814.44,1884.34,586.24,379.52,20161.3,158.934,735.995,334.357,273.551,794.015,-9.02905,309.847,113.507,-12.5712,672.717,2404.34,210.157,395.368,-741.109,11254.5,74991
176386,140576,208107,889.7,164.92,240.56,391.84,18.6,423.04,187.52,11.52,1589.69,3929.14,1967.41,1980.16,597.12,82352,158.955,878.141,-66.6838,244.389,-161.935,-10.4196,424.312,178.053,35.0743,1344.88,3166.2,51.5176,623.847,-979.435,70421.4,75001
173323,135421,148869,359.6,191.58,68.2,368.28,63.24,60.16,168.96,-94.72,756.86,2306.79,1058.61,1235.84,507.52,63296,158.964,351.578,81.4175,48.7501,255.27,14.4229,55.7223,213.573,-106.378,604.111,1964.73,2.60939,124.628,-469.752,56114.5,75006
238017,169997,155624,460.04,105.4,177.32,152.52,37.2,379.52,145.92,69.12,1105.47,2932.3,1388.05,1330.56,517.76,57518.7,158.989,452.427,-42.1391,186.967,-270.056,36.3814,382.941,87.5046,74.2715,920.719,2423.08,-72.6581,393.304,-561.548,48478.2,75019
162001,134936,186772,557.38,240.56,202.74,614.42,50.22,389.76,192.64,0,1324.15,3429.3,2222.3,817.28,286.72,16716.8,159.01,542.721,126.322,179.681,146.081,-15.63,385.811,73.025,-5.37666,1107.21,2817.97,530.91,718.964,-492.805,6160.29,75028
142383,114460,162172,427.8,150.66,95.48,-52.08,43.4,90.24,70.4,37.76,492.03,1592.53,734.85,373.76,112,19203.2,159.017,425.454,63.3685,98.6343,-285.237,65.2901,94.8202,99.7273,35.6827,387.767,1356.39,-94.9691,96.9639,-258.335,14185.5,75033
178134,136685,192002,435.86,119.66,166.16,300.7,25.42,170.24,-20.48,72.32,616.28,2167.63,1258.83,780.8,143.36,35961.6,159.099,429.664,0.885347,165.35,-80.9911,0.67943,169.555,21.767,113.843,471.108,1889.85,86.539,245.823,-645.768,28989.4,75070
230214,140449,230821,473.68,227.54,79.98,347.82,55.18,35.84,278.4,-29.44,1155.17,2880.47,1401.54,1652.48,540.16,64629.1,159.104,464.237,100.636,60.1729,197.539,12.3737,31.3978,342.102,-53.4938,973.083,2333.62,131.806,538.932,-557.984,55887.6,75073
197972,165097,174642,667.74,192.2,124,119.66,114.7,237.44,209.92,195.84,1341.9,4076.11,2036.99,1745.92,672.64,50599,159.127,657.988,45.6346,121.349,-182.181,113.474,237.789,144.393,173.844,1076.58,3463.95,136.317,999.346,-352.914,37660.9,75084
134604,120184,127692,210.18,46.5,150.04,235.6,62.62,364.16,33.28,1.92,790.94,2363.59,1069.26,1004.16,237.44,28670.1,159.138,202.891,-37.9447,154.737,-103.603,44.0307,365.46,-47.6816,23.9081,638.47,2021.01,-144.359,624.276,-509.531,21168.5,75091
202402,150049,210650,553.04,259.16,179.18,902.72,97.34,295.68,277.76,56.32,1147.36,3315.7,2167.63,1419.52,298.88,45047.7,159.139,536.143,125.67,140.772,540.841,-18.8088,282.736,241.888,52.6477,929.339,2785.15,552.598,764.334,-890.107,34652,75093
145502,109500,118105,313.72,46.5,50.22,159.96,-16.74,-124.8,107.52,-37.76,149.1,595.69,510.49,-49.92,-23.04,726.4,159.157,312.771,1.10608,46.4056,36.6161,-33.7502,-125.649,195.337,-48.9741,107.128,507.279,190.433,-38.724,-141.078,-1132.05,75107
245285,184804,210093,518.94,294.5,145.08,465.62,106.02,612.48,106.88,73.6,1383.08,3583.37,1766.48,1971.84,568.32,77478.4,159.16,502.837,138.391,120.332,182.562,53.0219,607.161,-60.0833,96.6033,1156.68,2957.46,92.5262,708.589,-825.508,66393.4,75110
163549,131385,209824,410.44,133.3,57.66,466.24,159.34,177.28,152.32,-149.12,722.78,2198.16,1004.65,1070.72,119.68,46666.9,159.19,400.588,36.403,35.0428,397.857,94.3002,170.775,175.382,-152.798,576.725,1866.65,24.3701,308.377,-720.815,39807,75120
202229,141201,99983.1,967.82,301.94,191.58,868.62,176.08,60.16,142.72,246.4,1356.81,3298.66,1794.88,341.76,106.88,8827.52,159.216,952.134,155.811,152.15,480.281,62.1598,46.1553,153.312,241.972,1147.87,2631.84,221.422,379.32,-540.625,-1181.95,75128
199570,163944,149181,620,171.12,153.76,158.1,160.58,240.64,165.12,-38.4,1202.03,3137.49,1760.09,1408.64,456.96,44320,159.224,611.546,25.5927,154.136,-223.013,160.715,244.701,150.456,-52.6888,1004.9,2568.74,251.651,733.744,-497.18,34674.2,75131
203384,151984,207399,554.28,199.02,168.02,193.44,-1.86,369.92,265.6,193.28,1342.61,3588.34,1765.77,1813.12,507.52,67395.2,159.235,544.19,36.9577,167.347,-192.29,-9.77455,369.823,228.717,193.109,1114.83,2963.66,44.7477,720.16,-760.045,56265.7,75133
165725,111959,161414,944.88,458.8,314.34,512.74,288.3,52.48,206.72,204.8,1258.12,2947.92,1535.73,421.76,252.16,18636.2,159.254,933.891,268.115,294.32,-209.113,248.185,52.3016,294.705,176.864,1075.89,2310.81,-117.495,229.141,-567.916,9832.29,75139
191903,145524,137690,599.54,187.24,30.38,5.58,129.58,179.2,77.44,10.88,1033.05,2982,1428.52,1100.16,264.96,51180.8,159.279,591.857,70.1335,21.2607,-54.1745,136.774,179.798,79.6907,9.89545,840.46,2507.08,143.903,284.543,-460.417,41891.6,75147
164464,130025,207627,570.4,156.86,131.44,277.14,-34.72,208,-71.68,119.04,551.67,1812.63,639.71,690.56,181.76,22699.5,159.352,564.468,46.5813,123.82,9.69284,-65.3863,205.49,-112.865,163.866,431.621,1549.45,-323.177,389.363,-390.016,16863.9,75174
191238,145148,164418,420.36,132.68,100.44,510.88,85.56,335.36,166.4,33.92,864.07,2742.02,1216.94,1454.72,344.96,48156.8,159.355,408.791,24.0944,80.9532,339.952,15.9321,327.515,85.9163,37.3437,681.722,2355.18,-69.8614,704.242,-657.273,39407.2,75177
168253,131348,174467,422.22,143.84,163.06,93,-40.92,47.36,-97.92,74.24,974.83,2408.32,1183.57,1080.32,227.2,35518.7,159.36,417.86,25.8489,169.955,-296.614,-33.4192,50.851,-9.59356,131.893,826.456,1951.99,-42.515,558.556,-539.98,28121.3,75179
197049,148177,121360,902.72,230.64,125.24,123.38,21.08,123.52,171.52,-76.8,1124.64,2967.09,1920.55,318.08,106.24,5825.28,159.364,895.362,102.933,116.609,-205.734,25.8293,127.818,173.889,-95.6097,937.126,2413.07,523.148,375.812,-241.763,-3220.86,75182
181694,148905,125492,579.7,193.44,179.18,297.6,172.98,119.04,115.84,19.2,1042.99,2639.07,1491.71,460.8,0,10375.7,159.366,571.414,81.1436,172.283,-124.244,152.515,120.125,163.815,15.1031,877.531,2138.54,156.36,434.481,-542.855,2334.05,75184
145547,126760,102296,620.62,237.46,98.58,374.48,96.72,333.44,37.76,23.68,1151.62,2861.3,1552.77,667.52,280.96,16309.8,159.375,608.338,141.004,74.0822,166.369,53.1178,329.665,-106.674,26.1241,972.716,2324.54,253.936,537.494,-229.62,7547.78,75186
136539,111240,227401,1234.42,319.3,195.3,491.66,16.74,462.72,150.4,32.64,1193.51,5141.82,2449.5,357.12,111.36,11201.9,159.381,1219.94,144.307,170.561,81.5381,-36.1386,459.913,6.12707,37.0541,837.744,4616.42,-101.442,494.724,-488.414,-5644.68,75188
203876,149660,159096,491.04,267.84,528.86,1342.92,231.88,240,204.16,-23.04,1090.56,2661.79,2211.65,1224.96,773.12,52580.5,159.387,475.66,40.7113,515.569,106.08,89.774,235.136,272.828,-15.4763,923.205,2134.75,383.954,380.474,-1020.77,44573,75191
179902,134092,205314,928.14,265.98,154.38,611.32,-42.16,-39.04,-3.2,51.84,1374.56,3705.49,2132.13,350.08,-22.4,5116.16,159.392,915.943,137.449,124.806,281.408,-115.958,-46.742,72.0942,91.1415,1136.58,3052.03,401.289,498.804,-508.159,-6330.88,75195
173343,132219,151073,471.2,93,54.56,496.62,9.92,367.36,209.92,19.84,887.5,2548.9,1316.34,1190.4,311.68,51610.2,159.408,459.436,-12.5626,33.4336,422.695,-61.1301,358.172,109.405,16.8893,720.292,2142.23,213.806,348.23,-605.961,43657.7,75202
215538,158256,192989,512.12,223.2,113.46,173.6,44.64,328.96,64,108.16,1158.72,3119.03,1601.76,1585.92,572.8,64752.6,159.454,502.268,83.3056,104.687,-82.4314,34.4687,328.44,-4.48499,125.587,960.838,2590.22,147.285,520.171,-509.738,55060.4,75225
166821,107825,245492,711.76,318.06,76.26,422.22,107.26,342.4,201.6,95.36,634.03,2228.69,1309.95,696.32,236.16,25874.6,159.457,700.017,208.753,40.7839,289.391,52.7366,335.205,69.6679,71.3165,482.451,1923.18,246.536,332.844,-348.905,18722.5,75230
177578,137848,202742,708.66,196.54,91.14,349.68,86.8,298.88,384,30.72,1072.1,3077.85,1699.03,1706.88,439.04,64979.8,159.464,697.559,40.4819,74.1296,163.617,46.9037,294.311,355.833,-5.5977,871.231,2561.11,310.97,612.976,-727.843,55407,75234
233535,154036,190590,626.82,269.7,155,301.94,84.32,437.76,196.48,53.76,1491,3994.46,1784.94,1637.12,713.6,77480.3,159.464,613.869,97.0168,142.539,-29.6567,57.0738,436.914,96.6858,46.0791,1237,3315.16,-82.4356,363.828,-588.457,65173.1,75235
196299,151689,156008,573.5,233.12,83.08,440.2,179.18,259.84,309.12,63.36,1285.1,3615.32,1815.47,1398.4,328.96,41911.7,159.472,559.735,120.062,55.8917,291.351,122.35,252.674,250.996,26.449,1050.62,3023.35,209.267,799.116,-585.136,30630,75239
159424,121972,250262,1284.64,571.02,536.3,980.22,350.92,328.96,-53.76,-37.76,1087.72,3373.92,2325.96,944,457.6,25620.5,159.475,1269.56,285.416,513.094,-269.783,269.867,332.289,-24.4047,2.25202,867.617,2822.66,91.549,705.275,-927.66,14998.5,75241
197816,158261,126243,574.12,132.68,115.32,368.9,177.94,347.52,341.76,175.36,1262.38,2987.68,1347.58,743.68,144.64,20891.5,159.48,562.149,27.8757,102.27,129.67,133.428,342.1,243.565,128.415,1076.39,2383.97,6.08324,514.805,-504.298,11863.1,75243
197199,152092,153819,654.72,219.48,186.62,389.36,81.84,220.16,53.76,-39.04,772.48,2915.26,1258.83,537.6,504.32,25018.9,159.486,646.437,86.7609,176.079,-23.2277,42.0451,220.642,-19.4273,-42.7537,575.077,2571.61,-284.216,233.219,-169.378,15625.1,75245
213464,153953,167987,634.88,107.88,56.42,615.66,156.86,155.52,18.56,3.84,1128.9,3209.2,1493.13,1054.08,389.76,55242.9,159.526,621.864,-17.7402,30.3168,550.305,66.107,144.106,-3.16866,18.5406,919.115,2697.45,124.9,183.137,-542.837,45267.6,75264
194471,152755,100517,1006.26,327.36,97.34,394.94,-69.44,332.8,52.48,181.12,1453.37,3442.79,1707.55,563.84,375.68,10288.6,159.535,992.523,199.694,64.7688,199.315,-118.999,326.291,-140.179,189.469,1240.16,2741.54,194.1,572.74,-43.1298,-172.698,75267
181559,149249,237333,987.04,280.24,275.28,774.38,-84.32,582.4,176.64,70.4,1639.39,4272.78,2677.41,1596.16,515.2,48302.1,159.587,969.397,72.8225,253.009,147.162,-166.84,576.789,21.6419,103.253,1368.67,3494.42,549.878,946.859,-826.897,35109.9,75284
219743,153393,178735,370.76,148.8,187.24,691.92,24.8,448.64,193.28,106.24,1062.16,3076.43,1828.25,1434.88,497.92,60238.1,159.59,356.633,14.1172,169.353,291.192,-59.6994,440.171,91.0315,118.656,861.349,2603.54,294.914,470.75,-777.833,50580.1,75286
216855,163887,105322,317.44,53.94,40.92,311.86,-75.02,177.92,215.04,-19.84,847.03,2309.63,1219.78,516.48,304,15069.4,159.601,309.503,2.81905,28.1488,229.808,-118.526,173.409,121.787,-44.5404,698.229,1926.04,228.397,349.128,-89.7567,7930.63,75290
179057,140072,172686,459.42,213.9,92.38,567.92,254.82,414.72,65.92,137.6,1081.33,2955.02,1549.93,1064.96,616.32,24977.9,159.604,444.112,128.989,60.5679,391.281,176.883,405.489,-177.764,115.926,891.584,2472.63,204.833,768.07,-92.2424,15689.9,75293
181844,149877,149406,581.56,162.44,120.28,459.42,111.6,408.32,222.08,23.04,881.11,2851.36,1272.32,1334.4,572.16,40382.1,159.607,570.085,38.678,102.935,221.753,52.5688,403.38,57.6071,-2.62562,691.619,2447.84,-98.6717,723.469,-349.594,31280.1,75296
197450,161133,159548,262.26,106.64,120.9,277.76,-4.34,360.32,-37.12,-5.76,1268.06,3084.95,1403.67,1373.44,400,27914.2,159.622,251.934,28.7651,114.994,14.2897,-32.6395,359.624,-169.052,30.4816,1078.13,2521.16,-23.4065,1048.39,-360.631,18389.7,75305
140496,110984,213277,467.48,109.74,127.72,257.3,-81.84,-33.28,-142.08,-69.76,570.84,1805.53,1417.87,616.32,261.12,25575.7,159.627,463.492,7.76603,125.289,-66.8779,-100.541,-32.2187,-64.7777,-15.3298,452.69,1540.58,470.264,245.92,-308.474,19865.3,75307
188947,154641,161570,484.22,151.9,130.2,220.1,59.52,405.76,-30.08,117.76,1244.63,2759.77,1083.46,811.52,412.16,26349.4,159.636,474.207,48.2113,124.627,-65.7541,39.4409,405.305,-195.146,136.969,1078.79,2183.65,-197.777,481.763,-213.782,18042.9,75313
196660,157385,176457,533.2,130.82,168.64,413.54,136.4,193.28,212.48,62.08,883.24,2859.17,1518.69,1176.96,385.92,40698.2,159.65,524.242,-3.29399,162.704,32.6126,93.2457,190.721,213.993,47.2161,693.378,2450.58,71.7367,563.362,-580.56,31612.2,75317
147766,129854,124838,534.44,185.38,93,-60.14,9.92,245.76,196.48,83.2,782.42,2363.59,1353.26,341.76,6.4,7527.68,159.652,529.066,101.45,91.4483,-301.502,35.8337,250.075,150.086,63.7213,629.289,1993.3,208.698,342.247,-280.613,106.018,75319
190304,143089,188342,724.78,259.78,267.22,300.7,143.84,65.28,-27.52,125.44,899.57,2722.85,1231.14,1072.64,408.96,40375,159.667,718.619,79.101,269.096,-318.082,129.195,68.3484,64.6322,156.915,723.028,2289.17,-319.035,470.274,-594.745,31788.9,75335
182201,143256,131089,476.78,201.5,140.74,190.96,10.54,206.72,-46.08,-10.24,771.77,2477.9,1082.75,1365.76,317.44,53356.8,159.675,470.274,68.3493,136.143,-108.834,-1.15251,207.954,-20.9618,37.5268,609.176,2128.66,-184.932,505.804,-650.642,45456.3,75339
232619,178527,218732,524.52,197.78,78.12,322.4,27.9,217.6,-3.84,52.48,1209.13,3022.47,1879.37,944.64,411.52,29677.4,159.684,513.265,103.194,58.0403,138.416,-7.70179,213.737,-94.6133,68.9497,1020.05,2468.75,545.099,557.555,-224.532,20393.9,75345
205593,152164,221276,502.82,92.38,139.5,323.02,22.32,387.2,268.8,96.64,1193.51,2820.83,1178.6,1321.6,517.76,61593,159.689,493.049,-52.4379,138.258,23.2573,-12.913,384.593,189.751,81.4459,1018.65,2256.28,-129.004,282.319,-590.459,53109,75348
137352,115915,158868,296.98,182.28,145.7,225.68,-24.18,329.6,59.52,1.28,648.94,1968.12,772.48,819.84,376.96,29434.2,159.724,290.279,91.4604,139.701,-89.7689,-43.0564,330.85,-40.8528,13.689,521.399,1679.58,-283.67,380.034,-293.068,23209,75363
138845,107761,134610,854.36,305.66,167.4,305.66,31.62,142.72,96.64,32.64,744.08,2374.95,1554.9,124.16,-75.52,3721.6,159.746,846.437,177.141,149.05,-83.9369,9.79632,142.827,119.044,40.1453,587.033,2002.33,298.347,214.114,-455.25,-3745.53,75376
234665,168400,178616,298.22,29.14,127.1,551.18,1.24,519.04,250.24,31.36,1560.58,3645.85,1533.6,1885.44,849.92,82489.6,159.755,283.925,-107.084,120.007,301.178,-72.8493,512.013,81.1791,23.5495,1335.14,2944.03,-68.4094,490.664,-588.708,71489.5,75379
228850,157409,187677,1036.64,219.48,223.82,279,100.44,60.8,-77.44,-38.4,1575.49,3741.7,1950.37,269.44,-11.52,5219.2,159.776,1027.69,53.6209,221.829,-260.028,89.2876,65.0608,4.77348,-0.838399,1345.84,2977.8,127.731,419.916,-507.668,-6030.7,75389
191100,160435,129365,504.68,205.84,172.36,455.7,67.58,498.56,237.44,30.72,1108.31,2793.14,1615.25,642.56,232.32,13801,159.804,491.899,104.703,155.077,66.2472,20.1908,496.237,61.0495,9.46025,932.962,2275.55,232.484,557.882,-409.619,5250.54,75405
210468,169412,170214,509.64,205.22,166.16,603.88,55.8,321.92,147.84,76.16,1031.63,2602.15,1449.82,670.08,363.52,17665.9,159.859,497.068,102.685,142.847,246.351,-18.4171,315.374,19.1427,68.7941,867.161,2119.48,162.552,492.824,-319.105,9682.27,75426
163924,135152,110023,336.66,145.08,74.4,277.14,17.98,146.56,65.92,-5.12,756.86,1853.81,606.34,469.12,191.36,11340.8,159.903,329.621,86.2287,59.6973,145.537,-19.0346,143.552,7.08689,-5.9393,640.933,1501.87,-248.243,363.576,-168.891,5691.02,75440
185363,150896,154903,585.9,151.28,159.96,117.18,122.76,66.56,142.72,74.24,997.55,2416.84,1878.66,650.88,40.32,11648,159.915,579.813,38.5558,162.512,-314.551,133.805,70.466,215.869,67.5038,848.494,1925.83,669.016,576.853,-493.927,4316.61,75446
185833,147027,172974,477.4,110.98,268.46,566.06,66.96,508.8,92.8,103.68,1521.53,3464.09,2509.85,863.36,413.44,21666.6,159.928,463.189,-20.3316,266.525,-107.918,18.7584,508.181,-61.9537,119.085,1311.33,2761.32,752.295,681.316,-514.835,11212.8,75449
157378,126445,125767,426.56,231.88,150.66,220.72,117.18,129.28,-74.24,131.84,763.96,1942.56,1025.24,791.68,274.56,31174.4,159.964,419.741,122.916,142.061,-123.236,102.825,129.133,-62.9696,162.361,642.682,1583.27,-0.29328,321.426,-405.602,25179,75465
211356,158845,137151,512.74,78.12,83.7,407.34,52.7,516.48,137.6,76.8,1271.61,3187.19,1866.59,937.6,277.12,28230.4,159.981,499.054,-16.1291,68.9222,222.587,2.61592,510.726,-63.5898,76.3259,1071.54,2606.58,478.62,602.581,-422.212,18435.5,75472
180720,144855,209952,362.08,155,102.3,159.96,24.18,304,1.28,88.32,1077.78,2587.95,1520.11,1084.8,429.44,44337.3,159.998,353.268,53.1636,96.8056,-89.8733,16.1135,304.01,-79.8894,110.637,918.594,2097.56,326.799,388.691,-359.986,36446.8,75482
150937,124833,114631,202.12,126.48,53.32,105.4,57.04,176,288,33.28,562.32,1657.14,686.57,823.04,213.76,34282.2,160.004,196.823,60.9489,46.4253,3.01703,47.1806,175.089,273.589,-4.02661,453.826,1397.52,-84.0506,240.97,-379.435,29123,75487
196449,144736,230233,440.82,212.66,91.14,580.32,14.88,-8.96,106.88,103.68,1137.42,3234.76,1503.78,860.16,273.92,36828.8,160.018,429.162,119.749,61.3605,432.064,-67.0164,-19.8426,154.135,114.51,926.049,2724,44.3171,342.045,-490.409,26735.8,75502
206550,145937,156091,482.98,93,58.28,158.1,27.28,272,79.36,37.12,967.02,2514.11,1275.16,1266.56,328.32,53530.2,160.021,475.03,-21.4689,53.5461,35.2193,12.2433,270.205,39.7285,51.9272,808.062,2064.71,179.881,383.989,-530.398,45793.1,75504
212267,174619,216078,719.82,346.58,236.22,941.78,118.42,607.36,261.12,-5.76,1876.53,4623.52,2666.76,2677.76,819.2,81260.8,160.068,697.674,147.104,197.533,450.807,4.09672,597.099,93.8499,2.55708,1586.56,3751.88,474.085,1397.02,-1009,67074.9,75522
211688,153249,146988,379.44,119.66,31,172.98,-63.86,171.52,19.2,163.84,871.88,2288.33,898.15,1308.16,426.24,53079,160.078,372.235,25.5673,20.5945,138.964,-89.3238,166.128,-21.8129,192.018,726.351,1890.09,-73.2487,416.256,-372.015,45957.9,75529
186401,141580,201974,670.84,373.86,354.02,680.14,184.76,229.12,171.52,-39.04,1039.44,2900.35,1684.12,1418.88,912.64,55772.8,160.146,659.634,166.622,340.748,-142.973,123.777,230.897,162.725,-53.0079,853.549,2401.52,-49.2419,498.408,-501.396,46810.3,75550
211450,154317,247749,409.2,36.58,186.62,427.8,172.98,490.24,96,7.68,1366.75,4031.38,1535.02,1863.04,395.52,79625.6,160.152,396.866,-126.771,191.221,47.4148,126.109,487.967,56.7847,38.9754,1105.15,3434.11,-401.357,600.486,-1087.61,66953,75552
149090,129064,146262,437.1,261.02,290.16,967.82,219.48,277.12,272,-80,1233.98,3259.61,1711.81,968.32,455.68,28502.4,160.164,421.294,126.258,262.094,345.478,102.54,270.002,227.843,-107.261,1025.12,2691.63,-35.0319,620.823,-659.147,18495.4,75560
210917,168795,215253,1032.3,595.82,510.26,1055.24,263.5,521.6,138.24,-12.8,2285.49,6135.82,2962.12,1279.36,743.04,39995.5,160.206,1009.48,338.685,478.263,-86.4868,161.226,521.46,36.9261,-3.68537,1895.99,5086.82,-339.065,907.784,-831.693,21050.9,75573
195734,139380,185449,434,279.62,190.34,473.06,4.34,462.08,167.04,64,1055.06,2778.23,1323.44,1259.52,351.36,49674.9,160.235,421.678,147.238,171.112,78.0809,-46.409,458.599,68.4511,78.9485,878.551,2292.88,-98.4517,482.783,-722.58,41093.8,75583
132259,117893,86930.2,415.4,159.34,21.7,177.94,148.18,188.8,97.92,85.12,687.28,1946.11,696.51,452.48,28.16,12561.3,160.262,407.572,103.302,3.13431,172.521,121.686,184.342,31.1572,70.1964,560.974,1627.39,-138.815,334.896,-263.703,6471.48,75590
168187,135822,161150,313.1,103.54,121.52,53.32,23.56,78.08,-10.24,104.96,830.7,2287.62,1010.33,1054.72,311.04,42435.8,160.276,308.951,-0.0946115,128.707,-233,30.5897,80.3124,45.8712,133.925,685.512,1910.3,-121.114,377.859,-455.563,35298.1,75593
165097,121408,222802,972.78,404.86,267.22,796.08,84.32,333.44,190.72,254.72,1282.26,3625.26,2352.94,1116.16,559.36,33248.6,160.282,956.344,216.154,232.673,192.397,-4.58201,324.82,87.1339,252.842,1047.05,3006.95,463.433,699.103,-531.07,21898.6,75599
200553,154463,132150,480.5,178.56,101.68,37.82,34.72,289.92,147.84,-31.36,939.33,2560.97,1009.62,944.64,468.48,43171.2,160.286,474.119,63.4044,100.399,-192.045,42.0265,293.856,73.7115,-46.5812,776.854,2126.93,-203.367,247.209,-251.291,35285.9,75602
232659,180920,211556,763.84,303.8,163.06,545.6,142.6,496,412.16,-32.64,1202.03,3935.53,1903.51,714.88,162.56,16922.9,160.322,748.428,178.219,132.699,218.448,78.2237,491.594,253.815,-87.4555,939.614,3385.04,-3.45188,634.46,-548.788,4449.04,75618
179644,134277,184879,692.54,224.44,126.48,573.5,99.82,80,-67.84,4.48,954.95,3234.05,2036.99,1235.2,276.48,50866.6,160.351,680.823,80.2021,100.854,310.367,30.4598,72.5162,-5.09434,53.0245,737.861,2803.69,487.965,474.718,-732.001,40511.5,75627
233437,174238,175663,392.46,215.76,168.64,443.92,-5.58,483.84,164.48,-36.48,986.9,3202.1,1839.61,346.24,197.76,15726.7,160.39,380.07,128.935,150.486,65.3648,-51.1595,482.398,2.30348,-40.7052,775.214,2778.81,225.256,260.331,-383.795,5574.93,75641
218193,171524,200130,564.82,147.56,365.8,1437.78,194.68,347.52,257.28,-0.64,1500.94,4233.02,2330.93,1176.32,405.12,30649,160.438,544.14,-18.1042,335.301,662.161,10.6801,332.283,210.967,2.54233,1224.67,3551.24,89.8541,878.384,-1022.83,17444.5,75663
232165,166234,120959,651.62,237.46,234.36,269.7,107.88,274.56,233.6,179.84,1677.73,3985.23,2193.9,807.68,329.6,25861.8,160.441,640.14,90.3709,232.723,-306.251,98.8761,276.913,205.185,160.982,1432.61,3195.95,245.687,543.89,-498.584,13817.8,75667
186734,154746,149566,423.46,186,77.5,71.92,11.78,197.76,53.76,-85.76,952.11,2306.79,1494.55,960.64,243.2,25242.2,160.441,416.48,101.768,69.2517,-128.953,17.6605,200.916,18.2645,-77.3438,810.261,1860.66,441.407,614.433,-302.155,18222.9,75668
233514,175866,132275,287.68,155,68.2,384.4,169.88,165.76,-1.92,-49.28,1022.4,2700.84,1875.82,1140.48,290.56,34378.9,160.446,276.426,82.0205,47.3627,227.236,125.601,161.377,-30.6076,-36.2462,850.873,2247.69,675.565,654.355,-445.443,25996.3,75673
221828,157841,217525,503.44,303.18,346.58,1013.7,185.38,192.64,26.88,-22.4,1077.07,2695.16,1382.37,1390.72,466.56,50478.7,160.452,489.357,124.112,322.101,273.516,67.1031,185.457,85.1762,18.2214,906.723,2185.85,-208.438,607.029,-972.743,42240.8,75676
174341,139524,209714,572.26,130.2,123.38,250.48,26.04,407.68,104.32,96,882.53,2347.97,1439.88,1136.64,184.96,40586.9,160.484,563.141,3.06997,117.863,-33.7835,6.05309,406.125,26.0137,116.201,733.498,1926.32,308.115,514.919,-662.979,33300.9,75688
178018,141993,149695,418.5,174.22,168.02,438.96,58.9,271.36,-44.8,236.8,903.12,2541.09,1018.14,1326.08,384.64,50648.3,160.584,408.663,45.166,157.499,98.2453,6.7642,265.194,-81.8611,285.064,739.341,2131.77,-278.412,528.555,-658.125,42618.4,75736
191842,143667,165938,515.84,269.08,129.58,385.02,-3.72,268.16,208.64,41.6,1096.24,2994.78,1556.32,1940.48,729.6,72355.8,160.595,504.94,119.343,110.541,114.029,-46.3361,264.406,160.954,39.9656,904.068,2484.75,133.568,701.738,-558.305,63044.3,75745
154569,124032,138849,460.04,144.46,205.84,481.74,100.44,447.36,160.64,112.64,1144.52,3275.23,2069.65,777.6,196.48,19175,160.612,447.318,33.6742,196.944,-5.75261,54.5414,444.875,42.0796,114.151,933.36,2759.36,410.545,636.971,-589.352,8892.82,75755
181579,135524,194483,806,354.02,136.4,406.72,-27.28,165.12,75.52,60.16,922.29,2550.32,1750.15,782.72,188.8,25662.7,160.625,795.515,219.946,106.949,102.99,-68.1664,161.195,65.5564,80.1447,757.877,2097.12,493.989,449.302,-472.682,17746.6,75760
202555,155264,174417,387.5,221.96,60.14,56.42,17.98,437.76,129.92,49.92,879.69,2947.92,1244.63,955.52,125.44,34481.9,160.649,378.304,140.228,46.8141,-47.7699,17.7888,437.807,7.54384,54.2266,684.326,2568.8,-120.064,488.458,-485.035,25027.8,75776
159876,115929,149175,967.82,204.6,177.32,218.24,-59.52,36.48,120.32,37.76,1110.44,3337.71,1642.94,794.88,206.08,28628.5,160.699,961.589,34.2449,175.736,-196.006,-70.0838,38.3901,208.533,53.9807,892.897,2795.54,-9.35226,442.463,-517.365,18189.9,75796
151392,128476,113983,501.58,224.44,179.8,692.54,158.1,295.68,118.4,99.84,1263.8,3208.49,1984.45,807.04,240,15110.4,160.701,486.402,123.347,151.809,298.316,74.6304,287.53,24.9686,99.9751,1060.93,2626.63,428.59,732.755,-507.126,5219.01,75797
226653,176716,209551,1037.26,401.14,389.98,698.12,26.04,471.04,312.32,53.76,2090.24,5312.22,3192.16,1382.4,599.68,24201.6,160.713,1019.47,182.797,374.374,-237.46,-28.5248,473.002,201.027,42.547,1757.7,4321.59,448.562,1244.82,-645.678,7907.32,75801
