,158VV48LH,,,158VV48LL,,,,,,,
Time (Seconds),3G8,SKOV-3,221,3G8,SKOV-3,221,,,,,
176.511,1.983746,1.13388,4.017676,1.536262,1.072304,3.512267,,,,,
177.011,1.983585,1.133859,4.016889,1.535871,1.072376,3.511991,,,,,
177.511,1.983421,1.13386,4.016431,1.535482,1.072515,3.511175,,,,,
178.011,1.982912,1.133661,4.014617,1.535181,1.072382,3.510222,,,,,
178.511,1.982494,1.133577,4.013592,1.534871,1.071959,3.510019,,,,,
179.011,1.982266,1.133778,4.014018,1.534767,1.072231,3.510008,,,,,
179.511,1.981461,1.133525,4.014069,1.534438,1.072667,3.510019,,,,,
180.011,1.981329,1.133493,4.011877,1.534372,1.072663,3.509997,,,,,
180.511,1.980845,1.133612,4.012922,1.53391,1.072623,3.509935,,,,,
181.011,1.980482,1.13369,4.012196,1.533756,1.073017,3.50944,,,,,
181.511,1.98023,1.133539,4.010924,1.533474,1.073046,3.509811,,,,,
182.011,1.979333,1.133441,4.0108,1.533114,1.073339,3.509577,,,,,
182.511,1.979042,1.133333,4.009719,1.533212,1.072877,3.509028,,,,,
183.011,1.978605,1.133161,4.008759,1.533144,1.072478,3.50865,,,,,
183.511,1.978432,1.132913,4.008759,1.53278,1.072503,3.508818,,,,,
184.011,1.978046,1.132954,4.008522,1.532524,1.072061,3.508503,,,,,
184.511,1.977468,1.13292,4.006447,1.532394,1.072946,3.508057,,,,,
185.011,1.977324,1.132984,4.006378,1.532164,1.072774,3.507541,,,,,
185.511,1.976467,1.132965,4.005067,1.532009,1.072721,3.508349,,,,,
186.011,1.975921,1.132719,4.00391,1.531846,1.073542,3.508429,,,,,
186.511,1.975471,1.132743,4.002743,1.531598,1.074413,3.508577,,,,,
187.011,1.974954,1.132578,4.00099,1.531342,1.073939,3.507767,,,,,
187.511,1.97441,1.132529,3.999564,1.531059,1.074279,3.507401,,,,,
188.011,1.973986,1.132455,3.999048,1.530816,1.07445,3.50768,,,,,
188.511,1.973719,1.132514,3.997766,1.530495,1.073597,3.506308,,,,,
189.011,1.972935,1.132351,3.99815,1.530261,1.074383,3.50602,,,,,
189.511,1.972717,1.132238,3.996818,1.530123,1.074545,3.505807,,,,,
190.011,1.972352,1.132131,3.996191,1.5298,1.074491,3.505807,,,,,
190.511,1.971835,1.131923,3.995082,1.529449,1.074877,3.505017,,,,,
191.011,1.97129,1.131853,3.995193,1.528937,1.074618,3.505017,,,,,
191.511,1.970833,1.131632,3.99545,1.528722,1.07436,3.504104,,,,,
192.011,1.96977,1.131521,3.995663,1.528523,1.074581,3.503708,,,,,
192.511,1.96904,1.131379,3.994976,1.528486,1.074061,3.503644,,,,,
193.011,1.968349,1.131471,3.995344,1.528065,1.074097,3.503016,,,,,
193.511,1.96775,1.131363,3.994976,1.527772,1.074356,3.502597,,,,,
194.011,1.967324,1.131374,3.99436,1.527595,1.074288,3.503644,,,,,
194.511,1.966879,1.131109,3.994542,1.527262,1.074423,3.504104,,,,,
195.011,1.966492,1.131104,3.993878,1.527074,1.074666,3.504136,,,,,
195.511,1.966142,1.131037,3.993235,1.526768,1.075084,3.504015,,,,,
196.011,1.965904,1.130956,3.992236,1.52669,1.0757,3.503864,,,,,
196.511,1.965051,1.130959,3.989856,1.526409,1.07485,3.503708,,,,,
197.011,1.964508,1.130812,3.989507,1.526148,1.074186,3.50445,,,,,
197.511,1.96387,1.130784,3.989266,1.525879,1.075148,3.503818,,,,,
198.011,1.963352,1.130807,3.989136,1.525606,1.074727,3.503016,,,,,
198.511,1.962923,1.130807,3.989136,1.525549,1.074586,3.502251,,,,,
199.011,1.962416,1.13078,3.986826,1.525358,1.075056,3.501894,,,,,
199.511,1.962134,1.130807,3.987152,1.525195,1.075091,3.500853,,,,,
200.011,1.961414,1.130649,3.986826,1.525011,1.074887,3.50025,,,,,
200.511,1.960882,1.1307,3.985538,1.524755,1.075218,3.499761,,,,,
201.011,1.960422,1.130705,3.984844,1.524494,1.074715,3.50007,,,,,
201.511,1.960021,1.130577,3.985108,1.524431,1.07462,3.500204,,,,,
202.011,1.959429,1.130482,3.985078,1.524313,1.074419,3.499836,,,,,
202.511,1.959207,1.130481,3.984089,1.524046,1.075797,3.50007,,,,,
203.011,1.958498,1.130288,3.983542,1.523836,1.076378,3.499567,,,,,
203.511,1.957677,1.130208,3.983542,1.523622,1.07745,3.498289,,,,,
204.011,1.957335,1.130173,3.982494,1.523384,1.077462,3.498272,,,,,
204.511,1.956807,1.130132,3.982567,1.523313,1.077659,3.497816,,,,,
205.011,1.956397,1.130066,3.981367,1.52318,1.078049,3.496065,,,,,
205.511,1.955546,1.130047,3.978384,1.522732,1.0784,3.494504,,,,,
206.011,1.954961,1.129949,3.977816,1.522437,1.078573,3.492681,,,,,
206.511,1.954544,1.129899,3.978025,1.522165,1.078195,3.490879,,,,,
207.011,1.954243,1.129898,3.977896,1.522001,1.078211,3.49081,,,,,
207.511,1.953759,1.129904,3.977889,1.521842,1.078795,3.490587,,,,,
208.011,1.952955,1.129695,3.977841,1.521668,1.078811,3.490241,,,,,
208.511,1.952023,1.129601,3.977881,1.52124,1.078629,3.490378,,,,,
209.011,1.951748,1.129624,3.977303,1.521071,1.078622,3.489644,,,,,
209.511,1.951162,1.129616,3.976262,1.520884,1.078312,3.489644,,,,,
210.011,1.950577,1.129376,3.975883,1.520589,1.078444,3.488878,,,,,
210.511,1.949545,1.129297,3.974843,1.52046,1.078509,3.487501,,,,,
211.011,1.948796,1.129362,3.975062,1.520184,1.078839,3.487209,,,,,
211.511,1.948337,1.129264,3.974774,1.520068,1.078801,3.48615,,,,,
212.011,1.94753,1.129219,3.97373,1.519714,1.079102,3.486269,,,,,
212.511,1.947063,1.129191,3.973078,1.519401,1.079285,3.485999,,,,,
213.011,1.946487,1.129128,3.971752,1.519342,1.080317,3.484885,,,,,
213.511,1.945884,1.128952,3.971752,1.51893,1.080482,3.483648,,,,,
214.011,1.945156,1.128741,3.970453,1.518625,1.080443,3.482923,,,,,
214.511,1.944383,1.128501,3.971561,1.518261,1.079713,3.483289,,,,,
215.011,1.943636,1.128376,3.970717,1.518016,1.079838,3.482324,,,,,
215.511,1.943213,1.128309,3.971148,1.517744,1.079374,3.482159,,,,,
216.011,1.942804,1.128358,3.968812,1.517676,1.079999,3.482324,,,,,
216.511,1.942224,1.128318,3.967418,1.51743,1.080173,3.482289,,,,,
217.011,1.94154,1.128318,3.966294,1.517379,1.07974,3.481755,,,,,
217.511,1.941105,1.12822,3.965451,1.517228,1.079768,3.480451,,,,,
218.011,1.940192,1.128089,3.964666,1.517157,1.079887,3.480728,,,,,
218.511,1.93944,1.128065,3.964984,1.516916,1.080079,3.48022,,,,,
219.011,1.939002,1.128054,3.965391,1.516305,1.079785,3.479607,,,,,
219.511,1.938486,1.127959,3.964336,1.516116,1.079524,3.479417,,,,,
220.011,1.937853,1.127693,3.963633,1.51601,1.079402,3.478982,,,,,
220.511,1.937231,1.127671,3.963413,1.515599,1.07925,3.478982,,,,,
221.011,1.93651,1.12755,3.962232,1.51548,1.078964,3.477531,,,,,
221.511,1.935799,1.127495,3.961098,1.515347,1.07859,3.477516,,,,,
222.011,1.935267,1.127432,3.961712,1.515023,1.078623,3.477531,,,,,
222.511,1.934631,1.127372,3.960817,1.514904,1.079429,3.476821,,,,,
223.011,1.933977,1.127198,3.960069,1.514759,1.079147,3.476732,,,,,
223.511,1.933267,1.127163,3.960242,1.514477,1.079498,3.476554,,,,,
224.011,1.932601,1.127179,3.960805,1.514233,1.079552,3.47555,,,,,
224.511,1.931916,1.127108,3.959943,1.513872,1.079404,3.474863,,,,,
225.011,1.931647,1.127024,3.959154,1.513664,1.079812,3.474487,,,,,
225.511,1.931042,1.127024,3.958053,1.513541,1.080818,3.474501,,,,,
226.011,1.930603,1.127018,3.956973,1.513286,1.080815,3.474112,,,,,
226.511,1.929918,1.126946,3.955743,1.513058,1.080507,3.474682,,,,,
227.011,1.929322,1.126851,3.954822,1.512795,1.080472,3.474179,,,,,
227.511,1.928733,1.126844,3.953694,1.512502,1.080732,3.474472,,,,,
228.011,1.928272,1.126837,3.952708,1.512262,1.080452,3.474112,,,,,
228.511,1.927815,1.126677,3.951212,1.512016,1.080374,3.473491,,,,,
229.011,1.927336,1.126658,3.950812,1.511764,1.08091,3.474262,,,,,
229.511,1.92626,1.126467,3.9491,1.51149,1.080579,3.474874,,,,,
230.011,1.925651,1.126358,3.948526,1.511325,1.080649,3.473415,,,,,
230.511,1.924811,1.126337,3.947719,1.511117,1.080595,3.472647,,,,,
231.011,1.924213,1.126331,3.947164,1.510843,1.081111,3.472681,,,,,
231.511,1.92371,1.12625,3.946033,1.510585,1.081223,3.472483,,,,,
232.011,1.922834,1.126011,3.945746,1.51042,1.081275,3.471746,,,,,
232.511,1.922283,1.125923,3.945499,1.510309,1.081531,3.471116,,,,,
233.011,1.92155,1.125813,3.944292,1.509989,1.081923,3.469804,,,,,
233.511,1.921002,1.125746,3.943434,1.509874,1.08118,3.469978,,,,,
234.011,1.920171,1.125525,3.942891,1.509656,1.081738,3.46994,,,,,
234.511,1.919341,1.125466,3.942669,1.509356,1.081792,3.469467,,,,,
235.011,1.918528,1.125406,3.942371,1.509093,1.082758,3.469231,,,,,
235.511,1.917753,1.125364,3.941564,1.5087,1.082532,3.469095,,,,,
236.011,1.917215,1.125374,3.940379,1.50852,1.082473,3.468153,,,,,
236.511,1.916563,1.125272,3.938764,1.508359,1.081864,3.466881,,,,,
237.011,1.915829,1.125195,3.938029,1.508295,1.081401,3.466181,,,,,
237.511,1.915244,1.125116,3.937756,1.508124,1.082696,3.465111,,,,,
238.011,1.914749,1.12502,3.937268,1.508033,1.082899,3.464525,,,,,
238.511,1.914261,1.125042,3.937182,1.507908,1.08355,3.463926,,,,,
239.011,1.91338,1.124982,3.935368,1.507579,1.083789,3.463052,,,,,
239.511,1.912856,1.124826,3.935041,1.507534,1.083962,3.462561,,,,,
240.011,1.912215,1.124821,3.934218,1.507327,1.083723,3.461863,,,,,
240.511,1.911402,1.124788,3.933925,1.507175,1.084337,3.461116,,,,,
241.011,1.910924,1.124714,3.933895,1.506955,1.084821,3.460483,,,,,
241.511,1.910493,1.124685,3.932769,1.506763,1.084084,3.460232,,,,,
242.011,1.909932,1.1246,3.933114,1.506511,1.084674,3.459586,,,,,
242.511,1.90944,1.124599,3.93263,1.506214,1.085607,3.459619,,,,,
243.011,1.908735,1.124564,3.93208,1.506168,1.084904,3.459577,,,,,
243.511,1.908126,1.124488,3.931737,1.505993,1.085166,3.459496,,,,,
244.011,1.907479,1.124389,3.930624,1.505731,1.085203,3.458229,,,,,
244.511,1.906907,1.124312,3.929972,1.505523,1.084759,3.457558,,,,,
245.011,1.90634,1.124297,3.929592,1.505222,1.084923,3.45741,,,,,
245.511,1.90529,1.124195,3.929222,1.504975,1.084804,3.457558,,,,,
246.011,1.904606,1.124081,3.927284,1.504901,1.085518,3.457238,,,,,
246.511,1.903631,1.123971,3.926642,1.504773,1.08615,3.456373,,,,,
247.011,1.902928,1.123826,3.925661,1.5045,1.086202,3.455861,,,,,
247.511,1.902442,1.123771,3.924902,1.504369,1.086004,3.45516,,,,,
248.011,1.901562,1.12375,3.924902,1.504154,1.086517,3.454694,,,,,
248.511,1.901043,1.123622,3.925081,1.50405,1.086517,3.454297,,,,,
249.011,1.900331,1.1234,3.924785,1.503865,1.087283,3.454297,,,,,
249.511,1.899881,1.123254,3.923918,1.503686,1.087298,3.4542,,,,,
250.011,1.899437,1.122966,3.92404,1.503479,1.087319,3.453268,,,,,
250.511,1.898774,1.122694,3.923004,1.503269,1.086789,3.452805,,,,,
251.011,1.897985,1.122534,3.922908,1.503027,1.086059,3.452616,,,,,
251.511,1.897235,1.122441,3.922038,1.502858,1.086388,3.452375,,,,,
252.011,1.896897,1.122354,3.922133,1.502741,1.086519,3.450974,,,,,
252.511,1.896135,1.122335,3.922976,1.502694,1.086267,3.45158,,,,,
253.011,1.895449,1.122084,3.922038,1.502515,1.086279,3.45098,,,,,
253.511,1.894476,1.12192,3.919948,1.502225,1.086287,3.450977,,,,,
254.011,1.89359,1.121809,3.918975,1.502071,1.086756,3.450853,,,,,
254.511,1.892699,1.121722,3.918228,1.501795,1.087367,3.45098,,,,,
255.011,1.892021,1.121507,3.918182,1.501526,1.087684,3.451534,,,,,
255.511,1.891308,1.121357,3.916883,1.501518,1.087397,3.45158,,,,,
256.011,1.890167,1.12126,3.91681,1.501368,1.086578,3.452799,,,,,
256.511,1.889215,1.121091,3.915767,1.501215,1.086229,3.45246,,,,,
257.011,1.888576,1.120898,3.915767,1.500983,1.086365,3.45158,,,,,
257.511,1.887728,1.120838,3.91555,1.500881,1.085964,3.451907,,,,,
258.011,1.886728,1.12068,3.915378,1.500879,1.086552,3.451557,,,,,
258.511,1.885945,1.120704,3.914644,1.500715,1.086574,3.451534,,,,,
259.011,1.885071,1.120641,3.91459,1.500492,1.086476,3.450438,,,,,
259.511,1.884173,1.120525,3.914464,1.50042,1.087086,3.449579,,,,,
260.011,1.883297,1.120341,3.913101,1.500147,1.087138,3.449354,,,,,
260.511,1.882903,1.120312,3.911744,1.499958,1.086782,3.448714,,,,,
261.011,1.882294,1.120119,3.911302,1.499935,1.087124,3.448001,,,,,
261.511,1.881705,1.120141,3.911055,1.499743,1.086949,3.44746,,,,,
262.011,1.881001,1.120077,3.910291,1.499548,1.087762,3.44724,,,,,
262.511,1.880222,1.1199,3.9096,1.499349,1.088127,3.446347,,,,,
263.011,1.879576,1.119831,3.909141,1.499141,1.088424,3.445699,,,,,
263.511,1.879007,1.119815,3.908331,1.498941,1.087949,3.446347,,,,,
264.011,1.878326,1.119694,3.906737,1.498815,1.087897,3.445562,,,,,
264.511,1.877672,1.11965,3.905611,1.498604,1.087892,3.44476,,,,,
265.011,1.877042,1.119621,3.905131,1.498567,1.087735,3.444754,,,,,
265.511,1.876432,1.119612,3.904285,1.498381,1.088363,3.444381,,,,,
266.011,1.875754,1.119494,3.903432,1.49809,1.088003,3.444722,,,,,
266.511,1.8751,1.119423,3.903453,1.497921,1.088241,3.44444,,,,,
267.011,1.874579,1.119286,3.903003,1.49755,1.08862,3.444499,,,,,
267.511,1.874023,1.119169,3.902285,1.497285,1.088464,3.44461,,,,,
268.011,1.873586,1.119036,3.901512,1.49729,1.089346,3.444722,,,,,
268.511,1.872941,1.11896,3.901156,1.497134,1.088955,3.44444,,,,,
269.011,1.872302,1.118772,3.900393,1.496995,1.088669,3.443268,,,,,
269.511,1.871503,1.11858,3.899479,1.496856,1.088587,3.442907,,,,,
270.011,1.870874,1.118464,3.899059,1.496836,1.088223,3.44315,,,,,
,1.870399,1.118388,3.899025,1.496804,1.08842,3.442925,,,,,
,1.869459,1.11825,3.898191,1.4967,1.088598,3.44315,,,,,
,1.868919,1.118208,3.89678,1.496595,1.088763,3.443222,,,,,
,1.868018,1.118114,3.896191,1.496344,1.088576,3.442989,,,,,
,1.867352,1.117976,3.896431,1.496232,1.089064,3.442641,,,,,
,1.866858,1.117835,3.896434,1.495883,1.089077,3.441999,,,,,
,1.86609,1.117731,3.895655,1.49561,1.08915,3.441773,,,,,
,1.865404,1.117476,3.894866,1.495432,1.089152,3.440656,,,,,
,1.864773,1.117518,3.894445,1.495281,1.089217,3.440491,,,,,
,1.864216,1.117572,3.892573,1.495165,1.088923,3.44018,,,,,
,1.863287,1.117509,3.891715,1.494886,1.088651,3.4407,,,,,
,1.862398,1.117453,3.891445,1.49468,1.08864,3.440336,,,,,
,1.8616,1.117561,3.890403,1.494545,1.088577,3.439911,,,,,
,1.860762,1.117458,3.890053,1.494311,1.089079,3.438694,,,,,
,1.860123,1.117387,3.889743,1.494115,1.089635,3.438187,,,,,
,1.859191,1.117282,3.888319,1.49381,1.089701,3.438572,,,,,
,1.858412,1.117244,3.888133,1.493805,1.089419,3.438798,,,,,
,1.857608,1.117133,3.887726,1.493702,1.089623,3.438294,,,,,
,1.857094,1.116996,3.887818,1.493422,1.090072,3.438187,,,,,
,1.856484,1.116897,3.887415,1.493166,1.090094,3.438229,,,,,
,1.855789,1.116787,3.887415,1.493137,1.090017,3.438242,,,,,
,1.855052,1.116759,3.887415,1.492992,1.089515,3.438187,,,,,
,1.854382,1.116578,3.88654,1.49292,1.09017,3.437736,,,,,
,1.853631,1.116473,3.885716,1.492737,1.089966,3.437515,,,,,
,1.852967,1.116487,3.885699,1.492525,1.089413,3.437135,,,,,
,1.852033,1.116467,3.884578,1.492357,1.090085,3.435579,,,,,
,1.851416,1.11637,3.884414,1.492163,1.090218,3.435077,,,,,
,1.850621,1.116375,3.883718,1.492015,1.090203,3.434165,,,,,
,1.850003,1.11626,3.883342,1.491728,1.090193,3.433166,,,,,
,1.849377,1.116257,3.88263,1.491654,1.090447,3.432872,,,,,
,1.848915,1.116205,3.881615,1.491438,1.090642,3.432162,,,,,
,1.848172,1.116092,3.880254,1.491297,1.090551,3.431839,,,,,
,1.847531,1.116048,3.880089,1.491153,1.090634,3.431634,,,,,
,1.846882,1.116008,3.879879,1.491137,1.090803,3.430623,,,,,
,1.84635,1.115911,3.878595,1.49097,1.090637,3.429443,,,,,
,1.845859,1.115862,3.877241,1.490779,1.090579,3.428972,,,,,
,1.845157,1.115857,3.876771,1.490635,1.090095,3.428732,,,,,
,1.84449,1.115783,3.875939,1.490409,1.088885,3.428732,,,,,
,1.843684,1.115663,3.875063,1.490258,1.088807,3.428343,,,,,
,1.843114,1.115583,3.874718,1.489993,1.088835,3.427735,,,,,
,1.842462,1.115445,3.87314,1.489867,1.089805,3.427723,,,,,
,1.841926,1.11532,3.87258,1.489752,1.089719,3.426507,,,,,
,1.841219,1.115179,3.872089,1.48973,1.089546,3.426211,,,,,
,1.840533,1.115042,3.871479,1.489296,1.089742,3.425347,,,,,
,1.83984,1.114956,3.87005,1.489287,1.089726,3.424361,,,,,
,1.839206,1.114766,3.869618,1.489232,1.090383,3.424618,,,,,
,1.838478,1.114569,3.869292,1.489114,1.090266,3.423542,,,,,
,1.837893,1.114506,3.868147,1.488984,1.090175,3.423246,,,,,
,1.837313,1.114423,3.866405,1.488797,1.090377,3.423025,,,,,
,1.836521,1.114316,3.866171,1.48867,1.089918,3.422452,,,,,
,1.83587,1.114191,3.865866,1.488464,1.090406,3.422032,,,,,
,1.835151,1.113928,3.864755,1.488412,1.090413,3.420274,,,,,
,1.834444,1.113864,,1.488178,1.089754,3.420274,,,,,
,1.833638,1.113777,,1.487989,1.089551,3.420274,,,,,
,1.832948,1.113631,,1.487791,1.090015,3.420274,,,,,
,1.832215,1.113575,,1.487611,1.090241,3.420274,,,,,
,1.831735,1.113504,,1.487578,1.089592,,,,,,
,1.830996,1.113504,,1.48743,1.08989,,,,,,
,1.830176,1.113398,,1.487272,1.090282,,,,,,
,,,,,1.08982,,,,,,
,,,,,1.089271,,,,,,
,,,,,1.089487,,,,,,
,,,,,1.090227,,,,,,
,,,,,1.08949,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
