time,3 hours,,6 hours,,12 hours,,24 hours,
trz conc.,mean,SEM,mean,SEM,mean,SEM,mean,SEM
0.001,0,4.693208002,5.8,4.21,10.35368,4.356742,20.09766,6.100722
0.01,4.256866122,4.071991693,18.24,4.12,40.43451,5.623653,50.94737,8.368
0.1,4.74677544,4.040889825,31,4.08,51.96216,6.780179,64.80122,7.654629
1,12.7797291,4.299454929,42.23,6.23,59.99105,6.148957,81.85796,8.28
