,TRACK_ID,Duration
0,3.0,96.0
2,20.0,96.0
3,26.0,96.0
4,28.0,96.0
7,44.0,93.0
9,47.0,93.0
10,65.0,93.0
14,88.0,92.0
19,109.0,92.0
18,102.0,92.0
15,91.0,92.0
11,68.0,92.0
21,175.0,87.0
22,205.0,86.0
23,208.0,86.0
25,234.0,85.0
30,343.0,80.0
31,374.0,78.0
32,440.0,75.0
27,309.0,72.0
1,18.0,69.0
29,331.0,59.0
33,458.0,58.0
5,34.0,58.0
16,94.0,43.0
28,310.0,40.0
24,227.0,20.0
13,82.0,17.0
6,41.0,14.0
12,80.0,10.0
17,97.0,9.0
20,146.0,7.0
8,46.0,4.0
26,285.0,2.0
