LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Label,Track index,Track ID,Number of spots in track,Number of gaps,Number of split events,Number of merge events,Number of complex points,Longest gap,Track duration,Track start,Track stop,Track displacement,Track mean X,Track mean Y,Track mean Z,Track mean speed,Track max speed,Track min speed,Track median speed,Track std speed,Track mean quality,Total distance traveled,Max distance traveled,Confinement ratio,Mean straight line speed,Linearity of forward progression,Mean directional change rate
Label,Index,ID,N spots,N gaps,N splits,N merges,N complex,Lgst gap,Duration,Track start,Track stop,Track disp.,Track X,Track Y,Track Z,Mean sp.,Max speed,Min speed,Med. speed,Std speed,Mean Q,Total dist.,Max dist.,Cfn. ratio,Mn. v. line,Fwd. progr.,Mn. ? rate
,,,,,,,,,(sec),(sec),(sec),(pixel),(pixel),(pixel),(pixel),(pixel/sec),(pixel/sec),(pixel/sec),(pixel/sec),(pixel/sec),(quality),(pixel),(pixel),,(pixel/sec),,(rad/sec)
Track_0,0,0,30,1,0,0,0,1,30.0,0.0,30.0,336.4099329152698,1056.9745296318624,1555.5980845428,0.0,20.769811308484332,118.47936499546053,0.16914200115720587,15.483207776449193,26.450994636223683,42.06358235677083,621.3887675687293,336.4099329152698,0.5413839941644275,11.213664430508993,0.5399020850000831,1.4577248818632387
Track_1,1,1,62,1,0,0,0,1,62.0,0.0,62.0,63.49434880549519,228.51469301276921,403.74805883984413,0.0,4.135575964418714,68.88604860691085,0.20541712752299113,1.0803295206527477,10.99607762312444,23.207389585433468,256.1649753890083,63.49434880549519,0.24786506706888256,1.024102400088632,0.2476323513096385,1.4022992735852151
Track_2,2,2,96,1,0,0,0,1,96.0,0.0,96.0,45.34691889117253,1009.691531599466,1346.5519721598657,0.0,3.706667449310019,81.39676155686891,0.03226151745084674,0.7603067316252716,11.580728493632447,24.893744786580402,357.2915193071867,104.46889378714646,0.12691854253664733,0.47236373844971385,0.12743623346562757,1.4434540855962281
Track_3,3,3,96,1,0,0,0,1,96.0,0.0,96.0,53.17840169666536,293.0633961017998,909.9248502087015,0.0,4.729403659138006,98.47822752030815,0.11634231166444536,0.65799874020328,16.592262096589764,33.1758721669515,479.06614304334744,167.8573612820532,0.11100429965440828,0.5539416843402641,0.11712717379705057,1.4104017302935148
Track_4,4,4,48,1,0,0,0,1,48.0,0.0,48.0,121.38943746011948,176.1374072060123,419.3194113224265,0.0,7.107924861357883,37.27654199085311,0.4756374903309977,4.459983452221074,7.103079754602887,41.812828063964844,348.9140268049237,121.38943746011948,0.3479064415142811,2.528946613752489,0.35579253622967594,1.809866918960531
Track_5,5,5,53,0,0,0,0,0,52.0,1.0,53.0,51.48269688802152,1474.2601424687625,1448.8335934279974,0.0,6.141915045071081,36.42721784765158,0.4758751137969116,3.8185283416361457,7.415971474553687,42.919196362765334,319.3795823436962,67.83354409376942,0.1611959553275985,0.9900518632311831,0.1611959553275985,1.565601076793164
Track_6,6,6,96,0,0,0,0,0,95.0,1.0,96.0,117.3704790917791,593.2860376551165,892.0194409262061,0.0,9.255271240886149,87.90971351827291,0.014186359034175743,3.0954668095737805,13.795616848492436,36.5522092183431,879.2507678841843,155.8137689911732,0.13348919714249172,1.2354787272818852,0.13348919714249174,1.4087774318321653
Track_7,7,7,96,0,0,0,0,0,95.0,1.0,96.0,157.18962159313176,914.0069230746132,577.8648957272281,0.0,9.721573355193998,106.79685233890578,0.06450006739037965,1.1397019861075324,18.45245269164287,39.811251958211265,923.54946874343,168.94197416844122,0.17020162634818253,1.6546275957171763,0.17020162634818256,1.4982265535575805
