frame,experiment 1 frame 1,experiment 1 frame 2,experiment 1 frame 3,experiment 1 frame 4,experiment 1 frame 5,experiment 1 frame 6,experiment 2 frame 1,experiment 2 frame 2,experiment 2 frame 3,experiment 2 frame 4,experiment 2 frame 5,experiment 2 frame 6,experiment 3 frame 1,experiment 3 frame 2,experiment 3 frame 3,experiment 3 frame 4,experiment 3 frame 5,experiment 3 frame 6,experiment 4 frame 1,experiment 4 frame 2,experiment 4 frame 3,experiment 4 frame 4,experiment 4 frame 5,experiment 4 frame 6
minute,,,,,,,,,,,,,,,,,,,,,,,,
0,0.200083,0.053689,0.175742,0.295292,0.062214,0.143487,0.195915,0.047661,9.917843,3.192027,8.806891,2.087841,3.27237,3.299304,3.350341,4.3926,0.464498,0.690792,0.620757,0.969096,0.990473,0.742582,0.316579,0.639926
15,0.811294,0.205546,0.882922,0,0.325812,0.144805,0.396458,0.078832,11.37773,2.297638,5.245326,2.860686,2.965417,1.941799,3.984352,3.379713,0.29935,0,0.197331,0,0.302416,0.278585,0.300605,0.206334
30,0.985519,0.296194,1.253261,0.32264,0.399657,0.20263,0.74397,0.159422,6.965028,3.587906,6.197292,3.617021,1.914126,2.001384,4.882497,5.658218,0.119797,0,0.152699,0,0.151808,0.509908,0.07392,0.233712
45,0.860335,0.360476,1.767812,0.177755,0.796607,0.211558,1.110761,0.217256,7.39307,2.631246,6.312869,3.156434,2.56116,2.111859,3.941639,5.602361,0.189973,0.551504,0,0.19098,0.30849,0.236273,0.2508,0.130078
60,0.727275,0.283993,2.034097,0.408278,1.060382,0.284551,1.270071,0.42267,6.426411,3.112793,5.375744,3.541667,2.308022,2.38764,5.250727,3.592469,0.088179,0.583054,0,0.186229,0.169376,0.367754,0.170339,0.175531
75,0.988178,0.610017,2.867157,0.646094,1.847586,0.428426,1.724977,0.498202,6.598467,2.478434,4.366231,3.130203,3.050452,2.247961,4.434454,2.650319,0.255117,0.451722,0.111904,0,0.166531,0.410314,0.225602,0.118932
90,1.326462,0.659881,3.299407,1.062248,2.330282,0.832207,2.47188,0.553043,6.625259,3.355705,5.055612,3.396739,3.210702,2.371542,2.815139,3.432494,0.379563,0.393,0.198785,0.16007,0.349908,0.65108,0.298872,0.106448
105,1.59202,1.078563,3.237937,1.584071,2.677108,0.777753,2.724913,0.807382,6.188575,2.959243,4.452649,3.560399,3.746526,2.76843,2.915614,3.951271,0.488262,0.552397,0.188778,0.153558,0.23146,0.539129,0.234093,0.197854
120,2.740604,1.043183,4.76655,2.090579,3.969853,1.322465,3.655841,1.116748,7.650765,4.425939,5.988502,4.331683,5.080771,3.683636,3.323619,4.455446,0.780283,0.930819,0.287708,0.314063,0.323954,0.585173,0.372749,0.299216
135,2.713782,1.060385,5.416686,2.362377,4.994567,1.333418,4.085887,1.308267,7.539683,5.070843,7.101947,4.848485,4.938272,4.444444,3.45679,5.305305,0.781192,0.817009,0.288651,0.31635,0.474525,0.59786,0.417582,0.3591
150,4.134976,1.416135,6.24033,3.219826,5.824308,2.177517,4.348903,1.638087,10.10106,7.564399,8.408302,7.728843,6.409928,5.632355,4.487715,6.966356,1.185217,1.109884,0.289113,0.633612,0.476304,0.53461,0.421391,0.449926
165,3.764868,1.171978,5.677564,3.051427,5.73439,2.509131,4.367826,1.391391,10.93524,6.569233,10.30332,7.376949,8.006352,6.233894,4.718182,7.011866,1.185217,1.109884,0.289113,0.633612,0.476304,0.53461,0.421391,0.449926
