frame,experiment 1 frame 1,experiment 1 frame 2,experiment 1 frame 3,experiment 1 frame 4,experiment 1 frame 5,experiment 1 frame 6,experiment 2 frame 1,experiment 2 frame 2,experiment 2 frame 3,experiment 2 frame 4,experiment 2 frame 5,experiment 2 frame 6,experiment 3 frame 1,experiment 3 frame 2,experiment 3 frame 3,experiment 3 frame 4,experiment 3 frame 5,experiment 3 frame 6,experiment 4 frame 1,experiment 4 frame 2,experiment 4 frame 3,experiment 4 frame 4,experiment 4 frame 5,experiment 4 frame 6
150,1.463475,0.292695,0.192742,0,2.142133,0.104534,2.01674,0.571828,15.01604,25.01019,2.955645,9.274611,2.318653,2.588264,4.426519,3.043975,10.79584,13.28364,11.21107,13.98794,6.363602,8.98478,10.62528,8.522616
165,0,0,0,0,0,0,0,0,14.60278,21.77346,3.463959,10.62281,2.624941,2.568151,4.759569,3.050978,10.25447,13.51824,10.46137,14.68591,6.943582,9.70233,10.50607,8.98386
180,3.07567,0.425093,1.305827,0,2.60966,0.100786,1.613778,0.432055,17.16422,26.73797,4.385027,10.77399,4.320092,3.236457,6.691101,3.873069,12.61823,16.18228,12.47458,15.77087,7.581699,10.63407,13.16719,9.807776
195,4.257642,0.426883,1.224874,0.254304,3.165584,0.301298,2.627021,0.558803,18.06838,26.9729,4.564644,11.90777,5.00899,3.498138,7.022529,3.441407,12.20207,15.81635,12.82448,15.47337,7.988127,11.17551,12.69406,11.5054
210,5.231596,1.008501,0.962133,0.254038,3.580986,0.30255,1.674111,0.578077,19.79667,30.29491,5.261747,12.69896,4.741811,3.900988,7.844786,3.558449,11.82806,15.93433,13.63271,16.90137,8.804457,10.19682,12.81042,10.90617
225,8.091887,1.015566,1.022241,0.386735,3.950273,0.527732,3.076655,0.827815,21.65482,34.53386,5.434717,13.93345,5.003131,4.394108,10.38223,4.575971,13.27669,15.70422,12.92561,16.15236,8.61004,11.11931,12.4908,11.94296
240,8.257842,1.769538,2.248697,1.140145,4.505963,0.620871,4.006344,0.818566,28.66981,39.22009,6.86148,16.59364,6.53378,5.31586,10.41475,5.814368,15.10948,18.34813,15.7957,18.54556,9.914839,12.94992,14.13778,13.53128
255,9.936689,0.872418,2.70168,1.150792,6.128202,0.624239,4.682913,1.054222,26.93526,39.95547,7.826303,16.2234,6.458967,5.167173,10.44917,6.256469,13.69813,18.32464,13.50936,16.55247,9.325133,12.53266,14.76674,12.31884
270,10.61381,1.806606,3.465734,1.589588,5.273943,0.644074,6.275992,1.417143,29.10839,38.40768,8.250874,16.16368,6.939511,6.016365,9.917718,6.69569,13.79743,19.30919,14.24602,19.19208,9.61013,12.96469,14.07617,14.31274
285,14.20987,1.703329,4.302364,1.751674,6.952965,1.436417,7.488987,1.889729,27.9004,44.63616,8.486943,19.12324,8.225806,6.327543,10.71561,7.108722,14.0264,20.58049,15.27154,19.31426,9.659935,13.9502,13.95894,14.78495
300,13.28793,1.666819,4.277835,2.103416,5.249098,1.202642,7.331745,2.233746,21.00795,50.86436,8.55523,18.9198,7.129705,6.028369,10.60161,6.662934,13.89791,20.04025,14.83906,19.08983,9.903749,13.7253,12.94164,14.41566
315,15.89904,1.860526,5.698153,2.941566,7.60389,2.274245,8.66743,2.816668,25.49298,56.80214,9.064171,20.20864,7.976471,6.468329,11.25207,7.001952,14.53948,21.08545,15.5045,20.1426,10.78711,15.41756,14.7079,14.92922
330,3,10,5,5,4,4,5,5,28.00281,60.75844,8.450586,19.61195,8.900858,6.857735,11.85821,8.052148,15.69869,20.91263,15.69123,19.36593,11.16089,16.42463,15.57736,14.56941
345,0.389092,2.748302,0.239129,4.270959,0.53387,4.05991,0.202706,5.950408,26.97194,57.91895,8.812261,20.22895,9.334218,6.908254,12.05279,8.328614,14.94855,20.4782,14.73699,19.71026,10.4369,15.88509,16.01459,15.48664
360,21.84164,2.699163,9.369694,4.572251,14.51384,4.315142,17.50851,6.699161,25.92593,55.5787,9.184734,18.68192,9.248575,6.023641,12.5641,6.871629,13.82268,20.02554,14.14141,19.49246,10.79502,14.29367,15.70513,16.01307
375,26.24033,2.683133,11.28895,5.073973,19.09152,5.252047,20.70572,6.869217,28.88908,56.99027,10.26619,21.08903,9.131214,6.156984,11.71969,7.728194,14.05342,19.91528,14.84746,18.57461,10.86921,13.87717,16.34617,16.28293
390,27.6465,3.76842,13.09571,6.778224,19.43027,5.874423,21.02153,9.878584,27.10183,57.05648,9.51504,20.39923,10.47937,6.57014,11.67802,7.651196,13.8616,17.83772,14.22846,18.06789,10.23847,14.29005,15.11132,14.60281
405,26.68783,3.238447,12.99476,7.219564,19.87265,6.126058,22.53689,7.933735,24.69066,50.213,10.43027,19.63783,8.736694,7.067015,12.03916,7.65636,14.94169,20.52557,15.84254,20.02664,10.90339,14.91502,15.87873,15.69428
420,29.93097,3.434447,13.46807,7.596236,19.60671,6.352813,20.97699,9.43323,24.60209,48.62382,10.52616,19.86461,8.720198,7.649357,12.08754,7.636779,14.65588,21.05928,15.68259,20.75407,11.53004,14.82434,14.64993,16.64151
435,29.06634,3.882545,14.83487,7.919002,19.28303,7.050133,22.16463,11.59076,24.73404,46.20596,9.366472,18.65741,9.527187,7.447447,12.30159,7.01005,12.42259,17.7963,14.50292,16.89727,10.18981,12.68182,13.91026,13.4985
450,30.04516,4.084804,13.9459,8.183192,16.34411,6.905003,21.11279,11.17409,28.32123,44.34133,9.459483,17.85678,8.569545,7.408608,12.07448,7.04744,12.36431,18.10714,14.49261,16.9402,10.01308,12.57681,12.64386,14.67555
465,32.08905,4.438683,16.50323,8.214847,18.90891,7.48274,23.33226,11.51341,25.16257,47.06782,9.346801,17.73556,8.835648,7.494912,11.11835,7.111358,11.65429,17.79487,13.27482,18.37541,9.904179,12.8248,12.61818,14.13704
480,33.52446,5.49673,17.50284,9.341778,19.59452,7.835448,26.31251,13.43078,28.8649,44.93562,9.523393,16.7863,8.223513,7.594753,11.91065,7.030744,11.46928,17.05586,12.78169,16.20128,9.065959,12.29817,11.95257,14.01218
