Condition,VH + ζ + SKOV + Her 1,VH + ζ + SKOV + Her 2,VH + ζ + SKOV + Her 3,VL + ζ + SKOV + Her 1,VL + ζ + SKOV + Her 2,VL + ζ + SKOV + Her 3,VH + ζ + SKOV 1,VH + ζ + SKOV 2,VH + ζ + SKOV 3,VL + ζ + SKOV 1,VL + ζ + SKOV 2,VL + ζ + SKOV 3
Seconds,,,,,,,,,,,,
606,10.63735,12.56482,9.673614,4.06353,7.86095,6.48876,1.048983,1.05878,1.097966,1.116494,1.139793,1.291235
606.5,10.6369,12.56428,9.673212,4.05979,7.860953,6.488763,1.049332,1.059199,1.098664,1.116494,1.139793,1.291235
607,10.64013,12.56815,9.676115,4.05979,7.861147,6.488918,1.049628,1.059554,1.099257,1.117001,1.140402,1.292503
607.5,10.64033,12.56839,9.676296,4.062508,7.861886,6.489509,1.049746,1.059695,1.099491,1.117094,1.140513,1.292736
608,10.64053,12.56863,9.676476,4.05979,7.861886,6.489509,1.049774,1.059729,1.099549,1.117309,1.140771,1.293273
608.5,10.64162,12.56994,9.677455,4.059604,7.863069,6.490456,1.049774,1.059729,1.099549,1.117486,1.140983,1.293714
609,10.63883,12.5666,9.674951,4.059417,7.863775,6.49102,1.049746,1.059695,1.099491,1.11754,1.141048,1.293851
609.5,10.6369,12.56428,9.673212,4.057833,7.863648,6.490919,1.049803,1.059764,1.099606,1.11754,1.141048,1.293851
610,10.63689,12.56427,9.673205,4.059604,7.866457,6.493165,1.049746,1.059695,1.099491,1.117806,1.141368,1.294516
610.5,10.63823,12.56587,9.674404,4.061486,7.867864,6.494291,1.049803,1.059764,1.099606,1.118072,1.141687,1.295181
611,10.63995,12.56794,9.675959,4.062508,7.869377,6.495502,1.050084,1.060101,1.100168,1.118072,1.141687,1.295181
611.5,10.63823,12.56587,9.674404,4.06353,7.869825,6.49586,1.050282,1.060338,1.100563,1.118435,1.142122,1.296087
612,10.63735,12.56482,9.673614,4.06353,7.871437,6.497149,1.050385,1.060462,1.10077,1.118904,1.142685,1.29726
612.5,10.6369,12.56428,9.673212,4.05979,7.871793,6.497434,1.05037,1.060444,1.10074,1.119279,1.143134,1.298197
613,10.63735,12.56482,9.673614,4.064344,7.870006,6.496005,1.050355,1.060425,1.100709,1.119161,1.142993,1.297901
613.5,10.63931,12.56717,9.675376,4.066594,7.869825,6.49586,1.050446,1.060535,1.100891,1.119557,1.143468,1.298892
614,10.63931,12.56717,9.675376,4.067778,7.870006,6.496005,1.050893,1.061072,1.101787,1.119935,1.143922,1.299839
614.5,10.64033,12.56839,9.676296,4.070809,7.869754,6.495803,1.050893,1.061072,1.101787,1.120142,1.144171,1.300355
615,10.64194,12.57033,9.677749,4.068752,7.869377,6.495501,1.051379,1.061654,1.102757,1.120432,1.144518,1.30108
615.5,10.63995,12.56794,9.675959,4.071201,7.869377,6.495501,1.051438,1.061725,1.102876,1.12053,1.144636,1.301325
616,10.64033,12.56839,9.676296,4.071933,7.869615,6.495692,1.051642,1.061971,1.103284,1.120641,1.14477,1.301603
616.5,10.64053,12.56863,9.676476,4.070809,7.869825,6.49586,1.0517,1.06204,1.1034,1.121063,1.145276,1.302658
617,10.64033,12.56839,9.676296,4.071593,7.870087,6.496069,1.0517,1.06204,1.1034,1.121112,1.145335,1.30278
617.5,10.64162,12.56994,9.677455,4.071201,7.869946,6.495956,1.0517,1.06204,1.1034,1.121148,1.145378,1.30287
618,10.64095,12.56914,9.676852,4.06978,7.869887,6.495909,1.051772,1.062126,1.103544,1.121167,1.1454,1.302917
618.5,10.64095,12.56914,9.676852,4.066803,7.869754,6.495803,1.051925,1.06231,1.103851,1.121683,1.14602,1.304208
619,10.63995,12.56794,9.675959,4.067778,7.869377,6.495502,1.052007,1.062408,1.104014,1.121683,1.14602,1.304208
619.5,10.63883,12.5666,9.674951,4.065604,7.869946,6.495956,1.052021,1.062426,1.104043,1.122704,1.147244,1.306759
620,10.63874,12.56649,9.67487,4.066803,7.869615,6.495692,1.052119,1.062543,1.104239,1.123506,1.148207,1.308766
620.5,10.63883,12.5666,9.674951,4.064615,7.869825,6.49586,1.052256,1.062707,1.104511,1.12376,1.148513,1.309401
621,10.63823,12.56587,9.674404,4.065604,7.869759,6.495807,1.052256,1.062707,1.104511,1.12425,1.1491,1.310624
621.5,10.63663,12.56396,9.67297,4.064615,7.869377,6.495502,1.05247,1.062964,1.104941,1.124225,1.14907,1.310563
622,10.6369,12.56428,9.673212,4.065604,7.869377,6.495502,1.05247,1.062964,1.104941,1.124315,1.149178,1.310788
622.5,10.635,12.562,9.671497,4.064344,7.869946,6.495956,1.052635,1.063162,1.105271,1.124315,1.149178,1.310788
623,10.63462,12.56155,9.67116,4.063802,7.869684,6.495748,1.052664,1.063197,1.105328,1.124509,1.149411,1.311273
623.5,10.63547,12.56257,9.671927,4.064615,7.868876,6.495101,1.053262,1.063915,1.106525,1.124567,1.14948,1.311417
624,10.63663,12.56396,9.67297,4.06353,7.869759,6.495807,1.053339,1.064006,1.106677,1.124522,1.149427,1.311305
624.5,10.63689,12.56427,9.673199,4.061486,7.869615,6.495692,1.053555,1.064266,1.107111,1.124612,1.149534,1.311529
625,10.63735,12.56482,9.673614,4.06353,7.869759,6.495807,1.053617,1.06434,1.107233,1.124612,1.149534,1.311529
625.5,10.6378,12.56536,9.674017,4.064344,7.870087,6.496069,1.053617,1.06434,1.107233,1.125517,1.150621,1.313794
626,10.63735,12.56482,9.673614,4.064344,7.870579,6.496463,1.053591,1.064309,1.107182,1.125978,1.151174,1.314946
626.5,10.63883,12.5666,9.674951,4.065604,7.870579,6.496463,1.053604,1.064325,1.107208,1.126106,1.151327,1.315264
627,10.6378,12.56536,9.674017,4.066699,7.871437,6.497149,1.053573,1.064288,1.107146,1.126151,1.151381,1.315378
627.5,10.63823,12.56587,9.674404,4.065604,7.870579,6.496463,1.053555,1.064266,1.107111,1.12638,1.151656,1.315949
628,10.6369,12.56428,9.673212,4.064615,7.869946,6.495956,1.053555,1.064266,1.107111,1.126643,1.151972,1.316608
628.5,10.63617,12.5634,9.67255,4.064344,7.869496,6.495597,1.053591,1.064309,1.107182,1.126792,1.15215,1.316979
629,10.63462,12.56155,9.67116,4.064615,7.869615,6.495692,1.053898,1.064678,1.107796,1.127082,1.152499,1.317706
629.5,10.63462,12.56155,9.67116,4.064073,7.866457,6.493165,1.053898,1.064678,1.107796,1.127097,1.152517,1.317743
630,10.63638,12.56365,9.672741,4.063802,7.863775,6.49102,1.053946,1.064735,1.107891,1.127136,1.152564,1.317841
630.5,10.63595,12.56314,9.672358,4.064344,7.866202,6.492962,1.05406,1.064872,1.10812,1.127665,1.153198,1.319163
631,10.63595,12.56314,9.672358,4.065604,7.867135,6.493708,1.05417,1.065004,1.108339,1.127685,1.153222,1.319213
631.5,10.635,12.562,9.671497,4.067778,7.863775,6.49102,1.05429,1.065148,1.108579,1.127742,1.153291,1.319356
632,10.63365,12.56038,9.670281,4.067778,7.863712,6.490969,1.054314,1.065176,1.108627,1.1278,1.153359,1.319499
632.5,10.63402,12.56082,9.670616,4.066803,7.863648,6.490919,1.054324,1.065189,1.108648,1.12853,1.154236,1.321325
633,10.63595,12.56314,9.672358,4.070809,7.865239,6.492191,1.054486,1.065384,1.108973,1.12858,1.154296,1.32145
633.5,10.63388,12.56066,9.670494,4.066699,7.864025,6.49122,1.054773,1.065728,1.109547,1.12863,1.154356,1.321575
634,10.63348,12.56018,9.670136,4.065604,7.864025,6.49122,1.054773,1.065728,1.109547,1.128867,1.15464,1.322167
634.5,10.63365,12.56038,9.670281,4.066803,7.864276,6.491421,1.054848,1.065818,1.109696,1.129426,1.155312,1.323566
635,10.63348,12.56018,9.670136,4.067778,7.865239,6.492191,1.054851,1.065822,1.109703,1.129688,1.155626,1.324221
635.5,10.63348,12.56018,9.670136,4.068752,7.866457,6.493165,1.054891,1.065869,1.109782,1.130043,1.156051,1.325107
636,10.63258,12.55909,9.669319,4.066803,7.863775,6.49102,1.054891,1.065869,1.109782,1.130235,1.156282,1.325587
636.5,10.63365,12.56038,9.670281,4.067778,7.865239,6.492191,1.05516,1.066191,1.110319,1.130519,1.156622,1.326297
637,10.63402,12.56082,9.670616,4.066594,7.866923,6.493538,1.05563,1.066756,1.11126,1.130746,1.156895,1.326865
637.5,10.6331,12.55972,9.669792,4.067778,7.867499,6.494,1.055952,1.067142,1.111904,1.130919,1.157103,1.327298
638,10.63272,12.55926,9.669448,4.066803,7.868256,6.494605,1.055867,1.06704,1.111733,1.130957,1.157148,1.327392
638.5,10.63365,12.56038,9.670281,4.066594,7.867499,6.494,1.055952,1.067142,1.111904,1.13129,1.157548,1.328225
639,10.63396,12.56075,9.67056,4.066699,7.867499,6.494,1.055867,1.06704,1.111733,1.13153,1.157836,1.328825
639.5,10.63365,12.56038,9.670281,4.068752,7.863648,6.490919,1.055769,1.066923,1.111538,1.131567,1.15788,1.328917
640,10.63265,12.55918,9.669384,4.066803,7.864025,6.49122,1.056037,1.067245,1.112075,1.131604,1.157925,1.32901
640.5,10.63348,12.56018,9.670136,4.066699,7.863712,6.490969,1.056098,1.067318,1.112197,1.132301,1.158761,1.330752
641,10.63265,12.55918,9.669384,4.066699,7.866711,6.493369,1.056194,1.067433,1.112389,1.132844,1.159413,1.33211
641.5,10.63272,12.55926,9.669446,4.06978,7.868566,6.494853,1.056133,1.06736,1.112267,1.132844,1.159413,1.33211
642,10.63258,12.5591,9.669321,4.06978,7.867864,6.494291,1.056255,1.067507,1.112511,1.133648,1.160378,1.33412
642.5,10.63272,12.55926,9.669444,4.068752,7.868256,6.494605,1.056194,1.067433,1.112389,1.134316,1.161179,1.33579
643,10.63258,12.5591,9.669321,4.066594,7.868876,6.495101,1.056194,1.067433,1.112389,1.134316,1.161179,1.33579
643.5,10.63207,12.55848,9.668859,4.067778,7.867864,6.494291,1.056133,1.06736,1.112267,1.13534,1.162408,1.33835
644,10.63258,12.5591,9.669321,4.067778,7.866923,6.493538,1.056194,1.067433,1.112389,1.135377,1.162452,1.338442
644.5,10.63055,12.55665,9.667491,4.066803,7.865239,6.492191,1.056473,1.067768,1.112947,1.135409,1.16249,1.338522
645,10.63265,12.55918,9.669384,4.066803,7.863599,6.490879,1.056474,1.067769,1.112948,1.135438,1.162525,1.338594
645.5,10.63402,12.56082,9.670616,4.064615,7.864276,6.491421,1.056527,1.067832,1.113054,1.135517,1.16262,1.338792
646,10.63272,12.55926,9.669446,4.064615,7.866711,6.493369,1.056581,1.067897,1.113162,1.135517,1.16262,1.338792
646.5,10.6331,12.55972,9.669792,4.064073,7.867135,6.493708,1.056581,1.067897,1.113162,1.135671,1.162805,1.339177
647,10.63365,12.56038,9.670281,4.062508,7.866711,6.493369,1.056627,1.067952,1.113253,1.136092,1.163311,1.340231
647.5,10.63365,12.56038,9.670281,4.064073,7.866202,6.492962,1.056672,1.068007,1.113345,1.1361,1.16332,1.340249
648,10.63265,12.55918,9.669384,4.062508,7.86806,6.494448,1.05721,1.068652,1.11442,1.136162,1.163394,1.340405
648.5,10.63365,12.56038,9.670281,4.064615,7.867499,6.494,1.057601,1.069121,1.115201,1.136256,1.163507,1.340639
649,10.63365,12.56038,9.670281,4.066699,7.868256,6.494605,1.057646,1.069175,1.115292,1.136328,1.163594,1.340821
649.5,10.63258,12.55909,9.669319,4.066803,7.868566,6.494853,1.057691,1.069229,1.115382,1.136521,1.163825,1.341302
650,10.63272,12.55926,9.669448,4.066803,7.868566,6.494853,1.057646,1.069175,1.115292,1.137597,1.165116,1.343991
650.5,10.63272,12.55926,9.669446,4.065604,7.869377,6.495502,1.057691,1.069229,1.115382,1.137792,1.16535,1.34448
651,10.63258,12.55909,9.669319,4.065604,7.869377,6.495501,1.057691,1.069229,1.115382,1.137885,1.165462,1.344712
651.5,10.63258,12.55909,9.669319,4.064344,7.86806,6.494448,1.057691,1.069229,1.115382,1.138201,1.165842,1.345504
652,10.63232,12.55879,9.669089,4.064344,7.867499,6.494,1.057707,1.069248,1.115414,1.13853,1.166236,1.346324
652.5,10.63207,12.55848,9.668859,4.066803,7.869126,6.495301,1.057903,1.069483,1.115805,1.138716,1.16646,1.346791
653,10.63258,12.5591,9.669324,4.06978,7.868566,6.494853,1.057903,1.069483,1.115805,1.139014,1.166817,1.347536
653.5,10.63348,12.56018,9.670136,4.06978,7.858366,6.486693,1.058394,1.070073,1.116789,1.13913,1.166956,1.347825
654,10.63381,12.56057,9.670427,4.06978,7.857981,6.486385,1.058583,1.0703,1.117166,1.139416,1.167299,1.348539
654.5,10.63365,12.56038,9.670281,4.067778,7.859675,6.48774,1.058607,1.070329,1.117214,1.140805,1.168966,1.352013
655,10.6331,12.55972,9.669792,4.067778,7.860856,6.488685,1.058684,1.070421,1.117369,1.140805,1.168966,1.352013
655.5,10.63381,12.56057,9.670427,4.070809,7.860953,6.488763,1.058785,1.070542,1.11757,1.14125,1.1695,1.353125
656,10.63462,12.56155,9.67116,4.070809,7.860957,6.488766,1.058804,1.070565,1.117608,1.141317,1.16958,1.353292
656.5,10.63425,12.5611,9.670823,4.06978,7.860957,6.488766,1.058823,1.070588,1.117646,1.141317,1.16958,1.353292
657,10.63547,12.56257,9.671927,4.068752,7.860953,6.488763,1.058862,1.070634,1.117723,1.141553,1.169864,1.353884
657.5,10.63462,12.56155,9.67116,4.066803,7.860953,6.488763,1.059056,1.070868,1.118113,1.141375,1.16965,1.353437
658,10.63462,12.56155,9.67116,4.06587,7.859675,6.48774,1.058862,1.070634,1.117723,1.141317,1.16958,1.353292
658.5,10.63425,12.5611,9.670823,4.066232,7.86095,6.48876,1.059056,1.070868,1.118113,1.141732,1.170078,1.35433
659,10.63416,12.561,9.670747,4.064344,7.860953,6.488763,1.059241,1.071089,1.118481,1.141781,1.170138,1.354453
659.5,10.63547,12.56257,9.671927,4.064615,7.861147,6.488918,1.059877,1.071852,1.119753,1.142056,1.170467,1.35514
660,10.63408,12.56089,9.670671,4.064344,7.861886,6.489509,1.060131,1.072157,1.120262,1.141831,1.170197,1.354576
660.5,10.63547,12.56257,9.671927,4.063802,7.861886,6.489509,1.060248,1.072298,1.120496,1.141831,1.170197,1.354576
661,10.63547,12.56257,9.671927,4.059604,7.863069,6.490456,1.060248,1.072298,1.120496,1.142056,1.170467,1.35514
661.5,10.6363,12.56356,9.672674,4.062508,7.863775,6.49102,1.060248,1.072298,1.120496,1.142487,1.170984,1.356217
662,10.63638,12.56365,9.672741,4.061486,7.863648,6.490919,1.06041,1.072492,1.12082,1.142487,1.170984,1.356217
662.5,10.63689,12.56427,9.673205,4.060638,7.866457,6.493165,1.060571,1.072685,1.121141,1.142495,1.170994,1.356237
663,10.63663,12.56396,9.67297,4.05979,7.867864,6.494291,1.060571,1.072685,1.121141,1.142997,1.171596,1.357493
663.5,10.6363,12.56356,9.672674,4.059604,7.869377,6.495502,1.060719,1.072863,1.121438,1.143082,1.171698,1.357705
664,10.63638,12.56365,9.672741,4.05979,7.869825,6.49586,1.060748,1.072898,1.121497,1.143277,1.171933,1.358193
664.5,10.63883,12.5666,9.674951,4.061486,7.871437,6.497149,1.060902,1.073082,1.121804,1.14379,1.172548,1.359475
665,10.64081,12.56897,9.676725,4.062508,7.871793,6.497434,1.061568,1.073882,1.123137,1.144077,1.172893,1.360193
665.5,10.63995,12.56794,9.675959,4.059604,7.870006,6.496005,1.061646,1.073975,1.123291,1.144473,1.173367,1.361182
666,10.64125,12.56949,9.677121,4.059604,7.869825,6.49586,1.061646,1.073975,1.123291,1.144827,1.173793,1.362068
666.5,10.64202,12.57042,9.677815,4.060638,7.870006,6.496005,1.06176,1.074112,1.123521,1.144871,1.173846,1.362178
667,10.64187,12.57024,9.677682,4.061486,7.869754,6.495803,1.061816,1.074179,1.123632,1.144871,1.173846,1.362178
667.5,10.64081,12.56897,9.676725,4.061486,7.869377,6.495501,1.062264,1.074717,1.124528,1.144827,1.173793,1.362068
668,10.64017,12.56821,9.676156,4.061486,7.869377,6.495501,1.061979,1.074375,1.123958,1.146097,1.175316,1.365242
668.5,10.64035,12.56842,9.676316,4.060638,7.869615,6.495692,1.062203,1.074643,1.124406,1.146098,1.175318,1.365245
669,10.64035,12.56842,9.676316,4.065242,7.869825,6.49586,1.062271,1.074725,1.124542,1.14709,1.176508,1.367724
669.5,10.64017,12.56821,9.676156,4.064344,7.870087,6.496069,1.062289,1.074747,1.124579,1.147472,1.176966,1.368679
670,10.64204,12.57045,9.677836,4.062508,7.869946,6.495956,1.062278,1.074733,1.124556,1.147689,1.177227,1.369222
670.5,10.64202,12.57042,9.677815,4.064073,7.869887,6.495909,1.062315,1.074778,1.12463,1.148286,1.177944,1.370716
671,10.64204,12.57045,9.677836,4.064073,7.869754,6.495803,1.062592,1.07511,1.125184,1.148955,1.178746,1.372388
671.5,10.64262,12.57114,9.678354,4.063802,7.869377,6.495502,1.062463,1.074956,1.124926,1.14929,1.179149,1.373226
672,10.64229,12.57075,9.678063,4.062508,7.869946,6.495956,1.062874,1.075449,1.125748,1.149848,1.179817,1.37462
672.5,10.64262,12.57114,9.678354,4.060638,7.869615,6.495692,1.063028,1.075633,1.126055,1.149848,1.179817,1.37462
673,10.64286,12.57143,9.678574,4.061486,7.869825,6.49586,1.063036,1.075643,1.126072,1.150662,1.180794,1.376655
673.5,10.64229,12.57075,9.678063,4.063802,7.869759,6.495807,1.063036,1.075643,1.126072,1.150765,1.180918,1.376913
674,10.64194,12.57033,9.677749,4.064073,7.869377,6.495502,1.063189,1.075826,1.126377,1.150984,1.181181,1.37746
674.5,10.64131,12.56957,9.677175,4.06353,7.869377,6.495502,1.063372,1.076046,1.126743,1.150984,1.181181,1.37746
675,10.64203,12.57043,9.677826,4.06353,7.869946,6.495956,1.063569,1.076283,1.127139,1.151402,1.181682,1.378504
675.5,10.64286,12.57143,9.678574,4.06353,7.869684,6.495748,1.064268,1.077122,1.128536,1.15178,1.182137,1.379451
676,10.64254,12.57105,9.67829,4.05979,7.868876,6.495101,1.064397,1.077277,1.128795,1.153071,1.183685,1.382677
676.5,10.64254,12.57105,9.67829,4.061486,7.869759,6.495807,1.06446,1.077353,1.128921,1.153344,1.184013,1.383361
677,10.64431,12.57317,9.679881,4.060638,7.869615,6.495692,1.064728,1.077674,1.129457,1.154059,1.184871,1.385147
677.5,10.6431,12.57172,9.678793,4.05979,7.869759,6.495807,1.064811,1.077773,1.129622,1.154745,1.185693,1.386861
678,10.64202,12.57042,9.677815,4.059604,7.870087,6.496069,1.064853,1.077824,1.129707,1.154959,1.185951,1.387398
678.5,10.64194,12.57033,9.677749,4.059604,7.870579,6.496463,1.064953,1.077944,1.129907,1.155117,1.18614,1.387792
679,10.64229,12.57075,9.678063,4.05979,7.870579,6.496463,1.065064,1.078077,1.130129,1.155038,1.186046,1.387595
679.5,10.64202,12.57042,9.677815,4.061486,7.871437,6.497149,1.065182,1.078218,1.130364,1.154959,1.185951,1.387398
680,10.64204,12.57045,9.677836,4.059604,7.870579,6.496463,1.065404,1.078485,1.130808,1.155117,1.18614,1.387792
680.5,10.64254,12.57105,9.67829,4.059296,7.869946,6.495956,1.065605,1.078726,1.13121,1.155325,1.18639,1.388312
681,10.64254,12.57105,9.67829,4.059604,7.869496,6.495597,1.065909,1.079091,1.131819,1.155327,1.186392,1.388316
681.5,10.6431,12.57172,9.678793,4.062508,7.869615,6.495692,1.066492,1.079791,1.132985,1.155328,1.186394,1.38832
682,10.6431,12.57172,9.678793,4.062508,7.866457,6.493165,1.066573,1.079888,1.133147,1.155585,1.186702,1.388963
682.5,10.64431,12.57317,9.679881,4.061486,7.863775,6.49102,1.066655,1.079985,1.133309,1.155687,1.186825,1.389218
683,10.64431,12.57317,9.679881,4.065242,7.866202,6.492962,1.066655,1.079985,1.133309,1.155843,1.187011,1.389607
683.5,10.64517,12.5742,9.680651,4.06587,7.867135,6.493708,1.06672,1.080064,1.13344,1.15613,1.187356,1.390324
684,10.64262,12.57114,9.678354,4.06587,7.863775,6.49102,1.066953,1.080344,1.133906,1.15613,1.187356,1.390324
684.5,10.6435,12.5722,9.679153,4.066594,7.863712,6.490969,1.067287,1.080745,1.134574,1.156572,1.187886,1.39143
685,10.6435,12.5722,9.679153,4.066699,7.863648,6.490919,1.067531,1.081037,1.135062,1.156876,1.188251,1.39219
685.5,10.64262,12.57114,9.678354,4.067778,7.865239,6.492191,1.067287,1.080745,1.134574,1.157118,1.188541,1.392794
686,10.6439,12.57269,9.679514,4.070809,7.864025,6.49122,1.067775,1.08133,1.13555,1.157647,1.189176,1.394117
686.5,10.64495,12.57394,9.680452,4.072059,7.864025,6.49122,1.068146,1.081776,1.136293,1.158058,1.18967,1.395146
687,10.64509,12.5741,9.680577,4.071933,7.864276,6.491421,1.068179,1.081815,1.136359,1.158259,1.189911,1.395647
687.5,10.64539,12.57447,9.680852,4.072185,7.865239,6.492191,1.068164,1.081797,1.136328,1.158259,1.189911,1.395647
688,10.64561,12.57474,9.681053,4.072185,7.866457,6.493165,1.068298,1.081957,1.136595,1.158459,1.190151,1.396149
688.5,10.64513,12.57415,9.680614,4.072185,7.863775,6.49102,1.068338,1.082006,1.136677,1.158618,1.190341,1.396545
689,10.64598,12.57518,9.681386,4.073549,7.865239,6.492191,1.068379,1.082055,1.136758,1.158878,1.190654,1.397196
689.5,10.64463,12.57355,9.680166,4.073628,7.866923,6.493538,1.06865,1.08238,1.1373,1.158878,1.190654,1.397196
690,10.64463,12.57355,9.680166,4.074332,7.867499,6.494,1.069012,1.082815,1.138025,1.159007,1.190809,1.397519
690.5,10.64258,12.5711,9.678322,4.074999,7.868256,6.494605,1.069445,1.083334,1.13889,1.159152,1.190983,1.397881
691,10.64258,12.5711,9.678322,4.075338,7.867499,6.494,1.069681,1.083618,1.139363,1.159169,1.191003,1.397922
691.5,10.64125,12.56949,9.677121,4.076249,7.867499,6.494,1.069749,1.083699,1.139499,1.159185,1.191022,1.397963
692,10.64125,12.56949,9.677121,4.076721,7.863648,6.490919,1.069971,1.083965,1.139942,1.159522,1.191426,1.398805
692.5,10.64162,12.56994,9.677455,4.076485,7.864025,6.49122,1.070039,1.084047,1.140078,1.160132,1.192158,1.40033
693,10.64131,12.56957,9.677175,4.075793,7.863712,6.490969,1.070039,1.084047,1.140078,1.160447,1.192537,1.401118
693.5,10.64013,12.56815,9.676115,4.074332,7.866711,6.493369,1.070214,1.084257,1.140428,1.160447,1.192537,1.401118
694,10.64013,12.56815,9.676115,4.074999,7.868566,6.494853,1.070393,1.084472,1.140786,1.160535,1.192641,1.401336
694.5,10.64053,12.56863,9.676476,4.074999,7.867864,6.494291,1.070408,1.08449,1.140817,1.160535,1.192641,1.401336
695,10.64035,12.56842,9.676316,4.074332,7.868256,6.494605,1.070501,1.084601,1.141002,1.160594,1.192713,1.401485
695.5,10.64081,12.56897,9.676725,4.074332,7.868876,6.495101,1.070551,1.084661,1.141101,1.160855,1.193027,1.402139
696,10.64116,12.5694,9.677047,4.074332,7.867864,6.494291,1.070455,1.084546,1.14091,1.161084,1.1933,1.402709
696.5,10.64015,12.56818,9.676135,4.075168,7.866923,6.493538,1.0706,1.08472,1.1412,1.16131,1.193572,1.403274
697,10.64013,12.56815,9.676115,4.076249,7.865239,6.492191,1.0706,1.08472,1.1412,1.161725,1.19407,1.404313
697.5,10.64136,12.56964,9.677228,4.075793,7.863599,6.490879,1.070813,1.084976,1.141627,1.161863,1.194236,1.404657
698,10.64136,12.56964,9.677228,4.075793,7.864276,6.491421,1.070813,1.084976,1.141627,1.162236,1.194683,1.40559
698.5,10.63995,12.56794,9.675959,4.076896,7.866711,6.493369,1.071068,1.085282,1.142136,1.162236,1.194683,1.40559
699,10.63995,12.56794,9.675959,4.076721,7.867135,6.493708,1.071607,1.085929,1.143214,1.162585,1.195101,1.406461
699.5,10.64035,12.56842,9.676316,4.076485,7.866711,6.493369,1.07175,1.0861,1.143499,1.162963,1.195555,1.407407
700,10.63978,12.56774,9.675802,4.077071,7.866202,6.492962,1.07175,1.0861,1.143499,1.163108,1.195729,1.407769
700.5,10.63883,12.5666,9.674951,4.07812,7.86806,6.494448,1.072424,1.086909,1.144849,1.163013,1.195616,1.407533
701,10.63735,12.56482,9.673614,4.079623,7.867499,6.494,1.072982,1.087578,1.145964,1.163013,1.195616,1.407533
701.5,10.63874,12.56649,9.67487,4.08119,7.868256,6.494605,1.072931,1.087517,1.145861,1.163224,1.195869,1.408061
702,10.63874,12.56649,9.67487,4.082964,7.868566,6.494853,1.072982,1.087578,1.145964,1.163373,1.196048,1.408433
702.5,10.63931,12.56717,9.675376,4.083053,7.868566,6.494853,1.073043,1.087652,1.146087,1.16358,1.196296,1.40895
703,10.6369,12.56428,9.673212,4.083219,7.869377,6.495502,1.073092,1.08771,1.146184,1.163797,1.196556,1.409492
703.5,10.63995,12.56794,9.675959,4.083219,7.869377,6.495501,1.073214,1.087857,1.146428,1.164552,1.197463,1.411381
704,10.64081,12.56897,9.676725,4.083937,7.86806,6.494448,1.073271,1.087925,1.146542,1.164768,1.197721,1.411919
704.5,10.64053,12.56863,9.676476,4.083937,7.867499,6.494,1.073465,1.088158,1.14693,1.164824,1.197789,1.41206
705,10.64013,12.56815,9.676115,4.085056,7.869126,6.495301,1.073662,1.088394,1.147323,1.164824,1.197789,1.41206
705.5,10.64015,12.56818,9.676135,4.085056,7.868566,6.494853,1.073662,1.088394,1.147323,1.165263,1.198315,1.413157
706,10.64013,12.56815,9.676115,4.085104,7.858366,6.486693,1.073632,1.088359,1.147265,1.165709,1.198851,1.414273
706.5,10.64053,12.56863,9.676476,4.084773,7.857981,6.486385,1.073667,1.088401,1.147334,1.165949,1.199139,1.414872
707,10.64015,12.56818,9.676135,4.083008,7.859675,6.48774,1.073667,1.088401,1.147334,1.166371,1.199646,1.415928
707.5,10.64035,12.56842,9.676316,4.083008,7.860856,6.488685,1.073667,1.088401,1.147334,1.166398,1.199678,1.415995
708,10.64053,12.56863,9.676476,4.082035,7.860953,6.488763,1.074002,1.088803,1.148004,1.166485,1.199781,1.416211
708.5,10.64013,12.56815,9.676115,4.082035,7.860957,6.488766,1.074166,1.088999,1.148332,1.166571,1.199885,1.416428
709,10.63995,12.56794,9.675959,4.081144,7.860957,6.488766,1.074448,1.089337,1.148896,1.166911,1.200293,1.417276
709.5,10.63995,12.56794,9.675959,4.082834,7.860953,6.488763,1.074903,1.089884,1.149807,1.167028,1.200434,1.417571
710,10.6369,12.56428,9.673212,4.082899,7.860953,6.488763,1.074756,1.089708,1.149513,1.167191,1.200629,1.417978
710.5,10.6378,12.56536,9.674017,4.083219,7.859675,6.48774,1.074903,1.089884,1.149807,1.167728,1.201274,1.41932
711,10.64013,12.56815,9.676115,4.083937,7.86095,6.48876,1.075016,1.090019,1.150032,1.167728,1.201274,1.41932
711.5,10.64017,12.56821,9.676156,4.083384,7.860953,6.488763,1.075064,1.090077,1.150129,1.167728,1.201274,1.41932
712,10.64035,12.56842,9.676316,4.084489,7.861147,6.488918,1.075112,1.090134,1.150223,1.167801,1.201362,1.419503
712.5,10.64015,12.56818,9.676135,4.084773,7.861886,6.489509,1.075218,1.090261,1.150436,1.168039,1.201647,1.420098
713,10.64015,12.56818,9.676135,4.085056,7.861886,6.489509,1.075336,1.090403,1.150671,1.168277,1.201932,1.420692
713.5,10.63866,12.56639,9.67479,4.082834,7.863069,6.490456,1.075363,1.090435,1.150725,1.169317,1.203181,1.423293
714,10.63689,12.56427,9.673199,4.082899,7.863775,6.49102,1.075336,1.090403,1.150671,1.169317,1.203181,1.423293
714.5,10.63823,12.56587,9.674404,4.082899,7.863648,6.490919,1.07539,1.090468,1.150779,1.169997,1.203996,1.424992
715,10.63866,12.56639,9.67479,4.082899,7.866457,6.493165,1.07539,1.090468,1.150779,1.17034,1.204408,1.425851
