Condition,VH + ζ + SKOV + Her 1,VH + ζ + SKOV + Her 2,VH + ζ + SKOV + Her 3,VL + ζ + SKOV + Her 1,VL + ζ + SKOV + Her 2,VL + ζ + SKOV + Her 3,VH + ζ + SKOV 1,VH + ζ + SKOV 2,VH + ζ + SKOV 3,VL + ζ + SKOV 1,VL + ζ + SKOV 2,VL + ζ + SKOV 3
Seconds,,,,,,,,,,,,
238,9.995619,11.79474,9.096057,3.898447,7.257035,6.005628,0.955186,0.946223,0.910371,0.974006,0.968807,0.935014
238.5,9.99742,11.7969,9.097678,3.891078,7.268761,6.015009,0.955186,0.946223,0.910371,0.974077,0.968892,0.935192
239,10.00239,11.80287,9.102152,3.882363,7.265801,6.012641,0.955258,0.94631,0.910516,0.974295,0.969154,0.935738
239.5,10.00605,11.80726,9.105444,3.898447,7.270855,6.016684,0.955346,0.946415,0.910692,0.974295,0.969154,0.935738
240,10.01369,11.81643,9.112319,3.898447,7.273886,6.019109,0.955346,0.946415,0.910692,0.974295,0.969154,0.935738
240.5,10.01568,11.81882,9.114114,3.88371,7.274903,6.019922,0.955483,0.946579,0.910966,0.974467,0.969361,0.936168
241,10.0261,11.83132,9.123489,3.900715,7.279224,6.02338,0.955544,0.946653,0.911089,0.974343,0.969212,0.935858
241.5,10.02792,11.8335,9.125128,3.908696,7.28607,6.028856,0.955747,0.946897,0.911495,0.974577,0.969493,0.936443
242,10.0289,11.83468,9.12601,3.902984,7.308374,6.046699,0.955941,0.94713,0.911883,0.974793,0.969751,0.936982
242.5,10.03177,11.83813,9.128594,3.891078,7.315011,6.052009,0.955975,0.94717,0.91195,0.975008,0.97001,0.93752
243,10.03419,11.84103,9.130773,3.882363,7.307944,6.046355,0.956549,0.947858,0.913097,0.975029,0.970034,0.937571
243.5,10.03266,11.8392,9.129398,3.881015,7.315011,6.052009,0.956549,0.947858,0.913097,0.975131,0.970158,0.937829
244,10.03411,11.84094,9.130701,3.881015,7.321922,6.057537,0.956549,0.947858,0.913097,0.975398,0.970478,0.938496
244.5,10.03403,11.84084,9.13063,3.891078,7.325849,6.060679,0.956558,0.94787,0.913117,0.975431,0.970517,0.938577
245,10.03335,11.84002,9.130014,3.879311,7.327541,6.062033,0.95676,0.948112,0.913521,0.97554,0.970648,0.938849
245.5,10.04,11.84801,9.136004,3.879311,7.34458,6.075664,0.956852,0.948222,0.913703,0.975917,0.971101,0.939794
246,10.03875,11.8465,9.134877,3.881015,7.3463,6.07704,0.956852,0.948222,0.913703,0.9761,0.97132,0.940251
246.5,10.03673,11.84407,9.133054,3.877607,7.349529,6.079623,0.95678,0.948136,0.91356,0.9761,0.97132,0.940251
247,10.04222,11.85066,9.137997,3.875205,7.356559,6.085247,0.9568,0.94816,0.9136,0.976414,0.971696,0.941034
247.5,10.04355,11.85226,9.139192,3.876406,7.35956,6.087648,0.956903,0.948284,0.913806,0.976598,0.971918,0.941496
248,10.04618,11.85542,9.141565,3.876406,7.366377,6.093101,0.956903,0.948284,0.913806,0.976598,0.971918,0.941496
248.5,10.04653,11.85584,9.14188,3.879311,7.375612,6.100489,0.956933,0.948319,0.913866,0.976648,0.971978,0.94162
249,10.04991,11.85989,9.14492,3.898447,7.382535,6.106028,0.956933,0.948319,0.913866,0.97677,0.972124,0.941926
249.5,10.04938,11.85925,9.14444,3.900715,7.380912,6.104729,0.956999,0.948399,0.913999,0.976854,0.972225,0.942135
250,10.04916,11.85899,9.144241,3.900715,7.38726,6.109808,0.957143,0.948572,0.914286,0.976949,0.972338,0.942372
250.5,10.0496,11.85952,9.144639,3.900715,7.391131,6.112905,0.957103,0.948524,0.914207,0.976949,0.972338,0.942372
251,10.04355,11.85226,9.139192,3.908696,7.393409,6.114727,0.957183,0.948619,0.914365,0.976959,0.972351,0.942398
251.5,10.04938,11.85925,9.14444,3.913608,7.393393,6.114714,0.957143,0.948572,0.914286,0.977082,0.972498,0.942704
252,10.05165,11.86198,9.146486,3.913925,7.396368,6.117094,0.957183,0.948619,0.914365,0.977298,0.972758,0.943245
252.5,10.05575,11.8669,9.150178,3.913767,7.396368,6.117094,0.957216,0.948659,0.914432,0.977338,0.972805,0.943345
253,10.06181,11.87417,9.155629,3.898447,7.404461,6.123569,0.957366,0.94884,0.914733,0.977541,0.973049,0.943853
253.5,10.06477,11.87772,9.158291,3.900715,7.406363,6.12509,0.957484,0.94898,0.914967,0.977635,0.973162,0.944087
254,10.06665,11.87998,9.159985,3.898447,7.404461,6.123569,0.958324,0.949989,0.916648,0.977665,0.973199,0.944164
254.5,10.08025,11.8963,9.172222,3.90584,7.415203,6.132162,0.958474,0.950168,0.916947,0.97785,0.97342,0.944625
255,10.08066,11.89679,9.172596,3.902984,7.422321,6.137857,0.958607,0.950329,0.917215,0.97785,0.97342,0.944625
255.5,10.08096,11.89715,9.172862,3.902984,7.425643,6.140514,0.958694,0.950433,0.917388,0.9781,0.97372,0.94525
256,10.08184,11.89821,9.173656,3.911152,7.440369,6.152295,0.958804,0.950565,0.917608,0.9781,0.97372,0.94525
256.5,10.08543,11.90251,9.176886,3.90584,7.438522,6.150817,0.958988,0.950786,0.917977,0.978466,0.974159,0.946164
257,10.08462,11.90154,9.176158,3.90584,7.441469,6.153175,0.958988,0.950786,0.917977,0.978527,0.974232,0.946317
257.5,10.08155,11.89786,9.173392,3.913608,7.440922,6.152738,0.959444,0.951333,0.918888,0.978588,0.974305,0.946469
258,10.08096,11.89715,9.172862,3.917847,7.450019,6.160015,0.959444,0.951333,0.918888,0.978653,0.974383,0.946632
258.5,10.08125,11.8975,9.173128,3.921275,7.451847,6.161478,0.959648,0.951578,0.919296,0.978718,0.974461,0.946794
259,10.08462,11.90154,9.176158,3.92634,7.457742,6.166194,0.959664,0.951596,0.919327,0.978718,0.974461,0.946794
259.5,10.08543,11.90251,9.176886,3.928485,7.459347,6.167477,0.959664,0.951596,0.919327,0.979287,0.975145,0.948219
260,10.08543,11.90251,9.176886,3.927977,7.464415,6.171532,0.959664,0.951596,0.919327,0.979276,0.975131,0.948189
260.5,10.08868,11.90642,9.179813,3.931266,7.464669,6.171735,0.959664,0.951596,0.919327,0.979343,0.975212,0.948358
261,10.09512,11.91415,9.185611,3.932337,7.468482,6.174786,0.959664,0.951596,0.919327,0.979402,0.975283,0.948506
261.5,10.09448,11.91337,9.18503,3.930129,7.467456,6.173965,0.960004,0.952005,0.920009,0.979462,0.975354,0.948654
262,10.09727,11.91672,9.187539,3.931266,7.470524,6.176419,0.960004,0.952005,0.920009,0.979491,0.975389,0.948727
262.5,10.09941,11.91929,9.189468,3.933522,7.470524,6.176419,0.960004,0.952005,0.920009,0.979588,0.975505,0.948969
263,10.10425,11.9251,9.193826,3.932337,7.472771,6.178217,0.960004,0.952005,0.920009,0.979857,0.975828,0.949641
263.5,10.09941,11.91929,9.189468,3.933522,7.480914,6.184731,0.960235,0.952282,0.920471,0.980066,0.976079,0.950165
264,10.10425,11.9251,9.193826,3.933408,7.482887,6.18631,0.960189,0.952227,0.920378,0.980144,0.976173,0.950361
264.5,10.11242,11.93491,9.20118,3.933408,7.48157,6.185256,0.960282,0.952338,0.920564,0.980066,0.976079,0.950165
265,10.11617,11.93941,9.204555,3.933522,7.476006,6.180805,0.960304,0.952365,0.920608,0.980066,0.976079,0.950165
265.5,10.12513,11.95016,9.212619,3.932337,7.479955,6.183964,0.960799,0.952959,0.921599,0.980144,0.976173,0.950361
266,10.12817,11.9538,9.215353,3.933408,7.482887,6.18631,0.960799,0.952959,0.921599,0.980227,0.976273,0.950568
266.5,10.13458,11.9615,9.221123,3.932337,7.488842,6.191074,0.960934,0.953121,0.921869,0.980232,0.976278,0.950579
267,10.13552,11.96263,9.221969,3.933522,7.495304,6.196243,0.960934,0.953121,0.921869,0.980271,0.976325,0.950676
267.5,10.13458,11.9615,9.221123,3.936044,7.508663,6.20693,0.960799,0.952959,0.921599,0.980304,0.976365,0.95076
268,10.13921,11.96705,9.225287,3.936044,7.511044,6.208835,0.961069,0.953283,0.922138,0.980332,0.976398,0.950829
268.5,10.14263,11.97115,9.228366,3.936044,7.511432,6.209146,0.961069,0.953283,0.922138,0.981242,0.977491,0.953106
269,10.14859,11.97831,9.233734,3.936044,7.513813,6.21105,0.96122,0.953464,0.92244,0.982249,0.978698,0.955621
269.5,10.15566,11.98679,9.240092,3.936044,7.511238,6.208991,0.961602,0.953922,0.923204,0.982747,0.979296,0.956867
270,10.15566,11.98679,9.240092,3.934839,7.513813,6.21105,0.961707,0.954048,0.923414,0.983167,0.979801,0.957918
270.5,10.15595,11.98714,9.240358,3.934839,7.513731,6.210985,0.961712,0.954055,0.923425,0.983202,0.979843,0.958005
271,10.16575,11.9989,9.249178,3.933635,7.511238,6.208991,0.961712,0.954055,0.923425,0.983241,0.97989,0.958104
271.5,10.16575,11.9989,9.249178,3.936633,7.512582,6.210065,0.961602,0.953922,0.923204,0.983482,0.980178,0.958705
272,10.17,12.004,9.253003,3.938101,7.512582,6.210065,0.961707,0.954048,0.923414,0.983516,0.98022,0.958791
272.5,10.17043,12.00451,9.253386,3.936338,7.513813,6.21105,0.961707,0.954048,0.923414,0.983551,0.980261,0.958877
273,10.17066,12.00479,9.253592,3.936633,7.520953,6.216763,0.961707,0.954048,0.923414,0.983782,0.980538,0.959454
273.5,10.17224,12.00669,9.255019,3.936338,7.52519,6.220152,0.961602,0.953922,0.923204,0.983821,0.980585,0.959552
274,10.17108,12.00529,9.253969,3.937367,7.526552,6.221241,0.961602,0.953922,0.923204,0.983821,0.980585,0.959552
274.5,10.17896,12.01475,9.261065,3.937367,7.526552,6.221241,0.961602,0.953922,0.923204,0.98409,0.980907,0.960224
275,10.17989,12.01586,9.261897,3.934839,7.532123,6.225698,0.962111,0.954533,0.924222,0.984354,0.981225,0.960885
275.5,10.17943,12.01531,9.261483,3.933635,7.541932,6.233545,0.962121,0.954545,0.924241,0.984354,0.981225,0.960885
276,10.18057,12.01668,9.262511,3.931266,7.548826,6.239061,0.961718,0.954061,0.923435,0.98438,0.981256,0.960949
276.5,10.18057,12.01668,9.262511,3.936044,7.553065,6.242452,0.962111,0.954533,0.924222,0.984405,0.981287,0.961014
277,10.18418,12.02101,9.265759,3.936044,7.554338,6.24347,0.962121,0.954545,0.924241,0.984703,0.981643,0.961757
277.5,10.18322,12.01986,9.264896,3.936338,7.559575,6.24766,0.962111,0.954533,0.924222,0.98515,0.98218,0.962875
278,10.18445,12.02134,9.266007,3.936044,7.565685,6.252548,0.962121,0.954545,0.924241,0.985413,0.982496,0.963532
278.5,10.19405,12.03286,9.274646,3.936633,7.566159,6.252927,0.962148,0.954577,0.924296,0.985434,0.98252,0.963584
279,10.19606,12.03527,9.27645,3.940322,7.576232,6.260986,0.962431,0.954917,0.924862,0.985477,0.982572,0.963692
279.5,10.19721,12.03665,9.277489,3.938101,7.577358,6.261886,0.962444,0.954932,0.924887,0.985477,0.982572,0.963692
280,10.19721,12.03665,9.277489,3.936044,7.576232,6.260986,0.962457,0.954948,0.924913,0.985477,0.982572,0.963692
280.5,10.20589,12.04707,9.285299,3.936044,7.579968,6.263975,0.962444,0.954932,0.924887,0.985525,0.98263,0.963813
281,10.20547,12.04657,9.284926,3.936044,7.579968,6.263975,0.962515,0.955017,0.925029,0.986027,0.983232,0.965067
281.5,10.21076,12.05292,9.289687,3.940322,7.574718,6.259775,0.962486,0.954983,0.924971,0.986372,0.983647,0.965931
282,10.21606,12.05927,9.29445,3.940322,7.579993,6.263994,0.962486,0.954983,0.924971,0.986493,0.983792,0.966233
282.5,10.21768,12.06122,9.295914,3.940322,7.583529,6.266823,0.962665,0.955198,0.92533,0.986663,0.983996,0.966658
283,10.22133,12.0656,9.299199,3.94471,7.587649,6.270119,0.962665,0.955198,0.92533,0.986565,0.983877,0.966411
283.5,10.22016,12.0642,9.298148,3.946371,7.594506,6.275605,0.962868,0.955442,0.925736,0.986663,0.983996,0.966658
284,10.22294,12.06753,9.30065,3.946371,7.589833,6.271866,0.962942,0.95553,0.925883,0.986854,0.984225,0.967134
284.5,10.22785,12.07342,9.305063,3.946371,7.589704,6.271763,0.962942,0.95553,0.925883,0.987156,0.984587,0.967889
285,10.22875,12.0745,9.305875,3.942795,7.592703,6.274162,0.962962,0.955554,0.925924,0.987366,0.984839,0.968415
285.5,10.22836,12.07403,9.305523,3.951241,7.59545,6.27636,0.963292,0.95595,0.926584,0.987366,0.984839,0.968415
286,10.24016,12.08819,9.31614,3.946386,7.59545,6.27636,0.963527,0.956233,0.927054,0.987366,0.984839,0.968415
286.5,10.2379,12.08548,9.314111,3.946386,7.59545,6.27636,0.96345,0.956141,0.926901,0.987366,0.984839,0.968415
287,10.24309,12.09171,9.318782,3.946371,7.59545,6.27636,0.963604,0.956325,0.927208,0.987448,0.984938,0.968621
287.5,10.24851,12.09821,9.32366,3.946386,7.609072,6.287257,0.96365,0.95638,0.9273,0.987448,0.984938,0.968621
288,10.2579,12.10948,9.332109,3.946378,7.609072,6.287257,0.96366,0.956392,0.92732,0.987482,0.984979,0.968706
288.5,10.2607,12.11284,9.334627,3.952951,7.616998,6.293599,0.96367,0.956404,0.92734,0.987482,0.984979,0.968706
289,10.2607,12.11284,9.334627,3.949669,7.609072,6.287257,0.963988,0.956785,0.927976,0.987797,0.985356,0.969492
289.5,10.25984,12.11181,9.33386,3.954524,7.611268,6.289014,0.964116,0.95694,0.928233,0.98827,0.985924,0.970674
290,10.25841,12.11009,9.332569,3.954524,7.604011,6.283209,0.964683,0.957619,0.929366,0.989288,0.987146,0.973221
290.5,10.2579,12.10948,9.332109,3.946386,7.612022,6.289618,0.96479,0.957748,0.929579,0.989606,0.987527,0.974014
291,10.25899,12.11079,9.333093,3.954524,7.616998,6.293599,0.964722,0.957666,0.929443,0.989614,0.987537,0.974035
291.5,10.25899,12.11079,9.333093,3.956096,7.618659,6.294927,0.964858,0.957829,0.929715,0.989622,0.987546,0.974055
292,10.25984,12.11181,9.33386,3.956412,7.628413,6.30273,0.964999,0.957999,0.929998,0.989699,0.987639,0.974248
292.5,10.26192,12.11431,9.33573,3.954524,7.628413,6.30273,0.965048,0.958057,0.930095,0.989822,0.987786,0.974555
293,10.26326,12.11592,9.336938,3.952951,7.632717,6.306174,0.965174,0.958209,0.930349,0.989914,0.987897,0.974785
293.5,10.26396,12.11675,9.337565,3.956096,7.631411,6.305129,0.965354,0.958425,0.930708,0.989961,0.987954,0.974903
294,10.26544,12.11853,9.338899,3.954524,7.629281,6.303424,0.965407,0.958488,0.930813,0.990044,0.988053,0.97511
294.5,10.26647,12.11976,9.339819,3.954524,7.632941,6.306353,0.965599,0.958719,0.931198,0.990207,0.988248,0.975517
295,10.26808,12.1217,9.341272,3.959844,7.6362,6.30896,0.965791,0.958949,0.931582,0.990207,0.988248,0.975517
295.5,10.26577,12.11893,9.339194,3.958286,7.643422,6.314738,0.965998,0.959197,0.931995,0.990207,0.988249,0.975518
296,10.27258,12.1271,9.345323,3.959844,7.641151,6.312921,0.966045,0.959254,0.932089,0.990799,0.988959,0.976998
296.5,10.28167,12.138,9.353503,3.961805,7.642908,6.314327,0.965894,0.959073,0.931789,0.990857,0.989029,0.977143
297,10.28309,12.13971,9.354785,3.961805,7.653227,6.322581,0.966144,0.959372,0.932287,0.990929,0.989115,0.977323
297.5,10.28423,12.14107,9.355803,3.961805,7.65348,6.322784,0.96615,0.959381,0.932301,0.991108,0.98933,0.97777
298,10.2838,12.14056,9.355421,3.961805,7.649688,6.319751,0.967133,0.96056,0.934267,0.991108,0.98933,0.97777
298.5,10.28948,12.14737,9.360531,3.961805,7.642394,6.313915,0.96734,0.960808,0.934679,0.991231,0.989478,0.978078
299,10.29828,12.15793,9.36845,3.961805,7.65348,6.322784,0.967503,0.961004,0.935006,0.991305,0.989566,0.978263
299.5,10.29367,12.15241,9.364307,3.961805,7.661212,6.328969,0.967431,0.960918,0.934863,0.991305,0.989566,0.978263
300,10.29213,12.15056,9.36292,3.978184,7.667607,6.334086,0.967575,0.96109,0.93515,0.991379,0.989655,0.978447
300.5,10.30292,12.16351,9.372632,3.978184,7.66893,6.335144,0.967575,0.96109,0.93515,0.991512,0.989815,0.97878
301,10.30564,12.16677,9.375079,3.988214,7.668269,6.334615,0.967584,0.9611,0.935167,0.991516,0.989819,0.97879
301.5,10.32092,12.1851,9.388826,3.99344,7.676534,6.341228,0.967683,0.96122,0.935366,0.992213,0.990656,0.980533
302,10.32543,12.19051,9.392886,3.99344,7.671902,6.337522,0.967883,0.96146,0.935766,0.992378,0.990853,0.980945
302.5,10.3295,12.1954,9.396547,3.995033,7.676534,6.341228,0.968098,0.961718,0.936196,0.992797,0.991356,0.981992
303,10.33272,12.19927,9.399451,3.998421,7.68013,6.344104,0.968123,0.961748,0.936247,0.992971,0.991565,0.982427
303.5,10.33445,12.20134,9.401007,3.99522,7.676534,6.341228,0.968221,0.961866,0.936443,0.993221,0.991866,0.983054
304,10.33462,12.20155,9.401161,3.994716,7.67317,6.338536,0.968253,0.961903,0.936505,0.993805,0.992566,0.984513
304.5,10.34287,12.21144,9.408579,3.994846,7.674852,6.339882,0.968318,0.961981,0.936636,0.994149,0.992978,0.985372
305,10.34287,12.21144,9.408579,3.99522,7.68013,6.344104,0.968509,0.962211,0.937019,0.994409,0.99329,0.986021
305.5,10.34304,12.21164,9.408733,3.994587,7.68191,6.345528,0.968627,0.962352,0.937254,0.99487,0.993844,0.987175
306,10.34624,12.21549,9.411615,3.99344,7.682547,6.346038,0.968702,0.962443,0.937404,0.994938,0.993925,0.987344
306.5,10.34477,12.21372,9.410289,3.994587,7.683365,6.346692,0.968702,0.962443,0.937404,0.995222,0.994266,0.988054
307,10.34671,12.21605,9.412041,3.990827,7.693487,6.354789,0.968889,0.962667,0.937778,0.995466,0.994559,0.988665
307.5,10.34624,12.21549,9.411615,3.968047,7.703471,6.362777,0.968889,0.962667,0.937778,0.995585,0.994702,0.988963
308,10.34649,12.21579,9.411839,3.968154,7.695603,6.356482,0.968889,0.962667,0.937778,0.995494,0.994593,0.988736
308.5,10.34699,12.21638,9.412287,3.968154,7.703809,6.363047,0.969748,0.963698,0.939497,0.995676,0.994811,0.98919
309,10.34694,12.21632,9.412242,3.968047,7.706017,6.364814,0.970315,0.964378,0.940629,0.995741,0.99489,0.989353
309.5,10.34746,12.21695,9.41271,3.965853,7.711404,6.369123,0.970458,0.96455,0.940917,0.995741,0.99489,0.989353
310,10.34694,12.21632,9.412242,3.968047,7.709261,6.367409,0.970484,0.964581,0.940968,0.995676,0.994811,0.98919
310.5,10.34704,12.21644,9.412332,3.968154,7.712953,6.370363,0.970576,0.964691,0.941152,0.995676,0.994811,0.98919
311,10.34671,12.21605,9.412041,3.978184,7.719563,6.37565,0.970484,0.964581,0.940968,0.995894,0.995072,0.989734
311.5,10.34599,12.21519,9.41139,3.988214,7.720105,6.376084,0.970642,0.964771,0.941284,0.99598,0.995176,0.989951
312,10.34704,12.21644,9.412332,3.988214,7.722464,6.377971,0.971178,0.965414,0.942356,0.996096,0.995316,0.990241
312.5,10.3482,12.21784,9.413383,3.968154,7.714191,6.371353,0.971265,0.965518,0.942531,0.996096,0.995316,0.990241
313,10.3482,12.21784,9.413383,3.968154,7.714191,6.371353,0.971265,0.965518,0.942531,0.996096,0.995316,0.990241
313.5,10.34796,12.21755,9.413162,3.994014,7.715046,6.372037,0.971339,0.965607,0.942678,0.996193,0.995431,0.990482
314,10.35641,12.22769,9.420771,3.994846,7.719563,6.37565,0.971523,0.965828,0.943046,0.996262,0.995514,0.990655
314.5,10.35543,12.22652,9.419891,3.995033,7.719021,6.375217,0.972053,0.966463,0.944106,0.996268,0.995521,0.990669
315,10.35931,12.23117,9.423378,3.994846,7.719563,6.37565,0.972073,0.966487,0.944145,0.996268,0.995521,0.990669
315.5,10.35543,12.22652,9.419891,3.994846,7.712299,6.369839,0.97257,0.967084,0.94514,0.996287,0.995545,0.990718
316,10.35931,12.23117,9.423378,3.99522,7.709261,6.367409,0.97257,0.967084,0.94514,0.996497,0.995797,0.991243
316.5,10.35811,12.22973,9.422296,3.99522,7.712953,6.370363,0.972608,0.96713,0.945216,0.997269,0.996723,0.993173
317,10.35984,12.2318,9.423853,3.998421,7.713336,6.370669,0.973071,0.967686,0.946143,0.998216,0.997859,0.99554
317.5,10.35906,12.23087,9.423154,3.99522,7.720747,6.376598,0.973071,0.967686,0.946143,0.998226,0.997871,0.995565
318,10.35956,12.23147,9.423602,3.994716,7.72139,6.377112,0.973089,0.967707,0.946179,0.998406,0.998088,0.996016
318.5,10.37005,12.24406,9.433043,3.994846,7.724075,6.37926,0.973339,0.968007,0.946678,0.998718,0.998462,0.996796
319,10.3663,12.23956,9.429667,3.994846,7.7268,6.38144,0.97357,0.968284,0.947141,0.998782,0.998538,0.996955
319.5,10.3663,12.23956,9.429667,3.994587,7.729412,6.38353,0.973604,0.968324,0.947207,0.998782,0.998538,0.996955
320,10.37427,12.24913,9.436847,3.994846,7.731268,6.385015,0.973724,0.968469,0.947448,0.998718,0.998462,0.996796
320.5,10.3808,12.25697,9.442724,3.995033,7.730745,6.384596,0.973845,0.968614,0.94769,0.998996,0.998796,0.997491
321,10.37825,12.2539,9.440422,3.998421,7.733465,6.386772,0.973903,0.968683,0.947805,0.998996,0.998796,0.997491
321.5,10.38447,12.26137,9.446027,3.998421,7.738604,6.390883,0.974251,0.969102,0.948503,0.999283,0.99914,0.998208
322,10.38668,12.26401,9.448008,3.99522,7.738604,6.390883,0.974251,0.969102,0.948503,0.99957,0.999484,0.998925
322.5,10.38583,12.263,9.447251,4.001622,7.740107,6.392085,0.974251,0.969102,0.948503,0.999283,0.99914,0.998208
323,10.39119,12.26943,9.452074,4.003908,7.742347,6.393878,0.974401,0.969281,0.948802,0.999722,0.999666,0.999304
323.5,10.38752,12.26502,9.448764,4.009841,7.742347,6.393878,0.974535,0.969442,0.949071,1.000178,1.000214,1.000446
324,10.38752,12.26502,9.448764,4.012019,7.74325,6.3946,0.974535,0.969442,0.949071,1.000222,1.000266,1.000554
324.5,10.39358,12.27229,9.45422,4.009841,7.740346,6.392277,0.974522,0.969427,0.949044,1.000262,1.000315,1.000656
325,10.39417,12.27301,9.454756,4.010103,7.741347,6.393077,0.974535,0.969442,0.949071,1.000376,1.000452,1.000941
325.5,10.39239,12.27086,9.453147,4.008018,7.741347,6.393077,0.975011,0.970013,0.950022,1.000687,1.000825,1.001718
326,10.39119,12.26943,9.452074,3.99522,7.745267,6.396214,0.975012,0.970015,0.950024,1.00076,1.000911,1.001899
326.5,10.39417,12.27301,9.454756,3.99522,7.746317,6.397054,0.975077,0.970092,0.950154,1.000803,1.000964,1.002008
327,10.3941,12.27292,9.454688,4.003908,7.751079,6.400864,0.975077,0.970092,0.950154,1.001486,1.001783,1.003714
327.5,10.39475,12.2737,9.455274,4.012019,7.751079,6.400864,0.975013,0.970016,0.950027,1.001696,1.002035,1.00424
328,10.39724,12.27669,9.457515,4.013673,7.750643,6.400515,0.975159,0.970191,0.950318,1.001743,1.002092,1.004358
328.5,10.39843,12.27811,9.458585,4.01579,7.752616,6.402093,0.975159,0.970191,0.950318,1.001777,1.002132,1.004442
329,10.39737,12.27684,9.457631,4.014083,7.749851,6.399881,0.975159,0.970191,0.950318,1.001861,1.002233,1.004653
329.5,10.40014,12.28017,9.46013,4.014083,7.749624,6.399699,0.975177,0.970212,0.950354,1.001999,1.002399,1.004998
330,10.40014,12.28017,9.46013,4.017497,7.74953,6.399624,0.975482,0.970579,0.950965,1.002286,1.002743,1.005715
330.5,10.40046,12.28055,9.460411,4.018098,7.74953,6.399624,0.975588,0.970706,0.951176,1.002286,1.002743,1.005715
331,10.40257,12.28309,9.462317,4.010366,7.749443,6.399555,0.975636,0.970763,0.951272,1.002286,1.002743,1.005715
331.5,10.40407,12.28488,9.463664,4.012019,7.749624,6.399699,0.975684,0.970821,0.951368,1.002373,1.002848,1.005933
332,10.40046,12.28055,9.460411,4.008018,7.749624,6.399699,0.9759,0.97108,0.9518,1.00246,1.002952,1.00615
332.5,10.40433,12.2852,9.463897,4.006195,7.749624,6.399699,0.976202,0.971442,0.952404,1.002628,1.003154,1.006571
333,10.40407,12.28488,9.463664,3.998421,7.750643,6.400515,0.976451,0.971741,0.952901,1.002628,1.003154,1.006571
333.5,10.40553,12.28663,9.464974,3.994716,7.752616,6.402093,0.976451,0.971741,0.952901,1.002628,1.003154,1.006571
334,10.40723,12.28867,9.466503,3.995033,7.753716,6.402973,0.976522,0.971826,0.953044,1.003006,1.003607,1.007515
334.5,10.40743,12.28892,9.46669,3.99522,7.753757,6.403006,0.976522,0.971826,0.953044,1.003072,1.003686,1.00768
335,10.40723,12.28867,9.466503,3.998421,7.755814,6.404651,0.976683,0.97202,0.953367,1.003184,1.003821,1.00796
335.5,10.40933,12.29119,9.468396,3.994846,7.761713,6.409371,0.976787,0.972145,0.953574,1.004089,1.004907,1.010223
336,10.41205,12.29446,9.470844,3.99522,7.755776,6.404621,0.976928,0.972313,0.953855,1.004313,1.005175,1.010782
336.5,10.41412,12.29694,9.472708,3.997995,7.763517,6.410814,0.977155,0.972586,0.95431,1.004313,1.005175,1.010782
337,10.41494,12.29793,9.473448,3.997995,7.769984,6.415987,0.977299,0.972759,0.954599,1.004366,1.005239,1.010914
337.5,10.41549,12.29859,9.473943,4.001622,7.774336,6.419468,0.977531,0.973037,0.955061,1.004366,1.005239,1.010914
338,10.41549,12.29859,9.473943,4.001622,7.776013,6.42081,0.977776,0.973331,0.955552,1.004486,1.005383,1.011214
338.5,10.41688,12.30026,9.475191,3.999808,7.778241,6.422593,0.977827,0.973393,0.955655,1.004515,1.005418,1.011288
339,10.41655,12.29986,9.474891,3.997995,7.778241,6.422593,0.977898,0.973477,0.955796,1.004883,1.00586,1.012208
339.5,10.41613,12.29935,9.474516,3.996607,7.777828,6.422262,0.977903,0.973484,0.955807,1.005135,1.006162,1.012837
340,10.41974,12.30368,9.477762,3.995033,7.782581,6.426065,0.977936,0.973524,0.955873,1.005642,1.006771,1.014106
340.5,10.42366,12.3084,9.481297,4.001622,7.778241,6.422593,0.977936,0.973524,0.955873,1.006246,1.007495,1.015614
341,10.42618,12.31142,9.483563,4.010103,7.777508,6.422007,0.978326,0.973992,0.956653,1.006354,1.007624,1.015884
341.5,10.42618,12.31142,9.483563,4.010103,7.777189,6.421751,0.978368,0.974042,0.956736,1.006246,1.007495,1.015614
342,10.42767,12.31321,9.484904,4.010103,7.780513,6.42441,0.97841,0.974092,0.95682,1.00636,1.007632,1.0159
342.5,10.42827,12.31392,9.48544,4.008018,7.785189,6.428151,0.97841,0.974092,0.95682,1.006643,1.007971,1.016607
343,10.42992,12.3159,9.486928,4.012019,7.785438,6.42835,0.97841,0.974092,0.95682,1.006643,1.007971,1.016607
343.5,10.43101,12.31721,9.487909,4.010366,7.78494,6.427952,0.978769,0.974523,0.957538,1.006643,1.007971,1.016607
344,10.42886,12.31463,9.485976,4.012019,7.785438,6.42835,0.978939,0.974726,0.957877,1.007138,1.008565,1.017845
344.5,10.42886,12.31463,9.485976,4.017497,7.788485,6.430788,0.979118,0.974942,0.958237,1.007138,1.008565,1.017845
345,10.43096,12.31715,9.487863,4.013673,7.788485,6.430788,0.979292,0.97515,0.958583,1.007362,1.008835,1.018406
345.5,10.43178,12.31813,9.488599,4.013878,7.788485,6.430788,0.979591,0.975509,0.959181,1.007367,1.00884,1.018417
346,10.43216,12.31859,9.488941,4.017497,7.788974,6.431179,0.979591,0.975509,0.959181,1.007598,1.009117,1.018995
346.5,10.43139,12.31767,9.488254,4.010366,7.791277,6.433022,0.979936,0.975923,0.959871,1.007752,1.009303,1.01938
347,10.42618,12.31142,9.483563,4.012019,7.788974,6.431179,0.979946,0.975935,0.959892,1.007903,1.009484,1.019758
