"FSC-A", "FSC-H", "SSC-A", "FL-A", "PE-A", "PerCP-A", "Cy55PerCP-A", "Cy7PE-A", "APC-A", "Alexa700-A", "Cy7APC-A", "PacB-A", "AmCy-A", "QDot605-A", "BUV395-A", "BUV737-A", "BUV496-A", "Time", "Event #", "Comp-FL-A", "Comp-PE-A", "Comp-PerCP-A", "Comp-Cy55PerCP-A", "Comp-Cy7PE-A", "Comp-APC-A", "Comp-Alexa700-A", "Comp-Cy7APC-A", "Comp-PacB-A", "Comp-AmCy-A", "Comp-QDot605-A", "Comp-BUV395-A", "Comp-BUV737-A", "Comp-BUV496-A"
167106,112329,211172,670.84,215.14,140.12,891.56,28.52,271.36,487.04,92.8,903.12,2822.25,1334.09,858.88,526.72,25497.6,48.935,17457,656.203,97.3276,101.258,644.215,-99.4682,256.789,348.849,24.5079,712.74,2388.66,-20.0178,506.784,-315.677,16612.2
222606,123902,252731,1357.8,539.4,569.78,1016.18,106.02,76.16,147.2,55.68,1486.03,3863.82,2569.49,472.32,279.68,7847.04,48.973,17469,1344.19,255.89,552.1,-326.353,21.8444,78.4677,303.422,81.9086,1241.77,3102.86,143.115,579.861,-931.026,-3919.08
198845,154900,200419,416.02,241.8,273.42,881.64,80.6,280.96,554.24,108.16,1192.8,3241.86,1667.08,555.52,248.96,16187.5,48.973,17470,401.317,125.481,247.926,295.123,-26.9451,272.102,514.163,41.7894,982.31,2683.39,-50.9616,426.266,-668.71,6224.69
131317,114331,90329.7,150.66,53.32,50.22,-42.16,-5.58,33.92,33.28,-16,532.5,1711.81,675.21,526.08,90.88,29128.3,48.99,17480,148.611,-2.31432,55.8814,-155.839,7.89414,36.636,97.0905,-3.4107,420.177,1483.24,-130.79,68.0038,-338.113,23726.6
151819,118257,124828,82.46,35.34,-4.34,-119.04,-2.48,33.92,83.84,-124.8,372.75,843.48,259.86,150.4,75.52,8880.64,48.996,17487,81.7559,19.1661,-1.85064,-113.38,17.0721,37.9248,85.9283,-142.525,322.046,672.865,-73.4116,13.4835,-1.82592,6420.5
167821,135280,191064,360.22,297.6,276.52,208.94,30.38,316.16,703.36,253.44,1055.77,3055.13,1465.44,1095.04,641.92,52211.2,49.029,17497,352.504,142.325,280.195,-451.646,31.0014,320.176,686.57,153.674,857.614,2554.77,-236.373,210.177,-530.319,42767.8
130312,113129,149284,479.26,159.34,197.16,480.5,131.44,91.52,-103.04,144.64,867.62,2294.01,1542.83,784.64,344.32,39412.5,49.03,17498,470.506,26.086,189.474,16.2895,83.4474,87.9148,-55.2675,187.942,721.905,1890.89,323.177,181.386,-548.686,32318.8
146657,127900,198262,461.9,189.72,31,48.98,-54.56,288,136.32,110.08,593.56,1532.18,866.91,583.04,240,24644.5,49.097,17518,455.724,113.993,17.7175,-17.3983,-56.0081,286.782,21.4173,100.813,496.743,1243.09,194.094,188.949,-147.911,19935.8
190938,152065,165859,827.08,150.66,97.34,200.88,112.22,174.08,183.68,-14.08,1486.03,3329.9,1728.85,1149.44,229.12,45057.9,49.166,17542,817.315,-2.36845,90.871,-25.0207,97.8238,173.843,213.765,-22.8351,1283.14,2606.04,296.548,465.298,-617.346,35173.8
209640,140665,201463,516.46,223.82,171.74,771.28,67.58,49.92,161.92,10.88,1091.27,2948.63,1609.57,1226.24,542.72,59541.1,49.168,17543,503.993,78.715,144.287,423.793,-32.4415,39.9969,222.104,14.7914,900.124,2441.8,173.975,238.475,-649.673,50481.8
232913,164761,151282,595.2,243.04,58.28,123.38,226.3,96,167.04,39.04,1090.56,2612.8,1012.46,1301.76,891.52,53256.3,49.228,17559,587.217,116.573,44.4277,-1.48656,213.99,95.8343,94.7282,-14.8467,928.716,2092.28,-121.609,371.471,73.6776,45374.6
152874,123147,182948,498.48,146.32,81.84,520.8,121.52,116.48,71.04,246.4,918.74,2607.12,1096.24,1268.48,416.64,52409,49.234,17564,487.622,29.5148,60.0389,394.185,45.7429,104.692,61.7092,258.602,748.07,2183.24,-77.7117,413.438,-541.867,44210.6
208932,153755,163982,645.42,202.12,98.58,370.14,140.12,99.84,81.28,22.4,985.48,2761.9,1405.09,1136.64,553.6,47497,49.259,17573,635.978,68.9368,81.057,162.455,95.6237,95.8266,69.1038,15.0637,806.951,2298.68,131.369,368.089,-312.845,38923.5
183618,140441,129941,406.72,199.02,73.78,305.66,-24.8,-34.56,-80,-3.84,416.06,1189.25,477.12,92.8,17.92,8234.24,49.281,17581,401.807,136.707,53.6917,176.918,-64.8884,-38.5454,-37.5861,27.4979,338.246,988.377,-125.649,17.6088,-218.898,4547.49
211265,155801,200602,1111.04,434,417.88,913.88,139.5,13.44,266.24,-46.08,1456.92,3573.43,1983.03,1088,762.88,40785.3,49.294,17588,1098.33,180.6,397.671,-46.9105,48.6502,12.6884,373.149,-67.0692,1232.88,2838.47,-63.6493,485.12,-606.436,30060.9
147441,107377,151786,523.28,220.72,57.04,267.22,-24.8,-29.44,55.68,107.52,300.33,943.59,662.43,69.12,-78.08,1123.2,49.299,17594,518.457,156.225,34.1681,159.826,-58.3863,-34.6608,93.6306,115.365,236.448,776.363,183.829,108.922,-238.177,-1848.74
211009,167925,111659,708.04,386.26,316.2,1155.68,88.66,36.48,-34.56,9.6,1052.22,2803.08,1802.69,416.64,285.44,6128.64,49.353,17612,692.523,243.173,272.125,478.082,-53.6993,25.1005,-3.31285,48.6586,871.402,2301.36,198.36,500.257,-549.235,-2527.84
182300,142977,207247,683.86,281.48,146.32,368.28,41.54,137.6,27.52,66.56,1163.69,3210.62,1584.72,1190.4,221.44,44587.5,49.411,17635,673.512,137.505,127.316,64.9546,3.71729,134.19,74.315,101.395,957.542,2665.42,43.6523,538.349,-697.471,34602.7
202219,144910,166007,414.16,210.18,169.88,462.52,31,188.8,177.92,-7.68,1020.98,2719.3,1255.99,724.48,444.16,19472.6,49.426,17637,404.394,113.518,153.949,92.7523,-21.8811,186.397,112.036,-25.1958,847.73,2249.67,-110.734,504.263,-225.785,11085.5
166107,122409,196123,1284.02,545.6,370.76,951.08,87.42,264.96,-3.84,-54.4,1147.36,3561.36,2358.62,764.8,314.88,15153.9,49.427,17638,1268.03,317.879,329.63,119.221,-10.5022,261.379,-22.4323,-12.8375,912.957,2990.95,304.552,728.444,-695.216,3924.96
226000,169105,194151,682.62,140.74,109.74,360.84,9.3,27.52,-13.44,-8.96,989.03,2865.56,1476.09,1354.24,359.04,61442.6,49.429,17640,674.826,-13.774,100.325,131.923,-31.832,23.7354,86.6924,33.5326,802.542,2400.26,145.528,342.663,-685.43,52507.1
163180,129839,157760,559.24,104.78,199.64,621.24,199.64,26.88,142.72,-126.72,850.58,2504.88,1199.19,880,684.8,42473.6,49.441,17645,550.916,-41.8122,192.113,174.983,125.307,24.2405,175.221,-152.623,686.487,2104.64,-110.876,184.857,-299.463,34731.4
154603,122182,150963,776.24,210.8,64.48,137.02,96.72,141.44,136.96,-8.96,852.71,2186.8,839.22,651.52,487.68,38947.2,49.494,17658,769.715,77.8098,52.3289,5.84347,83.1578,141.427,90.2697,-38.0276,714.331,1762.93,-133.175,-5.42793,-94.9083,32349.8
175463,131648,178319,818.4,429.04,182.28,531.34,-2.48,36.48,138.88,5.76,617.7,2445.24,1131.74,396.16,195.84,10863.4,49.505,17662,809.342,298.598,146.838,166.422,-64.5818,32.1343,163.762,3.62679,448.838,2141.61,-216.857,336.904,-335.07,2957.85
208470,161114,111493,678.9,80.6,102.3,240.56,143.84,88.96,189.44,-67.2,979.09,2298.98,1487.45,321.28,-3.2,8060.16,49.523,17672,671.82,-23.1092,98.0199,-18.739,124.852,89.4566,222.647,-93.4629,836.866,1811.64,445.115,298.962,-392.998,1218.54
144480,115832,204426,516.46,247.38,104.16,226.92,43.4,186.24,80,97.92,469.31,2066.1,721.36,147.84,46.08,7576.96,49.524,17673,509.834,167.144,86.4567,30.3365,17.7921,184.011,29.6903,96.2834,325.595,1857.01,-357.795,142.477,-249.722,787.846
219024,166825,217188,936.2,458.18,620,1778.16,104.16,352,853.12,244.48,1974.51,4762.68,3452.73,1019.52,826.88,21688.3,49.56,17687,911.567,201.164,580.535,340.159,-96.832,338.413,814.463,146.836,1673.67,3790.92,664.3,854.087,-957.255,7353.45
132308,117373,96544.5,258.54,58.9,55.8,42.16,-29.76,87.68,213.76,-0.64,543.86,1621.64,777.45,348.16,88.32,9484.16,49.571,17689,255.383,10.2978,56.5395,-92.4274,-28.5517,89.0758,211.816,-26.3828,438.217,1368.14,17.7001,250.957,-183.015,4427.02
171723,129412,137191,1116,414.16,277.76,404.24,122.14,3.2,15.36,-73.6,676.63,2083.14,883.95,348.16,250.88,11603.8,49.592,17699,1110.14,219.932,262.347,-219.535,93.0737,7.25405,101.915,-63.4319,540.421,1711.96,-415.745,252.633,-369.862,5142.27
140753,118749,144606,481.74,186,192.2,343.48,53.94,105.6,122.24,3.2,1039.44,2898.93,1336.22,774.4,208,31559,49.597,17700,473.973,61.6098,187.418,-85.9977,24.0333,105.939,187.116,11.9209,853.298,2417.77,-146.999,345.994,-592.065,22588
211625,161127,194200,388.74,140.12,224.44,643.56,110.98,230.4,542.08,176,1138.13,3531.54,2092.37,742.4,347.52,20295.7,49.626,17711,376.292,31.3396,212.423,122.351,38.2946,224.229,507.829,101.764,903.976,3013.49,292.25,545.656,-538.305,9171.96
122033,104169,187593,1251.78,341.62,242.42,52.08,92.38,257.92,428.8,-12.16,1408.64,4651.21,2474.35,517.76,321.28,28170.9,49.687,17731,1243.32,125.136,244.237,-557.917,121.216,267.871,441.411,-75.3053,1101.16,3972.77,126.327,226.256,-437.672,13554.4
206483,154845,179997,319.92,128.96,104.78,47.12,78.74,93.44,81.92,-53.76,847.03,2134.97,1419.29,1028.48,524.16,51582.7,49.691,17732,315.129,19.4321,108.557,-237.391,91.2278,98.1167,116.499,-59.9331,714.322,1743.86,395.031,135.389,-295.089,45121.3
169987,142889,100589,496,280.24,354.02,1160.64,238.7,200.32,149.76,-8.32,931.52,2620.61,1902.8,631.04,403.84,19249.3,49.718,17744,480.418,132.766,323.249,367.718,101.953,191.312,145.602,-11.2081,760.447,2184.05,314.272,440.596,-690.049,11120.1
175296,141333,172428,523.28,297.6,151.9,319.92,-1.24,222.72,302.72,42.24,1195.64,3048.03,1691.22,471.68,275.2,14772.5,49.787,17760,512.764,199.512,132.006,-30.3441,-29.3347,221.999,242.264,4.56573,1003.43,2487.03,218.094,352.279,-260.935,5492.11
122958,87428,157885,671.46,503.44,463.76,1217.68,193.44,357.76,161.92,195.2,886.08,2955.02,2276.97,402.56,427.52,6742.4,49.792,17765,653.715,326.768,424.026,159.802,61.9368,349.825,84.3517,197.751,687.962,2539.46,318.113,490.493,-663.91,-2709.08
88387,74640,85804.3,156.86,200.26,283.96,834.52,207.7,24.32,-52.48,-15.36,154.78,313.82,389.08,12.8,268.16,958.08,49.834,17783,149.677,117.821,265.492,204.081,109.405,19.2896,-21.3577,-1.19049,134.924,229.922,-148.203,34.9711,-320.654,62.8095
182550,124269,171643,726.64,208.94,110.36,239.94,40.92,-57.6,246.4,31.36,504.81,1629.45,675.21,184.96,78.08,8833.28,49.834,17784,722.591,98.917,97.925,5.83496,15.8928,-58.8966,322.472,-2.89515,395.29,1355.09,-167.824,90.0745,-260.739,3770.7
112082,96365,155908,443.3,213.28,323.64,891.56,109.74,348.16,53.12,32.64,803.72,2032.02,969.15,584.32,700.8,23480.3,49.866,17810,431.35,71.6753,307.605,175.227,4.62559,343.234,-82.8266,37.5751,675.463,1654.93,-322.078,262.544,-273.567,17267.8
135845,110359,203411,1225.74,430.28,491.04,1279.06,109.74,163.84,385.92,-7.68,1300.01,3503.85,1699.74,833.28,615.04,29031.7,49.89,17819,1210.32,161.027,462.695,198.462,-35.5893,157.412,439.936,-34.2113,1073.33,2834.92,-435.064,471.932,-809.626,18353.9
182544,153020,218295,922.56,269.7,129.58,544.36,19.84,277.76,240.64,8.32,1799.14,4859.24,1975.93,1196.8,387.2,53471.4,49.918,17827,906.956,100.625,102.169,317.471,-51.8055,270.487,198.885,2.24258,1487.21,4026.64,-186.306,447.691,-653.225,38511.6
193608,148237,132615,423.46,181.66,72.54,339.14,67.58,119.04,72.32,16.64,829.99,2081.01,1012.46,476.8,62.72,12192.6,49.967,17854,414.791,114.386,51.4845,206.339,24.0175,114.289,51.3356,18.6284,698.541,1691.05,69.1228,375.546,-331.672,5830.89
229248,169964,242292,957.9,324.26,766.32,2158.22,200.26,170.24,97.92,103.04,1025.95,2877.63,1772.16,1122.56,609.28,50763.5,49.973,17858,938.863,-5.30546,742.717,466.075,-53.3159,154.907,284.955,176.104,836.054,2350.32,-489.776,374.885,-1659.38,41887.4
189386,152893,204981,690.68,191.58,556.14,1235.04,107.88,188.8,514.56,-4.48,1336.22,3586.92,2254.96,545.92,496.64,14356.5,49.975,17860,677.217,-27.2828,555.756,-71.1412,-18.4453,187.03,598.221,-49.9605,1105.83,2934.71,-7.93835,481.268,-893.373,3425.96
178623,134892,155130,549.94,231.26,117.8,499.1,48.36,69.76,14.72,74.88,1102.63,3320.67,1346.87,1608.32,430.72,62266.2,50.006,17874,539.088,92.4921,95.2369,297.49,-18.1928,61.7646,71.5892,112.747,884.414,2822.69,-207.989,614.484,-706.373,51768.5
151392,129245,139240,326.12,137.64,164.92,106.64,122.14,145.28,201.6,87.04,1226.88,2731.37,1571.23,825.6,-10.24,21560.3,50.045,17886,318.97,42.1598,169.718,-303.452,131.276,148.76,272.799,79.2844,1062.18,2151.24,242.749,581.339,-677.376,13402.2
170346,136712,165262,486.7,167.4,63.24,101.68,1.86,101.12,24.96,-45.44,1004.65,2697.29,1196.35,1411.84,284.8,56543.4,50.053,17889,480.162,49.0106,56.3877,-20.3078,-3.85683,101.275,85.5966,-15.3895,833.211,2232.21,-3.0089,482.036,-599.944,48209.5
215941,162932,172612,583.42,172.36,202.74,695.64,16.74,37.12,-28.16,-36.48,1040.86,2776.81,1611.7,1882.88,932.48,74956.8,50.057,17892,573.347,-6.13962,188.751,245.439,-66.7528,31.2896,17.7627,3.28218,863.245,2288.83,200.014,587.878,-517.063,66367.4
213928,170451,152664,992.62,275.9,147.56,975.88,26.04,405.76,170.88,1.28,1723.88,4743.51,2543.93,1648.64,511.36,42790.4,50.082,17899,971.721,110.443,100.753,711.622,-108.061,390.751,13.1195,14.4839,1417.04,3943.23,412.651,1126.16,-656.422,27998.4
179625,140244,141157,685.72,176.7,83.08,430.9,16.12,273.28,263.04,58.24,888.92,2840,1921.26,1384.32,471.04,39198.1,50.194,17943,674.566,52.9902,61.2997,243.194,-36.2142,267.011,167.606,36.4258,699.906,2418.28,619.145,788.374,-402.155,30150.6
163302,131065,139017,500.34,112.22,93.62,127.72,6.2,19.2,45.44,229.12,668.82,2134.97,1003.94,967.68,519.68,44771.8,50.206,17947,496.121,-5.78862,94.3629,-92.6264,-3.6616,17.2626,69.3149,237.334,527.802,1821.69,-31.3984,213.683,-220.958,37971.6
215849,148771,152395,331.08,176.7,213.9,432.14,-12.4,196.48,197.12,131.2,1050.8,2962.83,1368.88,1576.32,587.52,56919,50.223,17954,322.21,38.4597,210.241,-42.7639,-55.9042,194.08,209.663,139.072,859.878,2484.71,-175.385,649.792,-640.173,47642.5
135196,108957,152813,257.3,117.18,119.66,156.24,26.04,9.6,19.84,40.32,639,1922.68,634.03,581.76,174.08,25529.6,50.274,17971,253.551,38.1497,119.97,-99.8501,13.8147,10.21,88.198,57.284,513.93,1636.04,-355.719,209.875,-368.375,19488
149163,127860,100549,783.68,219.48,120.9,128.96,16.74,41.6,49.28,41.6,795.2,2357.91,1297.17,295.04,117.76,7531.52,50.282,17973,778.38,103.29,113.063,-163.124,14.7158,43.5362,74.7997,45.7715,642.273,1965.19,129.179,293.062,-210.461,168.424
217743,136504,164372,495.38,48.36,85.56,-86.18,-42.78,49.28,-177.28,32,1008.2,2771.13,1085.59,1608.96,439.04,73027.2,50.299,17978,492.528,-97.5165,101.851,-287.175,-17.8805,53.441,-71.6793,104.816,832.971,2312.12,-181.339,372.66,-599.669,64397.1
199594,153408,191196,1011.84,372,352.16,505.3,-19.22,223.36,257.92,-55.68,1267.35,3310.02,2829.35,910.08,723.84,30410.2,50.363,18011,1001.49,153.788,344.912,-403.195,-41.8931,230.066,248.328,-75.3857,1059.21,2676.87,949.959,497.149,-351.346,20340.4
137220,105980,138944,403.62,76.88,112.22,128.34,97.34,24.32,39.68,32,325.89,1014.59,634.74,209.28,12.16,6165.12,50.379,18018,401.296,-0.412261,114.778,-145.342,92.9261,26.0441,91.4647,33.4154,259.489,844.014,45.248,159.508,-289.757,2985.09
129219,98053,80330.9,437.72,50.22,55.18,-133.92,98.58,103.68,-131.2,-9.6,175.37,276.19,16.33,40.32,48,470.4,50.379,18020,438.097,-14.0493,64.2955,-280.615,127.431,109.437,-158.89,6.16965,162.506,165.94,-167.341,57.8593,2.82437,-276.434
159993,133504,111697,296.98,69.44,89.9,310,10.54,141.44,195.2,-26.88,722.07,1686.96,832.83,551.68,124.8,20801.9,50.443,18035,290.519,-0.945167,82.4671,120.761,-26.7823,138.701,192.144,-40.3009,617.115,1341.87,46.0816,245.357,-396.4,15763.5
198604,156893,199075,1085.62,272.8,79.98,654.72,187.86,293.76,152.96,134.4,1297.88,4152.79,2269.87,964.48,225.28,18099.8,50.486,18048,1068.59,134.209,38.0197,523.501,97.0387,281.295,20.0078,120.968,1021.06,3545.03,425.344,885.344,-434.847,4856.72
236098,157669,221961,624.34,279.62,209.56,551.8,83.7,219.52,165.12,-42.24,1451.95,3851.04,2162.66,1733.76,784.64,72971.5,50.494,18051,611.253,98.9961,192.415,76.2259,27.1513,217.228,165.77,-40.8526,1206.97,3181.62,283.787,537.061,-627.032,61135.7
209233,158416,180377,401.76,125.24,117.18,213.28,42.78,32.64,-52.48,83.84,829.99,2492.81,1030.92,1271.04,520.32,37168,50.582,18075,396.121,20.9426,115.025,-45.4307,21.9265,31.747,-39.9947,110.902,668.32,2118.6,-191.271,706.531,-258.369,29231.8
120779,102144,137761,328.6,149.42,269.08,232.5,101.68,273.28,281.6,24.32,844.9,2219.46,1337.64,735.36,418.56,30803.8,50.628,18089,322.827,17.4339,281.402,-435.131,101.7,280.185,277.715,-7.58598,705.77,1818.81,21.5057,262.104,-471.534,24041
224783,176680,214703,647.28,257.3,379.44,723.54,186.62,231.68,384,42.88,1474.67,3743.12,1862.33,1449.6,925.44,67222.4,50.647,18093,635.096,33.0471,378.178,-158.298,118.822,232.273,414.562,-1.25314,1238.8,3041.42,-205.095,337.911,-686.09,55887.7
201287,148447,227622,673.94,195.92,326.74,815.92,54.56,30.72,79.36,-120.96,1026.66,2731.37,1295.75,1100.8,878.08,51598.7,50.648,18096,664.896,-1.29638,320.028,77.5256,-36.3444,29.1007,140.286,-111.137,852.219,2237.37,-283.107,247.316,-421.142,43277.9
210306,138173,137691,246.14,177.32,57.66,207.7,-22.94,39.68,-64,232.32,844.19,2296.85,1150.91,1424,220.16,49084.8,50.666,18100,238.8,95.6039,43.6295,107.533,-47.9939,33.4207,-4.2791,287.013,697.105,1919.52,114.349,632.914,-612.909,41827.2
165903,124739,181983,787.4,341,270.94,691.3,157.48,308.48,369.92,135.04,989.03,3002.59,1289.36,653.44,305.28,14967,50.765,18138,774.584,184.84,245.963,115.776,78.454,303.261,298.896,89.3523,790.826,2519.16,-366.987,544.977,-534.904,5542.92
113645,93927,141842,2019.34,931.24,657.82,1211.48,386.26,885.76,639.36,227.2,3970.32,10542.1,5474.81,2128,517.12,20824.3,50.776,18142,1982.76,559.429,606.008,-287.572,284.942,885.445,444.248,173.477,3302.14,8672.62,141.863,2407.3,-1407.69,-11780.8
184600,150464,154711,543.12,112.84,48.98,397.42,30.38,156.16,32,133.12,1084.17,2881.18,1300.72,705.92,225.92,18979.2,50.787,18150,532.555,33.6194,28.7759,325.661,-27.8257,147.648,-42.7412,145.159,899.75,2383.68,70.2724,522.998,-258.598,10021.8
175650,139372,180504,428.42,239.94,155,494.14,-4.34,58.88,117.76,-19.2,994.71,3075.72,1128.9,1005.44,634.24,56371.8,50.79,18151,419.265,110.822,136.815,191.642,-67.1192,54.4595,145.813,-17.1374,791.602,2635.77,-390.888,80.0093,-370.389,46735.3
209451,160104,222251,636.12,152.52,158.72,421.6,6.82,389.12,94.08,-42.88,1306.4,3205.65,1906.35,1261.44,426.24,38800.6,50.793,18152,624.217,14.8664,148.297,51.3729,-34.9224,387.75,-11.538,-26.1318,1107.1,2592.92,395.516,716.223,-511.104,29022.3
127656,106624,212132,592.1,238.08,554.28,1107.94,31,50.56,15.36,94.08,952.11,2564.52,1330.54,904.32,375.68,41852.8,50.869,18182,582.762,1.85401,557.945,-152.046,-79.7661,48.6232,228.92,167.185,788.003,2097.05,-530.113,292.058,-1211.48,33972.8
153801,122285,190618,569.78,124.62,158.72,667.12,97.96,139.52,8.32,32,1139.55,3333.45,1373.14,1072.64,375.68,48432,50.916,18198,557.931,-13.3929,141.52,364.443,8.79421,130.803,25.5889,63.1339,921.44,2819.91,-219.863,354.456,-652.507,37992.3
183150,140396,160956,308.76,146.32,89.28,365.8,89.9,-11.52,208.64,-88.96,705.03,2492.1,1323.44,1202.56,326.4,36899.8,50.926,18201,301.503,61.2216,74.4242,184.049,45.4074,-14.8375,278.39,-107.667,536.369,2179.14,127.52,629.995,-471.96,28904.3
191475,144417,161984,319.92,145.08,194.68,333.56,44.64,148.48,193.28,-31.36,915.19,2626.29,1537.15,1429.12,646.4,53683.8,50.933,18203,312.805,13.4924,195.622,-134.782,19.3703,150.295,216.561,-40.5632,746.018,2208.66,157.192,532.508,-476.266,45498.2
241596,162997,215090,892.8,332.32,185.38,490.42,3.72,56.32,-89.6,55.04,1055.06,3293.69,1951.79,1395.84,872.96,48798.7,50.933,18204,882.63,153.965,163.373,60.8444,-47.4632,53.4475,-114.145,89.081,838.921,2798.86,286.243,642.942,-159.582,38335.3
174431,133572,178878,809.72,262.26,111.6,499.1,58.28,160.64,56.32,28.8,947.85,2590.79,1595.37,907.52,472.32,32969,50.951,18210,798.625,125.784,83.6162,260.538,-3.07411,154.532,-5.00238,32.8388,780.786,2130.61,380.933,419.894,-262.646,24945.9
137924,81909,224459,491.66,339.76,118.42,578.46,34.1,384.64,12.16,26.24,644.68,2076.04,1257.41,592.64,488.96,13251.2,50.967,18219,478.787,259.654,78.355,347.037,-41.1652,377.493,-212.224,29.7183,506.723,1788.42,192.667,475.733,-19.5092,6589.23
185434,134081,116132,355.88,63.86,105.4,133.3,1.24,133.12,175.36,6.4,848.45,2241.47,1184.28,965.76,294.4,39656.3,50.97,18220,350.755,-37.4845,109.879,-121.83,-4.28623,134.503,204.729,0.839823,706.427,1844.57,120.959,322.894,-453.695,32782.8
196529,153616,171211,504.68,281.48,259.16,906.44,98.58,321.92,-126.08,23.68,1182.15,2988.39,1914.16,1452.8,590.08,44096.6,50.995,18230,488.812,133.569,229.027,342.113,-9.44181,313.456,-209.7,85.2626,994.064,2449.25,327.221,820.488,-645.187,34839.2
231249,156704,143600,442.06,143.84,147.56,416.02,-65.1,114.56,162.56,29.44,993.29,2368.56,1241.79,1384.96,475.52,44046.7,51.046,18255,434.074,22.4931,138.609,90.84,-111.949,111.133,178.747,39.1911,845.979,1892.18,89.3714,664.846,-497.361,36854.2
235765,185713,253361,819.64,144.46,171.12,589,276.52,389.12,115.2,-84.48,1579.75,4338.81,2274.84,1840.64,762.24,75532.2,51.061,18257,804.212,-52.1115,158.279,210.747,208.83,385.302,32.412,-89.2011,1301.57,3613.41,269.715,639.824,-681.215,62102.5
231936,178932,170436,952.32,153.76,248,432.76,51.46,61.44,-8.32,-64,1127.48,3441.37,1511.59,1104.64,264.96,36692.5,51.093,18268,945.002,-41.4057,250.379,-124.883,13.5229,63.0191,103.11,-20.5846,902.836,2898.23,-283.349,626.349,-737.551,25879.4
134992,105036,212573,641.08,469.34,625.58,1510.32,264.74,472.96,325.76,306.56,1047.96,2657.53,1872.27,496.64,1286.4,10569.6,51.104,18273,622.327,248.824,597.499,54.9148,99.4491,465.845,96.4126,248.738,879.607,2144.7,-135.847,439.118,-139.165,2424.39
93354.8,88857,118509,321.16,114.08,19.84,76.88,-34.72,99.84,-138.24,-80.64,370.62,1575.49,825.73,220.8,172.16,4824.32,51.173,18296,317.173,76.6777,9.41652,36.336,-42.3838,100.325,-205.041,-52.9772,262.954,1426.8,93.0961,240.302,62.1216,-370.275
171580,139601,176017,445.16,219.48,70.68,264.74,18.6,268.8,243.2,8.96,834.96,2644.04,1265.93,881.92,540.8,21763.8,51.177,18301,435.889,142.197,50.2687,120.753,-14.0454,266.379,88.9009,-33.2051,660.42,2267.85,38.0035,599.7,4.67167,13365.1
193036,148088,152810,445.16,130.2,31.62,318.06,-69.44,124.8,228.48,71.68,1037.31,2566.65,1380.95,239.36,106.88,9349.76,51.222,18319,435.824,75.4119,10.6415,265.282,-114.281,118.22,173.043,48.0737,875.036,2082.96,317.781,198.794,-172.68,1568.02
205005,163419,146613,660.92,252.96,74.4,199.02,-52.7,111.36,78.72,80.64,1079.2,3101.99,1708.26,549.12,186.24,16773.8,51.227,18320,652.032,157.704,54.6062,32.8053,-71.1166,109.047,51.7472,87.7896,878.526,2601.95,303.42,412.913,-224.979,7076.19
174456,145143,129162,451.98,231.26,482.98,706.18,106.64,110.08,85.12,29.44,1228.3,2565.94,1656.43,972.8,620.8,23450.9,51.274,18333,443.775,42.0856,494.65,-462.864,57.1585,116.2,176.214,50.0206,1077.61,1965.85,-66.0985,683.547,-631.488,15898.9
186998,136463,175200,473.68,259.78,258.54,468.72,71.92,120.96,262.4,50.56,1194.22,3296.53,1358.23,1397.12,458.88,56690.6,51.28,18336,464.42,95.477,252.281,-96.2052,28.0423,120.407,357.68,44.9296,982.427,2740.02,-388.01,490.189,-806.348,46503.1
229276,144144,185878,753.3,166.78,97.96,525.76,-21.7,108.8,213.12,-27.52,1341.19,4154.92,1706.13,1777.28,663.68,91936,51.289,18341,741.663,-17.8078,79.7542,369.266,-94.8046,100.672,276.912,-21.0161,1065.73,3545.28,-147.755,223.449,-764.199,78914.5
234342,168097,193897,1195.36,416.64,242.42,510.88,66.96,221.44,305.92,73.6,1804.11,4682.45,2721.43,556.8,288,14988.8,51.302,18344,1180.28,227.056,215.941,-60.9811,23.2077,220.306,278.517,41.9612,1507.56,3810.32,456.675,537.785,-451.678,693.44
184214,139440,120331,504.68,196.54,201.5,372.62,91.76,113.92,31.36,-83.84,983.35,2877.63,1633,405.12,58.88,7997.44,51.354,18354,496.378,91.7552,193.577,-98.4212,62.1562,115.784,72.6577,-67.3999,797.481,2427.89,127.626,450.833,-485.074,-988.385
135703,105326,212702,921.32,461.28,579.7,1660.98,243.66,421.12,28.16,-28.16,844.9,2941.53,2780.36,586.88,823.68,10069.8,51.376,18364,901.015,226.784,538.762,310.009,59.844,412.894,-101.332,-7.1227,646.367,2534.69,673.936,617.705,-587.364,638.196
225225,165724,229659,558,303.8,189.1,267.22,177.94,247.68,515.2,42.88,1608.15,4571.69,2058.29,1367.68,492.8,34069.1,51.401,18374,545.751,171.763,177.081,-161.293,160.637,249.45,478.905,-38.2078,1313.48,3834.7,-135.896,954.005,-468.521,19833.8
211538,167920,213776,1443.36,315.58,258.54,880.4,281.48,196.48,133.76,88.32,1440.59,4338.1,2461.57,645.76,334.72,11450.9,51.473,18406,1426.63,98.3152,226.199,307.294,177.254,188.069,86.8187,74.6166,1155.25,3629.85,300.476,702.868,-505.276,-2163.98
242614,181420,217366,693.16,199.02,43.4,408.58,-37.2,315.52,228.48,94.72,1529.34,4119.42,2239.34,2184.32,722.56,82410.2,51.474,18407,678.736,44.8192,18.6657,341.274,-92.4058,306.757,142.631,95.7973,1265.06,3416.01,511.416,817.91,-610.899,69620.1
