"FSC-A", "FSC-H", "SSC-A", "FL-A", "PE-A", "PerCP-A", "Cy55PerCP-A", "Cy7PE-A", "APC-A", "Alexa700-A", "Cy7APC-A", "PacB-A", "AmCy-A", "QDot605-A", "BUV395-A", "BUV737-A", "BUV496-A", "Time", "Event #", "Comp-FL-A", "Comp-PE-A", "Comp-PerCP-A", "Comp-Cy55PerCP-A", "Comp-Cy7PE-A", "Comp-APC-A", "Comp-Alexa700-A", "Comp-Cy7APC-A", "Comp-PacB-A", "Comp-AmCy-A", "Comp-QDot605-A", "Comp-BUV395-A", "Comp-BUV737-A", "Comp-BUV496-A"
133179,116852,111430,497.86,254.2,549.94,1328.04,122.76,208.64,76.16,-49.28,1351.84,3171.57,2418.97,671.36,364.16,23373.4,211.221,73213,482.255,52.2311,538.699,42.0122,-14.0853,205.055,178.005,-2.52702,1155.73,2531.15,358.255,456.96,-1094.52,13865.1
199384,137740,194570,841.96,401.76,687.58,1284.02,107.88,38.4,289.92,211.84,704.32,2017.82,1166.53,206.72,67.2,12453.1,211.258,73235,832.493,134.131,684.594,-283.611,-14.914,36.7959,555.566,236.776,571.819,1620.66,-683.718,125.765,-1381.41,6289.4
162121,116523,109964,548.7,218.86,312.48,627.44,102.92,8.96,247.04,-128,893.89,2247.86,1300.72,342.4,224,9346.56,211.329,73251,541.246,78.1029,306.52,-100.028,44.4145,10.8079,358.283,-149.932,752.261,1803.02,-65.6854,291.451,-539.886,2613.52
181715,115556,164195,513.36,282.1,203.36,654.72,97.96,190.72,619.52,220.16,1503.78,3746.67,1686.25,754.56,361.6,18728.3,211.331,73252,498.946,169.668,176.813,227.871,16.5919,182.162,577.053,128.712,1266.07,3034.41,-116.137,578.974,-461.615,7347.27
224932,180009,177458,566.06,234.36,311.86,1369.58,321.16,150.4,135.04,-85.12,1233.27,3141.75,1804.82,382.72,320.64,15182.7,211.335,73253,547.292,96.8552,270.194,720.422,142.65,135.799,129.931,-94.8614,1031.45,2568.35,114.076,300.946,-684.887,5639.73
174218,142156,151230,517.7,122.14,93.62,518.94,51.46,65.92,-149.76,60.16,707.16,2010.72,1458.34,577.92,542.72,20086.4,211.336,73254,508.639,32.8524,73.5072,299.956,-16.0004,58.8624,-226.533,89.0514,576.782,1687.52,505.934,316.801,18.6632,13757.6
200117,152789,164988,652.24,301.94,405.48,1070.12,86.8,231.04,156.8,99.2,1268.77,3469.77,2186.09,1152,897.92,35644.8,211.383,73268,637.152,108.816,385.6,133.058,-31.571,225.104,103.284,101.399,1045.92,2875.45,167.899,672.969,-469.256,24869.9
209849,147080,220525,634.26,256.68,177.32,662.78,-29.76,209.92,222.08,42.24,1089.85,3119.74,1603.18,1032.96,758.4,51532.2,211.422,73281,622.019,106.47,152.176,287.913,-113.344,202.763,150.238,25.9432,886.223,2614.17,64.7423,196.342,-296.999,41856.6
119023,94857,142157,722.92,581.56,561.72,1692.6,283.96,219.52,167.04,101.76,871.17,2996.91,2431.04,243.2,371.84,3743.36,211.452,73293,702.08,381.912,506.596,438.513,89.2098,206.614,185.388,108.725,667.165,2582.96,316.447,400.499,-909.144,-5816.99
208828,149028,177284,834.52,182.28,181.04,95.48,114.7,54.4,96,-116.48,1244.63,3718.27,1552.77,1640.32,755.2,91066.9,211.475,73302,829.053,-40.3697,192.016,-329.76,124.059,61.1859,230.397,-110.774,1003.51,3135.26,-262.629,70.1869,-638.734,79545.5
144161,105473,156776,1381.36,487.94,327.36,939.92,83.7,75.52,-31.36,-35.2,1353.97,3883.7,1819.73,745.6,231.04,32177.9,211.538,73329,1366.52,242.933,288.682,258.982,-24.6286,68.8417,66.6379,17.4694,1100.91,3210.91,-262.124,387.2,-850.909,20143.4
179762,132545,161927,654.72,337.28,412.92,843.82,42.78,23.04,49.92,-24.96,795.91,2006.46,1206.29,321.92,-48,14535.7,211.579,73345,646.028,158.064,399.909,-85.1162,-38.5231,22.2016,242.497,24.7367,669.067,1598.05,-218.654,201.329,-1018.9,8497.97
240914,156337,145492,318.68,159.34,96.72,329.22,27.28,240,115.84,115.84,1094.82,3244.7,1722.46,1365.76,592.64,54566.4,211.588,73350,308.113,56.6711,83.6067,118.53,-11.0314,235.471,47.1734,118.806,883.499,2768.18,225.977,500.701,-382.992,44327
206418,154844,174461,597.06,209.56,110.36,666.5,184.14,272,482.56,25.6,1239.66,3345.52,1591.11,1598.08,654.72,62028.2,211.607,73357,582.366,67.1196,80.5046,470.946,92.0675,261.732,410.599,-46.0133,1022.62,2760.36,91.3422,558.507,-567.573,51743.5
188164,153052,119165,547.46,206.46,291.4,698.74,58.28,115.84,106.88,-74.88,1146.65,2834.32,1584.01,545.28,207.36,11315.8,211.609,73358,537.008,72.7044,279.943,35.0126,-14.3794,114.402,155.512,-60.4423,969.307,2288.86,17.7307,516.327,-595.351,2724.56
178689,138741,194953,329.22,77.5,103.54,270.32,124.62,46.08,117.76,-60.16,884.66,2321.7,1033.76,1020.16,321.28,38835.8,211.719,73389,322.84,-18.717,100.721,45.9265,95.4248,45.2115,172.9,-66.8772,737.22,1913.27,-54.7884,400.719,-452.152,31719.9
161217,132281,161354,575.98,212.66,161.2,202.12,-44.02,270.72,229.12,-81.28,1498.81,3966.06,1771.45,893.44,204.8,32526.7,211.735,73395,566.151,87.3916,155.979,-159.03,-53.7012,273.872,218.833,-85.6861,1247.95,3278.57,-96.8357,504.018,-563.227,20364.2
166473,129424,165940,473.06,310,279.62,1207.14,163.06,152.32,207.36,175.36,1165.11,2592.92,1881.5,423.04,369.28,12021.1,211.75,73402,455.236,194.182,234.539,604.282,8.20548,136.488,165.296,160.962,1003.53,2036.84,475.791,353.042,-522.646,4280.83
197565,142796,207908,819.64,252.34,302.56,703.7,81.84,97.92,39.04,-86.4,1412.19,3529.41,1720.33,1860.48,788.48,81970.6,211.782,73416,808.472,15.8158,294.494,29.7801,8.99975,96.4037,152.102,-46.9945,1190.72,2851.65,-132.703,480.558,-872.731,71269.8
150935,124541,168318,372,215.14,68.2,248,177.94,90.88,-77.44,151.04,743.37,2022.79,1155.17,778.88,431.36,40039.7,211.793,73419,363.762,125.785,50.0892,101.333,149.675,86.6235,-101.831,164.067,613.909,1688.05,218.429,125.238,-211.075,33738.9
177989,139236,235523,546.22,190.96,60.14,363.94,146.32,81.28,177.92,-67.84,1097.66,3103.41,1238.95,1109.76,367.36,57522.6,211.798,73421,536.196,69.1572,39.4303,282.154,96.1746,76.0721,221.074,-85.1689,895.731,2599.98,-115.214,164.42,-540.052,47949.8
163047,130861,132766,401.14,217.62,172.98,514.6,-47.12,114.56,225.28,30.08,746.92,2445.24,1628.74,920.96,407.04,26422.4,211.849,73440,392.217,115.162,154.951,118.267,-103.838,110.577,221.41,20.3718,583.671,2102.22,335.802,551.996,-388.057,18636.2
193291,154310,122144,341,185.38,136.4,251.72,115.32,141.44,85.76,17.28,925.84,2294.72,1570.52,510.72,231.04,13313.9,211.866,73447,332.925,107.621,126.787,-90.2382,98.7214,142.292,65.5612,8.73571,783.159,1866.72,433.263,394.329,-259.487,6319.05
171926,97916,222157,913.88,337.9,294.5,628.68,206.46,28.8,407.68,82.56,1139.55,3089.92,1779.26,625.28,169.6,6462.72,211.931,73472,903.134,167.256,276.031,-49.0987,146.316,26.8848,500.224,28.7842,940.529,2509.98,80.1557,674.742,-626.804,-3022.63
159069,120730,162868,691.3,199.64,169.88,160.58,-45.26,50.56,-8.32,-17.28,955.66,2438.85,1319.18,1078.4,277.76,34202.2,211.938,73475,686.314,53.2303,170.283,-245.487,-45.8478,54.2743,72.4494,21.0252,803.472,1969.35,72.3811,570.544,-503.079,26730.4
197926,137208,123859,386.26,86.8,143.84,125.86,58.28,216.32,60.16,27.52,977.67,2193.19,804.43,1271.68,396.16,47008,211.946,73478,380.749,-36.0211,152.029,-201.17,55.4726,219.066,60.1939,43.2569,845.51,1728.64,-271.35,494.281,-508.464,40431.6
137612,93464,165510,699.36,222.58,96.1,297.6,73.78,28.16,132.48,108.8,828.57,1855.23,964.18,239.36,153.6,10896,211.967,73491,692.111,119.086,77.5804,90.1045,39.7274,24.3816,141.712,91.2912,714.263,1432.02,102.932,124.441,-199.614,5407.52
151393,108821,131255,412.3,141.98,134.54,88.66,11.16,26.88,337.28,-81.28,220.81,814.37,386.95,61.44,16,3361.92,211.971,73497,411.492,60.6136,136.469,-231.289,14.8637,31.6975,404.954,-131.681,165.238,676.946,-166.075,21.0919,-264.17,879.5
204445,151968,165999,364.56,150.04,228.78,674.56,165.54,138.24,280.32,21.12,990.45,2433.88,1623.06,1392.64,463.36,59370.2,212.041,73515,353.81,0.718459,218.234,153.325,91.0402,133.13,360.018,5.23436,836.644,1961.14,331.127,379.415,-857.848,52023.4
186358,151752,202621,629.3,190.96,11.78,188.48,0,211.84,19.84,-77.44,1113.99,3899.32,1718.91,832,350.72,23370.2,212.076,73525,619.008,110.337,-10.1269,197.328,-27.2129,209.179,-95.7658,-72.8788,852.852,3422.8,25.763,624.283,-81.7886,10822.5
209488,174725,187574,517.08,128.96,114.7,-2.48,-15.5,352,103.68,78.08,1146.65,3073.59,1824.7,1247.36,226.56,36218.9,212.142,73545,509.478,13.1063,119.405,-301.651,5.72324,356.003,44.6619,95.4076,953.096,2543.33,385.635,748.446,-536.491,26655.8
184955,149028,143312,773.14,240.56,192.2,481.74,59.52,158.72,227.2,-2.56,1014.59,3215.59,1630.87,1033.6,321.92,33376.6,212.174,73552,763.206,85.4497,176.936,61.2502,8.55142,156.281,246.966,-12.7368,801.645,2732.2,-1.60586,582.287,-585.448,23228
239729,158097,165961,571.02,142.6,140.12,195.92,-32.86,186.88,163.2,21.12,1030.21,2446.66,1410.77,959.36,111.36,39668.5,212.208,73566,564.137,11.1845,139.209,-134.638,-41.911,187.866,215.541,35.1633,878.999,1944.78,235.981,342.094,-700.002,32318.4
209706,150129,155336,604.5,161.2,178.56,305.66,7.44,295.04,178.56,40.96,1233.98,3272.39,1612.41,1054.08,392.32,32867.8,212.222,73573,595.018,26.0459,175.437,-107.581,-17.3443,295.626,119.972,38.6367,1026.78,2695.44,13.0424,617.126,-456.361,22769.1
174093,144405,162568,876.68,349.68,332.32,744.62,236.22,223.36,262.4,55.68,1184.28,3288.72,1616.67,957.44,291.84,39610.9,212.278,73589,863.751,142.452,313.845,13.4372,160.021,220.445,323.671,41.8787,971.697,2707.08,-222.815,397.926,-920.33,29482.5
225934,167632,188022,742.14,201.5,109.74,848.78,-31,158.72,221.44,29.44,1493.84,3799.92,2093.79,1710.08,748.8,67217.9,212.292,73594,725.976,43.664,73.3212,653.169,-150.48,144.344,177.903,28.3919,1251.02,3099.6,439.477,613.52,-543.695,55592.5
156900,125237,210948,1184.82,497.24,537.54,899,188.48,245.76,192,35.2,1652.17,4605.06,3219.14,1235.2,887.04,40711.7,212.321,73602,1169.51,207.318,526.164,-410.384,122.645,250.616,226.078,32.5289,1357.87,3803.41,506.153,726.007,-694.768,26467.7
155561,123836,140460,509.64,171.74,218.24,922.56,84.32,47.36,-32.64,-60.8,738.4,2062.55,1440.59,812.16,372.48,26245.8,212.337,73615,498.165,47.8293,191.69,453.804,-32.7544,37.7595,-0.551196,-25.437,603.578,1712.92,295.999,450.988,-539.946,19826.9
217837,155406,193942,513.98,285.82,510.88,1184.2,71.3,209.92,369.28,26.24,1288.65,3306.47,2035.57,1296,956.16,53866.2,212.353,73626,500.038,60.323,502.016,0.281773,-53.1703,206.688,415.132,6.07517,1078.74,2692.12,-48.8967,434.86,-793.128,43823.5
145374,119144,179258,293.26,239.32,93.62,124,29.76,209.28,275.84,155.52,839.22,2338.03,1052.93,1082.88,346.88,35740.2,212.391,73643,285.838,155.456,81.5384,-74.9828,22.0403,208.124,233.514,125.816,688.895,1951.1,-68.8605,515.654,-359.264,28437.7
104089,78972,104574,388.12,346.58,507.78,933.72,76.88,24.96,512,-1.28,661.01,1683.41,1161.56,161.92,-36.48,1511.04,212.411,73648,380.249,182.375,500.84,-235.896,-7.48626,26.2773,729.965,-38.1798,553.143,1328.1,-281.497,239.117,-1070.66,-3470.98
165900,137684,103399,409.82,194.06,263.5,636.12,85.56,238.72,194.56,250.24,1160.85,2585.82,2071.07,1407.36,469.12,42775.7,212.453,73656,397.737,48.9123,253.567,-1.33988,23.7601,233.457,194.368,258.117,1003.13,2027.9,674.002,742.56,-747.017,34971.3
188382,146460,192001,208.32,169.88,58.28,410.44,-35.96,192.64,414.72,105.6,1072.1,2881.89,1464.73,1426.56,162.56,45311.4,212.457,73658,197.094,98.3535,34.6924,327.907,-92.6097,183.669,420.236,77.7416,885.732,2393.7,209.093,713.106,-750.443,36373.7
168827,133496,172179,717.34,99.82,181.66,663.4,53.94,82.56,200.32,225.92,1050.09,3273.81,1661.4,1185.28,327.68,45445.1,212.501,73674,706.539,-59.1312,169.835,280.16,-30.6397,72.3583,260.608,233.913,832.163,2777.55,55.202,509.561,-763.021,35077.4
126203,97988,135218,301.94,91.14,105.4,234.36,-17.36,250.24,-76.8,19.84,832.83,2520.5,1146.65,1322.88,311.04,48929.3,212.53,73686,294.599,-9.68392,102.835,15.2713,-40.9797,248.815,-99.9608,73.3804,669.111,2159.09,-65.4035,558.007,-583.36,40912.3
207435,142669,215668,1225.74,250.48,447.02,788.64,72.54,51.84,123.52,-82.56,932.23,2972.77,2691.61,926.08,537.6,28961.9,212.548,73691,1217.28,-16.5629,450.06,-330.422,14.711,56.5047,262.946,-62.7587,736.536,2480.22,795.609,554.498,-743.043,19651
223149,170427,184488,666.5,433.38,796.08,1685.16,230.64,92.8,215.04,5.12,1655.01,3863.11,2161.24,450.56,424.96,19374.7,212.589,73705,649.39,157.03,785.79,-135.865,59.964,90.8469,444.241,34.3744,1416.11,3061.71,-551.697,349.473,-1378.37,7882.21
146009,123412,77609.1,425.94,212.04,132.68,190.34,17.98,75.52,49.92,26.88,1146.65,2392.7,1240.37,663.04,14.08,11422.7,212.589,73706,418.579,127.896,123.4,-114.111,7.78476,76.383,95.6568,45.9275,1004.93,1843.13,105.553,598.405,-458.974,4352.6
241544,155709,168106,429.04,150.66,136.4,28.52,62,165.12,400.64,161.92,834.25,2458.02,1082.75,1601.92,546.56,52537.6,212.636,73720,424.375,18.7902,143.521,-298.068,74.3312,167.889,416.084,112.274,674.822,2055.01,-150.963,697.676,-469.473,44817
237249,173532,203837,1115.38,305.66,165.54,343.48,27.9,46.08,39.04,-42.88,1213.39,3501.72,1826.83,1029.12,331.52,41399.7,212.685,73737,1106.29,112.843,149.204,-26.944,-1.64536,45.9183,115.45,-19.2329,986.549,2907.05,135.766,438.414,-540.573,30527.2
228220,171900,161847,363.32,127.72,117.18,186,45.26,94.72,88.32,16.64,930.1,2640.49,1167.24,866.56,514.56,51684.5,212.714,73747,357.202,13.3956,116.74,-81.2183,30.5444,95.3931,113.338,14.927,760.048,2223.73,-98.0011,6.58538,-318.877,43520.2
145996,124617,150915,323.64,117.8,53.94,-34.1,-9.3,229.12,285.44,152.32,674.5,1580.46,740.53,633.6,151.04,29825.9,212.736,73754,319.17,41.8583,53.8108,-162.026,3.88318,229.819,249.353,120.093,576.918,1250.51,30.871,130.726,-336.869,25092.4
200969,146612,198291,499.72,168.02,94.86,187.24,-36.58,35.2,92.16,133.76,958.5,2832.19,1782.81,1033.6,363.52,62132.5,212.797,73782,492.811,36.0746,88.713,-45.16,-49.0613,32.9944,186.566,153.316,773.663,2393.53,468.927,-10.57,-573.146,53303.2
232390,168396,176510,706.8,169.26,127.72,333.56,55.18,243.84,88.32,55.04,1224.75,3246.83,1815.47,677.12,220.16,14029.4,212.805,73787,696.141,56.3379,114.849,35.7069,22.0237,241.738,13.2679,57.7556,1018.74,2672.18,307.174,614.029,-325.347,3989.96
230890,167132,190873,577.22,231.26,195.92,485.46,43.4,302.72,-20.48,12.8,1278,3434.27,1738.79,816,248.32,18225.9,212.825,73792,564.976,113.943,179.388,54.1759,-7.32784,300.529,-97.7643,46.8972,1060.01,2852.95,34.8059,705.455,-471.737,7548.44
174257,146881,150879,278.38,111.6,31.62,0.62,33.48,273.28,227.2,14.72,1011.04,2848.52,1182.86,912,409.6,38861.4,212.89,73814,271.188,40.8662,28.0423,-65.1548,38.0266,274.387,132.591,-19.2956,828.232,2402.61,-47.9621,310.353,-182.5,30010.5
222025,167367,210106,929.38,385.64,236.84,164.92,-0.62,-9.6,145.92,-53.76,982.64,3271.68,1624.48,964.48,163.84,34321.3,212.892,73815,923.846,199.547,230.25,-383.784,6.92367,-3.11686,311.146,-39.5381,766.119,2790.02,-144.292,500.655,-696.311,23976.7
181634,149701,163553,617.52,221.34,300.08,772.52,68.2,279.04,332.16,126.08,1189.96,3143.17,1978.06,1361.92,446.72,53744,212.899,73817,604.504,35.7991,287.457,88.5477,-13.9963,273.424,360.286,118.419,988.567,2570.65,272.969,512.14,-948.271,44092.4
211704,154225,225351,605.12,238.08,279.62,641.08,46.5,64,108.8,-45.44,1280.84,3407.29,2000.07,1669.12,896.64,74877.4,212.901,73819,594.716,37.7726,272.03,-12.4846,-16.7251,62.9582,193.66,-29.5669,1063.98,2808.96,202.945,404.373,-624.506,64429.5
203072,170017,137865,683.86,145.7,193.44,400.52,18.6,165.76,483.84,107.52,1218.36,3028.15,2010.01,620.8,468.48,16650.2,212.946,73831,674.572,13.0114,188.953,-91.981,-16.0114,164.983,445.899,34.1778,1027.83,2429.58,522.309,437.893,-233.41,7502.83
169771,132776,219602,567.3,209.56,279.62,1146.38,29.76,410.24,560,16.64,1656.43,3713.3,2051.19,1816.32,698.88,79854.1,212.972,73841,548.211,13.8632,250.012,564.336,-116.868,396.759,521.563,-23.0934,1425.71,2921.19,231.531,465.171,-1086.16,68863.9
202308,161856,161030,904.58,302.56,578.46,1303.86,291.4,206.72,241.92,-97.28,1309.95,3789.98,2325.96,984.32,361.6,16837.1,212.98,73844,889.146,54.0286,568.148,-28.196,159.022,205.318,353.528,-92.8185,1063.76,3149.76,-87.9766,929.635,-1161.17,5051.54
234860,137584,170630,667.74,211.42,352.16,579.7,58.28,232.96,359.04,15.36,1164.4,3160.92,1789.91,1525.76,494.72,45345.9,212.999,73845,658.399,11.2665,355.716,-248.729,12.5448,235.346,423.201,0.408746,962.665,2590.44,-23.9069,835.844,-885.395,35595.3
201639,145136,194532,271.56,159.34,44.02,16.74,68.2,143.36,72.32,32,934.36,3066.49,1748.73,1559.04,562.56,56230.4,213.034,73858,264.456,69.6315,38.6457,-101.308,76.6709,144.513,54.8079,32.8562,732.279,2668.91,364.925,647.637,-314.322,46404
174972,144196,149264,344.1,76.26,39.06,190.34,-57.66,233.6,-72.96,56.96,989.74,2741.31,1278,977.28,222.72,27137.3,213.046,73862,335.765,11.0849,29.8636,123.151,-82.3651,230.057,-155.451,99.384,814.59,2306.97,92.479,643.667,-313.493,18511.4
202992,151922,216432,569.78,194.06,134.54,401.76,4.96,216.32,362.24,-51.2,923,2399.09,1369.59,1381.12,426.88,66922.2,213.058,73867,560.812,39.3626,121.478,112.197,-38.2682,213.477,398.373,-77.1142,769.25,1946.02,217.403,201.143,-746.593,59674.2
227448,170435,158089,400.52,168.64,130.82,476.16,-12.4,191.36,174.08,63.36,1072.81,2575.17,1596.79,1168,210.56,33994.2,213.074,73874,389.808,68.2998,113.051,192.129,-67.7762,185.456,171.957,74.1039,911.95,2069.76,384.791,673.998,-645.322,26150.3
136448,119108,135326,320.54,119.04,306.28,515.22,74.4,123.52,159.36,-5.12,803.72,1911.32,1189.25,913.28,327.68,33303.7,213.146,73898,314.28,-22.7881,313.838,-210.88,32.6594,125.732,252.505,4.18433,685.882,1520.52,-22.5752,391.739,-726.098,27565.1
140105,121063,121477,420.98,190.34,102.3,172.36,50.84,367.36,51.84,-78.72,897.44,2173.31,1185.7,723.2,264.96,22657.3,213.178,73912,412.453,103.81,91.5445,-63.0511,40.5846,369.418,-71.1794,-75.1798,763.713,1756.68,152.562,425.959,-267.199,16058.3
227797,183132,156360,938.68,202.74,137.02,583.42,44.02,253.44,101.12,112.64,681.6,2556.71,1424.26,300.16,239.36,5522.56,213.183,73914,927.807,73.6072,111.317,298.423,-31.5146,245.543,-18.8089,108.99,506.297,2223.45,141.117,362.787,-216.138,-2752.83
204854,149913,234462,730.36,188.48,132.68,103.54,124.62,42.88,-10.24,-99.2,1032.34,2901.06,1313.5,831.36,51.2,27662.7,213.194,73920,724.541,53.3499,131.076,-198.297,128.29,47.125,91.0773,-75.5384,846.908,2408.36,-86.8074,487.758,-578.326,18674.9
141486,116677,134599,388.74,83.08,89.28,367.04,-25.42,124.16,348.8,-22.4,903.12,2394.12,1099.79,1058.56,477.44,47519.4,213.283,73953,381.179,-22.123,80.6194,185.136,-73.0619,120.012,348.974,-61.5144,749.008,1968.22,15.9546,246.105,-391.881,40224
219429,141600,251996,1079.42,287.68,246.76,875.44,57.04,354.56,321.28,84.48,1352.55,4245.09,2155.56,1207.68,561.92,40794.2,213.316,73961,1062.99,84.9893,216.893,356.585,-51.7708,345.066,223.7,63.5185,1070.53,3602.02,34.2149,674.05,-625.22,27392.5
131455,111175,122828,433.38,137.02,138.26,452.6,1.86,83.2,-10.88,86.4,695.8,1848.84,805.85,733.44,113.28,18308.5,213.321,73963,426.029,44.9325,125.032,174.196,-54.679,77.5627,11.1593,122.393,577.387,1516.76,-144.497,515.233,-494.785,12543.9
213024,162271,219896,537.54,331.08,289.54,554.9,241.18,280.96,281.6,42.88,1904.22,4110.19,2568.78,1365.12,188.16,28110.7,213.345,73971,521.704,182.485,273.195,-132.118,198.581,281.1,311.092,27.7362,1657.52,3207.7,523.117,1083.57,-931.838,15891.4
237836,171672,158888,628.06,166.78,169.26,185.38,28.52,138.88,-73.6,29.44,852,2671.02,1405.09,520.96,-16.64,8682.88,213.362,73977,621.941,54.0531,168.411,-212.714,23.1178,141.569,-43.0251,73.2087,677.95,2274.91,18.1755,554.487,-490.743,192.255
227406,163672,202067,579.08,218.24,175.46,192.82,107.26,236.16,302.08,-21.12,1181.44,3356.17,1789.91,1521.92,393.6,54146.6,213.373,73983,570.429,63.2818,173.639,-222.291,103.646,239.551,335.897,-44.5638,965.605,2801.31,134.163,665.542,-717.453,43721.9
185588,144353,148522,768.18,298.22,293.88,887.84,104.16,172.8,295.04,104.96,785.97,2748.41,1626.61,196.48,261.76,4129.92,213.393,73991,755.68,150.924,266.195,239.113,-0.456445,165.176,272.808,74.4002,598.905,2366.07,29.9571,288.778,-470.076,-4622.1
136945,99285,190563,1000.68,256.68,364.56,971.54,184.76,136.96,210.56,142.72,610.6,2302.53,1792.75,513.28,337.28,9798.4,213.425,74002,989.403,56.8229,346.379,125.631,78.5384,130.514,237.634,131.635,451.964,1972.7,286.024,479.928,-631.444,2379.8
227601,173553,203276,632.4,161.2,94.24,489.18,100.44,282.24,-35.84,116.48,1510.88,4066.17,2460.15,1130.24,424.96,32330.9,213.43,74006,617.388,50.9119,71.412,273.992,40.4943,274.737,-154.086,142.117,1251.61,3388.22,668.379,772.591,-356.149,19650.8
126295,110612,87908.6,269.08,45.26,14.88,186,-0.62,120.96,-66.56,48.64,426.71,994.71,447.3,337.28,383.36,18551.7,213.436,74008,264.47,-1.15454,6.03203,163.69,-29.3119,117.306,-164.054,57.9536,365.235,798.166,42.5765,30.7683,108.834,15535.6
137861,103797,185946,419.12,174.84,168.02,217,148.8,103.68,85.12,-92.8,382.69,1684.12,898.86,300.16,220.16,9464.32,213.441,74011,414.92,81.7924,165.396,-180.444,137.434,107.878,94.0495,-108.636,266.814,1508.36,-105.921,224.22,-219.773,3983.08
147519,120819,106574,709.9,166.78,78.12,321.16,-42.78,120.32,173.44,-26.24,1143.81,2793.85,1334.8,1017.6,304,27288.3,213.469,74019,701.016,52.1374,61.7464,165.934,-82.5704,116.728,152.099,-31.4824,968.838,2238.38,114.551,645.221,-335.231,18806.6
195649,148228,189354,515.84,233.12,68.2,216.38,24.18,84.48,-8.96,62.08,1209.13,3289.43,1452.66,1185.28,218.24,52349.4,213.478,74024,506.466,118.773,50.8134,100.718,-0.0966307,80.7879,48.585,98.5265,998.645,2741.44,-2.87687,380.264,-616.637,42148.1
183126,129085,80116.4,133.3,223.2,289.54,676.42,119.66,122.88,261.76,210.56,1116.83,2751.25,1337.64,705.92,503.68,24527.4,213.498,74037,122.354,121.206,278.192,23.1001,45.4119,118.125,267.689,184.259,944.183,2244.92,-206.668,388.52,-443.372,16135
190349,143449,181038,528.24,197.16,128.34,489.8,245.52,211.84,138.88,144,1104.05,2903.9,1598.92,1490.56,647.04,70713,213.505,74038,516.071,45.9772,110.306,216.219,186.247,204.874,118.22,131.757,918.335,2391.32,244.64,281.858,-582.239,61776.9
218291,134898,162637,561.72,298.84,115.32,536.92,11.78,207.36,268.16,37.12,871.88,2255.67,1163.69,823.04,146.56,27964.8,213.507,74040,550.284,193.827,81.8422,329.363,-57.8555,199.464,240.921,21.566,726.77,1830.27,85.1409,414.667,-565.403,21068.7
239902,135704,253587,607.6,211.42,55.18,319.3,104.16,67.2,149.12,29.44,1124.64,2900.35,1699.03,1093.76,374.4,49513,213.651,74084,597.445,92.0492,33.4351,206.013,65.7351,62.064,177.298,18.1402,940.033,2369.94,454.635,290.491,-444.012,40659.1
195830,152920,174045,657.2,294.5,172.36,419.12,24.8,267.52,372.48,112.64,1219.78,3053.71,1599.63,1307.52,500.48,50689.9,213.658,74088,645.815,139.809,153.628,40.5874,-18.1772,264.068,338.232,77.8381,1027.03,2463.05,116.228,483.165,-569.464,41409.3
179651,139944,137825,225.68,150.66,128.34,226.92,19.84,141.44,9.6,-58.24,719.94,1995.1,786.68,971.52,459.52,43323.5,213.665,74090,220.027,56.8358,124.525,-50.8133,-0.70097,142.567,7.86395,-40.9533,592.728,1676.17,-235.158,251.818,-329.129,37137.7
140427,108489,175846,572.88,176.7,61.38,36.58,-19.84,88.96,-127.36,74.88,447.3,1620.22,1037.31,345.6,142.08,11740.2,213.698,74095,568.977,93.5937,53.5212,-118.708,-14.2058,89.9552,-150.697,109.849,339.13,1408.25,237.85,233.547,-105.258,6482.16
102882,92677,94969.7,225.06,50.22,84.94,33.48,-34.1,148.48,312.32,74.24,324.47,1199.9,582.91,691.2,428.8,22438.4,213.733,74107,223.158,-17.2475,91.7217,-182.041,-29.5571,150.714,260.809,25.42,243.366,1042.32,-61.4768,296.751,-58.7908,18581.3
238813,173940,175351,654.1,270.94,263.5,386.26,-29.14,396.8,225.92,111.36,2010.01,5508.89,2890.41,1961.6,657.92,76012.2,213.822,74139,639.403,71.7595,260.409,-233.519,-52.7821,398.005,207.677,130.318,1658.95,4603.28,222.321,828.012,-896.333,58904.5
207895,144382,206121,378.82,267.84,92.38,225.06,27.28,248.32,360.96,-28.8,979.09,3266,1542.83,1479.04,684.16,51530.2,213.836,74144,369.28,162.821,74.4728,32.4782,4.72965,247.71,278.119,-80.7701,761.554,2834.63,0.745768,644.697,-258.335,41125.8
151030,117869,213880,553.66,193.44,273.42,1013.08,213.28,84.48,161.28,3.2,1035.89,2650.43,1639.39,1462.4,449.92,68942.7,213.934,74169,540.034,6.87944,250.667,430.562,88.6219,73.7373,290.2,19.1404,865.386,2152,203.306,294.348,-1095.07,60891.9
229700,161964,208789,329.22,172.36,184.14,324.26,2.48,410.88,-78.72,-152.32,1060.03,2748.41,1704.71,1269.76,501.76,40197.8,213.95,74175,319.362,59.3414,179.223,-117.165,-19.6171,414.389,-190.264,-107.964,888.952,2278.55,298.935,686.263,-431.658,31698.5
167294,139613,159985,403.62,239.32,65.72,146.94,-2.48,154.88,155.52,9.6,959.21,2395.54,1442.01,800.64,311.04,34857,213.958,74177,395.604,153.127,49.1424,-7.13769,-12.068,154.364,132.767,-1.7677,809.118,1949.21,368.281,253.731,-284.262,27581.7
