,TRACK_ID,Duration
7,46.0,93.0
4,33.0,93.0
11,60.0,93.0
9,56.0,93.0
12,91.0,90.0
19,354.0,73.0
10,57.0,70.0
20,463.0,67.0
8,49.0,65.0
18,331.0,61.0
17,229.0,60.0
15,148.0,59.0
13,104.0,58.0
3,17.0,52.0
2,10.0,52.0
14,139.0,49.0
5,40.0,46.0
6,42.0,42.0
1,5.0,32.0
0,3.0,18.0
16,185.0,8.0
