LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Label,Track index,Track ID,Number of spots in track,Number of gaps,Number of split events,Number of merge events,Number of complex points,Longest gap,Track duration,Track start,Track stop,Track displacement,Track mean X,Track mean Y,Track mean Z,Track mean speed,Track max speed,Track min speed,Track median speed,Track std speed,Track mean quality,Total distance traveled,Max distance traveled,Confinement ratio,Mean straight line speed,Linearity of forward progression,Mean directional change rate
Label,Index,ID,N spots,N gaps,N splits,N merges,N complex,Lgst gap,Duration,Track start,Track stop,Track disp.,Track X,Track Y,Track Z,Mean sp.,Max speed,Min speed,Med. speed,Std speed,Mean Q,Total dist.,Max dist.,Cfn. ratio,Mn. v. line,Fwd. progr.,Mn. ? rate
,,,,,,,,,(sec),(sec),(sec),(pixel),(pixel),(pixel),(pixel),(pixel/sec),(pixel/sec),(pixel/sec),(pixel/sec),(pixel/sec),(quality),(pixel),(pixel),,(pixel/sec),,(rad/sec)
Track_0,0,0,74,0,0,0,0,0,73.0,0.0,73.0,69.98916423851891,349.5501581606788,322.5880458732769,0.0,13.124280661839359,79.48655167404476,0.2532023053541809,2.128576557671493,20.026485525697083,24.51173854518581,958.0724883142731,164.06421023756843,0.07305205513380801,0.958755674500259,0.073052055133808,1.3548029322042927
Track_1,1,1,4,1,0,0,0,1,4.0,0.0,4.0,50.09151643790474,1645.3551587273037,310.5765610500359,0.0,28.068518452166575,71.65785692721664,1.8000476360800794,10.747650793203007,38.01365178569009,12.864456176757812,94.95320614970274,50.09151643790474,0.5275389686045009,12.522879109476184,0.44615390480324973,1.933210915940924
Track_2,2,2,7,0,0,0,0,0,6.0,0.0,6.0,78.58236813446534,315.6496582520378,324.95670237590735,0.0,13.991042140470377,76.27064230446217,0.23009243738310223,1.3031885753606007,30.53891131858083,23.622881208147323,83.94625284282228,78.58236813446534,0.9361033455727908,13.097061355744223,0.9361033455727911,1.409837162240386
Track_3,3,3,62,0,0,0,0,0,61.0,1.0,62.0,247.22619801925606,836.2881488067458,1431.0936007502837,0.0,7.841048117772058,73.4838617207118,0.0471662199877108,2.71078017443782,14.008923706947735,35.249639695690526,478.30393518409545,261.3722694369959,0.5168809617343011,4.052888492118952,0.516880961734301,1.2555967920560458
Track_4,4,4,95,1,0,0,0,1,95.0,1.0,96.0,134.1844310977215,900.2239529302024,1255.594989968149,0.0,5.9687985150980625,63.34776737233768,0.37301569063611534,2.932679921089293,8.506823678325054,36.53262039987664,562.9508694121622,163.8161303081159,0.23835904408112552,1.4124676957654896,0.2366418789631876,1.6333328325873442
Track_5,5,5,95,1,0,0,0,1,95.0,1.0,96.0,249.6686823709115,270.50690892938405,509.7429412587087,0.0,5.796690907481137,76.47809048231659,0.1066668807580885,1.476291876300064,11.671612545120821,34.96391794305099,578.8410348906452,252.37207045711574,0.43132512610837787,2.628091393378016,0.45337787288023823,1.4677591085679726
Track_6,6,6,30,1,0,0,0,1,30.0,1.0,31.0,34.23596447971,97.73702605023009,489.51977834701216,0.0,12.232186951861445,34.01293284340943,1.422885087508362,10.445176203748819,9.023246478007012,28.239788818359376,370.83385657834015,51.11990586296624,0.0923215717022254,1.1411988159903332,0.09329474937567646,1.3715719359660794
Track_7,7,7,5,0,0,0,0,0,4.0,2.0,6.0,49.92307356039447,347.6023549395395,1276.9134034096926,0.0,15.741452536107285,21.89047316871271,8.104860566375574,18.766028452448026,5.989948085546115,22.392333984375,62.965810144429135,51.603813351845204,0.7928600211111774,12.480768390098618,0.7928600211111773,1.0083290706954031
