Condition,VH Zeta + 221 WT 1,VH Zeta + 221 WT 2,VH Zeta + 221 WT 3,VL Zeta + 221 WT 1,VL Zeta + 221 WT 2,VL Zeta + 221 WT 3,VH Zeta + 221 CD58KO 1,VH Zeta + 221 CD58KO 2,VH Zeta + 221 CD58KO 3,VL Zeta + 221 CD58KO 1,VL Zeta + 221 CD58KO 2,VL Zeta + 221 CD58KO 3,,,,,,,
Seconds,,,,,,,,,,,,,,,,,,,
629.5,1.562509,3.08716662,2.690256,4.392367,4.570778,4.062637,2.316049,1.701216,2.829457,1.711933,1.352289,1.130623,,,,,,,
630,1.563537,3.087876176,2.694258,4.390274,4.571948,4.064437,2.316926,1.701216,2.829457,1.712856,1.349785,1.130623,,,,,,,
630.5,1.567516,3.089507269,2.691494,4.390274,4.571957,4.065667,2.316926,1.701245,2.829407,1.711933,1.349785,1.130623,,,,,,,
631,1.568338,3.091220803,2.689684,4.390274,4.571238,4.064938,2.316049,1.701275,2.829457,1.711011,1.349785,1.130267,,,,,,,
631.5,1.569455,3.092413026,2.695237,4.39016,4.570999,4.059523,2.315672,1.70152,2.829429,1.710779,1.355532,1.130267,,,,,,,
632,1.570179,3.091244898,2.693477,4.389359,4.571015,4.057908,2.316426,1.701467,2.829429,1.710548,1.355532,1.130267,,,,,,,
632.5,1.570383,3.091244898,2.696111,4.390274,4.571037,4.047313,2.318063,1.701467,2.829407,1.709156,1.349329,1.130774,,,,,,,
633,1.563871,3.09123285,2.695323,4.392367,4.571249,4.044634,2.319654,1.70152,2.829457,1.705351,1.349785,1.130774,,,,,,,
633.5,1.564538,3.091244898,2.694061,4.393962,4.568335,4.044877,2.319792,1.701467,2.829429,1.705165,1.349329,1.130926,,,,,,,
634,1.564082,3.092300044,2.695706,4.398552,4.57233,4.058627,2.319176,1.701599,2.829429,1.704979,1.349785,1.130926,,,,,,,
634.5,1.563995,3.092413026,2.696918,4.39909,4.572198,4.053326,2.319176,1.701599,2.829457,1.704979,1.352289,1.131806,,,,,,,
635,1.562354,3.093191518,2.697146,4.400356,4.568361,4.04533,2.319176,1.701885,2.829429,1.705351,1.355532,1.131806,,,,,,,
635.5,1.562812,3.092413026,2.696521,4.401754,4.569848,4.040873,2.319792,1.70278,2.829407,1.705165,1.354794,1.132685,,,,,,,
636,1.563167,3.09123285,2.695275,4.402255,4.568258,4.041268,2.319176,1.70278,2.829407,1.705351,1.352289,1.132685,,,,,,,
636.5,1.564431,3.091772471,2.697807,4.402473,4.568667,4.038976,2.319654,1.701678,2.829457,1.705165,1.354794,1.133052,,,,,,,
637,1.565018,3.092802272,2.697944,4.404337,4.571452,4.035269,2.319792,1.702092,2.829429,1.705165,1.354794,1.133052,,,,,,,
637.5,1.566053,3.092413026,2.694171,4.404412,4.568547,4.038809,2.319929,1.701885,2.829485,1.70435,1.355532,1.133418,,,,,,,
638,1.56652,3.092802272,2.691389,4.404261,4.569088,4.04477,2.322162,1.701885,2.829485,1.70142,1.355532,1.133052,,,,,,,
638.5,1.566194,3.094454592,2.69381,4.406031,4.569187,4.039157,2.32295,1.701678,2.830775,1.70257,1.355532,1.133052,,,,,,,
639,1.565002,3.094747778,2.696424,4.407291,4.569596,4.035157,2.323738,1.701678,2.829485,1.70257,1.354794,1.133052,,,,,,,
639.5,1.565811,3.096660223,2.69436,4.409406,4.564425,4.033861,2.32295,1.701599,2.829429,1.701289,1.355532,1.133052,,,,,,,
640,1.566174,3.094161406,2.696977,4.409382,4.562445,4.033392,2.323863,1.701467,2.829457,1.701289,1.35627,1.133052,,,,,,,
640.5,1.567018,3.093676462,2.693686,4.40943,4.559696,4.033638,2.325137,1.701275,2.829485,1.705165,1.356908,1.133052,,,,,,,
641,1.565504,3.092802272,2.69381,4.409382,4.560871,4.033511,2.325278,1.701413,2.829485,1.704979,1.357546,1.132685,,,,,,,
641.5,1.563739,3.092300044,2.692879,4.412285,4.559995,4.031662,2.325434,1.70152,2.829457,1.70435,1.357546,1.132685,,,,,,,
642,1.560376,3.095681522,2.690388,4.412923,4.562255,4.026781,2.32542,1.701467,2.830775,1.70257,1.358726,1.132685,,,,,,,
642.5,1.557954,3.096660223,2.690488,4.414961,4.560087,4.02688,2.325278,1.701344,2.833433,1.70435,1.358726,1.132685,,,,,,,
643,1.558796,3.096705181,2.690753,4.414961,4.561411,4.022672,2.325278,1.701467,2.832749,1.70257,1.359906,1.131806,,,,,,,
643.5,1.559909,3.095681522,2.692508,4.416075,4.565221,4.021715,2.32542,1.70152,2.833433,1.701158,1.359906,1.130926,,,,,,,
644,1.560883,3.098465671,2.691103,4.414236,4.563264,4.023471,2.325137,1.701467,2.830775,1.70257,1.358726,1.130926,,,,,,,
644.5,1.561776,3.10029361,2.691258,4.415297,4.565255,4.023669,2.324562,1.701885,2.832065,1.70372,1.356908,1.131806,,,,,,,
645,1.557433,3.10134879,2.693015,4.413512,4.566809,4.023808,2.324562,1.70152,2.832065,1.70257,1.357546,1.131806,,,,,,,
645.5,1.556374,3.101478556,2.696203,4.413512,4.570158,4.022368,2.323988,1.701678,2.830775,1.70257,1.357546,1.131806,,,,,,,
646,1.555315,3.099775841,2.700224,4.413512,4.563091,4.022669,2.325278,1.70152,2.830775,1.69591,1.358726,1.130926,,,,,,,
646.5,1.556009,3.10029361,2.697395,4.413512,4.564361,4.022713,2.32542,1.701599,2.829485,1.695676,1.358726,1.12958,,,,,,,
647,1.555914,3.09744876,2.699045,4.416517,4.562038,4.022561,2.325449,1.702092,2.829485,1.692414,1.358726,1.129249,,,,,,,
647.5,1.557073,3.094454592,2.701065,4.418132,4.559764,4.022858,2.325434,1.701885,2.829485,1.69295,1.362759,1.12958,,,,,,,
648,1.554953,3.093676462,2.701885,4.419824,4.560456,4.021914,2.325278,1.702092,2.829385,1.69295,1.362835,1.12958,,,,,,,
648.5,1.554657,3.094161406,2.701412,4.418373,4.559926,4.023332,2.32542,1.70278,2.826115,1.694313,1.361959,1.12958,,,,,,,
649,1.555708,3.092413026,2.702187,4.418373,4.560642,4.023484,2.32542,1.70384,2.826115,1.69295,1.359906,1.129249,,,,,,,
649.5,1.554517,3.093191518,2.701809,4.419779,4.554141,4.02415,2.32542,1.703467,2.826115,1.691611,1.360532,1.129249,,,,,,,
650,1.555263,3.093191518,2.701473,4.4213,4.55321,4.024306,2.32542,1.70278,2.828032,1.691611,1.360532,1.12958,,,,,,,
650.5,1.555947,3.096660223,2.693766,4.425355,4.548039,4.024193,2.32542,1.702092,2.829429,1.694313,1.361159,1.12958,,,,,,,
651,1.556721,3.094454592,2.696838,4.426348,4.546219,4.024361,2.325582,1.70278,2.829429,1.692414,1.361959,1.129249,,,,,,,
651.5,1.557745,3.093676462,2.699063,4.432927,4.542658,4.024455,2.325449,1.701885,2.829429,1.692414,1.361159,1.12958,,,,,,,
652,1.558947,3.096705181,2.698272,4.436942,4.535203,4.016595,2.325449,1.701599,2.829485,1.69295,1.361959,1.129249,,,,,,,
652.5,1.560009,3.096615265,2.696415,4.438763,4.533358,4.007305,2.325449,1.701599,2.830775,1.69295,1.361159,1.12832,,,,,,,
653,1.559538,3.096660223,2.701038,4.436806,4.528632,4.000126,2.325715,1.701678,2.829485,1.694313,1.361959,1.129249,,,,,,,
653.5,1.560518,3.094161406,2.703111,4.442759,4.530162,3.995658,2.326042,1.701885,2.829457,1.695676,1.361959,1.129249,,,,,,,
654,1.561682,3.094161406,2.70371,4.441997,4.53352,3.99503,2.32637,1.702092,2.829485,1.695676,1.362759,1.12958,,,,,,,
654.5,1.563904,3.093191518,2.703398,4.441223,4.530212,3.993654,2.327294,1.70278,2.829457,1.696007,1.361959,1.129249,,,,,,,
655,1.562822,3.093191518,2.704351,4.437077,4.528789,3.994232,2.328217,1.702092,2.829457,1.696007,1.362759,1.12958,,,,,,,
655.5,1.562759,3.095681522,2.704347,4.444834,4.528397,3.987282,2.328217,1.70278,2.830775,1.700856,1.363987,1.129249,,,,,,,
656,1.562054,3.093676462,2.70486,4.449443,4.522459,3.987401,2.328531,1.70384,2.830775,1.700856,1.365714,1.129249,,,,,,,
656.5,1.562054,3.096615265,2.705441,4.44929,4.523442,3.987554,2.328844,1.702092,2.833433,1.695958,1.364851,1.12958,,,,,,,
657,1.561912,3.096660223,2.704896,4.446513,4.528182,3.992805,2.328531,1.704212,2.836465,1.69591,1.365714,1.130267,,,,,,,
657.5,1.563667,3.09744876,2.705079,4.447827,4.526698,3.993026,2.328531,1.705088,2.836465,1.695676,1.36585,1.130267,,,,,,,
658,1.56499,3.094454592,2.704702,4.445199,4.524832,3.990445,2.32637,1.705522,2.837658,1.695793,1.365985,1.130267,,,,,,,
658.5,1.565027,3.098465671,2.704429,4.445131,4.52762,3.990648,2.32637,1.705735,2.837658,1.695676,1.365985,1.12958,,,,,,,
659,1.565023,3.098857844,2.704529,4.445063,4.529638,3.994646,2.32637,1.705872,2.839051,1.695676,1.365985,1.129249,,,,,,,
659.5,1.565989,3.098739003,2.701796,4.447827,4.529584,3.995575,2.328531,1.705852,2.839051,1.695676,1.363987,1.12832,,,,,,,
660,1.567265,3.098465671,2.702026,4.446513,4.529598,3.988973,2.328892,1.705735,2.838355,1.69295,1.363987,1.12832,,,,,,,
660.5,1.567566,3.096705181,2.702168,4.447827,4.531772,3.994136,2.328892,1.705618,2.838355,1.692414,1.363987,1.12832,,,,,,,
661,1.568394,3.096705181,2.70239,4.448559,4.530155,3.994392,2.331792,1.705852,2.83949,1.69295,1.364851,1.12832,,,,,,,
661.5,1.568445,3.094161406,2.70542,4.449596,4.526999,3.988732,2.333628,1.705852,2.839051,1.692414,1.365714,1.127392,,,,,,,
662,1.566179,3.094747778,2.706506,4.449596,4.526963,3.988946,2.332291,1.705872,2.839051,1.695793,1.364851,1.129249,,,,,,,
662.5,1.566009,3.093191518,2.706557,4.450087,4.527794,3.989096,2.332291,1.705872,2.838355,1.694313,1.364851,1.12958,,,,,,,
663,1.56608,3.091244898,2.702903,4.456998,4.525878,3.995438,2.333628,1.706134,2.839051,1.695676,1.363987,1.12958,,,,,,,
663.5,1.565973,3.093191518,2.704467,4.449972,4.523008,3.993092,2.333628,1.706393,2.838355,1.695676,1.364851,1.12958,,,,,,,
664,1.566462,3.092356535,2.706579,4.456651,4.521604,3.981977,2.335639,1.706393,2.837658,1.694313,1.364851,1.12832,,,,,,,
664.5,1.567523,3.092413026,2.703288,4.450087,4.52147,3.989112,2.33665,1.706393,2.837062,1.696007,1.364851,1.125591,,,,,,,
665,1.567889,3.094161406,2.707457,4.453586,4.524563,3.991096,2.337482,1.706408,2.836465,1.695793,1.363987,1.125591,,,,,,,
665.5,1.568829,3.095681522,2.707979,4.45052,4.523517,3.996423,2.337979,1.706378,2.836465,1.695676,1.364851,1.125591,,,,,,,
666,1.569445,3.09819234,2.707297,4.459496,4.529073,3.996449,2.339578,1.706134,2.837062,1.695793,1.364851,1.127392,,,,,,,
666.5,1.569905,3.094747778,2.705514,4.462621,4.530031,3.986431,2.340741,1.706378,2.837658,1.695676,1.365714,1.127392,,,,,,,
667,1.570686,3.093676462,2.707565,4.464412,4.529959,3.982864,2.340741,1.706378,2.837062,1.69295,1.366006,1.125591,,,,,,,
667.5,1.571946,3.096615265,2.707724,4.464601,4.530568,3.983012,2.340741,1.706378,2.836465,1.69295,1.366026,1.123789,,,,,,,
668,1.573163,3.096615265,2.708377,4.464907,4.53012,3.980981,2.340741,1.706393,2.836465,1.69295,1.366026,1.125591,,,,,,,
668.5,1.57395,3.094454592,2.708899,4.46639,4.530383,3.987107,2.34112,1.706802,2.836465,1.692414,1.366026,1.125591,,,,,,,
669,1.573649,3.091244898,2.708558,4.46639,4.537703,3.98369,2.343373,1.706408,2.837658,1.691611,1.366006,1.125591,,,,,,,
669.5,1.570221,3.092802272,2.708969,4.467338,4.530834,3.981694,2.342247,1.706802,2.838355,1.691344,1.366006,1.125591,,,,,,,
670,1.57018,3.094454592,2.709235,4.465971,4.53242,3.978658,2.343373,1.706802,2.839154,1.691611,1.366006,1.123189,,,,,,,
670.5,1.569476,3.096705181,2.708648,4.46639,4.539422,3.978508,2.344909,1.707743,2.839723,1.694313,1.366006,1.123489,,,,,,,
671,1.568926,3.098465671,2.709415,4.466809,4.539381,3.977049,2.346626,1.707871,2.83949,1.692414,1.366026,1.123189,,,,,,,
671.5,1.569012,3.098739003,2.71001,4.467987,4.544633,3.978864,2.346807,1.709212,2.839723,1.691878,1.366006,1.123147,,,,,,,
672,1.570389,3.098739003,2.709789,4.471168,4.540025,3.979045,2.347323,1.707999,2.848195,1.691878,1.366006,1.123105,,,,,,,
672.5,1.571303,3.100676434,2.709947,4.473736,4.542649,3.974999,2.347323,1.707743,2.848195,1.691611,1.365985,1.123105,,,,,,,
673,1.57044,3.098857844,2.710307,4.473472,4.545626,3.977268,2.347323,1.707871,2.847891,1.690119,1.36585,1.123105,,,,,,,
673.5,1.569115,3.098739003,2.710575,4.473912,4.546422,3.977477,2.346807,1.707197,2.84852,1.691878,1.365985,1.123105,,,,,,,
674,1.568083,3.099640897,2.711584,4.478645,4.542826,3.972771,2.347065,1.707197,2.848195,1.691611,1.366026,1.123105,,,,,,,
674.5,1.568663,3.099910785,2.711877,4.47904,4.54525,3.971951,2.349217,1.708606,2.848195,1.691344,1.36585,1.12164,,,,,,,
675,1.567157,3.099910785,2.714767,4.479337,4.540637,3.973135,2.34827,1.707999,2.84852,1.690119,1.366006,1.122665,,,,,,,
675.5,1.568168,3.10134879,2.712574,4.479337,4.547011,3.974212,2.349217,1.710401,2.84852,1.692414,1.366026,1.122665,,,,,,,
676,1.569098,3.101608322,2.712617,4.47904,4.546529,3.972176,2.350665,1.710485,2.84852,1.691878,1.36585,1.12164,,,,,,,
676.5,1.570108,3.102065927,2.712748,4.478645,4.541063,3.969133,2.35178,1.71057,2.85054,1.692414,1.365985,1.12164,,,,,,,
677,1.570613,3.101478556,2.712694,4.478812,4.54012,3.970433,2.352835,1.713059,2.853759,1.691344,1.366006,1.120615,,,,,,,
677.5,1.571681,3.102876744,2.712284,4.478978,4.53748,3.966339,2.353172,1.71375,2.853759,1.695676,1.365985,1.12164,,,,,,,
678,1.572398,3.103258445,2.712809,4.484473,4.534165,3.962039,2.352835,1.71375,2.855283,1.694313,1.365985,1.12164,,,,,,,
678.5,1.573601,3.103229956,2.713234,4.485495,4.535481,3.960581,2.353172,1.714053,2.855283,1.695676,1.365985,1.12164,,,,,,,
679,1.574918,3.100676434,2.714762,4.485459,4.535583,3.959185,2.357267,1.716321,2.855283,1.695793,1.36585,1.12164,,,,,,,
679.5,1.575491,3.099775841,2.713706,4.485862,4.532943,3.958187,2.357267,1.716321,2.857336,1.69591,1.36585,1.12164,,,,,,,
680,1.57536,3.10029361,2.713268,4.485836,4.532393,3.958616,2.356961,1.716733,2.855283,1.700856,1.36585,1.120615,,,,,,,
680.5,1.576305,3.102065927,2.713359,4.485495,4.529603,3.958185,2.357267,1.715187,2.860382,1.701289,1.365985,1.120615,,,,,,,
681,1.577334,3.102876744,2.713144,4.485836,4.52962,3.95864,2.355846,1.716733,2.860413,1.701007,1.36585,1.120322,,,,,,,
681.5,1.578657,3.10399372,2.713047,4.485849,4.532006,3.959889,2.356961,1.716733,2.860413,1.701158,1.36585,1.120029,,,,,,,
682,1.579253,3.1032442,2.713284,4.486862,4.531369,3.959603,2.357267,1.717079,2.860485,1.70142,1.36585,1.120029,,,,,,,
682.5,1.579011,3.1032442,2.713292,4.486862,4.533147,3.95919,2.356961,1.717079,2.863829,1.70142,1.366006,1.120322,,,,,,,
683,1.578543,3.103258445,2.713928,4.487257,4.533319,3.950646,2.356961,1.717079,2.868818,1.70372,1.366006,1.120029,,,,,,,
683.5,1.577231,3.103823494,2.714828,4.490096,4.533412,3.948625,2.356961,1.717079,2.868818,1.70372,1.367342,1.120029,,,,,,,
684,1.57867,3.10366761,2.714984,4.491696,4.531138,3.948781,2.357573,1.717683,2.868818,1.70372,1.368658,1.120027,,,,,,,
684.5,1.576561,3.10399372,2.715456,4.493553,4.532827,3.956365,2.359832,1.717381,2.867132,1.70257,1.368658,1.119668,,,,,,,
685,1.576561,3.104802557,2.715449,4.493715,4.527523,3.953531,2.360616,1.717683,2.860526,1.701289,1.366026,1.119668,,,,,,,
685.5,1.576691,3.105670982,2.715536,4.494111,4.526018,3.958262,2.360616,1.717817,2.867132,1.70142,1.366026,1.119668,,,,,,,
686,1.577675,3.105461594,2.715814,4.493715,4.528553,3.955341,2.361231,1.718451,2.863829,1.70257,1.366006,1.119668,,,,,,,
686.5,1.577625,3.106367978,2.715838,4.498249,4.527715,3.951803,2.360616,1.71795,2.867132,1.701289,1.367342,1.120027,,,,,,,
687,1.577791,3.10796001,2.715864,4.500459,4.523919,3.949805,2.359663,1.718451,2.867132,1.701289,1.369653,1.11931,,,,,,,
687.5,1.578586,3.107486691,2.716151,4.503374,4.525539,3.945479,2.360001,1.719167,2.867975,1.70257,1.369962,1.11931,,,,,,,
688,1.57872,3.107716846,2.715964,4.501141,4.519087,3.950129,2.358618,1.719167,2.867132,1.701007,1.370271,1.11931,,,,,,,
688.5,1.580109,3.109365181,2.715326,4.502812,4.52319,3.944826,2.359832,1.719167,2.867975,1.700856,1.369962,1.119272,,,,,,,
689,1.579626,3.107013464,2.715287,4.506418,4.523202,3.948226,2.360616,1.719167,2.867975,1.701007,1.369653,1.11931,,,,,,,
689.5,1.58131,3.106924632,2.715325,4.506418,4.526734,3.945077,2.361231,1.718953,2.867975,1.701158,1.369156,1.11931,,,,,,,
690,1.582408,3.105392548,2.715801,4.507253,4.524325,3.948474,2.362038,1.718953,2.868818,1.70142,1.369653,1.11931,,,,,,,
690.5,1.583308,3.105670982,2.71575,4.508338,4.525085,3.950859,2.362566,1.719167,2.867975,1.701007,1.369653,1.11931,,,,,,,
691,1.583178,3.105811324,2.715697,4.509014,4.514737,3.946639,2.363449,1.718451,2.869885,1.696007,1.369156,1.120027,,,,,,,
691.5,1.582961,3.107013464,2.716129,4.50867,4.511812,3.944812,2.364331,1.717683,2.869965,1.69591,1.368658,1.119668,,,,,,,
692,1.584289,3.107294493,2.716409,4.50867,4.509938,3.946279,2.362566,1.718953,2.870046,1.695958,1.367342,1.120027,,,,,,,
692.5,1.584126,3.107294493,2.717461,4.511055,4.511375,3.949634,2.363449,1.719381,2.869885,1.696007,1.367342,1.120027,,,,,,,
693,1.585247,3.110332674,2.717507,4.511755,4.510562,3.952038,2.364532,1.718953,2.870046,1.696007,1.367342,1.119668,,,,,,,
693.5,1.587657,3.110854662,2.717528,4.513639,4.51058,3.962644,2.365081,1.719381,2.870152,1.701158,1.367342,1.11931,,,,,,,
694,1.586735,3.113913716,2.717976,4.51445,4.509344,3.963306,2.365535,1.719381,2.871706,1.701158,1.366026,1.119272,,,,,,,
694.5,1.586312,3.115045089,2.718098,4.516459,4.508631,3.963098,2.365602,1.720692,2.871706,1.701289,1.367342,1.119234,,,,,,,
695,1.587948,3.11511725,2.718059,4.515455,4.50662,3.96309,2.365535,1.722912,2.869885,1.70435,1.368658,1.115494,,,,,,,
695.5,1.588321,3.114994833,2.718225,4.517703,4.50024,3.96326,2.366839,1.723769,2.869351,1.70372,1.368658,1.115037,,,,,,,
696,1.589145,3.114994833,2.718771,4.517703,4.501134,3.963329,2.366839,1.723769,2.868818,1.70142,1.367342,1.115037,,,,,,,
696.5,1.589669,3.115095346,2.718653,4.517195,4.502151,3.960534,2.368349,1.723792,2.868818,1.701289,1.368658,1.115037,,,,,,,
697,1.59047,3.112832599,2.718675,4.521406,4.506848,3.963781,2.369836,1.723792,2.867132,1.698431,1.367342,1.115037,,,,,,,
697.5,1.59132,3.115095346,2.718677,4.521406,4.501457,3.957635,2.369436,1.72393,2.869351,1.69295,1.368658,1.11458,,,,,,,
698,1.592006,3.115123566,2.719306,4.52574,4.50259,3.957766,2.370235,1.72493,2.870046,1.692761,1.367342,1.115037,,,,,,,
698.5,1.592848,3.11511725,2.719177,4.527394,4.500943,3.963904,2.375407,1.724499,2.869965,1.694313,1.369156,1.115037,,,,,,,
699,1.592817,3.115123566,2.7191,4.528004,4.507151,3.95594,2.376661,1.724499,2.869885,1.69295,1.369962,1.115037,,,,,,,
699.5,1.593338,3.115323307,2.718776,4.527394,4.507258,3.956045,2.376897,1.724284,2.867975,1.692761,1.369962,1.115494,,,,,,,
700,1.593499,3.115323307,2.719039,4.528004,4.496971,3.954062,2.37697,1.72493,2.869351,1.692761,1.369962,1.115037,,,,,,,
700.5,1.594748,3.117813194,2.71866,4.528832,4.492729,3.954046,2.37697,1.724714,2.868818,1.694313,1.369962,1.115494,,,,,,,
701,1.59377,3.116228714,2.719629,4.529624,4.485868,3.954276,2.377941,1.724714,2.869351,1.692761,1.369962,1.115037,,,,,,,
701.5,1.594363,3.115734378,2.718779,4.530532,4.479626,3.95441,2.377941,1.725705,2.869351,1.695676,1.369962,1.115037,,,,,,,
702,1.59501,3.116187081,2.719188,4.529532,4.472194,3.94891,2.378911,1.726481,2.868818,1.69591,1.369962,1.115037,,,,,,,
702.5,1.596312,3.116187081,2.717524,4.529154,4.468526,3.948042,2.379391,1.726948,2.869351,1.695793,1.369962,1.115494,,,,,,,
703,1.596555,3.115734378,2.716125,4.528795,4.468552,3.947978,2.379391,1.727415,2.869965,1.695958,1.370641,1.115494,,,,,,,
703.5,1.596155,3.116601972,2.717276,4.528777,4.468628,3.948013,2.379635,1.726948,2.869885,1.695958,1.371011,1.115037,,,,,,,
704,1.596554,3.116145448,2.712352,4.531003,4.478942,3.947772,2.379821,1.727415,2.869965,1.695958,1.370641,1.115037,,,,,,,
704.5,1.595598,3.117634459,2.713698,4.533026,4.482648,3.947797,2.379815,1.726481,2.869965,1.700856,1.370641,1.115494,,,,,,,
705,1.597297,3.116228714,2.712787,4.533481,4.472547,3.947876,2.379828,1.726948,2.870099,1.700856,1.370641,1.115494,,,,,,,
705.5,1.5939,3.11511725,2.711867,4.536607,4.468908,3.946915,2.379815,1.728021,2.871706,1.70257,1.371011,1.115494,,,,,,,
706,1.5939,3.115106298,2.713237,4.537741,4.47777,3.945519,2.379828,1.726481,2.87564,1.70142,1.370641,1.11458,,,,,,,
706.5,1.593571,3.115120408,2.714456,4.539023,4.469311,3.947206,2.382643,1.725705,2.876919,1.704979,1.370641,1.11458,,,,,,,
707,1.592706,3.115123566,2.710764,4.539704,4.469545,3.94733,2.382574,1.726481,2.876279,1.706558,1.370641,1.11458,,,,,,,
707.5,1.592975,3.112832599,2.710888,4.540364,4.469631,3.947385,2.381201,1.726948,2.876919,1.707765,1.371103,1.11458,,,,,,,
708,1.592706,3.112717167,2.710683,4.540651,4.467275,3.946162,2.379828,1.728627,2.877101,1.706558,1.371103,1.115037,,,,,,,
708.5,1.592539,3.111288874,2.709963,4.540057,4.466864,3.947914,2.379828,1.728777,2.877101,1.710548,1.371011,1.115494,,,,,,,
709,1.593076,3.10980504,2.709311,4.540364,4.46871,3.948235,2.379821,1.728927,2.877101,1.707765,1.371195,1.115494,,,,,,,
709.5,1.588591,3.111597745,2.708839,4.540364,4.473742,3.948041,2.379828,1.733962,2.876919,1.706558,1.371195,1.115494,,,,,,,
710,1.584383,3.112832599,2.70885,4.539727,4.459876,3.940517,2.382643,1.733255,2.876279,1.706558,1.373292,1.115494,,,,,,,
710.5,1.585072,3.11209974,2.708377,4.540651,4.457935,3.929791,2.385284,1.732549,2.877284,1.705351,1.37365,1.117364,,,,,,,
711,1.585001,3.112717167,2.709115,4.539751,4.453844,3.928064,2.385284,1.728957,2.881469,1.707765,1.374007,1.115037,,,,,,,
711.5,1.585506,3.110420451,2.708421,4.539751,4.454237,3.930625,2.386692,1.730753,2.881469,1.705351,1.374074,1.115037,,,,,,,
712,1.586827,3.115120408,2.709974,4.539727,4.453513,3.930781,2.387407,1.730753,2.88216,1.709156,1.374141,1.115494,,,,,,,
712.5,1.583985,3.115120408,2.709495,4.540651,4.454234,3.941477,2.387552,1.734247,2.88418,1.711011,1.374141,1.115494,,,,,,,
713,1.585045,3.115120408,2.710353,4.539751,4.443424,3.941566,2.389027,1.733255,2.886087,1.712856,1.374074,1.115494,,,,,,,
713.5,1.585895,3.115223732,2.709521,4.540967,4.448049,3.949317,2.387407,1.730753,2.887994,1.713438,1.374007,1.11458,,,,,,,
714,1.586568,3.115123861,2.709194,4.540969,4.448969,3.936487,2.387661,1.733962,2.88809,1.710548,1.374074,1.115037,,,,,,,
714.5,1.587155,3.11511725,2.710714,4.541388,4.452273,3.941932,2.387661,1.730753,2.88809,1.709156,1.374007,1.113684,,,,,,,
715,1.586743,3.115323307,2.71078,4.545834,4.452195,3.931607,2.389027,1.728777,2.894281,1.710548,1.37365,1.111322,,,,,,,
715.5,1.586178,3.116601972,2.710278,4.543844,4.442401,3.942195,2.391224,1.728777,2.896013,1.710779,1.37365,1.11086,,,,,,,
716,1.586261,3.116145448,2.71042,4.54615,4.442566,3.931731,2.391224,1.728627,2.897744,1.707765,1.374074,1.11086,,,,,,,
716.5,1.587044,3.115223732,2.710709,4.547141,4.439479,3.942452,2.397466,1.728942,2.89855,1.706558,1.374141,1.11086,,,,,,,
717,1.588183,3.116145448,2.710435,4.548126,4.437884,3.942502,2.398565,1.728957,2.901757,1.705165,1.374074,1.112055,,,,,,,
717.5,1.587859,3.116601972,2.711004,4.550981,4.436454,3.931584,2.39815,1.730753,2.901757,1.704979,1.374074,1.111322,,,,,,,
718,1.589128,3.117634459,2.711023,4.550981,4.436279,3.923652,2.39898,1.728927,2.904536,1.705165,1.374074,1.112055,,,,,,,
718.5,1.58796,3.117991928,2.71116,4.551012,4.439553,3.925111,2.39815,1.728942,2.901757,1.705165,1.375181,1.111322,,,,,,,
719,1.590304,3.117991928,2.710675,4.551509,4.438186,3.917715,2.395769,1.730753,2.898121,1.704979,1.375181,1.111322,,,,,,,
719.5,1.591281,3.118252934,2.710548,4.551945,4.43611,3.91032,2.397466,1.730753,2.898121,1.704979,1.376221,1.111322,,,,,,,
720,1.592283,3.118252934,2.710646,4.551101,4.436393,3.909911,2.395769,1.728942,2.897933,1.704979,1.376221,1.112055,,,,,,,
720.5,1.593588,3.118037424,2.710341,4.551031,4.430627,3.908631,2.395769,1.730753,2.898121,1.704979,1.375181,1.112787,,,,,,,
721,1.593833,3.118829233,2.710022,4.551075,4.430893,3.909421,2.397466,1.730753,2.89855,1.705351,1.375181,1.112055,,,,,,,
721.5,1.594001,3.119265218,2.709255,4.551101,4.429872,3.914149,2.395769,1.730753,2.89855,1.705351,1.377411,1.113684,,,,,,,
722,1.594956,3.119550013,2.710312,4.550997,4.426442,3.910407,2.395769,1.728942,2.898978,1.710779,1.376816,1.113684,,,,,,,
722.5,1.596186,3.119550013,2.710434,4.551049,4.42457,3.909056,2.395769,1.728942,2.897933,1.712856,1.376221,1.11458,,,,,,,
723,1.597055,3.119869629,2.710568,4.551075,4.42937,3.910019,2.391224,1.730502,2.894281,1.715875,1.375181,1.115037,,,,,,,
723.5,1.597523,3.119999177,2.710476,4.551509,4.421693,3.909364,2.390808,1.732297,2.897744,1.715875,1.374141,1.115037,,,,,,,
724,1.592773,3.120750825,2.7106,4.551101,4.421811,3.909364,2.392648,1.732046,2.897744,1.714561,1.37365,1.115037,,,,,,,
724.5,1.593034,3.121629269,2.710556,4.551101,4.421494,3.904996,2.391224,1.733255,2.897933,1.714561,1.37365,1.115037,,,,,,,
725,1.593662,3.122823221,2.709535,4.551031,4.412715,3.910482,2.394073,1.734247,2.89855,1.71578,1.374007,1.11458,,,,,,,
725.5,1.593328,3.122575358,2.709676,4.551917,4.411746,3.905345,2.391224,1.734624,2.898978,1.715684,1.374007,1.11458,,,,,,,
