Condition,VH Zeta + 221 WT 1,VH Zeta + 221 WT 2,VH Zeta + 221 WT 3,VL Zeta + 221 WT 1,VL Zeta + 221 WT 2,VL Zeta + 221 WT 3,VH Zeta + 221 CD58KO 1,VH Zeta + 221 CD58KO 2,VH Zeta + 221 CD58KO 3,VL Zeta + 221 CD58KO 1,VL Zeta + 221 CD58KO 2,VL Zeta + 221 CD58KO 3,,,,,,,
Seconds,,,,,,,,,,,,,,,,,,,
232.5,1.559625,2.604049556,2.086291,1.538864,2.736726,2.912795,1.919094,1.330319,2.208383,1.807582,1.249151,1.167364,,,,,,,
233,1.561902,2.608466563,2.085145,1.544483,2.742777,2.918731,1.919094,1.330319,2.20962,1.809154,1.249151,1.166604,,,,,,,
233.5,1.561902,2.608466563,2.087432,1.548142,2.752001,2.922501,1.918868,1.330319,2.208383,1.809154,1.249151,1.165844,,,,,,,
234,1.561902,2.607281332,2.08801,1.552526,2.747257,2.919583,1.917712,1.330319,2.20962,1.805905,1.249151,1.164228,,,,,,,
234.5,1.561902,2.606222746,2.090845,1.562346,2.746786,2.928953,1.916556,1.330319,2.210314,1.811061,1.249151,1.164228,,,,,,,
235,1.559153,2.608383532,2.091383,1.572598,2.758617,2.949374,1.916384,1.330319,2.212589,1.809154,1.249315,1.164228,,,,,,,
235.5,1.559153,2.611933701,2.094952,1.585834,2.760578,2.951555,1.916556,1.330319,2.216773,1.811397,1.249151,1.162612,,,,,,,
236,1.558681,2.612256191,2.09719,1.588646,2.775234,2.97119,1.917712,1.330319,2.218795,1.811603,1.249151,1.162612,,,,,,,
236.5,1.558681,2.626702656,2.105349,1.58806,2.784258,2.971536,1.916556,1.330319,2.218908,1.812289,1.249151,1.164228,,,,,,,
237,1.558681,2.626242849,2.105313,1.591366,2.790306,2.971539,1.916212,1.330319,2.220138,1.812289,1.249151,1.165844,,,,,,,
237.5,1.558681,2.626702656,2.10802,1.600698,2.792401,2.973744,1.916212,1.330319,2.220138,1.811397,1.249151,1.164228,,,,,,,
238,1.558681,2.630007159,2.10863,1.600321,2.792493,2.974251,1.916556,1.330319,2.218908,1.811603,1.249315,1.164228,,,,,,,
238.5,1.558681,2.626284677,2.110192,1.604429,2.796713,2.978259,1.916556,1.330319,2.220138,1.8131,1.249315,1.164228,,,,,,,
239,1.553609,2.626201022,2.1106,1.614215,2.802511,2.978621,1.921497,1.330319,2.221367,1.813607,1.246523,1.162612,,,,,,,
239.5,1.553609,2.627693526,2.111988,1.618376,2.800382,2.981263,1.925183,1.330319,2.221367,1.814388,1.246523,1.164228,,,,,,,
240,1.556458,2.630007159,2.112303,1.615677,2.800925,2.979615,1.925183,1.330319,2.220138,1.814995,1.249315,1.165844,,,,,,,
240.5,1.556877,2.631666571,2.116428,1.615616,2.803261,2.979625,1.926692,1.330319,2.22444,1.815114,1.246523,1.166604,,,,,,,
241,1.556626,2.630007159,2.117177,1.621615,2.816519,2.979877,1.926692,1.330319,2.22444,1.815114,1.243896,1.167364,,,,,,,
241.5,1.556626,2.627693526,2.120136,1.634,2.82929,2.979866,1.926692,1.330319,2.227512,1.815114,1.246523,1.167532,,,,,,,
242,1.557433,2.629492128,2.120601,1.636685,2.831741,2.986933,1.926692,1.330319,2.228026,1.815114,1.243896,1.167532,,,,,,,
242.5,1.559946,2.625524872,2.119951,1.639026,2.832703,2.993643,1.92861,1.330319,2.228026,1.814995,1.249151,1.167364,,,,,,,
243,1.5602,2.626242849,2.11882,1.642977,2.83622,2.99272,1.92861,1.330319,2.228026,1.815114,1.246523,1.167364,,,,,,,
243.5,1.560859,2.626201022,2.122382,1.656198,2.842527,2.993989,1.926692,1.330319,2.235164,1.82005,1.246523,1.166604,,,,,,,
244,1.560791,2.625524872,2.124218,1.662009,2.847754,3.003266,1.926692,1.330319,2.235164,1.82005,1.246523,1.165844,,,,,,,
244.5,1.562262,2.627120636,2.125769,1.663041,2.855103,3.010029,1.930528,1.330319,2.232454,1.8209,1.246523,1.165844,,,,,,,
245,1.562326,2.627693526,2.131138,1.67805,2.870556,3.009075,1.930528,1.330319,2.235164,1.82175,1.249151,1.165844,,,,,,,
245.5,1.562424,2.631666571,2.138325,1.67947,2.867671,3.010995,1.932203,1.330054,2.238301,1.815233,1.249315,1.165844,,,,,,,
246,1.561725,2.632188115,2.140767,1.67663,2.877291,3.011243,1.933878,1.331951,2.238301,1.815233,1.253038,1.166604,,,,,,,
246.5,1.561401,2.631666571,2.144449,1.700122,2.881491,3.014736,1.938025,1.335282,2.242402,1.815233,1.253038,1.166604,,,,,,,
247,1.562705,2.632188115,2.145035,1.701373,2.888474,3.011861,1.935952,1.336171,2.26334,1.815233,1.251258,1.165844,,,,,,,
247.5,1.562917,2.632875668,2.150102,1.702918,2.884794,3.010943,1.935952,1.337108,2.263452,1.815233,1.253038,1.165844,,,,,,,
248,1.563077,2.631145027,2.152319,1.714403,2.882033,3.011932,1.938509,1.340932,2.263878,1.82005,1.254206,1.165844,,,,,,,
248.5,1.563423,2.629492128,2.153119,1.720941,2.890852,3.024099,1.938509,1.340066,2.27318,1.815233,1.251258,1.165844,,,,,,,
249,1.562917,2.627120636,2.160497,1.726242,2.898564,3.036321,1.933878,1.341797,2.274178,1.814388,1.251258,1.166604,,,,,,,
249.5,1.563448,2.626702656,2.161097,1.731122,2.898598,3.047361,1.932203,1.341797,2.274178,1.814995,1.251258,1.166604,,,,,,,
250,1.564254,2.626201022,2.162523,1.737723,2.89934,3.058262,1.930528,1.342413,2.274504,1.814995,1.253038,1.167364,,,,,,,
250.5,1.564469,2.613481154,2.167877,1.741501,2.90502,3.048057,1.932203,1.34335,2.27592,1.814995,1.253038,1.167364,,,,,,,
251,1.566445,2.609083914,2.170324,1.743018,2.903783,3.052689,1.935952,1.345555,2.277335,1.817641,1.253038,1.167532,,,,,,,
251.5,1.566582,2.611611211,2.172345,1.74366,2.911867,3.063371,1.938025,1.348264,2.27735,1.82005,1.251258,1.166604,,,,,,,
252,1.566147,2.610347563,2.17257,1.75505,2.912568,3.07206,1.938025,1.348264,2.277365,1.817641,1.251258,1.166604,,,,,,,
252.5,1.566147,2.612256191,2.176501,1.75994,2.917763,3.081662,1.933878,1.348264,2.27735,1.817641,1.253038,1.165844,,,,,,,
253,1.566147,2.624848723,2.177565,1.774992,2.917902,3.072604,1.933878,1.350696,2.277503,1.82005,1.251258,1.165844,,,,,,,
253.5,1.566006,2.626702656,2.17795,1.782619,2.922934,3.072326,1.933878,1.351859,2.277503,1.82175,1.253038,1.166604,,,,,,,
254,1.566147,2.626242849,2.178708,1.791524,2.921055,3.061321,1.938509,1.353339,2.277365,1.82175,1.254206,1.167364,,,,,,,
254.5,1.566147,2.625524872,2.182296,1.803094,2.92503,3.061602,1.938509,1.353339,2.277503,1.827563,1.254206,1.167364,,,,,,,
255,1.567752,2.627693526,2.185881,1.807406,2.936299,3.064801,1.940171,1.35482,2.288559,1.8278,1.251258,1.167364,,,,,,,
255.5,1.567936,2.633563221,2.188007,1.824463,2.936289,3.066288,1.940371,1.354929,2.296152,1.831886,1.253038,1.167364,,,,,,,
256,1.567735,2.639236997,2.188891,1.832668,2.934926,3.066708,1.940371,1.358105,2.296152,1.833867,1.253038,1.167364,,,,,,,
256.5,1.563055,2.639234639,2.189965,1.839527,2.925518,3.067303,1.940572,1.354929,2.294726,1.83597,1.253038,1.167364,,,,,,,
257,1.563214,2.642421419,2.191252,1.841972,2.929447,3.067954,1.94069,1.356517,2.294726,1.833871,1.253038,1.167364,,,,,,,
257.5,1.562671,2.639236997,2.192781,1.843025,2.93324,3.075514,1.944613,1.358794,2.294726,1.833875,1.254206,1.166604,,,,,,,
258,1.561776,2.644474818,2.193445,1.846442,2.942095,3.089102,1.944613,1.359154,2.296152,1.83597,1.254206,1.167364,,,,,,,
258.5,1.561282,2.653244501,2.195854,1.850058,2.946766,3.096839,1.945698,1.359513,2.288559,1.839824,1.253038,1.167364,,,,,,,
259,1.562004,2.656864578,2.195269,1.85712,2.951363,3.094635,1.945773,1.360471,2.299146,1.841672,1.253038,1.165844,,,,,,,
259.5,1.56143,2.651876657,2.198107,1.864965,2.95554,3.095062,1.947747,1.360129,2.301733,1.841799,1.255374,1.162612,,,,,,,
260,1.560791,2.651150496,2.19854,1.868065,2.959966,3.096497,1.949773,1.360532,2.307948,1.841672,1.255374,1.162612,,,,,,,
260.5,1.56062,2.643493179,2.199029,1.869101,2.967659,3.094588,1.950905,1.364198,2.301733,1.842873,1.255522,1.161466,,,,,,,
261,1.560602,2.645456457,2.200181,1.877334,3.000773,3.094719,1.949747,1.364554,2.29929,1.839824,1.255522,1.161466,,,,,,,
261.5,1.560602,2.645456457,2.1982,1.877334,3.002911,3.100535,1.949747,1.364198,2.29929,1.841799,1.255669,1.162039,,,,,,,
262,1.56054,2.653244501,2.200253,1.880969,3.003251,3.116249,1.949773,1.362395,2.300512,1.843948,1.255522,1.162039,,,,,,,
262.5,1.559542,2.645855441,2.198263,1.893512,3.0151,3.119068,1.950905,1.364198,2.29929,1.842873,1.255374,1.162039,,,,,,,
263,1.558681,2.653244501,2.198694,1.90339,3.019126,3.130532,1.949773,1.364198,2.307948,1.843948,1.255669,1.162039,,,,,,,
263.5,1.556145,2.658569566,2.196917,1.910149,3.024577,3.139052,1.952037,1.364554,2.314923,1.842873,1.255522,1.162039,,,,,,,
264,1.556145,2.655074136,2.197072,1.917385,3.025475,3.144757,1.952467,1.364554,2.314163,1.84452,1.255669,1.161466,,,,,,,
264.5,1.556145,2.655074136,2.198055,1.918783,3.02867,3.167046,1.952901,1.366057,2.301733,1.849901,1.255522,1.161466,,,,,,,
265,1.556145,2.654612345,2.199654,1.918783,3.039737,3.167236,1.952906,1.366057,2.31442,1.858047,1.255374,1.161466,,,,,,,
265.5,1.556145,2.656864578,2.20218,1.9218,3.039514,3.1645,1.953653,1.366634,2.314672,1.858838,1.255374,1.161466,,,,,,,
266,1.556145,2.655535926,2.198806,1.921992,3.046988,3.167949,1.952906,1.365305,2.322087,1.856526,1.254206,1.161466,,,,,,,
266.5,1.559153,2.662120581,2.199084,1.930141,3.052683,3.168479,1.958362,1.364554,2.321021,1.858394,1.254206,1.162039,,,,,,,
267,1.559153,2.665255129,2.20095,1.941261,3.061026,3.174971,1.958362,1.365305,2.321554,1.858741,1.253038,1.161466,,,,,,,
267.5,1.559153,2.665738016,2.20091,1.96182,3.075552,3.181854,1.962322,1.367212,2.314672,1.858838,1.253038,1.161466,,,,,,,
268,1.558681,2.667469261,2.206981,1.971675,3.077943,3.184368,1.963043,1.367212,2.314292,1.858741,1.249479,1.160977,,,,,,,
268.5,1.558681,2.66632141,2.209767,1.972929,3.083441,3.187102,1.963043,1.369926,2.314163,1.858394,1.249479,1.160977,,,,,,,
269,1.559153,2.66697194,2.209058,1.98762,3.083583,3.193113,1.962322,1.370298,2.314292,1.858935,1.254206,1.161466,,,,,,,
269.5,1.559153,2.669509668,2.208878,1.991506,3.092638,3.195284,1.963043,1.370298,2.314292,1.858935,1.254206,1.162039,,,,,,,
270,1.559153,2.666474618,2.209251,1.994624,3.094085,3.200188,1.963763,1.370112,2.314292,1.852453,1.254206,1.162039,,,,,,,
270.5,1.559153,2.66632141,2.208057,2.001964,3.094398,3.214389,1.964571,1.371898,2.314163,1.84452,1.254206,1.162039,,,,,,,
271,1.558681,2.669003299,2.208438,2.009366,3.096034,3.218344,1.964571,1.373499,2.314163,1.842873,1.254206,1.162039,,,,,,,
271.5,1.558681,2.668037465,2.210401,2.014876,3.102097,3.221687,1.964571,1.373499,2.314163,1.84452,1.254206,1.162039,,,,,,,
272,1.559625,2.671944389,2.212812,2.01582,3.106656,3.222309,1.964571,1.371898,2.31442,1.847497,1.253038,1.162039,,,,,,,
272.5,1.558403,2.678666807,2.214188,2.019333,3.108246,3.229064,1.965596,1.373499,2.321021,1.849901,1.253038,1.162039,,,,,,,
273,1.557695,2.678666807,2.215091,2.031832,3.116917,3.22318,1.965812,1.375081,2.314923,1.84452,1.253038,1.162039,,,,,,,
273.5,1.557239,2.678666807,2.216203,2.041684,3.1238,3.243221,1.968187,1.374977,2.321554,1.84452,1.254206,1.162612,,,,,,,
274,1.556717,2.679959017,2.216665,2.052776,3.122543,3.254556,1.968187,1.382463,2.321554,1.843948,1.254206,1.162612,,,,,,,
274.5,1.556571,2.68285523,2.216607,2.057051,3.123089,3.256449,1.968187,1.382507,2.321554,1.843948,1.255669,1.165844,,,,,,,
275,1.555194,2.682493516,2.217228,2.067835,3.119927,3.253513,1.967514,1.382507,2.322087,1.843948,1.255669,1.166604,,,,,,,
275.5,1.555987,2.68285523,2.218229,2.08931,3.110507,3.25399,1.967514,1.38255,2.322782,1.845092,1.256216,1.166604,,,,,,,
276,1.557465,2.682493516,2.222844,2.105541,3.111507,3.257077,1.967514,1.385816,2.322782,1.847497,1.255669,1.167532,,,,,,,
276.5,1.557465,2.683995745,2.223437,2.116662,3.116158,3.261704,1.967514,1.387321,2.331932,1.852453,1.255522,1.167364,,,,,,,
277,1.556916,2.68285523,2.226015,2.13358,3.129637,3.261808,1.967514,1.389813,2.334719,1.855004,1.255669,1.167364,,,,,,,
277.5,1.556324,2.683672177,2.228542,2.139656,3.124535,3.279996,1.967514,1.390662,2.333325,1.849901,1.256216,1.167532,,,,,,,
278,1.555685,2.684398859,2.229954,2.136818,3.131011,3.285921,1.972031,1.392288,2.336493,1.847497,1.256216,1.167532,,,,,,,
278.5,1.555355,2.69033039,2.230033,2.139656,3.130035,3.294049,1.972031,1.392712,2.34121,1.855004,1.256216,1.167532,,,,,,,
279,1.555567,2.689730476,2.23185,2.143649,3.137726,3.290641,1.976061,1.395834,2.336493,1.845092,1.257584,1.167532,,,,,,,
279.5,1.554393,2.686950065,2.239477,2.156079,3.141172,3.300658,1.976247,1.398028,2.334719,1.847497,1.257584,1.167532,,,,,,,
280,1.554393,2.690738637,2.23888,2.173279,3.144981,3.301911,1.976373,1.398028,2.338267,1.847497,1.258775,1.1677,,,,,,,
280.5,1.554393,2.69237196,2.242139,2.174917,3.153591,3.317501,1.976499,1.398028,2.336493,1.852453,1.258405,1.1677,,,,,,,
281,1.552126,2.692654668,2.243409,2.188923,3.16919,3.320531,1.976837,1.399155,2.34121,1.852453,1.257584,1.1677,,,,,,,
281.5,1.552126,2.69237196,2.243903,2.190359,3.175624,3.323745,1.976837,1.407568,2.34121,1.855004,1.255669,1.16774,,,,,,,
282,1.552126,2.698745159,2.247138,2.190769,3.17838,3.31961,1.977175,1.407739,2.338267,1.855004,1.255669,1.16778,,,,,,,
282.5,1.551657,2.704604662,2.250113,2.201692,3.176558,3.321025,1.977175,1.40753,2.34121,1.847497,1.255669,1.16774,,,,,,,
283,1.551187,2.705764532,2.255494,2.230271,3.178549,3.322356,1.978561,1.408286,2.349449,1.845092,1.255669,1.16774,,,,,,,
283.5,1.551187,2.705893593,2.258254,2.231346,3.179516,3.329728,1.978561,1.408286,2.349449,1.847497,1.255669,1.16778,,,,,,,
284,1.551187,2.707081173,2.258286,2.236034,3.183698,3.334316,1.978561,1.407911,2.351588,1.845092,1.255522,1.16774,,,,,,,
284.5,1.551187,2.706175666,2.258101,2.231368,3.187943,3.325867,1.978561,1.407739,2.355088,1.845092,1.255374,1.16774,,,,,,,
285,1.551187,2.707833668,2.259289,2.274965,3.190187,3.32604,1.978561,1.40753,2.355088,1.845092,1.255374,1.16774,,,,,,,
285.5,1.550908,2.706022653,2.26187,2.290439,3.211164,3.32628,1.977175,1.407568,2.358588,1.845092,1.255374,1.16774,,,,,,,
286,1.550908,2.706022653,2.262066,2.292114,3.228195,3.33113,1.976499,1.407911,2.364976,1.84452,1.255522,1.16774,,,,,,,
286.5,1.548384,2.707081173,2.26418,2.297234,3.248374,3.329386,1.979947,1.407911,2.358588,1.843948,1.253038,1.1677,,,,,,,
287,1.548663,2.707833668,2.266072,2.315592,3.270932,3.335921,1.979947,1.408673,2.358477,1.84452,1.253038,1.1677,,,,,,,
287.5,1.548663,2.708089947,2.26701,2.315469,3.272124,3.336039,1.979947,1.409009,2.359338,1.847497,1.249479,1.167532,,,,,,,
288,1.548663,2.708416345,2.267197,2.324144,3.278346,3.330683,1.980659,1.411166,2.364976,1.843948,1.249315,1.167532,,,,,,,
288.5,1.547748,2.712662537,2.267517,2.340859,3.282537,3.334973,1.981126,1.411894,2.378391,1.845092,1.249151,1.167532,,,,,,,
289,1.546656,2.717216987,2.267881,2.341281,3.282916,3.337238,1.981592,1.412732,2.379784,1.845092,1.249151,1.1677,,,,,,,
289.5,1.549177,2.717432387,2.268476,2.347195,3.299703,3.339534,1.986805,1.411219,2.378391,1.842873,1.251258,1.16774,,,,,,,
290,1.548752,2.721375567,2.269341,2.360887,3.298486,3.339639,1.985966,1.411894,2.379784,1.843948,1.249315,1.167532,,,,,,,
290.5,1.548567,2.720782752,2.271201,2.372799,3.296938,3.331686,1.986805,1.418729,2.378391,1.843948,1.249315,1.166604,,,,,,,
291,1.548498,2.721375567,2.270331,2.374565,3.302207,3.332014,1.985966,1.419484,2.383075,1.842873,1.249315,1.165844,,,,,,,
291.5,1.548318,2.721968382,2.275728,2.378564,3.308831,3.33428,1.985966,1.421454,2.383841,1.843948,1.249151,1.167364,,,,,,,
292,1.548318,2.726020002,2.277573,2.374565,3.309495,3.335016,1.98336,1.421454,2.383075,1.843948,1.249151,1.167364,,,,,,,
292.5,1.54722,2.720782752,2.278217,2.393871,3.317713,3.335267,1.986805,1.422081,2.379784,1.843948,1.249479,1.166604,,,,,,,
293,1.54722,2.726020002,2.279219,2.40236,3.314175,3.328773,1.987712,1.425104,2.383075,1.845092,1.249315,1.164228,,,,,,,
293.5,1.547688,2.723507262,2.282552,2.383001,3.314711,3.342617,1.989605,1.426235,2.384606,1.845092,1.251258,1.162612,,,,,,,
294,1.547727,2.722396143,2.286324,2.41284,3.321145,3.356021,1.989605,1.426235,2.385295,1.847497,1.253038,1.164228,,,,,,,
294.5,1.547897,2.726020002,2.290669,2.425108,3.329909,3.358096,1.990591,1.427144,2.386968,1.849901,1.253038,1.162612,,,,,,,
295,1.547428,2.731193215,2.292042,2.459482,3.322324,3.360875,1.99119,1.426235,2.386476,1.849901,1.251258,1.162039,,,,,,,
295.5,1.548195,2.731838053,2.298522,2.459213,3.339764,3.358441,1.99179,1.427541,2.386968,1.847497,1.251258,1.161221,,,,,,,
296,1.547688,2.732195504,2.301348,2.466365,3.340516,3.360461,1.993256,1.427541,2.388361,1.84452,1.253038,1.160977,,,,,,,
296.5,1.547688,2.731480603,2.301098,2.478989,3.346371,3.369319,1.993256,1.427144,2.388361,1.84452,1.255374,1.160431,,,,,,,
297,1.547688,2.731480603,2.300049,2.472447,3.356901,3.375143,1.993256,1.427144,2.398096,1.843948,1.251258,1.160431,,,,,,,
297.5,1.547688,2.732195504,2.301696,2.480145,3.379327,3.383439,1.993256,1.427945,2.398096,1.843948,1.249315,1.160431,,,,,,,
298,1.54722,2.736979922,2.303132,2.481521,3.39596,3.391618,1.993234,1.430073,2.402163,1.841799,1.249315,1.160431,,,,,,,
298.5,1.54722,2.738199896,2.308309,2.507252,3.436812,3.396286,1.99179,1.430073,2.401378,1.841799,1.249479,1.160431,,,,,,,
299,1.544703,2.736286312,2.312029,2.514431,3.450526,3.413626,1.99179,1.427945,2.402948,1.841799,1.251258,1.161221,,,,,,,
299.5,1.54722,2.734977892,2.316296,2.530583,3.461762,3.401769,1.99179,1.427945,2.398096,1.838104,1.253038,1.162039,,,,,,,
300,1.546974,2.737514782,2.319797,2.539331,3.466712,3.428352,1.992512,1.432202,2.401378,1.837037,1.251258,1.161466,,,,,,,
300.5,1.547655,2.742509752,2.321699,2.540626,3.46676,3.40685,1.993234,1.432202,2.401378,1.841544,1.253038,1.162612,,,,,,,
301,1.547392,2.744484931,2.324869,2.561529,3.461259,3.421898,1.99417,1.432337,2.403124,1.839824,1.253038,1.162612,,,,,,,
301.5,1.546983,2.742499691,2.325914,2.564573,3.472625,3.429449,1.99417,1.432472,2.41525,1.837037,1.251258,1.162039,,,,,,,
302,1.546455,2.745668043,2.325576,2.570829,3.46927,3.437739,1.993277,1.432472,2.409275,1.834922,1.251258,1.162039,,,,,,,
302.5,1.546331,2.748050351,2.326089,2.580721,3.480033,3.438015,1.99417,1.433943,2.420871,1.831886,1.255374,1.161221,,,,,,,
303,1.546329,2.748925607,2.327702,2.588833,3.486402,3.438541,1.99417,1.443152,2.436997,1.833875,1.254206,1.160977,,,,,,,
303.5,1.545472,2.748925607,2.328802,2.627566,3.484904,3.441374,1.993277,1.442185,2.436997,1.833871,1.255374,1.160977,,,,,,,
304,1.545692,2.751522308,2.329397,2.635308,3.487635,3.439891,1.995063,1.442185,2.436997,1.833871,1.255522,1.161466,,,,,,,
304.5,1.545693,2.750646903,2.329882,2.64658,3.487938,3.440226,1.997181,1.442185,2.443478,1.834784,1.255522,1.162039,,,,,,,
305,1.545754,2.753545996,2.330532,2.648667,3.500723,3.440639,1.997181,1.44686,2.44705,1.835694,1.255374,1.161466,,,,,,,
305.5,1.545232,2.753545996,2.331488,2.674804,3.527889,3.440903,1.997253,1.442185,2.443478,1.835694,1.255374,1.161466,,,,,,,
306,1.544764,2.757074382,2.335691,2.683314,3.535338,3.441115,1.997971,1.451005,2.436997,1.833875,1.255374,1.161466,,,,,,,
306.5,1.544616,2.757557549,2.337307,2.688998,3.544549,3.450593,1.99858,1.45429,2.433451,1.833871,1.254206,1.162039,,,,,,,
307,1.543857,2.752968166,2.33715,2.694585,3.57215,3.454842,1.997971,1.456364,2.443478,1.835832,1.254206,1.165844,,,,,,,
307.5,1.544935,2.757074382,2.337986,2.701661,3.568691,3.45913,2.000684,1.459418,2.440543,1.83597,1.255522,1.164228,,,,,,,
308,1.543823,2.757854433,2.342816,2.71065,3.59392,3.464414,1.99919,1.460399,2.442011,1.83597,1.255522,1.164228,,,,,,,
308.5,1.544149,2.762107239,2.346259,2.711753,3.594269,3.474646,2.002178,1.460785,2.443478,1.835694,1.255374,1.162612,,,,,,,
309,1.54429,2.762101671,2.347209,2.714231,3.594868,3.478957,2.002455,1.460439,2.443478,1.833875,1.255374,1.162039,,,,,,,
309.5,1.544324,2.762107239,2.347584,2.717233,3.595825,3.483677,2.002732,1.460439,2.445264,1.833867,1.255374,1.162039,,,,,,,
310,1.547047,2.763086158,2.349465,2.734168,3.596691,3.483326,2.002732,1.460399,2.447379,1.833875,1.255669,1.162039,,,,,,,
310.5,1.546494,2.765946292,2.351494,2.724751,3.596877,3.470906,2.00299,1.460451,2.456422,1.834784,1.256216,1.161221,,,,,,,
311,1.54637,2.768068364,2.353255,2.734503,3.598975,3.486501,2.004592,1.460785,2.454761,1.835832,1.256216,1.161221,,,,,,,
311.5,1.545839,2.769324994,2.353869,2.736316,3.600737,3.493954,2.00494,1.461118,2.45107,1.835832,1.255522,1.161221,,,,,,,
312,1.543167,2.769593257,2.352975,2.743952,3.608069,3.496822,2.00494,1.46155,2.454761,1.834784,1.255374,1.161221,,,,,,,
312.5,1.543286,2.769324994,2.354334,2.740663,3.61403,3.496753,2.004592,1.46212,2.459051,1.834784,1.255669,1.161466,,,,,,,
313,1.545072,2.769324994,2.355001,2.74137,3.610117,3.50279,2.00299,1.462952,2.458084,1.834784,1.256763,1.161466,,,,,,,
313.5,1.547325,2.769420736,2.355694,2.752059,3.60982,3.503328,2.004592,1.463212,2.464441,1.834784,1.257584,1.162039,,,,,,,
314,1.546755,2.772371613,2.355626,2.782604,3.615759,3.505348,2.004592,1.463934,2.469884,1.834784,1.258775,1.161466,,,,,,,
314.5,1.544154,2.774769502,2.355897,2.79225,3.618564,3.51032,2.00494,1.463934,2.469936,1.835694,1.258405,1.161466,,,,,,,
315,1.544154,2.776971921,2.357447,2.80361,3.615012,3.509469,2.00746,1.463934,2.473768,1.834784,1.257584,1.162039,,,,,,,
315.5,1.544154,2.774769502,2.360344,2.810061,3.614785,3.511387,2.008425,1.464656,2.481191,1.835694,1.258405,1.162612,,,,,,,
316,1.544154,2.774769502,2.362718,2.810061,3.616167,3.511792,2.010587,1.468465,2.481191,1.835694,1.259581,1.164228,,,,,,,
316.5,1.544031,2.776971921,2.361215,2.811867,3.631293,3.511339,2.00939,1.471115,2.481191,1.835694,1.260017,1.162612,,,,,,,
317,1.543773,2.776971921,2.359076,2.816904,3.634843,3.512391,2.00939,1.472857,2.483871,1.835832,1.260017,1.164228,,,,,,,
317.5,1.543434,2.776198482,2.360053,2.821136,3.63675,3.51224,2.010587,1.471153,2.484543,1.835694,1.263201,1.165844,,,,,,,
318,1.542989,2.782107206,2.360421,2.82503,3.658088,3.51168,2.011785,1.471134,2.484543,1.835694,1.264665,1.165844,,,,,,,
318.5,1.542379,2.782107206,2.361652,2.83652,3.673181,3.514112,2.011786,1.471153,2.4832,1.83597,1.264671,1.164228,,,,,,,
319,1.542855,2.783109914,2.367218,2.851857,3.691057,3.521345,2.014891,1.474837,2.484543,1.835832,1.264678,1.164228,,,,,,,
319.5,1.542855,2.77774536,2.370194,2.856137,3.692799,3.521306,2.014891,1.477767,2.485363,1.835694,1.264678,1.164228,,,,,,,
320,1.54304,2.776971921,2.370593,2.858846,3.693108,3.522986,2.012581,1.481275,2.48918,1.833875,1.264671,1.162612,,,,,,,
320.5,1.542922,2.77774536,2.372383,2.865713,3.693719,3.527613,2.011786,1.48259,2.48918,1.834784,1.264671,1.166604,,,,,,,
321,1.542379,2.774769502,2.37734,2.869071,3.702985,3.530939,2.013375,1.486134,2.484543,1.833867,1.264671,1.166604,,,,,,,
321.5,1.542379,2.782107206,2.382329,2.874626,3.703335,3.531831,2.013375,1.486833,2.492614,1.831886,1.264671,1.165844,,,,,,,
322,1.539407,2.789813428,2.381541,2.876821,3.703478,3.531102,2.016408,1.486847,2.492614,1.828853,1.266798,1.166604,,,,,,,
322.5,1.539266,2.792473197,2.378533,2.892433,3.698271,3.527118,2.018751,1.487124,2.492176,1.8278,1.264671,1.166604,,,,,,,
323,1.538739,2.793110306,2.380596,2.896052,3.702744,3.532508,2.022435,1.486847,2.492614,1.827563,1.264671,1.166604,,,,,,,
323.5,1.538466,2.792794663,2.379392,2.899968,3.714453,3.544101,2.023777,1.486847,2.486184,1.827563,1.264671,1.165844,,,,,,,
324,1.537908,2.792876077,2.379761,2.909125,3.724077,3.538929,2.026454,1.487402,2.493052,1.827563,1.264678,1.166604,,,,,,,
324.5,1.538064,2.794176741,2.379079,2.916188,3.72469,3.544994,2.030521,1.487902,2.493052,1.827563,1.264665,1.167364,,,,,,,
325,1.53733,2.794733424,2.384623,2.919965,3.737216,3.547314,2.030521,1.487902,2.492614,1.8278,1.264671,1.167364,,,,,,,
325.5,1.536802,2.796924233,2.386205,2.919083,3.739075,3.550073,2.029132,1.495251,2.494406,1.827327,1.266798,1.167364,,,,,,,
326,1.53667,2.804691575,2.386551,2.918649,3.741894,3.548906,2.031909,1.491632,2.493052,1.82175,1.264671,1.1677,,,,,,,
326.5,1.536285,2.802935959,2.386933,2.925308,3.748723,3.552428,2.030521,1.487402,2.497343,1.82175,1.264671,1.1677,,,,,,,
327,1.534591,2.804691575,2.38784,2.925521,3.758485,3.563191,2.031909,1.487902,2.500132,1.82175,1.264665,1.167532,,,,,,,
327.5,1.534327,2.805454596,2.39012,2.925759,3.757128,3.563963,2.033337,1.488403,2.500132,1.828853,1.263201,1.1677,,,,,,,
328,1.534327,2.807053933,2.39064,2.925759,3.782851,3.563945,2.030521,1.488403,2.497343,1.8278,1.263201,1.1677,,,,,,,
328.5,1.534327,2.807053933,2.391127,2.94312,3.78426,3.564836,2.030521,1.488956,2.500132,1.824539,1.264671,1.1677,,,,,,,
