LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Label,Track index,Track ID,Number of spots in track,Number of gaps,Number of split events,Number of merge events,Number of complex points,Longest gap,Track duration,Track start,Track stop,Track displacement,Track mean X,Track mean Y,Track mean Z,Track mean speed,Track max speed,Track min speed,Track median speed,Track std speed,Track mean quality,Total distance traveled,Max distance traveled,Confinement ratio,Mean straight line speed,Linearity of forward progression,Mean directional change rate
Label,Index,ID,N spots,N gaps,N splits,N merges,N complex,Lgst gap,Duration,Track start,Track stop,Track disp.,Track X,Track Y,Track Z,Mean sp.,Max speed,Min speed,Med. speed,Std speed,Mean Q,Total dist.,Max dist.,Cfn. ratio,Mn. v. line,Fwd. progr.,Mn. ? rate
,,,,,,,,,(sec),(sec),(sec),(pixel),(pixel),(pixel),(pixel),(pixel/sec),(pixel/sec),(pixel/sec),(pixel/sec),(pixel/sec),(quality),(pixel),(pixel),,(pixel/sec),,(rad/sec)
Track_0,0,0,25,0,0,0,0,0,24.0,0.0,24.0,64.4447485472342,1301.5063634961969,1644.2504073351477,0.0,6.561119321790807,27.81961261463133,0.5307073343513501,2.766545367313952,8.183117372709912,47.3880859375,157.46686372297938,64.4447485472342,0.40925911028879963,2.6851978561347583,0.40925911028879963,1.4264987371633422
Track_1,1,1,4,1,0,0,0,1,4.0,0.0,4.0,56.694397112439184,1009.1743709747128,344.1568173012221,0.0,10.425950891242548,28.27202907080446,1.4358081018861046,1.5700155010370815,15.455302737241144,14.950424194335938,59.54988174453211,56.694397112439184,0.9520488614176784,14.173599278109796,1.359453869096501,2.218586772497855
Track_2,2,2,21,1,0,0,0,1,21.0,0.0,21.0,31.58630830176798,1324.8481034309505,1644.330356749679,0.0,10.141852498057107,36.300060351317676,0.48723064435770946,2.5083511189216,11.733530751272845,47.512003580729164,224.71769101901256,38.29531879315764,0.14055995395171433,1.5041099191318086,0.14830721699215738,1.2287873017630588
Track_3,3,3,16,0,0,0,0,0,15.0,1.0,16.0,44.47232144948553,601.5974885990076,447.46784488944263,0.0,5.493661870344152,22.522210791260868,0.41851219797726813,1.9570693266140164,6.907552370017238,23.592342376708984,82.40492805516227,44.47232144948553,0.5396803625593306,2.964821429965702,0.5396803625593306,1.6003357920108283
Track_4,4,4,49,0,0,0,0,0,48.0,1.0,49.0,98.34868376938755,293.8365762809322,1612.2109439714834,0.0,7.128238937412727,40.3274345270095,0.16582075549388933,2.712599655977168,9.145232372657583,30.812871193399236,342.1554689958109,103.0944663690767,0.28743858474052814,2.0489309118622407,0.2874385847405282,1.507171709561322
Track_5,5,5,8,0,0,0,0,0,7.0,2.0,9.0,42.83291117773972,1311.9377557539713,1640.6816285316606,0.0,17.407126974297928,49.90107194345,1.3400431932531012,21.204334932892337,17.69471938451229,35.05097961425781,121.84988882008548,42.83291117773972,0.35152195535429354,6.118987311105674,0.3515219553542935,1.3730334576121093
Track_6,6,6,7,0,0,0,0,0,6.0,2.0,8.0,7.9265179462768245,549.6607851184411,452.6250222642778,0.0,8.001605412471744,13.5961211891792,1.399868112683725,8.586999555703493,4.694725457798849,16.962393624441965,48.00963247483046,21.65143071324942,0.1651026583140869,1.3210863243794708,0.16510265831408694,1.5288007378805377
Track_7,7,7,4,0,0,0,0,0,3.0,2.0,5.0,6.242553357717053,362.410646016701,1653.7523890823682,0.0,10.985767034516272,16.62245820109194,6.928883293258357,9.40595960919852,5.036188265867555,49.01963806152344,32.957301103548815,16.27571235327913,0.18941336664988204,2.0808511192390178,0.18941336664988204,1.416683171448408
