frame,experiment 1 frame 1,experiment 1 frame 2,experiment 1 frame 3,experiment 1 frame 4,experiment 1 frame 5,experiment 1 frame 6,experiment 2 frame 1,experiment 2 frame 2,experiment 2 frame 3,experiment 2 frame 4,experiment 2 frame 5,experiment 2 frame 6,experiment 3 frame 1,experiment 3 frame 2,experiment 3 frame 3,experiment 3 frame 4,experiment 3 frame 5,experiment 3 frame 6,experiment 4 frame 1,experiment 4 frame 2,experiment 4 frame 3,experiment 4 frame 4,experiment 4 frame 5,experiment 4 frame 6
minute,,,,,,,,,,,,,,,,,,,,,,,,
0,2.4988365,2.9505245,2.998347,3.7465912,2.753396,1.426259,2.1295813,2.1484881,14.846865,20.325569,9.1801237,13.779744,9.7689889,5.2623252,9.5555119,12.705022,20.496806,0,8.02494,4.839678,3.367609,5.062715,4.839678,2.302639
15,2.2947705,0.8679935,3.9059702,1.7468363,2.854069,1.461661,3.0155181,2.5306281,16.468991,15.153908,10.8404945,11.866547,4.4499554,4.2027359,2.5584515,3.3725978,6.3655449,0,4.8806534,1.039358,4.170385,1.72512,4.577599,3.218013
30,5.64620175,2.8835741,5.1473862,2.8509811,5.502232,2.540791,6.5403611,3.9376381,12.646656,13.282764,10.9470416,14.703381,5.438587,5.8233813,4.4436876,2.7619603,4.878731,0,2.9496243,1.662613,3.738491,1.57315,5.148534,3.289032
45,7.0136025,3.3627319,6.1790399,3.8123855,7.937616,3.367261,9.629641,6.5850708,7.5817951,6.523297,7.8830829,9.567503,4.9321734,5.9975388,3.318546,2.5832257,4.0900728,0,2.319275,0.669317,5.294438,1.546052,4.464091,2.709897
60,8.9657175,4.5460459,6.5731358,4.8902898,9.350105,5.445531,11.808881,11.369787,9.0025342,9.2907551,10.2806715,10.6897868,6.2611604,6.9854598,4.2512272,12.827749,4.4018106,0,1.588027,3.451948,4.105659,1.632551,3.106103,1.652174
75,8.17539,4.578035,5.3708787,4.2073845,8.891694,5.523347,11.820186,10.661299,8.041143,8.6718203,10.6426892,11.314105,6.3280855,8.0819607,4.4097955,16.227464,5.9923292,0.8114073,2.5721171,3.20245,4.610029,2.370044,3.668136,1.612147
90,13.8122625,7.3206793,8.0564968,7.0058109,11.2913,8.461564,18.109161,14.008005,7.8936264,8.6210113,12.210913,10.1878051,6.886957,10.3603115,5.875441,25.407613,5.916196,1.7607722,1.4476028,4.136008,5.40671,3.61023,3.667352,2.694133
105,15.84978,7.5170942,8.7767152,6.9649239,11.20085,9.5611,19.137573,14.112945,9.2101812,10.1786333,13.260676,11.85811,6.2247284,11.175857,9.0121625,25.726063,5.9695251,1.6954641,2.6188617,3.578569,5.263826,3.397999,4.154301,2.594206
120,16.83681,10.4415949,11.991518,9.5747465,15.94171,10.84841,22.354507,18.405519,16.261355,14.118082,21.040899,14.997565,12.507737,14.399814,17.003437,14.002824,6.5757175,2.0454874,3.3390763,4.892585,6.836685,4.587283,5.257788,3.511425
135,19.8635475,11.473022,13.505954,12.273393,18.5194,12.52335,25.389784,20.512239,19.458263,21.106217,28.012017,18.8694,18.047139,21.915707,21.70003,19.664799,5.8764266,2.7119741,3.4263173,5.316699,6.729386,3.63948,6.186406,4.175824
150,28.838175,13.529758,17.498173,15.015792,23.17837,15.84483,38.288495,25.165305,26.50538,22.859419,36.200901,24.784694,22.238854,27.823829,26.989611,20.820558,9.822351,4.0275268,5.5326887,6.814808,6.938713,5.017141,6.857559,4.651833
165,26.02866,13.964324,15.856566,12.52889,19.604,14.4972,32.911144,23.791944,30.047369,28.169405,39.950625,28.368417,27.591707,31.934397,32.342651,24.081684,9.822351,4.0275268,5.5326887,6.814808,6.938713,5.017141,6.857559,4.651833
180,30.27498,17.256448,19.734803,16.114736,25.84217,18.49055,35.310919,27.556551,37.908497,33.513799,50.896813,34.70588,35.625612,42.112521,38.579189,31.819568,15.492268,8.1482544,12.070828,8.561515,10.96151,7.463627,11.43765,5.730879
195,33.6847575,18.61849,22.130196,15.009533,26.75167,19.58077,37.87308,29.324053,45.68971,41.142123,59.105618,42.7724,38.165831,51.802784,45.177066,35.682999,17.753945,10.0384966,13.454301,11.06948,12.61513,9.746251,13.67314,6.267218
210,35.355525,19.037964,23.924373,17.976321,27.92844,20.54113,46.616409,33.937046,49.060913,47.693635,62.988893,49.986596,39.085266,55.840884,47.88839,37.358398,18.327947,15.404367,18.268817,20.92639,16.0261,15.3549,16.41285,10.01605
225,32.7854175,19.162055,21.032605,19.097991,25.49407,20.6927,40.845112,32.118955,56.439174,52.954132,63.381494,54.466566,43.321245,57.976149,54.252,39.511791,23.588774,19.216714,18.054183,22.60884,16.40883,16.8251,17.89395,11.73735
240,36.942255,23.370358,24.567059,22.055858,29.81146,23.89446,45.474149,40.056863,63.388281,62.219135,71.004703,58.824612,57.241217,62.054531,64.80287,50.869038,28.688429,26.581423,25.716607,27.3298,21.33753,21.81147,21.95835,14.03594
255,52.962165,28.099379,35.503864,32.460373,42.4433,30.50355,67.862368,49.454339,63.659574,61.513155,72.18541,61.023369,57.9997,62.659278,68.899842,49.967533,32.006667,26.885397,31.296832,28.9283,25.87651,23.90048,25.68008,15.18313
270,55.5971625,31.319662,36.414708,30.82926,42.19561,31.40212,68.057437,48.361808,66.294338,69.111988,71.726347,73.687537,63.570331,76.994269,76.930986,59.390496,37.883142,30.828006,37.928884,34.43592,30.16877,30.39349,26.71686,23.09971
285,53.35329,29.939261,36.553902,30.98843,41.48867,31.24288,60.890963,50.131983,64.204723,57.384492,77.660803,62.060273,63.978497,73.389492,72.299458,54.357666,46.358004,38.283905,46.066048,39.75768,39.0669,36.3786,30.35023,27.97063
300,70.3617075,40.959215,49.777497,41.815884,54.90908,43.55821,91.50057,66.797852,63.013808,59.966401,69.864487,66.312059,61.39276,77.230505,76.476675,57.207029,55.459613,41.226647,44.768143,43.30741,38.83567,41.02911,32.78779,29.6131
315,79.104075,44.50391,58.349896,46.785629,61.26219,47.94138,92.60979,69.820663,62.57053,63.098893,68.932457,71.865926,64.674082,79.332539,79.259862,57.724458,66.501182,46.155307,56.69573,53.73699,49.77828,51.4769,40.94509,38.70961
330,76.633725,49.648082,58.942543,49.018376,64.7071,50.84715,93.46876,76.215337,56.357444,55.498663,71.984374,63.313987,62.725762,72.733298,74.959236,49.958689,82.933026,57.24488,75.81497,65.4801,69.83053,63.89867,61.58146,47.88363
345,84.768525,54.241374,65.643479,52.639565,69.44683,53.12751,92.42429,80.103661,65.600689,70.049089,75.497345,73.639467,68.50239,81.788795,85.913003,57.894342,82.933026,57.24488,75.81497,65.4801,69.83053,63.89867,61.58146,47.88363
360,70.5487125,54.078981,58.18175,55.465883,62.11455,56.20255,83.47164,75.508279,65.988681,68.102815,76.884379,79.582085,64.928083,83.127506,82.018376,60.092593,83.08432,71.138727,77.75271,79.92255,75.5312,70.67701,72.98807,55.89571
375,77.4963,57.66871,68.535599,57.167022,71.34737,60.72578,82.75337,76.573728,69.707143,67.695254,76.39687,83.461345,67.906157,87.421026,84.363785,63.186827,87.537197,66.704198,79.3128,75.5206,76.72438,73.27363,72.24405,56.74339
390,89.93625,63.558,82.169835,63.008462,86.22764,68.01368,105.72723,88.650683,67.006038,62.239111,78.273547,78.314115,63.150175,87.701999,75.976604,65.555204,92.106883,69.999006,81.31326,71.93867,89.75587,85.8076,80.86728,65.12287
405,86.87625,63.111774,73.099213,59.742419,77.57796,66.29425,98.21371,86.04959,73.741965,62.930087,81.517689,77.35684,66.631851,85.020518,82.935391,60.792985,89.863631,78.34068,79.30314,72.18104,88.7527,88.26206,85.43502,66.98787
420,76.690725,59.6739,66.722337,53.200609,68.76544,61.96625,84.31304,83.6759,72.18728,63.596401,76.020043,79.539493,66.679052,84.924367,82.017342,63.088487,86.83554,70.340347,76.55956,70.04862,82.07009,84.57645,80.54927,62.49759
435,91.8129,67.130437,74.217396,60.630911,81.00686,66.24714,97.44882,86.837806,61.800475,57.565992,70.871306,73.748015,58.621794,80.174446,71.849668,60.516973,93.765793,72.406477,80.5077,71.76021,88.22879,87.26499,90.27662,67.67445
450,92.322075,68.634962,79.852036,61.497722,83.57116,65.52105,95.71548,89.801294,59.439413,46.080683,65.201312,63.794093,56.932447,68.635171,72.273905,53.678273,101.188153,77.141372,84.14581,79.7246,94.99905,95.63128,96.75481,78.5382
465,88.879575,66.407737,71.890654,57.913042,74.88317,62.00391,90.93777,84.103041,56.365738,49.325969,63.13835,61.193176,53.267203,60.983296,66.101244,50.981227,94.415321,71.007068,76.45309,70.06109,93.40653,85.14362,89.83488,69.61027
480,96.51045,74.417101,82.825655,88.502106,88.00837,92.56433,96.9437,90.589884,53.865141,47.744103,64.2829,65.167828,51.104746,62.554448,69.386504,50.393233,101.975973,72.526201,78.60293,69.74579,96.21609,92.2251,95.09009,72.03146
