LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Label,Track index,Track ID,Number of spots in track,Number of gaps,Number of split events,Number of merge events,Number of complex points,Longest gap,Track duration,Track start,Track stop,Track displacement,Track mean X,Track mean Y,Track mean Z,Track mean speed,Track max speed,Track min speed,Track median speed,Track std speed,Track mean quality,Total distance traveled,Max distance traveled,Confinement ratio,Mean straight line speed,Linearity of forward progression,Mean directional change rate
Label,Index,ID,N spots,N gaps,N splits,N merges,N complex,Lgst gap,Duration,Track start,Track stop,Track disp.,Track X,Track Y,Track Z,Mean sp.,Max speed,Min speed,Med. speed,Std speed,Mean Q,Total dist.,Max dist.,Cfn. ratio,Mn. v. line,Fwd. progr.,Mn. ? rate
,,,,,,,,,(sec),(sec),(sec),(pixel),(pixel),(pixel),(pixel),(pixel/sec),(pixel/sec),(pixel/sec),(pixel/sec),(pixel/sec),(quality),(pixel),(pixel),,(pixel/sec),,(rad/sec)
Track_0,0,0,20,1,0,0,0,1,20.0,1.0,21.0,25.551667452868426,404.5440678861456,250.43154668130086,0.0,15.094658192734155,58.3194192718089,0.590141806538774,8.593278269415581,17.483738899244134,26.728704833984374,294.6676866471017,62.649226393102886,0.0867135034167132,1.2775833726434214,0.08463811212753322,1.4164469412960037
Track_1,1,1,96,0,0,0,0,0,95.0,1.0,96.0,94.78929445341277,234.10599680013513,1365.874007724615,0.0,2.4598707436841214,40.40115756657348,0.09736336346313433,0.5777153233237098,6.8896925328923215,32.17349433898926,233.68772064999146,95.53755507182242,0.40562377085865176,0.9977820468780291,0.40562377085865164,1.4983779884009625
Track_2,2,2,11,1,0,0,0,1,11.0,2.0,13.0,36.95106745591144,1664.7410070976605,1012.7384227094724,0.0,15.721207889299672,60.03870052172008,2.7415065276229416,9.334084030542902,16.90911457282076,50.52992942116477,166.13983659768283,36.95106745591144,0.2224094366084552,3.359187950537404,0.21367238282140957,1.986935547645482
Track_3,3,3,95,0,0,0,0,0,94.0,2.0,96.0,8.82177185551942,1230.9979412120033,1482.069189286916,0.0,1.3804985158957852,12.74027025526063,0.05683800667647883,0.7337122592329789,1.8597904203339868,46.215533126027964,129.76686049420383,8.951551685250575,0.06798170058150906,0.0938486367608449,0.06798170058150907,1.5618206764707459
Track_4,4,4,94,0,0,0,0,0,93.0,3.0,96.0,14.631034008528639,243.1179392521917,1389.1532123359525,0.0,1.4901052494833116,25.375683202505698,0.07945609702158832,0.5937455943200629,4.048105879781825,25.26629378947806,138.57978820194805,27.860340868597095,0.10557841225162853,0.15732294632826493,0.10557841225162859,1.4031722438797798
Track_5,5,5,94,0,0,0,0,0,93.0,3.0,96.0,147.82214103399966,454.09156627057945,1072.6504875636685,0.0,4.919142916851413,75.56406567011044,0.10998416387849755,1.6044549213914927,10.791688598224304,39.30016959981715,457.4802912671817,156.55198706969753,0.3231224248470788,1.589485387462362,0.32312242484707904,1.4766732312427668
Track_6,6,6,94,0,0,0,0,0,93.0,3.0,96.0,0.9635297108085874,921.151327992504,1153.657390964282,0.0,0.8616194064636118,14.577997594194384,0.05488802780995642,0.6751534784938952,1.4863806403204092,33.162271702543215,80.13060480111591,17.483311905619562,0.012024490682431105,0.01036053452482352,0.012024490682431107,1.244742550308613
