Seconds,Experiment 1,Experiment 2,Experiment 3,Experiment 4,Experiment 5
229.511,1.729001,1.91892041,2.44837,1.520167,2.054743
230.011,1.728121,1.918310719,2.447548,1.519695,2.053829
230.511,1.726083,1.916728292,2.446518,1.519543,2.052849
231.011,1.7251,1.916277782,2.445806,1.518015,2.051131
231.511,1.722955,1.913980404,2.445038,1.517899,2.049389
232.011,1.722105,1.913747511,2.444308,1.517268,2.048032
232.511,1.721692,1.913422824,2.444132,1.516847,2.046776
233.011,1.720117,1.912511286,2.443302,1.516076,2.044861
233.511,1.719692,1.911514384,2.443089,1.515542,2.044838
234.011,1.719752,1.911098535,2.4429,1.514919,2.043211
234.511,1.719339,1.910560731,2.442359,1.514842,2.041727
235.011,1.718624,1.908376327,2.442455,1.514613,2.040555
235.511,1.717465,1.90730232,2.441952,1.514624,2.039354
236.011,1.717237,1.905654898,2.441988,1.514227,2.038166
236.511,1.716638,1.904917064,2.441193,1.513825,2.037867
237.011,1.715613,1.902668784,2.440635,1.513644,2.0362
237.511,1.714126,1.901362811,2.440256,1.51309,2.034473
238.011,1.713127,1.900698543,2.439215,1.512906,2.032574
238.511,1.712043,1.899752412,2.438537,1.511706,2.031507
239.011,1.710054,1.897906427,2.437427,1.510815,2.030463
239.511,1.709411,1.897068548,2.436589,1.509709,2.028939
240.011,1.709411,1.896686841,2.435881,1.50917,2.027639
240.511,1.709411,1.89609808,2.43523,1.509002,2.024211
241.011,1.708443,1.895508996,2.43507,1.508328,2.022413
241.511,1.708508,1.893621196,2.434568,1.508009,2.021814
242.011,1.708114,1.892104948,2.434663,1.507709,2.01909
242.511,1.704939,1.89138537,2.434339,1.506739,2.015775
243.011,1.704798,1.890561783,2.43416,1.506687,2.014997
243.511,1.704317,1.888489082,2.434203,1.506082,2.012714
244.011,1.703868,1.887220394,2.434184,1.505833,2.012601
244.511,1.70378,1.885032718,2.43416,1.505763,2.011833
245.011,1.703263,1.884628673,2.433871,1.505319,2.01086
245.511,1.702575,1.882674875,2.433506,1.505319,2.010606
246.011,1.700202,1.882366727,2.433092,1.504672,2.008473
246.511,1.699309,1.881985926,2.432798,1.50372,2.00581
247.011,1.699795,1.881339784,2.432021,1.503747,2.005486
247.511,1.698091,1.880612121,2.431358,1.503544,2.004412
248.011,1.695888,1.878918299,2.430085,1.503319,2.002785
248.511,1.694844,1.879279185,2.429553,1.503159,2.001939
249.011,1.694634,1.877848578,2.428925,1.503277,2.000259
249.511,1.693151,1.877223519,2.428019,1.502721,1.999126
250.011,1.691584,1.87610451,2.427278,1.502225,1.997622
250.511,1.69134,1.875841081,2.426443,1.501889,1.997092
251.011,1.689999,1.874676115,2.424554,1.501207,1.995152
251.511,1.688653,1.873382938,2.423386,1.50058,1.995833
252.011,1.687587,1.872788344,2.422768,1.499497,1.993951
252.511,1.687186,1.871377034,2.421974,1.498996,1.992813
253.011,1.686136,1.871022853,2.42123,1.498052,1.992079
253.511,1.68464,1.869135794,2.420712,1.498228,1.992413
254.011,1.68387,1.868884918,2.420259,1.497977,1.991732
254.511,1.682194,1.867061422,2.419856,1.498145,1.990997
255.011,1.681929,1.867777711,2.419273,1.497642,1.990421
255.511,1.681204,1.866742254,2.41893,1.496744,1.989529
256.011,1.680589,1.866574709,2.417889,1.495965,1.987631
256.511,1.681005,1.865274219,2.417368,1.49563,1.985017
257.011,1.681925,1.865992317,2.416694,1.495557,1.984308
257.511,1.68137,1.864398857,2.416031,1.494863,1.984202
258.011,1.681107,1.863114735,2.415775,1.494196,1.982827
258.511,1.680344,1.862149121,2.415115,1.493912,1.981997
259.011,1.680423,1.861009907,2.415097,1.493692,1.980913
259.511,1.680191,1.860672422,2.414728,1.493307,1.981624
260.011,1.679587,1.85985847,2.414572,1.493267,1.979716
260.511,1.679491,1.858466134,2.413076,1.492785,1.978956
261.011,1.678755,1.857686511,2.412752,1.491976,1.978678
261.511,1.678043,1.857203364,2.412747,1.491826,1.978315
262.011,1.677034,1.856103391,2.412503,1.491296,1.978222
262.511,1.676668,1.855755516,2.41195,1.49128,1.978315
263.011,1.676642,1.854666301,2.411452,1.490993,1.976659
263.511,1.675432,1.853744885,2.41141,1.490523,1.976117
264.011,1.674682,1.852979632,2.41131,1.489993,1.975225
264.511,1.672841,1.851681036,2.410873,1.489529,1.974508
265.011,1.672412,1.851307341,2.410781,1.48986,1.972961
265.511,1.671142,1.851198473,2.410416,1.489189,1.971343
266.011,1.670864,1.850799394,2.409892,1.489195,1.969986
266.511,1.67063,1.849505563,2.409746,1.488798,1.968707
267.011,1.669603,1.848217001,2.409366,1.488785,1.967509
267.511,1.669189,1.847504592,2.408609,1.488766,1.965903
268.011,1.668647,1.847006668,2.408055,1.488096,1.96589
268.511,1.668497,1.846890741,2.407959,1.487896,1.965529
269.011,1.668497,1.846463457,2.40739,1.488215,1.965896
269.511,1.667919,1.84640925,2.40629,1.487648,1.965506
270.011,1.666383,1.845433707,2.405622,1.48743,1.963322
