LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Label,Track index,Track ID,Number of spots in track,Number of gaps,Number of split events,Number of merge events,Number of complex points,Longest gap,Track duration,Track start,Track stop,Track displacement,Track mean X,Track mean Y,Track mean Z,Track mean speed,Track max speed,Track min speed,Track median speed,Track std speed,Track mean quality,Total distance traveled,Max distance traveled,Confinement ratio,Mean straight line speed,Linearity of forward progression,Mean directional change rate
Label,Index,ID,N spots,N gaps,N splits,N merges,N complex,Lgst gap,Duration,Track start,Track stop,Track disp.,Track X,Track Y,Track Z,Mean sp.,Max speed,Min speed,Med. speed,Std speed,Mean Q,Total dist.,Max dist.,Cfn. ratio,Mn. v. line,Fwd. progr.,Mn. ? rate
,,,,,,,,,(sec),(sec),(sec),(pixel),(pixel),(pixel),(pixel),(pixel/sec),(pixel/sec),(pixel/sec),(pixel/sec),(pixel/sec),(quality),(pixel),(pixel),,(pixel/sec),,(rad/sec)
Track_0,0,0,95,1,0,0,0,1,95.0,1.0,96.0,145.48736313532754,813.3943957441555,1606.3990195649435,0.0,11.271256819431553,61.8720422211413,0.10877603077457697,3.6061370154258983,15.098374757503942,41.87647126850329,1075.9022614489763,223.74955972273605,0.13522358707508594,1.5314459277402899,0.1358717978193958,1.6747567003716377
Track_1,1,1,95,0,0,0,0,0,94.0,2.0,96.0,37.26241341232132,193.94280941666776,684.3731462714952,0.0,3.920047171023932,25.12926102951101,0.14557259449140839,2.1320106428220833,4.28861029308139,45.27682591488487,368.48443407624956,44.709495690405156,0.1011234395985658,0.39640865332256725,0.10112343959856578,1.5287111686449324
Track_2,2,2,94,1,0,0,0,1,94.0,2.0,96.0,138.03585332043494,384.50873715617615,875.771577711773,0.0,5.427744971443522,59.96626290048622,0.19369913115514883,1.4484774943771197,10.865228554956206,41.45948759038398,506.45115985310144,175.91651537116317,0.27255511342983774,1.468466524685478,0.27054818021321586,1.4345499527080197
Track_3,3,3,94,1,0,0,0,1,94.0,2.0,96.0,109.6225809415492,296.96129628813907,1395.38617576545,0.0,10.719503967598671,83.15730762668045,0.15068480350304256,1.8006928220981349,16.36233228966933,25.239515588638632,997.8069246847925,170.21339890805038,0.10986351991511685,1.166197669590949,0.10879213003847553,1.3437224575784292
Track_4,4,4,10,1,0,0,0,1,10.0,2.0,12.0,7.6058639980304,1655.900596416168,521.166930822216,0.0,6.181669938157154,14.803252154055864,1.5947329561860264,3.655099237172539,5.1461658175324425,37.418896484375,64.18818919690908,16.805668662277608,0.11849320090177358,0.76058639980304,0.12303898581000297,1.4057634272992592
Track_5,5,5,94,0,0,0,0,0,93.0,3.0,96.0,83.96019625722214,996.3985894645633,1619.1481450061754,0.0,7.427011002368485,59.37849233071269,0.02278838970050672,1.201466661575899,11.564391418537689,40.75868387425199,690.7120232202689,112.99334439393368,0.12155600805351427,0.9027978092174423,0.12155600805351423,1.6307983505439807
Track_6,6,6,42,0,0,0,0,0,41.0,3.0,44.0,153.55138621975732,195.84980547851288,1236.1945961225617,0.0,12.778040331026915,64.70031980768374,0.9887671035365843,7.588485240219908,15.516347169509903,33.313380650111604,523.8996535721036,179.77905808565993,0.2930931241752086,3.7451557614574957,0.29309312417520866,1.3297425548186292
Track_7,7,7,70,1,0,0,0,1,70.0,3.0,73.0,182.0590898795895,464.9021991405868,1487.2600000577577,0.0,7.777969318395804,33.418453130814335,0.15929078223258397,4.096075778602404,8.526412060146505,33.771898542131694,542.7861256569821,225.1536879920411,0.33541588716776294,2.6008441411369927,0.33438601191003586,1.1838682136749572
