Seconds,Experiment 1,Experiment 2,Experiment 3,Experiment 4,Experiment 5
165.011,2.467841619,3.048384,3.053469426,3.019939706,2.502861
165.511,2.467841619,3.04741,3.050608932,3.015077572,2.498389
166.011,2.464242402,3.049619,3.046724672,3.014127731,2.498051
166.511,2.467040078,3.048573,3.044641459,3.011343603,2.494332
167.011,2.467841619,3.048266,3.041352645,3.006402036,2.493207
167.511,2.465318436,3.045716,3.037766228,2.999430185,2.486475
168.011,2.463012913,3.042275,3.035906781,2.995631134,2.48111
168.511,2.462921425,3.040478,3.033594538,2.991516626,2.476545
169.011,2.461978276,3.040762,3.030203057,2.985900344,2.474743
169.511,2.457513433,3.037972,3.026984588,2.981697453,2.472768
170.011,2.456037586,3.036366,3.025897618,2.978214151,2.469629
170.511,2.45597452,3.034147,3.023760202,2.972278815,2.458678
171.011,2.449991746,3.032451,3.019799506,2.967383721,2.453723
171.511,2.447989498,3.028638,3.017014858,2.962701699,2.451077
172.011,2.446158443,3.028358,3.013409474,2.957342652,2.449452
172.511,2.442910847,3.026622,3.011571519,2.954216414,2.446074
173.011,2.442371793,3.022077,3.010530931,2.950899468,2.437866
173.511,2.441274083,3.019946,3.008903334,2.944150239,2.434555
174.011,2.435389309,3.018069,3.005483235,2.939061938,2.425032
174.511,2.434833972,3.016008,2.999128194,2.9348153,2.421381
175.011,2.440652344,3.014053,2.995924763,2.930855449,2.419206
175.511,2.438796732,3.011286,2.992672154,2.925147841,2.416731
176.011,2.435944646,3.01091,2.990361314,2.920581287,2.411398
176.511,2.432533528,3.007425,2.987316316,2.917514352,2.402558
177.011,2.430527559,3.000982,2.98426736,2.914242943,2.396369
177.511,2.429458948,2.997379,2.979514194,2.90806602,2.395108
178.011,2.427967868,2.995018,2.975474346,2.903737922,2.388408
178.511,2.427967868,2.993287,2.973638204,2.89795227,2.384109
179.011,2.426801885,2.989133,2.969999944,2.891722574,2.383863
179.511,2.425522524,2.986567,2.969572797,2.88496513,2.379637
180.011,2.423598091,2.984701,2.966370184,2.879763633,2.372239
180.511,2.422259766,2.980974,2.964152773,2.874374665,2.370593
181.011,2.419560153,2.980515,2.962505161,2.867017571,2.367097
181.511,2.41983255,2.976203,2.958670617,2.860383139,2.363747
182.011,2.419632461,2.975525,2.954378574,2.858268668,2.359792
182.511,2.418651018,2.971621,2.953214785,2.855394008,2.353512
183.011,2.417018425,2.9673,2.951846143,2.846487972,2.351042
183.511,2.418055334,2.966187,2.94884387,2.839473874,2.347941
184.011,2.417829905,2.964876,2.946540465,2.834070601,2.345321
184.511,2.415253784,2.962839,2.943989769,2.829140965,2.340985
185.011,2.411150021,2.962442,2.940707773,2.825060526,2.33936
185.511,2.40916237,2.959513,2.939844292,2.816731022,2.336563
186.011,2.408655434,2.957289,2.936165846,2.809393594,2.33427
186.511,2.407386841,2.955602,2.934768487,2.806640447,2.331088
187.011,2.407386841,2.949898,2.931948523,2.799530738,2.32898
187.511,2.404843862,2.94702,2.929195375,2.79432665,2.324873
188.011,2.404311067,2.942882,2.926619046,2.788423512,2.319759
188.511,2.397899957,2.942266,2.924845592,2.783684198,2.311895
189.011,2.39649364,2.935728,2.925691556,2.778868758,2.306953
189.511,2.394242191,2.935509,2.923568736,2.774943905,2.304123
190.011,2.39339531,2.934005,2.919962037,2.768635449,2.30044
190.511,2.391516709,2.930498,2.917635067,2.761345756,2.296293
191.011,2.391728489,2.927149,2.916218862,2.754374203,2.291846
191.511,2.38571077,2.925263,2.914963704,2.749529869,2.286344
192.011,2.385080945,2.924332,2.913662038,2.744537934,2.279047
192.511,2.38468396,2.920293,2.911129907,2.739472054,2.27497
193.011,2.383243321,2.917909,2.907102396,2.73573509,2.267904
193.511,2.38270161,2.912981,2.905761324,2.727785754,2.264792
194.011,2.374596575,2.910326,2.903210643,2.725152196,2.261439
194.511,2.372831127,2.905151,2.901288214,2.722144166,2.259427
195.011,2.370781978,2.900979,2.897339956,2.719193449,2.255453
195.511,2.368401189,2.900258,2.896052915,2.712854927,2.252747
196.011,2.364629664,2.894989,2.894082698,2.710379935,2.25032
196.511,2.362473673,2.891808,2.890843904,2.70534378,2.246877
197.011,2.360278463,2.888809,2.890445937,2.703032468,2.246778
197.511,2.356677019,2.884457,2.888885986,2.702299996,2.243865
198.011,2.35564273,2.879814,2.885716297,2.694736857,2.242211
198.511,2.353503727,2.87635,2.883381917,2.68706996,2.240795
199.011,2.351948521,2.871417,2.881127224,2.682562094,2.234698
199.511,2.350491996,2.869114,2.878635911,2.677466225,2.23081
200.011,2.348804076,2.86336,2.877361716,2.673233663,2.229805
200.511,2.348080396,2.859747,2.875254058,2.669780175,2.226058
201.011,2.344595396,2.857308,2.872818353,2.664528945,2.221989
201.511,2.339613133,2.853926,2.872818353,2.662615655,2.219749
202.011,2.335606535,2.849597,2.870968153,2.657263422,2.217395
202.511,2.336193669,2.844744,2.868867782,2.6535687,2.215612
203.011,2.334913226,2.838418,2.865917208,2.648883963,2.213821
203.511,2.331828868,2.835982,2.865089687,2.643830402,2.21397
204.011,2.323139549,2.829689,2.863250079,2.639380941,2.207355
204.511,2.321215661,2.824448,2.861896503,2.635667418,2.205116
205.011,2.315872185,2.82335,2.859630541,2.632872871,2.202751
205.511,2.312807587,2.822754,2.856773224,2.628775646,2.197907
206.011,2.308813082,2.82026,2.854632462,2.623695361,2.19439
206.511,2.30722492,2.819908,2.852708612,2.618487363,2.193662
207.011,2.302695886,2.820039,2.850799742,2.614320554,2.186432
207.511,2.297816959,2.817552,2.848111208,2.609491256,2.185791
208.011,2.296378486,2.815642,2.84673106,2.605290768,2.181788
208.511,2.293302416,2.813438,2.844670986,2.604019424,2.180329
209.011,2.291261807,2.809712,2.842382669,2.600820992,2.179162
209.511,2.289639602,2.806218,2.839687305,2.595099373,2.174416
210.011,2.286879812,2.802372,2.839068688,2.592442456,2.174221
210.511,2.283916403,2.800402,2.836675899,2.58902484,2.172538
211.011,2.282091672,2.79771,2.833366543,2.585635995,2.169665
211.511,2.27829462,2.794689,2.831391815,2.581546119,2.166293
212.011,2.27552071,2.792116,2.827663468,2.574259502,2.163278
212.511,2.274404403,2.789322,2.827314272,2.571006724,2.159233
213.011,2.273144451,2.788039,2.825174823,2.569175005,2.158113
213.511,2.2700469,2.783211,2.82356956,2.564383189,2.155715
214.011,2.268500496,2.780608,2.821377988,2.561986595,2.153596
214.511,2.268086674,2.779753,2.818462079,2.556807887,2.151839
215.011,2.267393524,2.779427,2.816524023,2.552669711,2.150118
215.511,2.263901369,2.77773,2.814111132,2.549394705,2.148316
216.011,2.263042872,2.774907,2.812758674,2.546643606,2.14518
