 ,Area,Mean,X,Y,XM,YM,Circ.,AR,Round,Solidity
1,158.100,0,28.108,21.573,28.108,21.573,0.090,1.403,0.713,0.503
2,177.498,0,26.713,22.981,26.713,22.981,0.151,1.115,0.897,0.640
3,2.747,0,28.977,24.315,28.977,24.315,0.240,4.626,0.216,0.066
4,141.449,0,31.971,27.378,31.971,27.378,0.066,1.450,0.690,0.365
5,168.915,0,30.186,33.037,30.186,33.037,0.092,1.371,0.729,0.447
6,170.803,0,31.147,31.594,31.147,31.594,0.120,1.124,0.890,0.564
7,182.991,0,26.984,31.246,26.984,31.246,0.084,1.764,0.567,0.484
8,154.495,0,24.859,29.587,24.859,29.587,0.102,1.732,0.578,0.489
9,202.560,0,22.303,29.669,22.303,29.669,0.123,1.369,0.730,0.570
10,163.422,0,21.709,26.528,21.709,26.528,0.113,2.462,0.406,0.492
11,142.479,0,30.536,28.317,30.536,28.317,0.091,2.333,0.429,0.492
12,114.841,0,32.124,30.179,32.124,30.179,0.110,1.531,0.653,0.437
13,136.814,0,32.030,29.397,32.030,29.397,0.096,2.283,0.438,0.487
14,120.678,0,34.031,23.940,34.031,23.940,0.106,1.144,0.874,0.408
15,104.713,0,28.143,22.242,28.143,22.242,0.102,1.371,0.730,0.405
16,94.757,0,28.330,25.241,28.330,25.241,0.146,1.069,0.936,0.491
17,114.670,0,34.415,29.569,34.415,29.569,0.143,1.808,0.553,0.492
18,128.574,0,33.243,28.166,33.243,28.166,0.124,1.418,0.705,0.424
19,112.782,0,36.826,28.557,36.826,28.557,0.141,2.530,0.395,0.545
20,125.141,0,33.905,31.054,33.905,31.054,0.117,1.519,0.658,0.492
21,109.005,0,31.202,30.847,31.202,30.847,0.163,1.278,0.782,0.532
22,91.152,0,33.926,30.546,33.926,30.546,0.132,1.670,0.599,0.450
23,129.089,0,34.621,32.222,34.621,32.222,0.174,2.459,0.407,0.587
24,89.607,0,35.065,31.697,35.065,31.697,0.148,1.698,0.589,0.502
25,117.245,0,37.107,30.776,37.107,30.776,0.100,1.779,0.562,0.409
26,91.324,0,35.883,26.384,35.883,26.384,0.082,1.507,0.664,0.343
27,75.016,0,34.564,27.453,34.564,27.453,0.122,2.340,0.427,0.441
28,78.964,0,32.766,31.132,32.766,31.132,0.190,1.631,0.613,0.528
29,67.635,0,36.213,31.539,36.213,31.539,0.154,1.254,0.798,0.209
30,90.122,0,37.582,31.815,37.582,31.815,0.161,1.734,0.577,0.549
31,82.226,0,32.311,35.308,32.311,35.308,0.158,1.849,0.541,0.525
