 ,Area,Mean,X,Y,XM,YM,Circ.,AR,Round,Solidity
1,70.038,0,21.322,24.268,21.322,24.268,0.388,1.827,0.547,0.734
2,70.210,0,21.987,23.101,21.987,23.101,0.201,1.351,0.740,0.576
3,65.231,0,21.767,22.551,21.767,22.551,0.191,2.435,0.411,0.583
4,69.866,0,21.083,22.043,21.083,22.043,0.372,1.606,0.623,0.698
5,59.738,0,21.095,23.245,21.095,23.245,0.627,1.738,0.575,0.883
6,63.000,0,18.673,23.712,18.673,23.712,0.577,1.464,0.683,0.886
7,70.038,0,19.136,23.328,19.136,23.328,0.494,1.185,0.844,0.785
8,45.490,0,21.141,21.638,21.141,21.638,0.509,1.823,0.549,0.822
9,41.714,0,21.083,21.201,21.083,21.201,0.543,2.060,0.486,0.313
10,26.436,0,20.899,21.999,20.899,21.999,0.802,1.359,0.736,0.880
11,50.125,0,18.277,21.546,18.277,21.546,0.490,1.931,0.518,0.704
12,32.616,0,21.010,20.393,21.010,20.393,0.470,1.259,0.794,0.574
13,33.989,0,18.843,19.601,18.843,19.601,0.315,3.448,0.290,0.580
14,44.117,0,18.706,15.795,18.706,15.795,0.282,2.337,0.428,0.565
15,39.310,0,18.917,18.014,18.917,18.014,0.647,1.201,0.833,0.774
16,34.847,0,15.392,19.492,15.392,19.492,0.645,1.952,0.512,0.819
17,38.109,0,15.345,19.199,15.345,19.199,0.708,1.446,0.692,0.860
18,46.177,0,16.059,18.605,16.059,18.605,0.350,1.288,0.777,0.523
19,25.406,0,16.447,18.317,16.447,18.317,0.582,2.431,0.411,0.848
20,35.877,0,17.135,17.040,17.135,17.040,0.542,2.086,0.479,0.833
21,25.406,0,15.800,18.160,15.800,18.160,0.582,1.064,0.940,0.746
22,17.509,0,17.048,18.819,17.048,18.819,0.364,2.223,0.450,0.437
23,12.703,0,17.788,19.535,17.788,19.535,0.887,1.404,0.712,0.908
24,8.583,0,17.965,19.672,17.965,19.672,0.903,1.419,0.705,0.877
25,6.351,0,18.191,19.703,18.191,19.703,0.969,1.582,0.632,0.961
26,8.755,0,17.844,18.843,17.844,18.843,0.751,1.358,0.736,0.803
27,6.695,0,17.800,19.659,17.800,19.659,0.929,1.666,0.600,0.876
28,5.493,0,17.906,19.395,17.906,19.395,0.991,1.362,0.734,0.901
29,5.493,0,17.868,19.486,17.868,19.486,0.914,1.624,0.616,0.865
30,6.351,0,17.833,19.333,17.833,19.333,0.881,1.680,0.595,0.851
31,5.493,0,17.855,19.421,17.855,19.421,0.914,1.619,0.618,0.865
