 ,Area,Mean,X,Y,XM,YM,Circ.,AR,Round,Solidity
1,9.270,0,22.611,18.361,22.611,18.361,0.697,2.092,0.478,0.766
2,51.498,0,19.581,18.607,19.581,18.607,0.193,1.485,0.673,0.449
3,71.411,0,20.656,18.887,20.656,18.887,0.177,1.297,0.771,0.493
4,66.090,0,20.700,19.151,20.700,19.151,0.212,1.198,0.835,0.496
5,70.553,0,21.336,17.083,21.336,17.083,0.224,1.214,0.824,0.558
6,77.934,0,22.413,14.518,22.413,14.518,0.173,1.477,0.677,0.476
7,83.084,0,19.723,16.759,19.723,16.759,0.138,1.606,0.623,0.472
8,82.741,0,17.948,16.038,17.948,16.038,0.126,1.412,0.708,0.440
9,82.569,0,17.778,17.272,17.778,17.272,0.144,1.897,0.527,0.382
10,86.002,0,17.499,17.463,17.499,17.463,0.160,1.897,0.527,0.493
11,77.591,0,16.882,21.419,16.882,21.419,0.118,1.240,0.806,0.365
12,79.651,0,16.945,22.013,16.945,22.013,0.280,1.800,0.556,0.451
13,68.150,0,16.921,20.909,16.921,20.909,0.222,1.526,0.655,0.410
14,57.163,0,15.169,19.637,15.169,19.637,0.204,1.787,0.560,0.410
15,64.373,0,13.715,16.283,13.715,16.283,0.171,2.089,0.479,0.339
16,45.147,0,16.507,19.606,16.507,19.606,0.222,1.249,0.801,0.393
17,36.736,0,16.112,20.162,16.112,20.162,0.279,1.398,0.715,0.756
18,52.185,0,15.800,19.209,15.800,19.209,0.243,1.102,0.907,0.420
19,41.542,0,15.595,18.321,15.595,18.321,0.321,1.318,0.759,0.356
20,33.302,0,16.919,19.838,16.919,19.838,0.307,1.791,0.558,0.400
21,32.272,0,15.883,18.975,15.883,18.975,0.315,1.269,0.788,0.395
22,32.959,0,15.697,18.856,15.697,18.856,0.321,1.487,0.672,0.355
23,31.586,0,14.979,20.333,14.979,20.333,0.502,1.829,0.547,0.829
24,40.340,0,14.190,19.116,14.190,19.116,0.470,1.914,0.522,0.802
25,44.289,0,14.546,17.453,14.546,17.453,0.378,2.070,0.483,0.379
26,33.474,0,14.804,18.577,14.804,18.577,0.684,1.561,0.641,0.401
27,29.869,0,15.111,19.294,15.111,19.294,0.626,1.975,0.506,0.361
28,29.354,0,14.466,18.772,14.466,18.772,0.786,1.610,0.621,0.408
29,36.221,0,14.665,19.519,14.665,19.519,0.686,1.219,0.820,0.391
30,24.719,0,14.360,20.057,14.360,20.057,0.807,1.717,0.583,0.889
31,24.548,0,15.462,19.808,15.462,19.808,0.618,2.170,0.461,0.318
